Hybridization REF	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05	TCGA-AN-A0AS-01A-11D-A00Y-05
cg13060646	0.00873120722744094	NA	NA	0
cg13060997	0.159038724154078	CCNA1	13	37006611
cg13062935	0.851324122278663	MRGPRX2	11	19082514
cg13064571	0.690514188692782	C8orf44	8	67587053
cg13064881	0.0254336788473184	NA	NA	0
cg13066542	0.0171778374408837	RFK	9	79009738
cg13066963	0.0881341013785171	ESPN	1	6485317
cg13067215	0.0524857895013107	TPPP3	16	67427285
cg13073894	0.0156609305724169	ZNF566	19	36980750
cg13074965	0.843433282547091	RBM14	11	66395305
cg13077930	NA	ALB	4	74269525
cg13078388	0.0420153533029859	CIRBP;C19orf23	19	1269048
cg13079099	0.00927806541801196	LENG9	19	54974383
cg13080465	0.0154113288900927	MANSC1	12	12503457
cg13081704	0.685112693426371	KCNQ1DN	11	2890457
cg13082192	0.583700224104659	IRS4	X	107980358
cg13083810	0.885784542681137	POU5F1	6	31139156
cg13084335	0.0303078588603545	CRYAB;HSPB2	11	111782670
cg13084429	0.0467052289230869	VWA2	10	115999021
cg13084525	0.0628782829315665	EHF	11	34642463
cg13084909	0.0103634640224134	RNF26	11	119205373
cg13085976	0.791831451849188	C9orf167	9	140171189
cg13086467	0.449971072727238	MORG1;C19orf56	19	12779373
cg13086586	NA	PAICS;PPAT	4	57303149
cg13088755	0.663672810796481	P2RY10	X	78200041
cg13097407	0.0253292037430406	CRIP3	6	43276658
cg13097816	0.602080261362241	GPR35	2	241568439
cg13098382	0.0159231999165938	RNF38	9	36401460
cg13098960	0.254056257154283	SOX15	17	7494151
cg13099330	0.811501577831801	RBP1	3	139257799
cg13102585	0.459244108685701	RUNDC3A	17	42386208
cg13105904	0.0263541263347151	CBLN3;KHNYN	14	24900044
cg13107169	NA	N4BP2	4	40098238
cg13108181	0.0145929385533889	ZNF141	4	330865
cg13108328	0.058267204391049	PLEKHA5	12	19282261
cg13109289	0.921927256263307	C1GALT1	7	7274782
cg13112336	0.0480752100088762	MCM9	6	119255874
cg13112511	0.782108666823059	PDE4D	5	58882753
cg13113656	0.0134185415023326	CLTC	17	57697489
cg13114389	0.0130769488871182	ENTPD7	10	101419241
cg13117105	0.0147654670529174	PAQR5	15	69591357
cg13118748	0.0131103796440246	C6orf136	6	30614722
cg13118849	0.836639205782119	NCAN	19	19327542
cg13119609	0.779563774715408	APOC2	19	45449297
cg13120519	0.0252045920403198	ALKBH7	19	6372660
cg13120814	0.122634659982224	TMEM140	7	134832770
cg13121699	0.239450203037748	ZNF804A	2	185462397
cg13125510	0.164984757759774		11	130542491
cg13125997	NA	PKD1	16	2186901
cg13126790	0.792440920837241		6	160010346
cg13127386	0.0125161148043884	SLC4A8	12	51818768
cg13128531	0.460874557371679	ZBTB33	X	119384384
cg13129046	0.102871123110008	C10orf35	10	71389696
cg13131015	0.424156244145905	GUCY2C	12	14849542
cg13132204	0.0113235056094232	ELMOD2	4	141445677
cg13133148	0.00812499278499895	SNAPC5	15	66790044
cg13133883	0.126422069290322	RGR	10	86004660
cg13134662	0.0457488640514464	VAV2	9	136858680
cg13135121	0.967221483114084		14	65002445
cg13135127	0.0111305950789357	NA	NA	0
cg13135180	0.0171892296565845	RPP21	6	30312972
cg13138279	0.927535895234007	CRYBA1	17	27574645
cg13139843	0.143317606721754	KRTAP19-1	21	31852793
cg13140267	0.0345149719638659	SNRNP200	2	96971704
cg13140464	0.924541285615911	AP3B2	15	83380023
cg13140740	0.167940917309682	NA	NA	0
cg13143729	0.596856272120729	NA	NA	0
cg13144004	0.0122960325494019	UMPS	3	124449104
cg13144783	0.738455204272199	CCR1	3	46249795
cg13145013	0.638184017836355	NA	NA	0
cg13145440	0.0232802900136363	FAM117A	17	47841827
cg13145458	0.0136725146396837	RNF185	22	31556086
cg13149307	0.082120798235157	PLXDC2	10	20104452
cg13149996	0.829133239116325	EIF4G3	1	21437982
cg13150441	0.0363978217206228	RNF40;C16orf93	16	30774108
cg13150596	NA	GIPC1	19	14606390
cg13150977	0.0215644434628941	UBE2QP1	15	85114131
cg13151102	0.0150220914608433	KCNJ4	22	38852154
cg13152535	0.636530141736139	CLEC11A	19	51226557
cg13153865	0.0230348135388119	OSGIN2	8	90914101
cg13155059	0.0183578047358607	CAPZA2	7	116502333
cg13156121	NA	TEPP	16	58010114
cg13156411	0.940124857880626	PTH1R	3	46919454
cg13158571	0.0312885327435337	CYP4X1	1	47489195
cg13159566	0.0264736658461877	CCDC59;C12orf26	12	82752887
cg13160888	0.0182712032174034	NIPSNAP3B	9	107526516
cg13162577	0.953087075812267	C11orf42	11	6226437
cg13162810	0.022411202734586	NA	NA	0
cg13163729	0.268803032011569	SIX3	2	45169447
cg13164309	NA		1	20898017
cg13164537	0.768937276429796	CD226	18	67624071
cg13168374	0.937968521651436	CPLX4	18	56986220
cg13168683	0.0485036456020233	JAKMIP1	4	6202379
cg13168820	0.0107964750992607	PTPRT	20	41818356
cg13169373	0.0171792324995749	APP	21	27542843
cg13170032	0.136834912115062	HLX	1	221052143
cg13173909	0.0108334339062037	UGGT1	2	128848815
cg13174077	0.880556925387855	CUL4B	X	119709371
cg13174197	0.0494138777570988	GNL3;PBRM1	3	52720522
cg13176285	0.0210990295672506	ZNF828	13	115080469
cg13176979	0.123058387725652	HMGN3	6	79944654
cg13179915	0.723796625114999	KCNK7	11	65362949
cg13179983	0.0201169949468622	PIK3R2	19	18264162
cg13180098	0.59043948020783	RHO	3	129246923
cg13180809	0.0278200064072204	HPS1	10	100206399
cg13181019	NA	MPP7	10	28571582
cg13181284	0.910551316960459	KRT6B	12	52845687
cg13183496	0.345419046066792	FAM120C	X	54209920
cg13183539	0.968555080644427	FZR1	19	3522577
cg13184442	0.0398235585604904	CDC5L	6	44355163
cg13184872	0.042223652784428	PNPLA3	22	44319719
cg13185177	0.87096497825079	GP5	3	194119885
cg13185308	0.556407894850159	ABCC8	11	17498819
cg13188385	0.0136983810896166	SRGAP3	3	9291334
cg13191049	0.0173692215085188	SYNM	15	99645663
cg13191808	0.0127395409908242	PCSK9	1	55505327
cg13192155	0.932089505388617	ERAS	X	48685943
cg13199589	0.0326660186966236	RIMKLA	1	42845990
cg13199822	0.0172747015919552	ATP6V1A;NAA50	3	113466193
cg13201322	0.586433563604912	MAGEB1;MAGEB4	X	30261225
cg13202751	0.560413233854115	SLC6A3	5	1446443
cg13204181	0.793281628194774	GH1	17	61995750
cg13205516	0.0171136027759724	GBAS	7	56032364
cg13206017	0.612002678996695	SST	3	187388225
cg13208492	0.0130359109482517	TSN	2	122513376
cg13208732	0.00850522539987032	CHCHD7;PLAG1	8	57124347
cg13210512	0.0246768002051502	SPATA2	20	48531577
cg13210534	0.395825656604971	HSPB2	11	111784328
cg13214349	0.00959489896417303	NA	NA	0
cg13214422	0.787303865109001	MYOZ3	5	150040606
cg13216057	0.356279566971965	DKK3	11	12030643
cg13216088	0.0263449650160079	PSMD1	2	231921414
cg13216303	0.0097728139853806	ILF2	1	153643044
cg13216351	0.0309788298048642	MOCS3;DPM1	20	49575105
cg13217373	0.278078272013697	RPS6KA2	6	167275395
cg13218435	0.0178313485271753	PET112L	4	152682442
cg13218906	0.0300109270529386	PCMTD2	20	62886751
cg13219107	0.0183076662849711	LRBA	4	151937234
cg13221588	0.0224612325675501	TTF2	1	117603102
cg13221796	NA	RB1	13	48876919
cg13222081	0.0559396073831134	MRPL52	14	23298926
cg13224710	0.7874574541114	TGIF1	18	3411743
cg13225039	0.0642066192270816	TMEM129;TACC3	4	1722160
cg13226172	0.0154793868838515	CNTFR	9	34589381
cg13226591	0.601254661779524	MAGEB18	X	26156545
cg13228642	0.0317099415752568	IER5	1	181057360
cg13230197	0.0783419396922249	CSPG4	15	76005012
cg13230584	0.0211135747348021	GSTK1	7	142960778
cg13232900	0.0205833174977561	ADAT1	16	75656651
cg13233799	0.0118695310908896	PTPRF	1	43996745
cg13234643	0.0145785191835379	CTSL2	9	99801371
cg13234848	0.091839200623871	AUTS2	7	69063971
cg13234863	0.572991315681091	TMEM132D	12	130389138
cg13235447	0.307854254555771	NA	NA	0
cg13236107	NA	C20orf152	20	34556051
cg13236637	0.0227591885538402	MED21	12	27175529
cg13236854	0.0110113787552677	NAPA	19	48018668
cg13237829	NA	TECR;MIR639	19	14640386
cg13237906	0.0110988370033519	SLC26A2	5	149340052
cg13240311	0.0203117014669214	PKIG	20	43160795
cg13240332	0.0206569161355247	ARPC2	2	219081679
cg13240598	NA	LQK1;FLVCR1	1	213031266
cg13240639	0.0225710184692952	UCRC;ZMAT5	22	30162856
cg13243219	0.0343730997863036	MECOM	3	169381522
cg13243377	0.0468767000884424	CNOT7;VPS37A	8	17103891
cg13244707	0.0179895270811545	UQCRC2	16	21963795
cg13245912	0.015246344734946	RTN3	11	63449340
cg13246269	0.441416129833174	NA	NA	0
cg13246592	0.236214050717649	P2RX5	17	3600461
cg13246654	0.00913876094714271	CAMK2D	4	114682613
cg13247990	0.855018722262461	MYLK3	16	46782176
cg13249256	0.929332719394899	MAEL	1	166958581
cg13250711	0.0973196580356289	ARNTL	11	13298675
cg13253729	0.854748542339874	LOC91316;RGL4	22	24032426
cg13255096	0.0192175844919478	MAP3K5	6	137112939
cg13255190	NA	GALNT8	12	4829286
cg13255629	NA	MEPE	4	88752660
cg13257485	NA	NXT2	X	108778854
cg13258606	0.012029286979915	FDX1	11	110300632
cg13258700	0.0298437068052019	C7orf13;RNF32	7	156433997
cg13259290	0.64756128838829	CSF2	5	131408382
cg13260333	NA	C6orf108	6	43197365
cg13260633	0.0148294354776397	CBR4	4	169931597
cg13262687	0.501379396311364	POU4F2	4	147559579
cg13262752	0.0305312557090471	YIPF1	1	54355695
cg13263114	0.0590346996740161	ERBB2	17	37857070
cg13263483	NA	GJB3	1	35247084
cg13264208	0.0123569403520891	SEC61A1	3	127770926
cg13264741	0.0777791477090273	GRIN2B	12	14133426
cg13265003	0.415210467033247	SLC37A1	21	43919023
cg13265789	0.0177454135027901	UNC5C	4	96470584
cg13266292	0.0478498053321202	RPS15	19	1438084
cg13266631	0.0830319826999178	NEFL	8	24815006
cg13269407	0.0199929468992011	C22orf26;LOC150381	22	46450107
cg13269964	0.725121020216878	CD300LG	17	41924577
cg13270853	0.983170372790473	CHFR	12	133435649
cg13271076	0.0206726132091332	PRMT2	21	48055715
cg13271951	0.655281699168666	FAM57B	16	30041760
cg13271963	0.979021657090244	ANKRD2	10	99332592
cg13272258	0.0147762112703934	USP2	11	119252474
cg13272327	0.0113612251810737	ARMC8	3	137906213
cg13273136	0.701589989457184	PSD4;LOC440839	2	113931565
cg13274254	0.0161612433287119	GULP1	2	189157566
cg13274713	0.00920187872948635	TBX2	17	59477286
cg13277160	0.0139986646674961	FAM119A	2	208490587
cg13277179	NA	PHKG2	16	30759310
cg13277385	0.0137871059443322	DECR1	8	91013426
cg13277716	0.354279002158132	KAL1	X	8699941
cg13277939	0.100254112505167	CTAGE5	14	39735211
cg13278334	0.0289331357378246	ALDH16A1;PIH1D1	19	49954994
cg13279585	0.321097395099575	NA	NA	0
cg13281719	0.025782366983107	ATG16L1	2	234160162
cg13281868	0.906099278916858	C6orf142	6	53883888
cg13282594	0.761060513557153	BGLAP	1	156211609
cg13282837	0.830773044893759	TCL1A	14	96180648
cg13282951	0.0824767120021195	NA	NA	0
cg13283751	0.0558722058374159	NA	NA	0
cg13283942	0.0102495257334122	S100A13;C1orf77	1	153606541
cg13284426	NA	PRELID1;RAB24	5	176732122
cg13285447	0.0165750856146495	NUMBL	19	41196734
cg13286902	0.522457119962533	TRMT2B	X	100306780
cg13287780	0.881213420221944	NA	NA	0
cg13288195	0.639451208900621	FBXL22	15	63889711
cg13289321	0.676614151883653	ASB10	7	150884003
cg13289561	0.0139406494081448	METTL1;FAM119B	12	58166652
cg13293721	0.0185390030462355	RPIA	2	88990738
cg13294439	0.0259170716649103	PPTC7	12	111021269
cg13294509	0.0443437335489054	GLE1	9	131266872
cg13294594	0.01099719204206	MAST1	19	12949443
cg13296371	NA	TMEM128	4	4250746
cg13296563	0.0267375803347287	RPL6	12	112847257
cg13297249	0.647597031229206	NA	NA	0
cg13297865	0.0282746960399461	ELOVL4	6	80657415
cg13297960	0.0216199163635473	NCAM2	21	22370237
cg13298382	0.0169869835448682	PFDN2;NIT1	1	161087635
cg13299148	NA	COL16A1	1	32170433
cg13300756	0.195155382953391	HAS1	19	52228038
cg13301003	0.688901322650529	WT1	11	32449254
cg13301014	NA	SPINT2	19	38754768
cg13301933	0.0136503480536296	RORA	15	61521439
cg13302154	0.0944966452327628	MGP	12	15039432
cg13302823	0.540052852041377	SCRT1	8	145559792
cg13303256	0.0143309831709746	PHF1	6	33378019
cg13306164	0.0106127378241091	HPCA	1	33352184
cg13306784	0.0632924969065419	INPP5E	9	139334488
cg13307384	0.248408194843699	PRPF40B	12	50017787
cg13309018	0.0179215135969535	CIZ1;DNM1	9	130965761
cg13310628	0.0102246984806037	SOLH;C16orf10	16	576870
cg13310671	0.0106167528410177	RNF114	20	48553087
cg13311440	0.506191970304525	CD48	1	160681404
cg13313036	0.00717766863994618	SLC29A2	11	66139196
cg13314167	0.334043986162126		9	114557553
cg13315147	0.209959705394684	CYP2E1	10	135341528
cg13315690	0.0798705702045681	OVCA2;DPH1	17	1944831
cg13316191	0.0136948042778971	CDCA7L	7	21985884
cg13316424	0.883941530395924	CIZ1;DNM1	9	130968009
cg13319139	0.0812876588402644	ST3GAL2	16	70472477
cg13319175	0.404245568696645	CAPZB	1	19746564
cg13319664	0.0162479348956129	DNAJC28	21	34863952
cg13320626	0.0462656810290097	ST8SIA4	5	100238655
cg13320683	0.489934145541698	RHOBTB1	10	62761819
cg13322449	0.785659323444043	CEACAM3	19	42300200
cg13323474	0.0145443320355489	TTC18	10	75118523
cg13323752	0.533589149154901	SLC2A14	12	8025567
cg13325261	0.0108966082951716	ARNTL2	12	27486075
cg13325529	0.0215988847785453	TMEM107	17	8079954
cg13325666	0.0138423495461887	MLLT4;C6orf124	6	168227843
cg13326338	0.971012221254774	SIL1	5	138463619
cg13328485	0.71673958915814	UBR3	2	170806154
cg13332088	0.0115254191806467	C14orf80	14	105957742
cg13332130	0.0189923892784495	RAB4B	19	41284234
cg13332925	0.0139585318755389	LOC100130691;AGPS	2	178257559
cg13333141	0.00860752728794115	NA	NA	0
cg13334054	0.873012631441784	NA	NA	0
cg13334277	0.757899445055936	SPACA1	6	88757878
cg13334990	NA	ENO2	12	7023763
cg13335112	0.663691844687199	ABHD12B	14	51339216
cg13336167	0.0153876225173722	ZNF579	19	56092141
cg13337662	0.644361300560056	ATP12A	13	25255297
cg13337865	0.017318659752376	TEKT1	17	6734991
cg13338132	0.916185208337874	FAM71C;ANKS1B	12	100041984
cg13340269	0.389042306253467	TMEM35	X	100333778
cg13342120	0.0198556514838747	TRAFD1	12	112563444
cg13342558	0.254345817577125	TECTB	10	114043548
cg13342625	0.0190736472825383	WDR65;EBNA1BP2	1	43638094
cg13343486	0.0137898856494	KLK10	19	51520533
cg13344740	0.133517071411057	DLX5	7	96654132
cg13346032	0.0225641563963189	TBC1D22A	22	47158756
cg13346411	0.022047671958194	CCKBR	11	6280512
cg13347296	0.0196157867224026	PFDN4	20	52825087
cg13348944	0.56111636719961	SCN2B	11	118047121
cg13349425	0.757045444017653	C5orf20	5	134783075
cg13350481	0.015162370392122	EXOG	3	38537876
cg13350783	0.91891957315263	KRT13	17	39661354
cg13351161	0.24251819345843	SCARA3	8	27490921
cg13351406	NA		22	36031241
cg13351583	0.46575814142273	SHC3	9	91793648
cg13351698	0.0168895959699091	CBX3;HNRNPA2B1	7	26240574
cg13352306	0.818324313310151	EML3;ROM1	11	62381264
cg13352495	0.016051170212684	CCNO	5	54529851
cg13353683	0.0192077361938036	PTRF	17	40574819
cg13354523	0.659381462360733	CLEC1A	12	10251574
cg13358084	0.59182300006198	NA	NA	0
cg13359415	0.0102235325248516	LGI2	4	25032564
cg13360150	0.026809092400947	LIN7C;BDNFOS	11	27528592
cg13360404	0.0140938795320585	KLHDC10	7	129710309
cg13362403	0.0358230557132541	NA	NA	0
cg13364756	NA	CYP3A43	7	99425193
cg13365022	0.106063297875488	MC4R	18	58039932
cg13365761	0.0224189224396892	SCNN1G	16	23194156
cg13368786	NA	ACSS2	20	33463522
cg13369981	0.0390715610615616	MEPCE;ZCWPW1	7	100027501
cg13370916	0.432443482772541	STARD8	X	67867403
cg13372488	0.0821222917084528	KCNT2	1	196577387
cg13376158	0.0158738929402561	NT5C	17	73128023
cg13378388	0.0198619638931403	VEGFC	4	177713813
cg13379236	0.255296904079068	EGF	4	110833808
cg13379763	0.821847877602842	CCDC108	2	219892516
cg13379871	0.0104434467514286	BMI1	10	22610507
cg13382694	0.0565069700465499	ZNF652	17	47440203
cg13382714	0.0117908357423928	AP4S1;STRN3	14	31495002
cg13383490	0.0133555049081081	TSG101	11	18548806
cg13383491	0.417096589005646	NA	NA	0
cg13383572	0.916364035994009	PRH1;PRR4	12	11036217
cg13384396	0.036599945119286	ADCY5	3	123167677
cg13384498	0.932777560380074	CRYGB	2	209010629
cg13386234	0.00798017607102025	DAD1	14	23058032
cg13386884	NA	PTDSS2	11	449359
cg13387232	NA	CRIPAK	4	1387823
cg13391235	NA		16	85316611
cg13391638	0.0695687010166593	TMEM168	7	112430772
cg13393195	0.0168703806719898	TPCN1;IQCD	12	113659153
cg13396068	NA	DCD	12	55041379
cg13396213	0.0229119669046348	ZNF575	19	44037225
cg13397365	0.0177898346932504	MEA1;KLHDC3	6	42981894
cg13397379	NA	OR2C3	1	247696628
cg13398291	0.152187573025528	SFRP1	8	41166169
cg13398993	0.0247688180825245	ARMC1	8	66546079
cg13401339	0.0913664502027956	FKBP1B	2	24272928
cg13401681	0.0196779217107526	GRPR	X	16141609
cg13401831	0.0289346533219518	TUBA8	22	18593307
cg13401987	0.00890884786615925	APH1B	15	63569418
cg13404558	0.0162737532564842	PANK3	5	168006306
cg13405161	0.0124728696096899	EIF2C2	8	141646303
cg13406768	0.862696071790222	MFF	2	228192416
cg13406950	0.248123864045813	NA	NA	0
cg13407883	0.363826495421818	SIGLEC9	19	51627843
cg13409216	0.0143473109081906	SUPV3L1	10	70939987
cg13410437	0.930999548026844	OR5P2	11	7818165
cg13412063	0.0138301588152164	SOS1	2	39347277
cg13412615	0.711940130546103	KCNK4	11	64057807
cg13414044	0.0108578326560184	RNF170;HOOK3	8	42751637
cg13415207	0.0126055231735394	PMAIP1	18	57567271
cg13415434	0.0314125417904653	P4HTM;WDR6	3	49044522
cg13415850	NA	C2orf7	2	73459842
cg13417824	0.0128149925509865	RPP38;C10orf111	10	15139785
cg13420923	0.0165536727673307	DCLRE1A;NHLRC2	10	115614712
cg13421924	0.040881564244486	SC5DL	11	121163141
cg13423076	0.0179085635793024	CXXC1	18	47814178
cg13423394	NA	ABHD6	3	58223060
cg13424229	0.815104507799039	CPA3	3	148581837
cg13424446	0.900540573118056	GGTLC1	20	23969432
cg13425637	0.0154179462819866	PRKCH	14	61788328
cg13426503	0.0146273371693711	RBL2	16	53468712
cg13427055	0.0122560682817993	HERC5	4	89378005
cg13430425	0.0202188891847302	ADSL	22	40742577
cg13430851	NA	CDC123;NUDT5	10	12237037
cg13431205	0.798812635287099	RB1	13	48893174
cg13433272	0.015229335632912	CDK8	13	26828068
cg13434203	0.852568619620434	NA	NA	0
cg13434842	0.557651317630244	GATA4	8	11567896
cg13434852	0.903645037827986	DOCK1	10	128768181
cg13435189	NA	CWF19L2	11	107324751
cg13435381	0.129424522157741	LGR5	12	71833017
cg13435792	NA	ERP27	12	15092434
cg13436343	0.00978781169402958	PUM1	1	31538432
cg13436799	0.0311605241185477	LRP2	2	170218997
cg13436996	0.814383682027828	NA	NA	0
cg13437593	0.0471820191202435	MED24	17	38210697
cg13438543	0.0194705461786402	TBCA	5	77071525
cg13438673	0.0119744916326936	ZNF526	19	42724717
cg13438834	0.0166982325031972	FAM118A	22	45706530
cg13438944	0.011066733369148	C14orf179	14	76452183
cg13439299	0.946656573510456	DNAJC5G	2	27498173
cg13439730	0.221053983587363	PRSS8	16	31146999
cg13442811	0.717174687319537	FAM190B	10	86131100
cg13445249	0.848688052311926	DSG4	18	28957111
cg13445358	0.0606110233183268	ESPL1	12	53661749
cg13446199	0.679264648880373	PSCA	8	143762866
cg13446235	0.0218383868485835	AFG3L1;CENPBD1	16	90039146
cg13446622	0.637860620925284	SDR9C7	12	57328406
cg13446852	0.0151627396101349	LEPR;LEPROT	1	65886635
cg13447818	0.626707684708495	FLG	1	152298884
cg13448401	0.00851017258880157	ORC6L;VPS35	16	46723048
cg13448625	0.895926006936574	COL17A1	10	105845238
cg13449372	0.879809546079866	C10orf2;MRPL43	10	102748693
cg13449778	0.00986466652824961	FAM163A	1	179712298
cg13450057	0.88293035482832	HAUS3;POLN	4	2231660
cg13451483	0.0170955484822662	TMEM146;LONP1	19	5720795
cg13453139	0.784518439069368	PIK3R5	17	8815262
cg13454184	0.025244157350926	TARS2	1	150459676
cg13455369	0.0274372525148976	BOD1L	4	13629759
cg13456653	0.0309988408547863	DNAJB6	7	157130065
cg13459560	0.634690635549271	NA	NA	0
cg13460409	0.0599763698000409	DSCR6	21	38379570
cg13461509	NA	ECHDC2	1	53387576
cg13461600	0.0187095017735221	ABCF3	3	183903550
cg13461622	0.625433364927676	RUNX3	1	25291385
cg13462129	0.687100159131287	DLX5	7	96651281
cg13462160	0.31020374229713	ATF4	22	39916704
cg13463167	0.915433451957508	DENND1B	1	197523608
cg13463367	0.106948942712847	PSMC2	7	102987991
cg13464062	NA	RP9	7	33148868
cg13466487	0.920221940295944	CMBL	5	10309051
cg13467649	NA	CCDC25	8	27630342
cg13467814	0.0268060091239493	LOC100302652;ASB3;ERLEC1	2	54013395
cg13468685	0.906422869918037	PLEK	2	68592737
cg13469311	0.0164398341090023	PGRMC2	4	129209602
cg13470920	0.58786070325858	VAV1	19	6772831
cg13471990	0.275726508514503	ENTPD1	10	97515222
cg13473336	0.886889912575934	SLC5A2	16	31494571
cg13473383	0.0197871007755807	ZDHHC5	11	57434378
cg13474734	0.585942136541427	C15orf52	15	40630791
cg13474750	0.882973887023181	SH3BP1	22	38037408
cg13477510	0.941630843504757	SEPT5	22	19700797
cg13479669	0.0325185324143918	NA	NA	0
cg13481359	0.359945370412116	EGR4	2	73520043
cg13482233	0.679101260009103	HEPH	X	65382529
cg13482485	0.0216591494416245	SNX7	1	99127787
cg13486556	0.0510519682211959	NA	NA	0
cg13488201	0.0218428661630195	ADAM12	10	128077323
cg13488557	0.0444229857401438	C1orf63	1	25574588
cg13490635	0.028720287885452	RBPMS	8	30242021
cg13490971	0.0390255571777696	NDFIP1	5	141488121
cg13492227	0.766035693215415	FGF11	17	7341436
cg13492340	0.0977214528372809	ITGA8	10	15762222
cg13493001	0.70161654456091	LCN12	9	139846100
cg13493559	0.0165386259091532	PLCB3	11	64019243
cg13494498	0.0181034577998224	TUBB3	16	89990214
cg13496066	0.913411375828837	TMEM231	16	75580831
cg13496736	0.0108960687051274	NA	NA	0
cg13496838	0.0861495568346051	PAX3;CCDC140	2	223164747
cg13500388	NA	CBFB	16	67062135
cg13500819	0.654235868097705	MGC29506	5	138725400
cg13501117	0.0283859884804567	WDR8	1	3566577
cg13501507	0.0217084989029724	DMXL2	15	51915413
cg13501999	0.0229216153041803	CACNB1	17	37353838
cg13502356	0.0130672166542992	ZMPSTE24	1	40723396
cg13504059	0.890799408618985	CCR7	17	38721942
cg13506226	0.815424330676226	NA	NA	0
cg13507326	0.824142541088813	SNW1;C14orf178	14	78225589
cg13507429	0.361777001043441	KLHDC7A	1	18807550
cg13507893	0.564169896415487	SLC5A4	22	32650997
cg13509147	0.0726679428346455	CREB3L3	19	4153603
cg13510262	0.0499647675561034	SP1	12	53774037
cg13510327	0.0192757660123309	NEU1	6	31830729
cg13510363	0.023241199059747	TAF11;ANKS1A	6	34857281
cg13514050	0.01004578955715	GGT7	20	33460585
cg13514129	0.0244331696747264	MACF1	1	39547527
cg13515605	NA	CMTM6	3	32544567
cg13515674	0.0182182285059703	HMGB2	4	174255654
cg13516796	0.0221293970573331	ALG1	16	5122251
cg13517305	0.0138016145237055	CHCHD6	3	126423553
cg13517968	NA	UPK1A	19	36156284
cg13518195	0.00876528553438882	NUDT16	3	131100364
cg13518327	0.0287442751766944	THRB	3	24535774
cg13519373	NA	CXCR1	2	219030898
cg13520327	0.446673133166098	KCNH6	17	61600957
cg13520715	0.536627367174953	C21orf129;NCRNA00112	21	43135854
cg13521229	0.182160229076591	JOSD2	19	51013630
cg13523386	0.700294520859984	AMBN	4	71457838
cg13523557	0.231009464496646	ADCY1	7	45613725
cg13525683	0.898088260692071	TIAF1;MYO18A	17	27401991
cg13526007	0.181859965677772	LRFN5	14	42076710
cg13526689	0.0172487005342846	DLST	14	75349155
cg13530039	0.30313950209694	CHRM1	11	62689557
cg13530946	NA	IARS2	1	220266799
cg13531460	0.851257675658171	GPR55	2	231790813
cg13531842	0.0106336336569578	ZNF37A	10	38383804
cg13535217	0.831526503472565	NA	NA	0
cg13536448	0.0194402969740177	NA	NA	0
cg13539030	0.0153764787176004	ARL4C	2	235405968
cg13540795	0.0137971124008921	ZNF432	19	52551618
cg13543096	0.646393626247072	LOC100271831;GDPD3	16	30125400
cg13546796	0.677797227572163	NA	NA	0
cg13547237	0.0885729533219327	C11orf68;DRAP1	11	65687877
cg13547299	0.0291800649074559	TOLLIP;LOC255512	11	1330611
cg13547644	0.516528003199181	ACTA1	1	229569608
cg13548361	0.410107685324553	PSD;FBXL15	10	104178949
cg13549845	0.326420071898543	GRID2	4	93225960
cg13550608	0.944297627027491		3	50314654
cg13550877	0.952029930357143	C14orf148	14	77889982
cg13551243	0.0144224890136054	ZNF7	8	146052742
cg13552650	0.0839061370885455	MORC3	21	37692233
cg13552869	0.371523958428475	SEZ6L2	16	29909924
cg13553204	NA	CNKSR1	1	26504548
cg13553455	0.754064018801134	COL17A1	10	105846002
cg13553498	0.915678467069926	CLEC2D	12	9821986
cg13554114	0.0249671418008276	TERF1	8	73921144
cg13555543	0.0142404120938582	MAX	14	65568995
cg13555884	NA	AGAP4	10	46344329
cg13557178	0.00873971338313476	EFHA1	13	22178108
cg13559495	0.0157176042943808	ALG14	1	95538467
cg13560436	0.043526856468259	MIER3	5	56248587
cg13560548	0.879967830253609	C3orf24	3	10150139
cg13562542	0.0154146050375747	GPR27;EIF4E3	3	71803339
cg13562911	0.0175289955449651	ELOVL2	6	11044106
cg13563405	0.0226669842020638	ASAH1	8	17942526
cg13564075	0.0122806950544152	PHF12	17	27278810
cg13564468	0.0666298106304498	C6orf192	6	133120000
cg13564595	0.0149071232646857	GRPEL1	4	7069733
cg13565157	0.0682182026989825	PDE1B	12	54943009
cg13565215	0.312113139819437	DSCAML1	11	117668336
cg13565723	0.0597673598204431	PEX13;PUS10	2	61245319
cg13571802	NA	TGM4	3	44916473
cg13572545	0.0501854489972906	FBXO30	6	146135272
cg13573276	0.0151723851754715	SDR16C5	8	57232898
cg13574590	0.0444245984686779	NA	NA	0
cg13575604	0.011677672302102	TCP11L1	11	33061007
cg13576061	0.0198233952630537	IL6ST	5	55291172
cg13576290	0.0499096221011755	FAM179A	2	29256737
cg13576739	0.0170495167023543	PFDN6;WDR46	6	33257501
cg13577076	0.083106579014061	PRKAR1B	7	752456
cg13577407	0.0267667330670759	FLNB	3	57994372
cg13578400	0.0190012427363525	EDC4	16	67907301
cg13578652	0.69550901169901	UBASH3A	21	43823863
cg13580728	0.696449999276123	NA	NA	0
cg13581475	0.016209008724272	MTHFD1	14	64854533
