Hybridization REF	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05	TCGA-AN-A049-01A-21D-A00Y-05
cg17489752	0.0173893925101127	BAT1;SNORD84	6	31509945
cg17489897	0.0506266972240834	PTEN;KILLIN	10	89623432
cg17491456	0.061088534982335	DAB2	5	39424524
cg17496788	0.833711865567594	DDR2	1	162601807
cg17496921	0.683685738759955	TSPAN16	19	11406993
cg17497271	0.0212523876727762	GPR176	15	40212781
cg17498321	0.0260785902220464	NOTCH3	19	15311304
cg17498523	0.0117825098228456	GTF2A1	14	81687766
cg17499294	0.915228441100159	METAP1	4	99955894
cg17500329	0.97360463348634	TRAPPC9	8	140943103
cg17500962	0.805840596477298		16	73178951
cg17501569	NA	MSLN	16	811064
cg17502536	NA	PADI1	1	17531015
cg17503456	0.694898375225086	FOXL2;C3orf72	3	138666054
cg17503750	0.50152045659369	KRTAP19-6	21	31913933
cg17504145	0.852513351959236	CRYBB2	22	25617229
cg17504464	0.0223480192043371	AK7	14	96857890
cg17505428	0.0180424350381641	ARHGAP21	10	25011809
cg17505463	0.830317157786515	GGT3P	22	18780198
cg17505757	0.0472476001601838	RPAIN;NUP88	17	5323140
cg17506742	0.0260868076135883	IL10RB	21	34638971
cg17509612	NA	C9orf78;USP20	9	132598774
cg17509807	0.0119696951074406	GTF3C2	2	27579505
cg17509872	0.0606111480700643	VPS37A;CNOT7	8	17105487
cg17511416	0.02308101232709	C9orf93	9	15553286
cg17518825	0.794434022578572	EPAS1	2	46523461
cg17518962	0.281639596044311	GAL3ST4	7	99766552
cg17518965	0.785063622826368	S1PR4	19	3178955
cg17520176	0.0241129933014243	ZMYM4	1	35734836
cg17522249	0.035712087751776	ERAP1	5	96144101
cg17522601	0.94842789037057	CHFR	12	133430387
cg17523380	0.0136504197381328	PPP1R1A	12	54982643
cg17524624	0.0570215922852201	GSTK1	7	142960387
cg17524886	0.95941912516037	CHFR	12	133424709
cg17525003	0.0236984944304785	APAF1;IKBIP	12	99038570
cg17525406	0.680643728364338	AJAP1	1	4715520
cg17526300	0.0515793918641191	PTER	10	16478919
cg17527798	0.358436953530985	LTF	3	46506404
cg17530977	0.0227248601283015	GLI3	7	42275872
cg17532978	NA	NEUROD4	12	55413394
cg17533684	0.0184173131661446	PIK3R3	1	46597933
cg17533847	0.0107943238797089	CBX4	17	77812622
cg17534899	0.00869951618075724	IQSEC1	3	13009509
cg17536071	0.428596102971753	AMTN	4	71383999
cg17536532	0.157240915873887	KIAA0649	9	138370739
cg17536848	NA	LMBR1	7	156686555
cg17539235	0.818173218140347	KISS1	1	204166900
cg17541425	0.0244821546035526	NA	NA	0
cg17541922	0.0138770575207304	PRSS23	11	86511813
cg17542385	0.746007609576293		1	152681979
cg17542495	0.661171298797325	GJB1;BCYRN1	X	70443001
cg17542835	0.0177487055664395	RPL6	12	112847507
cg17543123	0.027685638811326	PLEKHF1	19	30155994
cg17547537	NA	EIF1	17	39845544
cg17547792	0.0139750039419926	NA	NA	0
cg17550582	0.0126501814300739	SLC2A10	20	45338652
cg17552093	0.0189141946816083	SIRT7	17	79875985
cg17552650	0.494059891352464	WDR45	X	48957963
cg17554194	NA	HLA-B	6	31324972
cg17556578	0.0167085339884159	RAB8B	15	63481415
cg17558126	0.248144855413142	RASSF5	1	206680250
cg17559549	NA	MAPK7	17	19280947
cg17559711	0.00944515971939215	JUB	14	23451724
cg17560179	NA	TAS2R5	7	141489290
cg17560327	0.0176046367835996	ZNF417	19	58427757
cg17560332	NA	BOLL	2	198651303
cg17560720	0.0279544390293111	ANKRD16;FBXO18	10	5932700
cg17561435	0.114527278964742	BMPER	7	33944927
cg17561452	0.829779683092477	ADAD2	16	84224707
cg17563769	0.0371156659688784	GTF2A2	15	59949922
cg17564818	0.929562738861231	NA	NA	0
cg17565490	0.0192374147884552	CENPB	20	3766961
cg17567317	0.0102074664457155	POLR2F;C22orf23	22	38349719
cg17568035	0.0134599962673124	FLOT2;DHRS13	17	27224811
cg17568996	0.627682107979669	NFAM1	22	42828125
cg17569486	0.0282971135794042	AP1S3	2	224702267
cg17571291	0.302555886157903	NA	NA	0
cg17571782	0.337037746953376	CXorf40A	X	148623024
cg17572572	0.0116736517998583	GPN2	1	27216739
cg17572791	0.0282351705792563	HAX1	1	154245185
cg17574251	0.967969340099187	FNDC8	17	33448689
cg17575811	0.018329885678013	KCNQ1	11	2466409
cg17578903	0.0107425691874806	EHD1	11	64645847
cg17580045	0.473096707318389	CCND2	12	4384890
cg17582250	0.0353249999682881	EDC4	16	67906816
cg17582777	0.263173962268799	EFNA3	1	155050100
cg17586860	0.223566327639205	SSTR4	20	23015906
cg17587934	0.0104631365065501	HNRNPAB	5	177631246
cg17589175	0.0221856163522152	PRDX5;TRMT112	11	64085337
cg17589341	0.738916216784518	SLC14A1	18	43304079
cg17592292	0.0642156132086277	DGKQ	4	967094
cg17592734	0.0542489006675689	ZNF175	19	52074501
cg17592812	0.0108830538848818	FAM32A	19	16296137
cg17593391	0.012523939550542	RRAGC	1	39325911
cg17597195	0.0154380075241826	TMEM126B;DLG2	11	85339608
cg17598875	0.0269897084998481	AHSA1;C14orf133	14	77923690
cg17599586	0.0152361395233316	PISD	22	32026779
cg17601843	0.00991186037680084	MICALL1	22	38302113
cg17602451	0.012197128317932	BCL2	18	60985645
cg17603184	0.0213798042036544	TMEM184B	22	38669222
cg17605084	0.613197213852475	NCKAP1L	12	54891491
cg17605847	0.0184227800474449	PREB	2	27356922
cg17606194	0.181128802310975	NA	NA	0
cg17606683	0.0264897065633358	C11orf73	11	86013447
cg17606785	0.343724191021278	EFS	14	23834808
cg17606881	0.0197872635018078		3	172469009
cg17607024	0.760515550342944	ZRANB1	10	126630765
cg17607231	0.752554747830813	SP140	2	231090329
cg17607973	0.0119454437525555	MEPCE;ZCWPW1	7	100027408
cg17608500	0.0130932110712136	FLAD1	1	154955711
cg17610929	0.202075105631143	ACCN4	2	220379044
cg17611475	0.937008235213868	AGAP2	12	58137179
cg17612991	0.763829402235904	C3	19	6721016
cg17614750	0.0697633606471423	P4HB	17	79817963
cg17615007	0.0156091405728831	ZNF134	19	58125489
cg17616707	0.0195013149207452	ATP5B;SNORD59A	12	57039822
cg17617223	0.019011696795145	ZER1	9	131534466
cg17618092	0.0104041524572568	RBM14	11	66384405
cg17619823	0.536294003952276	ADRB3	8	37823475
cg17624892	0.0175656067903818	HMGN4	6	26537952
cg17625032	0.660097760296125	NLRC5	16	57054740
cg17626563	NA	RS1	X	18691141
cg17627559	0.638734431627709	TSPAN32;C11orf21	11	2323896
cg17628717	0.224217187516244	HECW1	7	43351208
cg17630127	NA	MS4A5	11	60196778
cg17630833	0.00956475508962196	NA	NA	0
cg17631429	0.94222963336624	FOXS1	20	30433233
cg17638137	0.0143981890717278	TCERG1	5	145826831
cg17638468	0.0420537879811327	CD200R1	3	112694062
cg17639046	0.0477434789999951	HS3ST3B1	17	14204027
cg17639059	0.0185249521866448	NAB2	12	57483108
cg17639290	0.0281483316091607	TIMM8B;SDHD	11	111957166
cg17640201	0.0153592568856251	ZNF48	16	30407289
cg17640322	0.0170391540273566	CD44	11	35160462
cg17641104	0.0333477393340685	CDK17	12	96794247
cg17641252	0.841701837730061	PLEK2	14	67878535
cg17642353	0.838914877563478	PSG6	19	43423265
cg17644208	0.435020970041849	ADCY3	2	25142391
cg17644867	0.0102997466797113	FOS	14	75746076
cg17647273	0.886518665229624	C22orf45;UPB1	22	24891452
cg17647744	0.0111770677723438	TMEM9B	11	8986217
cg17648241	0.0277604856127357	ALKBH8	11	107436281
cg17648620	0.0202931089665989	EFHC1	6	52284686
cg17651255	NA	SYF2	1	25559743
cg17651821	0.502885478750214	HIST1H4L	6	27841683
cg17653969	0.860621102560472	RAB4A;SPHAR	1	229439834
cg17655576	0.0171955642595816	PIAS4	19	4007179
cg17655614	0.309830197058534	CDH1	16	68770944
cg17657618	0.563234393394669	KIAA1026	1	15427654
cg17659886	0.0248030654955808	AP1S2	X	15872951
cg17660026	0.0564634277794986	XPNPEP3;ST13	22	41252631
cg17660655	NA	HIST3H2A	1	228646841
cg17661881	0.0133375297117529	PARP1	1	226595978
cg17662177	NA	CFP	X	47490087
cg17663463	0.65471215009787	PEG3;ZIM2	19	57349709
cg17663577	0.0122673818320505	SLC2A4	17	7185232
cg17665193	0.0335102683139535	GAD2	10	26506008
cg17665608	0.0110317914039761	CSGALNACT2	10	43633793
cg17667972	NA	KRT4	12	53208293
cg17669700	0.0127547894884068	NDUFS7	19	1384167
cg17671157	0.27664107433067	KCNK10	14	88793036
cg17675150	0.928174662585283	ZNF532	18	56529784
cg17675882	0.0668622118418132	NDRG3	20	35374068
cg17676096	0.0143184235232147	LEO1	15	52263839
cg17676129	0.600824944868007	SYCE1	10	135382545
cg17676574	0.758570544023644	UROC1	3	126237373
cg17677397	0.885544735298041	CD300C	17	72543519
cg17677842	0.012081212354073	PRDM4	12	108154370
cg17679246	0.0152521137821722	PDK1	2	173420265
cg17680902	0.0251870864446535	RDBP;SKIV2L	6	31927069
cg17682309	0.0223005782423772	STX7	6	132834573
cg17682828	0.0313281314194354	FXYD1;FXYD7	19	35632767
cg17683775	NA	PTGES	9	132515809
cg17685111	NA	BMP8A	1	39956370
cg17685628	0.262778326098859	NKX2-8	14	37051693
cg17686260	0.951218919334216	MGMT	10	131412764
cg17686885	0.095828361523628	TOM1L1	17	52977769
cg17687282	0.933531443301899	A4GNT	3	137851111
cg17687883	0.027577232221526	NA	NA	0
cg17687962	0.387478981123843	KLK3	19	51358244
cg17688525	0.329190897043427	L3MBTL4	18	6414978
cg17691309	0.00832257947694711	TPM2	9	35690459
cg17692403	0.561371822637187	R3HDML	20	42964959
cg17693270	0.226101317982719	DGAT2L6	X	69397196
cg17693957	NA	TCN2	22	31002757
cg17694279	0.250737344017413	NA	NA	0
cg17694877	0.413603137988208	DIAPH2	X	95939631
cg17696091	NA	SYCP1	1	115396629
cg17697457	NA	GEMIN7	19	45582312
cg17698505	0.0179929160170167	NA	NA	0
cg17698643	0.0120925049973764	C16orf63	16	15982631
cg17699374	0.468464529388247	C22orf33	22	37403802
cg17701785	0.0198120075424549	YPEL5	2	30369896
cg17701886	0.456214786122443	MCF2L2;B3GNT5	3	182970833
cg17703212	0.706948388072777	DYDC1;DYDC2	10	82117257
cg17703324	NA	OPTC	1	203462465
cg17703554	0.89440090592979	DCAF4L2	8	88886339
cg17703658	0.0158554299658799	DDIT3	12	57914352
cg17704839	0.103437786031031	UBL5	19	9939038
cg17705056	0.0264993089088008	PQLC1	18	77711560
cg17705081	NA	GPKOW	X	48980694
cg17706173	0.564004932092583	IFT140	16	1582581
cg17709466	0.0234726789208138	OBFC2B	12	56618184
cg17709676	0.0112855195905645	LMAN1	18	57026192
cg17709873	0.67660662760233	LTA	6	31540456
cg17709884	0.0521934885681397	H2AFZ;LOC256880	4	100872167
cg17710021	0.031734320667543	G0S2	1	209848577
cg17710288	0.0344830947103958	NPM3	10	103543118
cg17711541	0.564659602248812	HIST1H2AC;HIST1H2BC	6	26124704
cg17711587	NA	EIF2S2	20	32699478
cg17711870	0.0520501191673813	WWP1	8	87354470
cg17714030	0.960905418083374	HBQ1	16	229983
cg17714794	0.0219915776643912	BNIP1	5	172571566
cg17714799	NA	CASP6	4	110625080
cg17714828	0.0152231933976819	LPCAT1	5	1523874
cg17717588	NA	GTDC1	2	145052739
cg17718210	0.0128174448067562	MESDC1	15	81293605
cg17718302	0.607016240934196	HIST1H3J	6	27858637
cg17718322	0.0748535103664372	OPHN1	X	67653749
cg17718515	0.0108169984797844	IPO9	1	201798817
cg17720231	0.0443882959674492	IGSF9	1	159915374
cg17720233	0.787448667119097	TNFAIP8L2	1	151128310
cg17723549	0.95639883007025	CCDC55;MIR423	17	28443042
cg17724365	0.02221470918187	NBN	8	90997008
cg17725461	0.00898419011883494	RFX1	19	14117250
cg17725472	0.974377137503875	CHIT1	1	203198757
cg17725968	0.732370127404497	PDHA2	4	96761026
cg17726022	0.020861520558477	SLC38A1	12	46662421
cg17727529	0.590058796379561	C1orf61	1	156399685
cg17729667	0.0256018455765086	NINL	20	25566382
cg17729941	0.102496862936083	C1orf77;S100A13	1	153607617
cg17731079	0.00614135358312654	CDC42EP3	2	37899023
cg17731261	0.0101487700217082	ACHE	7	100493811
cg17732044	0.0235058643201739	PEX11A;WDR93	15	90234207
cg17732521	NA	RHOG	11	3863047
cg17733100	0.0199612639856789	C1orf106	1	200860363
cg17733331	0.0454806936237525	CDH3	16	68678998
cg17736259	0.971217147316484	DMRTB1	1	53925145
cg17738133	NA	CDKN1C	11	2907059
cg17738194	0.395570553128141	GK2	4	80329388
cg17738494	0.0223199612180571	BRPF1	3	9773251
cg17740305	0.661095199832214	NA	NA	0
cg17740399	0.176305378913123	PDX1	13	28494177
cg17740645	0.197402999187026	GRB7	17	37894413
cg17741106	0.0148242154975159	RDH14	2	18742122
cg17741291	0.012231187374588	DDX21	10	70715745
cg17741572	0.347278057158296	CFB	6	31914305
cg17742155	0.0124944653630096	ATP6V1G1	9	117350088
cg17742874	0.0139819893464808	DHPS	19	12792761
cg17745122	0.0136213189499289	IRX3	16	54320230
cg17746675	0.0303131365002867	C3orf31	3	11888297
cg17747005	0.50772843247901	PREX2	8	68864324
cg17747332	0.0121782894728559	SMARCA4	19	11071239
cg17749384	NA	MPP7	10	28571186
cg17749443	0.475983091519843	ZFP37	9	115819190
cg17749456	0.34893809250407	NA	NA	0
cg17749520	0.917640167964932	ITGA2B	17	42466567
cg17749961	0.0214076067131838	LCLAT1	2	30669863
cg17751569	0.914788298770901	CD180	5	66493908
cg17751867	0.00946374747984679	GOLPH3	5	32173610
cg17753124	0.780999584496562	IER2;STX10	19	13259872
cg17754680	0.874150082565573	NPC1L1	7	44581831
cg17754980	0.0177904097374875	FAM54A	6	136571643
cg17755581	0.04860721876276	VAPB	20	56964015
cg17756392	0.0315484225213885	CLPP	19	6361455
cg17757055	NA	PARM1	4	75858107
cg17758148	0.927011997642835	JMY	5	78573641
cg17758721	0.0265080076138499	SNRPB	20	2451208
cg17759354	NA	SLC12A3	16	56898786
cg17761453	0.865696822025613	NA	NA	0
cg17765461	0.0459734079223038	DAZAP1	19	1408416
cg17767184	0.0254103731818275	NSUN3;DHFRL1	3	93782171
cg17767659	0.0218328197900256	MED20;BYSL	6	41888922
cg17767931	0.832977034793003	SLC25A26	3	66293366
cg17769158	0.921604475950849	ODF1	8	103563327
cg17769238	0.390327703576735	H19	11	2019568
cg17770886	NA	TUBGCP2;ZNF511	10	135121331
cg17771150	0.0695599683948831	LCP1	13	46756209
cg17771854	0.0118303007500083	IPO13	1	44412679
cg17773950	0.0928013750532306	NA	NA	0
cg17774305	0.0263547753251984	C12orf62	12	50505649
cg17774418	0.845833115648412	LOC285780;LY86	6	6622864
cg17775235	0.231448120534214	NPTX1	17	78450855
cg17775283	0.067386488133777	UBA1	X	47050480
cg17775713	0.602134980824651	TF	3	133465469
cg17776353	0.0205272495520723	BMPR1A	10	88516420
cg17777592	0.142327282934084	CAB39L	13	49975418
cg17778120	0.943923298359587	RBP2	3	139195319
cg17778721	0.0161506266118086	CBX1	17	46178745
cg17778867	0.908987263965337	C21orf29;KRTAP10-8	21	46032026
cg17780098	0.0242057572843326	CSRP1	1	201476311
cg17783509	0.145925433324222	PHOX2B	4	41751001
cg17784922	0.902318480101893	KEL	7	142659425
cg17786776	0.135693378881941	FKBP9	7	32996145
cg17787710	0.0163985637784989	RAC3	17	79989039
cg17788013	0.932574767690649	SPINK5	5	147443252
cg17788682	0.0095465681085127	ARNT2	15	80697029
cg17788832	0.679254534417321	PSKH2	8	87081654
cg17790333	0.856765547768227	CYP11A1	15	74660265
cg17791617	0.844612690423116	DLG5	10	79628941
cg17791651	0.756099037577321	POU3F1	1	38513489
cg17791766	0.0409804839159692	HSPBP1	19	55791675
cg17791936	0.908317654221022	SLC37A4	11	118902213
cg17792192	0.945276081145408	CAMSAP1	9	138774526
cg17793621	0.0195980429388399	ATP10A	15	26108084
cg17794261	0.0142310680696899	ZNF688	16	30583759
cg17795240	0.618128044088874	GATA4	8	11568257
cg17795586	0.2422529101599	MED12L;P2RY13	3	151047735
cg17797182	0.0121510218894253	SNRPD1	18	19192384
cg17797815	NA	CASC2;RAB11FIP2	10	119806972
cg17800442	0.0767192223911634	CTF1	16	30908233
cg17801256	0.00951886723843646	ZMYM4	1	35734334
cg17802847	0.0216697605663092	CFLAR	2	201980910
cg17803089	0.0300767207882004	FANCE	6	35419793
cg17803430	NA	C4BPA	1	207278324
cg17803807	0.0365888927457567	NA	NA	0
cg17803965	0.31859793302433	SPOCD1	1	32281812
cg17804302	0.00893804945188229	NKD1	16	50581891
cg17804987	0.0122924642222369	MAPKAPK3	3	50654788
cg17805404	0.0723912825710448	GPR162	12	6930624
cg17806989	0.967453012638954	RNF17	13	25338287
cg17808849	0.0326895256339835	HERPUD1	16	56965376
cg17809798	0.0296692140453433	SNW1;C14orf178	14	78226923
cg17810944	0.198712473571217	GDAP1L1	20	42876091
cg17811228	0.0203935120535271	PSD2	5	139175116
cg17812013	0.011957733625994	GPX4	19	1104136
cg17812431	NA	UMOD	16	20364284
cg17813891	0.304253587942289	EVL	14	100532036
cg17814481	NA	FBP1	9	97402166
cg17815841	0.0137690063451903	PDS5A	4	39979368
cg17818900	0.0106605069839768	CRIP2	14	105941190
cg17819635	NA	TCTEX1D1	1	67217673
cg17820459	0.547050460108512	GPX3	5	150400531
cg17820591	0.0239025963809376	ENO3	17	4853706
cg17820828	0.243379427675657	KCNQ1	11	2813298
cg17823175	0.911149201091597	AZU1	19	828170
cg17823320	0.0211727175485119	INTS10	8	19675140
cg17824393	0.896903238369216	PTPN3	9	112225819
cg17826679	0.320034150703069	SLC44A2	19	10736038
cg17827767	0.667767871004882	LRIT1	10	86001154
cg17829314	0.0106737876268958	C1orf122;YRDC	1	38274017
cg17829936	0.257168091045594	TAAR5	6	132910681
cg17830308	NA	NEUROG1	5	134872124
cg17830754	0.0234464214990316	HSD11B1L;C19orf70	19	5679875
cg17832162	NA	SEC11C	18	56807548
cg17832674	0.0383666855748895	CALM3	19	47103718
cg17833578	0.524324154279831	LRIT1	10	86001560
cg17834443	0.0170837231392057	INTS10	8	19674713
cg17834752	0.425317749580657	KCNK9	8	140715239
cg17836145	0.733510373666168	VNN2	6	133084642
cg17838026	0.599877033607354	KCNC3	19	50832861
cg17838516	0.59576882842628	MTNR1B	11	92703536
cg17838626	0.0234516805281939	ACER3	11	76571610
cg17838765	0.0126824588662312	ALKBH3	11	43902310
cg17839278	0.0248543592800382	MTCH2	11	47664375
cg17839611	0.779271230652152	ABI3;GNGT2	17	47286802
cg17841529	0.0207655383995916	OSBPL8	12	76953712
cg17843048	0.561918345440049	PHF16	X	46771580
cg17843759	0.0187737776756585	ELL	19	18633053
cg17846100	0.00798768405539746	MCAT	22	43538986
cg17847607	0.0197000632633697	CALR3;C19orf44	19	16606955
cg17849194	0.0141360250498833	UTP3	4	71553882
cg17849956	0.011966228513243	ZNF304	19	57862480
cg17850880	0.0123330752820614	RNF6	13	26795990
cg17850932	0.36311249867653	NA	NA	0
cg17851105	0.0173360046308095	UNKL	16	1464982
cg17853587	0.0242059521997505	NDST3	4	118954386
cg17854440	NA	ENPEP	4	111397581
cg17854497	0.07019110624813	SEPHS1	10	13390774
cg17858663	0.016314759243934	CENPN;C16orf61	16	81039969
cg17860158	0.752080494726821	CNTN2	1	205012569
cg17860186	0.0206776283379943	PLEKHG2	19	39903047
cg17861230	0.732428522617043	PDE4C	19	18343901
cg17863168	0.015145920224725	APRT	16	88878090
cg17864730	0.0138863798675439	ITGB8	7	20370899
cg17865752	0.0409003767712774	CCNT2	2	135675644
cg17866455	0.251173051116314	SCAND2	15	85173951
cg17867194	0.0230971094260156	SLC30A6	2	32390673
cg17868994	0.0175628287179482	NIPSNAP3B	9	107526283
cg17869167	NA	IL18R1	2	102979704
cg17870792	0.0208790780162601	LPHN2	1	82266841
cg17872064	0.0166077319178118	NOP58	2	203130438
cg17872476	0.858604082589471	VTI1A;ZDHHC6	10	114205654
cg17872757	0.0587467327361755	FLI1	11	128564180
cg17875156	0.0141403536050404	NTN1	17	8924757
cg17877494	0.0251964492460052	ACAA1	3	38178256
cg17877656	0.0251762069874018	PCGF6	10	105110211
cg17878972	0.017153084255905	HRASLS;MGC2889	3	192959356
cg17880199	0.0208533337649054	MYH11	16	15950840
cg17880859	0.28274455393526	RBBP7	X	16888414
cg17881637	0.0153073911799594	HIRA;MRPL40	22	19420236
cg17884373	0.917661078819536	PPM1A	14	60711697
cg17885062	0.0257230247129354	NRCAM	7	108096417
cg17886028	0.0301181024253725	CCND2	12	4383507
cg17886204	0.0496624540446901	NA	NA	0
cg17886959	0.125863986803186	MT2A	16	56642024
cg17887537	0.0195539008085607	RRAGA	9	19049789
cg17889103	0.0121618144264933	UQCRB	8	97247634
cg17889912	0.441504544339397	NA	NA	0
cg17890764	0.615523924988458	ITIH4	3	52864816
cg17891123	0.182696162057083	IQGAP1	15	90931113
cg17891149	0.0312049405741163	SHC1;CKS1B	1	154948248
cg17891278	0.0159240111683597	ARFGAP2	11	47198315
cg17892328	0.0116238073014497	GLUL	1	182360794
cg17892556	0.0198478016585078	ZNF625	19	12267464
cg17894008	0.8970622082369	NACA2	17	59668604
cg17895149	0.805869423614452	HYMAI;PLAGL1	6	144329829
cg17895873	0.0139332055194942	SMYD5	2	73441412
cg17896097	0.029281637622647	ZBTB26	9	125693949
cg17896229	0.616696721162524	PROKR2	20	5294595
cg17896249	0.0155881599885279	E2F4	16	67225987
cg17897236	0.0145524706228166	NIPA2	15	23034682
cg17897879	0.593589105735851	TNFRSF8	1	12123437
cg17901463	0.0199739910355271	GSTM1	1	110230473
cg17902858	0.0246361780887284	NPDC1	9	139941067
cg17903316	0.812024554980556	LOXHD1	18	44181660
cg17903544	0.0217351186588877	PGAM5	12	133286774
cg17904068	0.96890066244538	CHFR	12	133420801
cg17904739	0.0477943632675479	EFCAB4B	12	3861567
cg17904786	0.018536643638866	GTF3A	13	27998438
cg17904815	0.011152998578343	NHLRC3;C13orf23	13	39612422
cg17905198	0.0179356777709757	NDUFV2	18	9103090
cg17906786	0.4063383594025	C13orf36	13	37247708
cg17907567	0.671878337445814	HAMP	19	35773474
cg17910564	0.400591474343037	VDAC3	8	42248702
cg17913068	NA	PPFIA1	11	70116114
cg17914753	0.0249191105602179	CYP2S1	19	41699364
cg17915429	0.796152352245416	PGLYRP2	19	15590069
cg17917518	0.982824357989635	P2RX4	12	121647183
cg17918089	0.0144084751195238	SETDB1	1	150899251
cg17918201	0.0116946691004569	ABI1	10	27150106
cg17918239	0.106597793130691	ZNF281	1	200379718
cg17918501	0.113985895765822	FNDC4	2	27717709
cg17918700	0.773976112857858	KCNK7	11	65363503
cg17919471	0.540070915829348	XAGE3	X	52896992
cg17920197	0.835060244487355	LGI4	19	35627220
cg17921034	0.0253203985973727	AKAP11	13	42846375
cg17921310	NA	ROBLD3;UBQLN4	1	156024283
cg17922226	0.875538994982963	CLCN1	7	143013614
cg17923358	0.410380998631317	RELN	7	103629618
cg17925436	0.556856611891828	NA	NA	0
cg17925542	0.0170620560496993	NA	NA	0
cg17926057	0.210255160873943	ATG4A;PSMD10	X	107334934
cg17926869	NA	CCDC124	19	18046000
cg17927917	0.0140745543698867	INSIG1	7	155089006
cg17928268	0.392524721616829	CST11	20	23433503
cg17929627	0.0291486652670346	MKI67	10	129924035
cg17935677	0.0130445043083864	WDR76	15	44119062
cg17936488	0.57979937568665	FAM78A	9	134151519
cg17938146	0.961768172851161	ITGA10;PEX11B	1	145523592
cg17939444	0.747256661368519	C8orf4	8	40010443
cg17940013	0.0783633731840512	GPR157	1	9188688
cg17940740	0.47865333807295	C22orf27	22	31318444
cg17941312	NA		20	25381464
cg17942096	NA	LOC729991;RFXANK;LOC729991-MEF2B	19	19301711
cg17942553	NA	ARNT	1	150850380
cg17943999	0.117105421008969	GEM	8	95274687
cg17945001	NA	IGSF21	1	18434118
cg17946497	0.0104565391819408	DUSP1	5	172198141
cg17946995	NA	PLBD2	12	113796032
cg17947053	0.0694444500457482	WDR37	10	1102371
cg17947599	0.92994013455828	ACOXL	2	111556607
cg17948627	0.0238081658218433	PSMB2	1	36107295
cg17950095	0.701732305317784	HOXA11AS;HOXA11	7	27224700
cg17952262	0.181118279551883	MFSD7	4	683240
cg17959722	0.015389402642959	MRPL41	9	140446823
cg17960516	0.0304988266053929	DOK7	4	3465004
cg17961200	0.926148617330844	CEL	9	135937572
cg17963089	0.0311953240304661	PHPT1	9	139743185
cg17963840	0.623019005795031	ADRA1A	8	26722861
cg17964955	0.784813423796269	RBP3	10	48390936
cg17965019	0.694233098767815	HIST1H3J	6	27858545
cg17965230	0.0187524560349102	PRDM1	6	106534206
cg17966192	0.0972548988632208	SULT1C4	2	108994116
cg17966619	0.319175980051844	NT5E	6	86160162
cg17969298	0.0226443553760458	ANGEL2	1	213189164
cg17971003	0.787951515331517	SLN	11	107582804
cg17974185	0.338318388491305	CTNNBL1	20	36323340
cg17976381	NA	SMARCB1	22	24129829
cg17976829	0.0801587957983709	GLRX3	10	131934431
cg17977362	NA		2	240500249
cg17977409	0.48691067466993	SH3GL2	9	17579227
cg17978274	0.894685539034582	C15orf32	15	93013676
cg17979628	0.0228278005412328	NENF	1	212606106
cg17980508	0.0659758438161695	IFI44L	1	79085713
cg17981339	NA	MUCL1	12	55247319
cg17982102	0.109646439351413	RAB31	18	9707896
cg17982504	0.0147951668107209	DDX28;DUS2L	16	68056849
cg17982671	0.862827519732379	IL28B	19	39735568
cg17983064	0.795741492897595	IL3	5	131396357
cg17983274	0.0205291980715083	NA	NA	0
cg17983307	0.775227550990152	IGFN1	1	201181402
cg17987231	0.0214477092880287	COQ10B	2	198317829
cg17987660	0.100403176986209	NA	NA	0
cg17989037	0.0233207279261815	SKA2;PRR11	17	57232584
cg17989572	0.01264578345216	RAB5C	17	40306700
cg17990871	0.0206717316710881	SLC35E2	1	1677678
cg17991347	0.206016050659708	MAGED1	X	51546132
cg17992056	0.0229438304926963	ICMT	1	6296335
cg17993772	0.0211415936580544	COPA;NCSTN	1	160313241
cg17993949	NA	SLC22A12	11	64357910
cg17994910	0.628726861137211	NA	NA	0
cg17995823	0.0782726132940672	NA	NA	0
cg17997329	0.0358164034520346	MFSD9	2	103353471
cg17998964	0.0631866951624884	MARK2	11	63655903
cg18001427	0.0276654624149869	RWDD2B	21	30391784
cg18003135	NA	EDNRB	13	78549657
cg18003231	0.882043723542301	SLC25A18	22	18043745
cg18003698	0.895969667648346	GNRHR	4	68622520
cg18003791	0.0360077411435485	GABRA3	X	151620239
cg18003795	0.949932712843345	CECR1	22	17690463
cg18006085	0.0157960960840571	LRRC59	17	48474872
cg18006568	0.482024025731493	ANKRD53	2	71205891
cg18008766	0.445234242791943	SFRS7	2	38978896
cg18009798	0.0184940528070645	MIR611;FEN1;C11orf10	11	61560220
cg18011401	0.0363108459088665	CACNA1A	19	13617366
cg18013830	0.018215166620896	RPUSD2	15	40861582
cg18014844	0.0156553899254345	PARS2	1	55230402
cg18015044	0.032472435292841	ABCF1	6	30538844
cg18015677	0.0186982501305435	TTC26	7	138818325
cg18016365	0.0984157474919298	GABRB1	4	47033634
cg18017908	0.276387759670101	C17orf76	17	16394618
cg18020749	0.882291799166911	NA	NA	0
cg18022193	0.0138819031298033	C19orf22	19	913536
cg18022322	0.0108505878651491	PCNX	14	71374612
cg18022344	NA	METTL9;IGSF6	16	21665238
cg18022496	0.0812490042352096	SENP5	3	196594351
cg18022926	0.0211766627894302	PBLD;HNRNPH3	10	70093071
