Hybridization REF	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05	TCGA-A2-A0EM-01A-11D-A032-05
cg13056269	0.0113144734824241	MCM6	2	136633607
cg13057368	0.0213546070481011	SSB	2	170655429
cg13057891	0.0179317177797873	ERCC5	13	103498411
cg13058581	0.0211688202139492	NCRNA00167;PRDM10	11	129872885
cg13059335	0.909023720637166	ADAMDEC1	8	24242109
cg13059782	0.338716849385688	NA	NA	0
cg13060154	0.0697315915308771	DAB2IP	9	124461998
cg13060405	0.0673898090712376	MYO18A	17	27506970
cg13060646	0.0101466771195176	NA	NA	0
cg13060997	0.0205879857415877	CCNA1	13	37006611
cg13062935	0.821808195634397	MRGPRX2	11	19082514
cg13064571	0.439737583174395	C8orf44	8	67587053
cg13064881	0.0336820798211272	NA	NA	0
cg13066542	0.0147789755828832	RFK	9	79009738
cg13066963	0.0802250912550294	ESPN	1	6485317
cg13067215	0.0725670260357113	TPPP3	16	67427285
cg13073894	0.0205018107123308	ZNF566	19	36980750
cg13074965	0.921883704961891	RBM14	11	66395305
cg13077930	NA	ALB	4	74269525
cg13078388	0.0322485002161573	CIRBP;C19orf23	19	1269048
cg13079099	0.0156828939974339	LENG9	19	54974383
cg13080465	0.0137334570344414	MANSC1	12	12503457
cg13081704	0.639508094900492	KCNQ1DN	11	2890457
cg13082192	0.516232877442928	IRS4	X	107980358
cg13083810	0.908728105847238	POU5F1	6	31139156
cg13084335	0.04157246853892	CRYAB;HSPB2	11	111782670
cg13084429	0.0587310521809136	VWA2	10	115999021
cg13084525	0.0772528950595447	EHF	11	34642463
cg13084909	0.0115605154268661	RNF26	11	119205373
cg13085976	0.599386476357073	C9orf167	9	140171189
cg13086467	0.709594172109395	MORG1;C19orf56	19	12779373
cg13086586	NA	PAICS;PPAT	4	57303149
cg13088755	0.631229858183302	P2RY10	X	78200041
cg13097407	0.0198002733244079	CRIP3	6	43276658
cg13097816	0.365215200688812	GPR35	2	241568439
cg13098382	0.0161569003957199	RNF38	9	36401460
cg13098960	0.6544579651063	SOX15	17	7494151
cg13099330	0.889899264312986	RBP1	3	139257799
cg13102585	0.65528822783295	RUNDC3A	17	42386208
cg13105904	0.0229937336693418	CBLN3;KHNYN	14	24900044
cg13107169	NA	N4BP2	4	40098238
cg13108181	0.0182666373371728	ZNF141	4	330865
cg13108328	0.0436350905557282	PLEKHA5	12	19282261
cg13109289	0.908842118076112	C1GALT1	7	7274782
cg13112336	0.0478485327237592	MCM9	6	119255874
cg13112511	0.909804068359425	PDE4D	5	58882753
cg13113656	0.0133619022417351	CLTC	17	57697489
cg13114389	0.0169845201483818	ENTPD7	10	101419241
cg13117105	0.0168709144030433	PAQR5	15	69591357
cg13118748	0.0173680097693369	C6orf136	6	30614722
cg13118849	0.750662408587307	NCAN	19	19327542
cg13119609	0.792269402764912	APOC2	19	45449297
cg13120519	0.0352315681912095	ALKBH7	19	6372660
cg13120814	0.0747723990227198	TMEM140	7	134832770
cg13121699	0.653445890474353	ZNF804A	2	185462397
cg13125510	0.637112834357241		11	130542491
cg13125997	NA	PKD1	16	2186901
cg13126790	0.653158785732393		6	160010346
cg13127386	0.0145198434594744	SLC4A8	12	51818768
cg13128531	0.392454806953614	ZBTB33	X	119384384
cg13129046	0.0621875075784938	C10orf35	10	71389696
cg13131015	0.792456005163251	GUCY2C	12	14849542
cg13132204	0.0140710001633409	ELMOD2	4	141445677
cg13133148	0.00835506875580505	SNAPC5	15	66790044
cg13133883	0.191911141540544	RGR	10	86004660
cg13134662	0.0527955830345101	VAV2	9	136858680
cg13135121	0.96135091599998		14	65002445
cg13135127	0.013417550982848	NA	NA	0
cg13135180	0.013710568418605	RPP21	6	30312972
cg13138279	0.954256337651692	CRYBA1	17	27574645
cg13139843	0.104476262458555	KRTAP19-1	21	31852793
cg13140267	0.0326401530239147	SNRNP200	2	96971704
cg13140464	0.889666803331142	AP3B2	15	83380023
cg13140740	0.248898054776617	NA	NA	0
cg13143729	0.553265812064293	NA	NA	0
cg13144004	0.0133743787812362	UMPS	3	124449104
cg13144783	0.869626861082985	CCR1	3	46249795
cg13145013	0.656182376081769	NA	NA	0
cg13145440	0.0239530587732679	FAM117A	17	47841827
cg13145458	0.0163088797476175	RNF185	22	31556086
cg13149307	0.0227056858814487	PLXDC2	10	20104452
cg13149996	0.884711783589682	EIF4G3	1	21437982
cg13150441	0.056357618875669	RNF40;C16orf93	16	30774108
cg13150596	NA	GIPC1	19	14606390
cg13150977	0.0167815378035759	UBE2QP1	15	85114131
cg13151102	0.0214876535134725	KCNJ4	22	38852154
cg13152535	0.0835903202723594	CLEC11A	19	51226557
cg13153865	0.0297850082462674	OSGIN2	8	90914101
cg13155059	0.016197528353624	CAPZA2	7	116502333
cg13156121	NA	TEPP	16	58010114
cg13156411	0.943197101563256	PTH1R	3	46919454
cg13158571	0.033243123902886	CYP4X1	1	47489195
cg13159566	0.0227042843823941	CCDC59;C12orf26	12	82752887
cg13160888	0.022402298571311	NIPSNAP3B	9	107526516
cg13162577	0.949106431949222	C11orf42	11	6226437
cg13162810	0.0212159248239643	NA	NA	0
cg13163729	0.0201712608794933	SIX3	2	45169447
cg13164309	NA		1	20898017
cg13164537	0.940033594076425	CD226	18	67624071
cg13168374	0.794510043202487	CPLX4	18	56986220
cg13168683	0.086065844874868	JAKMIP1	4	6202379
cg13168820	0.0217509620860012	PTPRT	20	41818356
cg13169373	0.0180146340520872	APP	21	27542843
cg13170032	0.0461234568481647	HLX	1	221052143
cg13173909	0.0104883231370039	UGGT1	2	128848815
cg13174077	0.581696439160963	CUL4B	X	119709371
cg13174197	0.061066365545935	GNL3;PBRM1	3	52720522
cg13176285	0.0210420775917878	ZNF828	13	115080469
cg13176979	0.16025537878587	HMGN3	6	79944654
cg13179915	0.917710336883789	KCNK7	11	65362949
cg13179983	0.0141554906671407	PIK3R2	19	18264162
cg13180098	0.737501911931977	RHO	3	129246923
cg13180809	0.0525358740571202	HPS1	10	100206399
cg13181019	NA	MPP7	10	28571582
cg13181284	0.509744652447562	KRT6B	12	52845687
cg13183496	0.429962659641371	FAM120C	X	54209920
cg13183539	0.971364373716674	FZR1	19	3522577
cg13184442	0.0353986808980631	CDC5L	6	44355163
cg13184872	0.13733731065618	PNPLA3	22	44319719
cg13185177	0.940813338785159	GP5	3	194119885
cg13185308	0.752225117855356	ABCC8	11	17498819
cg13188385	0.0189796262491916	SRGAP3	3	9291334
cg13191049	0.0199499074850731	SYNM	15	99645663
cg13191808	0.0190337496494939	PCSK9	1	55505327
cg13192155	0.944313833101119	ERAS	X	48685943
cg13199589	0.0332935082517105	RIMKLA	1	42845990
cg13199822	0.0181047948656243	ATP6V1A;NAA50	3	113466193
cg13201322	0.414193686220161	MAGEB1;MAGEB4	X	30261225
cg13202751	0.244670229869847	SLC6A3	5	1446443
cg13204181	0.893338646983319	GH1	17	61995750
cg13205516	0.0225820834091876	GBAS	7	56032364
cg13206017	0.0549242056413836	SST	3	187388225
cg13208492	0.0107799926084803	TSN	2	122513376
cg13208732	0.0112454820823378	CHCHD7;PLAG1	8	57124347
cg13210512	0.0189506689352431	SPATA2	20	48531577
cg13210534	0.49088906194234	HSPB2	11	111784328
cg13214349	0.0108643483011786	NA	NA	0
cg13214422	0.423149819921124	MYOZ3	5	150040606
cg13216057	0.0166230082310254	DKK3	11	12030643
cg13216088	0.0207877201827567	PSMD1	2	231921414
cg13216303	0.0154568250335198	ILF2	1	153643044
cg13216351	0.0291448129406824	MOCS3;DPM1	20	49575105
cg13217373	0.13447383900074	RPS6KA2	6	167275395
cg13218435	0.0217671217280149	PET112L	4	152682442
cg13218906	0.033679604199448	PCMTD2	20	62886751
cg13219107	0.0217368846782102	LRBA	4	151937234
cg13221588	0.032779610013953	TTF2	1	117603102
cg13221796	NA	RB1	13	48876919
cg13222081	0.0596737293503461	MRPL52	14	23298926
cg13224710	0.813575972311841	TGIF1	18	3411743
cg13225039	0.0893800969852319	TMEM129;TACC3	4	1722160
cg13226172	0.0235631843381527	CNTFR	9	34589381
cg13226591	0.671899389603324	MAGEB18	X	26156545
cg13228642	0.0191478760508672	IER5	1	181057360
cg13230197	0.110327746029174	CSPG4	15	76005012
cg13230584	0.0207949069739805	GSTK1	7	142960778
cg13232900	0.0280131440516422	ADAT1	16	75656651
cg13233799	0.0227695903867426	PTPRF	1	43996745
cg13234643	0.0145018909595544	CTSL2	9	99801371
cg13234848	0.102681772078307	AUTS2	7	69063971
cg13234863	0.480154246571992	TMEM132D	12	130389138
cg13235447	0.134785872360061	NA	NA	0
cg13236107	NA	C20orf152	20	34556051
cg13236637	0.0234102577227805	MED21	12	27175529
cg13236854	0.01148116249048	NAPA	19	48018668
cg13237829	NA	TECR;MIR639	19	14640386
cg13237906	0.0096713796313479	SLC26A2	5	149340052
cg13240311	0.0210180733681767	PKIG	20	43160795
cg13240332	0.017654495453897	ARPC2	2	219081679
cg13240598	NA	LQK1;FLVCR1	1	213031266
cg13240639	0.0150719650573265	UCRC;ZMAT5	22	30162856
cg13243219	0.0371803500447262	MECOM	3	169381522
cg13243377	0.083913422355647	CNOT7;VPS37A	8	17103891
cg13244707	0.0193544083922586	UQCRC2	16	21963795
cg13245912	0.0149250285847315	RTN3	11	63449340
cg13246269	0.473056891613072	NA	NA	0
cg13246592	0.114667196672827	P2RX5	17	3600461
cg13246654	0.0132732673995757	CAMK2D	4	114682613
cg13247990	0.789885275099212	MYLK3	16	46782176
cg13249256	0.967848170365551	MAEL	1	166958581
cg13250711	0.0500800230944875	ARNTL	11	13298675
cg13253729	0.943104540850507	LOC91316;RGL4	22	24032426
cg13255096	0.0182929271218177	MAP3K5	6	137112939
cg13255190	NA	GALNT8	12	4829286
cg13255629	NA	MEPE	4	88752660
cg13257485	NA	NXT2	X	108778854
cg13258606	0.0123151831135575	FDX1	11	110300632
cg13258700	0.0425739490893339	C7orf13;RNF32	7	156433997
cg13259290	0.473222714923025	CSF2	5	131408382
cg13260333	NA	C6orf108	6	43197365
cg13260633	0.0147425549664493	CBR4	4	169931597
cg13262687	0.134972848474935	POU4F2	4	147559579
cg13262752	0.0397533856681576	YIPF1	1	54355695
cg13263114	0.0499436985864744	ERBB2	17	37857070
cg13263483	NA	GJB3	1	35247084
cg13264208	0.0143524313590037	SEC61A1	3	127770926
cg13264741	0.03782845464709	GRIN2B	12	14133426
cg13265003	0.638458978157501	SLC37A1	21	43919023
cg13265789	0.0223267275138214	UNC5C	4	96470584
cg13266292	0.0902241927858408	RPS15	19	1438084
cg13266631	0.0765381000608381	NEFL	8	24815006
cg13269407	0.0745861500957238	C22orf26;LOC150381	22	46450107
cg13269964	0.277371979303943	CD300LG	17	41924577
cg13270853	0.985325276433482	CHFR	12	133435649
cg13271076	0.0237441625392504	PRMT2	21	48055715
cg13271951	0.872704433560922	FAM57B	16	30041760
cg13271963	0.983946461636726	ANKRD2	10	99332592
cg13272258	0.0116109163833803	USP2	11	119252474
cg13272327	0.0138044255335908	ARMC8	3	137906213
cg13273136	0.775132585082902	PSD4;LOC440839	2	113931565
cg13274254	0.0193815005343905	GULP1	2	189157566
cg13274713	0.0368695386845941	TBX2	17	59477286
cg13277160	0.0151704410870437	FAM119A	2	208490587
cg13277179	NA	PHKG2	16	30759310
cg13277385	0.0151811119087047	DECR1	8	91013426
cg13277716	0.369926623713007	KAL1	X	8699941
cg13277939	0.318012687825698	CTAGE5	14	39735211
cg13278334	0.0570749126148635	ALDH16A1;PIH1D1	19	49954994
cg13279585	0.135772047693618	NA	NA	0
cg13281719	0.0188126008583711	ATG16L1	2	234160162
cg13281868	0.866995798296598	C6orf142	6	53883888
cg13282594	0.790554020333253	BGLAP	1	156211609
cg13282837	0.40028444674237	TCL1A	14	96180648
cg13282951	0.131172015732606	NA	NA	0
cg13283751	0.0297137685728266	NA	NA	0
cg13283942	0.020448021557973	S100A13;C1orf77	1	153606541
cg13284426	NA	PRELID1;RAB24	5	176732122
cg13285447	0.0221652919187648	NUMBL	19	41196734
cg13286902	0.545130986947986	TRMT2B	X	100306780
cg13287780	0.957144242506605	NA	NA	0
cg13288195	0.922346636592145	FBXL22	15	63889711
cg13289321	0.735652480729553	ASB10	7	150884003
cg13289561	0.018309181884142	METTL1;FAM119B	12	58166652
cg13293721	0.0289949741372665	RPIA	2	88990738
cg13294439	0.0167814480463479	PPTC7	12	111021269
cg13294509	0.0443029104271509	GLE1	9	131266872
cg13294594	0.0111651838538976	MAST1	19	12949443
cg13296371	NA	TMEM128	4	4250746
cg13296563	0.0175750599873735	RPL6	12	112847257
cg13297249	0.925734598439708	NA	NA	0
cg13297865	0.0155799532101475	ELOVL4	6	80657415
cg13297960	0.0204298981375917	NCAM2	21	22370237
cg13298382	0.0150266488911705	PFDN2;NIT1	1	161087635
cg13299148	NA	COL16A1	1	32170433
cg13300756	0.313030699620205	HAS1	19	52228038
cg13301003	0.447872457855512	WT1	11	32449254
cg13301014	NA	SPINT2	19	38754768
cg13301933	0.0151967023883366	RORA	15	61521439
cg13302154	0.10505189366828	MGP	12	15039432
cg13302823	0.13437819294865	SCRT1	8	145559792
cg13303256	0.0156024195651449	PHF1	6	33378019
cg13306164	0.0112103776926889	HPCA	1	33352184
cg13306784	0.0866407538204883	INPP5E	9	139334488
cg13307384	0.309761943830267	PRPF40B	12	50017787
cg13309018	0.0248810919711968	CIZ1;DNM1	9	130965761
cg13310628	0.0097268515098565	SOLH;C16orf10	16	576870
cg13310671	0.0104206966618193	RNF114	20	48553087
cg13311440	0.213303226287936	CD48	1	160681404
cg13313036	0.008186829675619	SLC29A2	11	66139196
cg13314167	0.971262176053335		9	114557553
cg13315147	0.0248461474671464	CYP2E1	10	135341528
cg13315690	0.0696454539421927	OVCA2;DPH1	17	1944831
cg13316191	0.0218994145964397	CDCA7L	7	21985884
cg13316424	0.909450503586732	CIZ1;DNM1	9	130968009
cg13319139	0.0816994376757121	ST3GAL2	16	70472477
cg13319175	0.596217838827436	CAPZB	1	19746564
cg13319664	0.0162547230903134	DNAJC28	21	34863952
cg13320626	0.0350222964824644	ST8SIA4	5	100238655
cg13320683	0.880538663126252	RHOBTB1	10	62761819
cg13322449	0.696615021169773	CEACAM3	19	42300200
cg13323474	0.0271954774465624	TTC18	10	75118523
cg13323752	0.0559505080454835	SLC2A14	12	8025567
cg13325261	0.014785534689909	ARNTL2	12	27486075
cg13325529	0.0350757582312487	TMEM107	17	8079954
cg13325666	0.0143091708654666	MLLT4;C6orf124	6	168227843
cg13326338	0.981605317788387	SIL1	5	138463619
cg13328485	0.890765401401243	UBR3	2	170806154
cg13332088	0.0164744437206918	C14orf80	14	105957742
cg13332130	0.0205845769156143	RAB4B	19	41284234
cg13332925	0.0120466139316031	LOC100130691;AGPS	2	178257559
cg13333141	0.00957244106617228	NA	NA	0
cg13334054	0.827453598185642	NA	NA	0
cg13334277	0.649172152243988	SPACA1	6	88757878
cg13334990	NA	ENO2	12	7023763
cg13335112	0.824535542837333	ABHD12B	14	51339216
cg13336167	0.0119823494340738	ZNF579	19	56092141
cg13337662	0.789722118742324	ATP12A	13	25255297
cg13337865	0.0843961740954472	TEKT1	17	6734991
cg13338132	0.973281633128036	FAM71C;ANKS1B	12	100041984
cg13340269	0.0719011995065999	TMEM35	X	100333778
cg13342120	0.0384465635275886	TRAFD1	12	112563444
cg13342558	0.0890545635232528	TECTB	10	114043548
cg13342625	0.0122950098969171	WDR65;EBNA1BP2	1	43638094
cg13343486	0.0122445307930256	KLK10	19	51520533
cg13344740	0.279653310639413	DLX5	7	96654132
cg13346032	0.0257168990448006	TBC1D22A	22	47158756
cg13346411	0.032746889542074	CCKBR	11	6280512
cg13347296	0.0221645747703527	PFDN4	20	52825087
cg13348944	0.348001854553282	SCN2B	11	118047121
cg13349425	0.877271881799964	C5orf20	5	134783075
cg13350481	0.0203658583547101	EXOG	3	38537876
cg13350783	0.849492786717911	KRT13	17	39661354
cg13351161	0.0825259513908985	SCARA3	8	27490921
cg13351406	NA		22	36031241
cg13351583	0.230286051226288	SHC3	9	91793648
cg13351698	0.0237423972261253	CBX3;HNRNPA2B1	7	26240574
cg13352306	0.918935229114862	EML3;ROM1	11	62381264
cg13352495	0.019687214090939	CCNO	5	54529851
cg13353683	0.0193766166267219	PTRF	17	40574819
cg13354523	0.478483426189542	CLEC1A	12	10251574
cg13358084	0.652609180044555	NA	NA	0
cg13359415	0.0106529395154615	LGI2	4	25032564
cg13360150	0.039217166876904	LIN7C;BDNFOS	11	27528592
cg13360404	0.0130372651705283	KLHDC10	7	129710309
cg13362403	0.0263310114996509	NA	NA	0
cg13364756	NA	CYP3A43	7	99425193
cg13365022	0.0503703655749133	MC4R	18	58039932
cg13365761	0.0294159257030011	SCNN1G	16	23194156
cg13368786	NA	ACSS2	20	33463522
cg13369981	0.0266481139134476	MEPCE;ZCWPW1	7	100027501
cg13370916	0.337010086762353	STARD8	X	67867403
cg13372488	0.0395118349019744	KCNT2	1	196577387
cg13376158	0.0134550974742087	NT5C	17	73128023
cg13378388	0.018029308367955	VEGFC	4	177713813
cg13379236	0.468341067275057	EGF	4	110833808
cg13379763	0.569631097419161	CCDC108	2	219892516
cg13379871	0.014201754580705	BMI1	10	22610507
cg13382694	0.0380366149122478	ZNF652	17	47440203
cg13382714	0.015471723381178	AP4S1;STRN3	14	31495002
cg13383490	0.0173506204527919	TSG101	11	18548806
cg13383491	0.324722618958838	NA	NA	0
cg13383572	0.946174138710664	PRH1;PRR4	12	11036217
cg13384396	0.0399799071428665	ADCY5	3	123167677
cg13384498	0.918145414767045	CRYGB	2	209010629
cg13386234	0.0127768932332484	DAD1	14	23058032
cg13386884	NA	PTDSS2	11	449359
cg13387232	NA	CRIPAK	4	1387823
cg13391235	NA		16	85316611
cg13391638	0.0275433632973394	TMEM168	7	112430772
cg13393195	0.0170286803578162	TPCN1;IQCD	12	113659153
cg13396068	NA	DCD	12	55041379
cg13396213	0.0194387290283192	ZNF575	19	44037225
cg13397365	0.0208316941010676	MEA1;KLHDC3	6	42981894
cg13397379	NA	OR2C3	1	247696628
cg13398291	0.0496298044536713	SFRP1	8	41166169
cg13398993	0.0257681524669064	ARMC1	8	66546079
cg13401339	0.0270598623120927	FKBP1B	2	24272928
cg13401681	0.0221081312093025	GRPR	X	16141609
cg13401831	0.020614886133304	TUBA8	22	18593307
cg13401987	0.010103880593605	APH1B	15	63569418
cg13404558	0.0292009438190884	PANK3	5	168006306
cg13405161	0.0188774184872292	EIF2C2	8	141646303
cg13406768	0.871388053822164	MFF	2	228192416
cg13406950	0.769450446839323	NA	NA	0
cg13407883	0.242403967948259	SIGLEC9	19	51627843
cg13409216	0.0142720648855805	SUPV3L1	10	70939987
cg13410437	0.412445116672981	OR5P2	11	7818165
cg13412063	0.0160017628006158	SOS1	2	39347277
cg13412615	0.866080984059909	KCNK4	11	64057807
cg13414044	0.0118707295054842	RNF170;HOOK3	8	42751637
cg13415207	0.0112186183940928	PMAIP1	18	57567271
cg13415434	0.0329823269177906	P4HTM;WDR6	3	49044522
cg13415850	NA	C2orf7	2	73459842
cg13417824	0.0156231837480528	RPP38;C10orf111	10	15139785
cg13420923	0.0181662916708015	DCLRE1A;NHLRC2	10	115614712
cg13421924	0.0341367809816431	SC5DL	11	121163141
cg13423076	0.0136701446645082	CXXC1	18	47814178
cg13423394	NA	ABHD6	3	58223060
cg13424229	0.674222433230505	CPA3	3	148581837
cg13424446	0.696472970835439	GGTLC1	20	23969432
cg13425637	0.0163782239075403	PRKCH	14	61788328
cg13426503	0.0148844143175256	RBL2	16	53468712
cg13427055	0.0148188686923149	HERC5	4	89378005
cg13430425	0.0185103863976113	ADSL	22	40742577
cg13430851	NA	CDC123;NUDT5	10	12237037
cg13431205	0.920722762994181	RB1	13	48893174
cg13433272	0.0146500637153272	CDK8	13	26828068
cg13434203	0.575760782944104	NA	NA	0
cg13434842	0.129816779221552	GATA4	8	11567896
cg13434852	0.935642973023916	DOCK1	10	128768181
cg13435189	NA	CWF19L2	11	107324751
cg13435381	0.0431380056183579	LGR5	12	71833017
cg13435792	NA	ERP27	12	15092434
cg13436343	0.0111752552727499	PUM1	1	31538432
cg13436799	0.0382936370088515	LRP2	2	170218997
cg13436996	0.552518309991228	NA	NA	0
cg13437593	0.0298561557232676	MED24	17	38210697
cg13438543	0.0254404018846067	TBCA	5	77071525
cg13438673	0.0177316503521862	ZNF526	19	42724717
cg13438834	0.0149368606448754	FAM118A	22	45706530
cg13438944	0.0153065696922592	C14orf179	14	76452183
cg13439299	0.94296647339818	DNAJC5G	2	27498173
cg13439730	0.240929622344924	PRSS8	16	31146999
cg13442811	0.776821508400482	FAM190B	10	86131100
cg13445249	0.921946728879263	DSG4	18	28957111
cg13445358	0.0527036326937051	ESPL1	12	53661749
cg13446199	0.818194651614218	PSCA	8	143762866
cg13446235	0.0366993593092893	AFG3L1;CENPBD1	16	90039146
cg13446622	0.846464420496197	SDR9C7	12	57328406
cg13446852	0.0104267657137577	LEPR;LEPROT	1	65886635
cg13447818	0.315986844209975	FLG	1	152298884
cg13448401	0.0108930314841873	ORC6L;VPS35	16	46723048
cg13448625	0.909634518755345	COL17A1	10	105845238
cg13449372	0.950834406434251	C10orf2;MRPL43	10	102748693
cg13449778	0.0139865008212413	FAM163A	1	179712298
cg13450057	0.924339833576269	HAUS3;POLN	4	2231660
cg13451483	0.0148353195377573	TMEM146;LONP1	19	5720795
cg13453139	0.80563702613327	PIK3R5	17	8815262
cg13454184	0.0197690449057596	TARS2	1	150459676
cg13455369	0.0181727195621585	BOD1L	4	13629759
cg13456653	0.0210285458428047	DNAJB6	7	157130065
cg13459560	0.83607269408565	NA	NA	0
cg13460409	0.381368977966464	DSCR6	21	38379570
cg13461509	NA	ECHDC2	1	53387576
cg13461600	0.0168898737271915	ABCF3	3	183903550
cg13461622	0.751147836989399	RUNX3	1	25291385
cg13462129	0.549520711392951	DLX5	7	96651281
cg13462160	0.407304248006752	ATF4	22	39916704
cg13463167	0.932719184911445	DENND1B	1	197523608
cg13463367	0.0575530729979486	PSMC2	7	102987991
cg13464062	NA	RP9	7	33148868
cg13466487	0.962157981856345	CMBL	5	10309051
cg13467649	NA	CCDC25	8	27630342
cg13467814	0.0323142332297825	LOC100302652;ASB3;ERLEC1	2	54013395
cg13468685	0.790340274125671	PLEK	2	68592737
cg13469311	0.0162081315441955	PGRMC2	4	129209602
cg13470920	0.730407101439431	VAV1	19	6772831
cg13471990	0.0910483181421949	ENTPD1	10	97515222
cg13473336	0.947584377143742	SLC5A2	16	31494571
cg13473383	0.0382660038437328	ZDHHC5	11	57434378
cg13474734	0.738296192846362	C15orf52	15	40630791
cg13474750	0.934782154243434	SH3BP1	22	38037408
cg13477510	0.959811078775691	SEPT5	22	19700797
cg13479669	0.0203711221660986	NA	NA	0
cg13481359	0.622038355663421	EGR4	2	73520043
cg13482233	0.57968673933814	HEPH	X	65382529
cg13482485	0.0451112342546015	SNX7	1	99127787
cg13486556	0.388084597377003	NA	NA	0
cg13488201	0.0840405321693437	ADAM12	10	128077323
cg13488557	0.0409095261078289	C1orf63	1	25574588
cg13490635	0.0282054367935541	RBPMS	8	30242021
cg13490971	0.0315574288341703	NDFIP1	5	141488121
cg13492227	0.173302458994395	FGF11	17	7341436
cg13492340	0.0346011317836936	ITGA8	10	15762222
cg13493001	0.477445546960226	LCN12	9	139846100
cg13493559	0.0154553528707654	PLCB3	11	64019243
cg13494498	0.610026289870232	TUBB3	16	89990214
cg13496066	0.887333795032913	TMEM231	16	75580831
cg13496736	0.0207581386219334	NA	NA	0
cg13496838	0.300057514521692	PAX3;CCDC140	2	223164747
cg13500388	NA	CBFB	16	67062135
cg13500819	0.904725822517177	MGC29506	5	138725400
cg13501117	0.0361172055181281	WDR8	1	3566577
cg13501507	0.0154031042243463	DMXL2	15	51915413
cg13501999	0.0178823197639544	CACNB1	17	37353838
cg13502356	0.0121077452234073	ZMPSTE24	1	40723396
cg13504059	0.891209733852089	CCR7	17	38721942
cg13506226	0.804954969060099	NA	NA	0
cg13507326	0.976262755093303	SNW1;C14orf178	14	78225589
cg13507429	0.351951945083302	KLHDC7A	1	18807550
cg13507893	0.93170875019924	SLC5A4	22	32650997
cg13509147	0.0634524888685215	CREB3L3	19	4153603
cg13510262	0.10937511668433	SP1	12	53774037
cg13510327	0.0159063942750714	NEU1	6	31830729
cg13510363	0.0224595969787761	TAF11;ANKS1A	6	34857281
cg13514050	0.0171872342624126	GGT7	20	33460585
cg13514129	0.0186660786818347	MACF1	1	39547527
cg13515605	NA	CMTM6	3	32544567
cg13515674	0.0162983070555091	HMGB2	4	174255654
cg13516796	0.0184358584380496	ALG1	16	5122251
cg13517305	0.0145887234844597	CHCHD6	3	126423553
cg13517968	NA	UPK1A	19	36156284
cg13518195	0.00817756928479711	NUDT16	3	131100364
cg13518327	0.0264765020454201	THRB	3	24535774
cg13519373	NA	CXCR1	2	219030898
cg13520327	0.498200222203568	KCNH6	17	61600957
cg13520715	0.876650123986564	C21orf129;NCRNA00112	21	43135854
cg13521229	0.670552509716643	JOSD2	19	51013630
cg13523386	0.88626209164303	AMBN	4	71457838
cg13523557	0.0511358103804291	ADCY1	7	45613725
cg13525683	0.961458327960895	TIAF1;MYO18A	17	27401991
cg13526007	0.308102778000965	LRFN5	14	42076710
cg13526689	0.02373349848099	DLST	14	75349155
cg13530039	0.260875090129083	CHRM1	11	62689557
cg13530946	NA	IARS2	1	220266799
cg13531460	0.594020534394552	GPR55	2	231790813
cg13531842	0.0128429609960706	ZNF37A	10	38383804
cg13535217	0.862420801443251	NA	NA	0
cg13536448	0.020314843742359	NA	NA	0
cg13539030	0.0144113798630579	ARL4C	2	235405968
cg13540795	0.0156827516306882	ZNF432	19	52551618
cg13543096	0.985238443599568	LOC100271831;GDPD3	16	30125400
cg13546796	0.777577127131548	NA	NA	0
cg13547237	0.309078988490511	C11orf68;DRAP1	11	65687877
cg13547299	0.0200884680328336	TOLLIP;LOC255512	11	1330611
cg13547644	0.147452258149571	ACTA1	1	229569608
cg13548361	0.340166645110954	PSD;FBXL15	10	104178949
cg13549845	0.541239280182887	GRID2	4	93225960
cg13550608	0.963735266457544		3	50314654
cg13550877	0.959005419469518	C14orf148	14	77889982
cg13551243	0.0182487884281648	ZNF7	8	146052742
cg13552650	0.133739168687486	MORC3	21	37692233
cg13552869	0.537408029538456	SEZ6L2	16	29909924
cg13553204	NA	CNKSR1	1	26504548
cg13553455	0.898347195530379	COL17A1	10	105846002
cg13553498	0.93238517020517	CLEC2D	12	9821986
cg13554114	0.0201043808970826	TERF1	8	73921144
cg13555543	0.0168526460565859	MAX	14	65568995
cg13555884	NA	AGAP4	10	46344329
cg13557178	0.0129394997502173	EFHA1	13	22178108
cg13559495	0.0212821995654904	ALG14	1	95538467
cg13560436	0.0524448008958005	MIER3	5	56248587
cg13560548	0.914833196768552	C3orf24	3	10150139
cg13562542	0.0152744048673857	GPR27;EIF4E3	3	71803339
cg13562911	0.0138935407009006	ELOVL2	6	11044106
cg13563405	0.0193994701362854	ASAH1	8	17942526
cg13564075	0.0158523170214526	PHF12	17	27278810
cg13564468	0.0421426799949897	C6orf192	6	133120000
cg13564595	0.014949517766746	GRPEL1	4	7069733
cg13565157	0.0706057571781422	PDE1B	12	54943009
cg13565215	0.118539085299602	DSCAML1	11	117668336
cg13565723	0.0598601258413076	PEX13;PUS10	2	61245319
cg13571802	NA	TGM4	3	44916473
cg13572545	0.0862779225884894	FBXO30	6	146135272
cg13573276	0.0296462073973717	SDR16C5	8	57232898
cg13574590	0.0946311550632007	NA	NA	0
cg13575604	0.0218869242094059	TCP11L1	11	33061007
cg13576061	0.0147726504459246	IL6ST	5	55291172
