"","seqnames","start","end","width","strand","probeID","Gene_Symbol","mean.Primary.Tumor","mean.Solid.Tissue.Normal","mean.Primary.Tumor.minus.mean.Solid.Tissue.Normal","p.value.Primary.Tumor.Solid.Tissue.Normal","p.value.adj.Primary.Tumor.Solid.Tissue.Normal","status"
"cg15928132","chr4",26492378,26492378,1,"*","cg15928132","CCKAR",0.477146457460825,0.748830178961249,-0.271683721500424,5.49201271303288e-09,4.44271290527532e-08,"Hypomethylated in Primary Tumor"
"cg15952487","chr1",158300733,158300733,1,"*","cg15952487","CD1B",0.187547372956568,0.416207012490069,-0.228659639533501,6.28066836992637e-12,1.47700603033477e-10,"Hypomethylated in Primary Tumor"
"cg15966757","chr12",372259,372259,1,"*","cg15966757","SLC6A13",0.697949782618274,0.437621110985205,0.260328671633069,8.75554240388572e-10,9.30880673983678e-09,"Hypermethylated in Primary Tumor"
"cg15979932","chr17",55980107,55980107,1,"*","cg15979932","CUEDC1",0.346152721787087,0.629032897420952,-0.282880175633865,5.98081293932529e-09,4.79166908641747e-08,"Hypomethylated in Primary Tumor"
"cg15982419","chr18",9474707,9474707,1,"*","cg15982419","RALBP1",0.381404582036672,0.108420302658205,0.272984279378467,1.52601976868486e-08,1.07436560527191e-07,"Hypermethylated in Primary Tumor"
"cg15988792","chr20",25039314,25039314,1,"*","cg15988792","ACSS1",0.32183614875222,0.0904290644873425,0.231407084264877,1.99843342089766e-05,6.02310455376633e-05,"Hypermethylated in Primary Tumor"
"cg15992730","chr12",7848093,7848093,1,"*","cg15992730","GDF3",0.663708737524352,0.438979680345401,0.224729057178951,3.71746309823148e-07,1.7204339798697e-06,"Hypermethylated in Primary Tumor"
"cg16019620","chr6",46761090,46761090,1,"*","cg16019620","MEP1A",0.39897860148767,0.78604272278362,-0.38706412129595,1.13943229502252e-11,2.43782242873338e-10,"Hypomethylated in Primary Tumor"
"cg16028753","chr1",53527435,53527435,1,"*","cg16028753","PODN",0.430495875945306,0.187996234535356,0.24249964140995,4.85500476352908e-12,1.20196046502799e-10,"Hypermethylated in Primary Tumor"
"cg16042149","chr22",29875947,29875947,1,"*","cg16042149","NEFH",0.31996865047168,0.0480653355914776,0.271903314880202,3.85760475393581e-12,1.00471650290659e-10,"Hypermethylated in Primary Tumor"
"cg16092786","chr11",32455735,32455735,1,"*","cg16092786","WT1",0.416909786793527,0.108024474186062,0.308885312607465,1.62639613388425e-10,2.24791892639745e-09,"Hypermethylated in Primary Tumor"
"cg16112129","chr5",174870968,174870968,1,"*","cg16112129","DRD1",0.34222758242383,0.111221525163936,0.231006057259894,8.41820317489587e-06,2.76785900944584e-05,"Hypermethylated in Primary Tumor"
"cg16122592","chrX",26210712,26210712,1,"*","cg16122592","MAGEB6",0.429877027020535,0.695985193215413,-0.266108166194877,1.75827280214019e-09,1.68634005787213e-08,"Hypomethylated in Primary Tumor"
"cg16131766","chr15",23810280,23810280,1,"*","cg16131766","MKRN3",0.448890144494687,0.76687423325558,-0.317984088760893,4.47828385398797e-10,5.31846372938824e-09,"Hypomethylated in Primary Tumor"
"cg16158220","chr2",79383891,79383891,1,"*","cg16158220","",0.530911069029429,0.842175511200366,-0.311264442170937,5.44447861543988e-12,1.32175278800911e-10,"Hypomethylated in Primary Tumor"
"cg16158681","chr16",56623109,56623109,1,"*","cg16158681","MT3",0.332119966996937,0.0464693848948336,0.285650582102103,7.98710908228339e-11,1.23756245195848e-09,"Hypermethylated in Primary Tumor"
"cg16177830","chr16",12059019,12059019,1,"*","cg16177830","TNFRSF17",0.516868073456745,0.278107236720796,0.238760836735949,0.000128294544382062,0.000326040359885333,"Hypermethylated in Primary Tumor"
"cg16184943","chr22",22863293,22863293,1,"*","cg16184943","ZNF280B",0.350142346372019,0.103971965205316,0.246170381166703,1.38780113014291e-08,9.89110144289456e-08,"Hypermethylated in Primary Tumor"
"cg16192575","chr10",48828106,48828106,1,"*","cg16192575","PTPN20B;PTPN20A",0.504219618538086,0.256747110612061,0.247472507926026,2.43434330805394e-09,2.23030989780997e-08,"Hypermethylated in Primary Tumor"
"cg16196812","chr10",120355139,120355139,1,"*","cg16196812","PRLHR",0.481458892288479,0.248061590122926,0.233397302165553,5.56076261631418e-14,3.5289696051533e-12,"Hypermethylated in Primary Tumor"
"cg16232126","chr2",108603005,108603005,1,"*","cg16232126","SLC5A7",0.441596421391438,0.0679562065689973,0.37364021482244,1.88237136490653e-10,2.54396787522371e-09,"Hypermethylated in Primary Tumor"
"cg16254309","chr7",145814152,145814152,1,"*","cg16254309","CNTNAP2",0.395570039783971,0.0559913296419565,0.339578710142015,1.7360536279766e-12,5.2218360727216e-11,"Hypermethylated in Primary Tumor"
"cg16263182","chr16",223399,223399,1,"*","cg16263182","HBA2",0.343164571297494,0.112037788853731,0.231126782443763,9.14195310117262e-11,1.38042266364824e-09,"Hypermethylated in Primary Tumor"
"cg16302441","chr2",25391830,25391830,1,"*","cg16302441","POMC",0.579379784246337,0.199598260372375,0.379781523873962,6.27886181640935e-09,4.99316900324342e-08,"Hypermethylated in Primary Tumor"
"cg16334795","chr21",42538894,42538894,1,"*","cg16334795","BACE2",0.454931599644773,0.1364282497056,0.318503349939172,8.20603886165235e-11,1.26193753934584e-09,"Hypermethylated in Primary Tumor"
"cg16335762","chr16",66637919,66637919,1,"*","cg16335762","CMTM3",0.263712243308682,0.0523069910052784,0.211405252303404,2.09563594120428e-09,1.96146996756922e-08,"Hypermethylated in Primary Tumor"
"cg16361890","chr5",179220545,179220545,1,"*","cg16361890","LTC4S",0.610653832293766,0.272647803443384,0.338006028850382,1.96894796331656e-16,1.03159136431532e-13,"Hypermethylated in Primary Tumor"
"cg16377872","chr19",15084823,15084823,1,"*","cg16377872","SLC1A6",0.57065925279951,0.805436247557931,-0.234776994758421,7.02546090702515e-06,2.35530667819002e-05,"Hypomethylated in Primary Tumor"
"cg16425577","chr8",142139654,142139654,1,"*","cg16425577","DENND3",0.184538714379125,0.389634307709142,-0.205095593330017,2.63300660664364e-07,1.27021425783885e-06,"Hypomethylated in Primary Tumor"
"cg16428251","chr3",137483479,137483479,1,"*","cg16428251","SOX14",0.423477482684883,0.0899722947709227,0.33350518791396,1.58122553445576e-14,1.37013192560592e-12,"Hypermethylated in Primary Tumor"
"cg16456919","chr1",204655378,204655378,1,"*","cg16456919","LRRN2",0.815888485153683,0.590658603599178,0.225229881554505,4.37607007398313e-13,1.74492889728789e-11,"Hypermethylated in Primary Tumor"
"cg16465939","chr11",2554410,2554410,1,"*","cg16465939","KCNQ1",0.501465858454093,0.289491526722026,0.211974331732067,5.36996161267718e-10,6.17559291332334e-09,"Hypermethylated in Primary Tumor"
"cg16501028","chr11",32450000,32450000,1,"*","cg16501028","WT1",0.669740487171386,0.319924972995549,0.349815514175837,8.21689216227345e-15,9.11913120807185e-13,"Hypermethylated in Primary Tumor"
"cg16510657","chrX",100333950,100333950,1,"*","cg16510657","TMEM35",0.536919698684198,0.306832074337966,0.230087624346233,3.73170807054643e-10,4.57657327824391e-09,"Hypermethylated in Primary Tumor"
"cg16514843","chr7",127255483,127255483,1,"*","cg16514843","PAX4",0.399799201663494,0.600567946384656,-0.200768744721161,1.36751263655287e-10,1.95735020259845e-09,"Hypomethylated in Primary Tumor"
"cg16521028","chrNA",0,0,1,"*","cg16521028",NA,0.361364168189724,0.156536626385066,0.204827541804657,0.00642928416706307,0.01145112997073,"Hypermethylated in Primary Tumor"
"cg16530429","chr1",26737470,26737470,1,"*","cg16530429","LIN28",0.377080141963462,0.0875397132767608,0.289540428686701,3.28759186139137e-11,5.85040734954868e-10,"Hypermethylated in Primary Tumor"
"cg16536450","chr9",139658896,139658896,1,"*","cg16536450","LCN15",0.601077968430916,0.367129581335513,0.233948387095403,2.82615031460426e-09,2.52660081102061e-08,"Hypermethylated in Primary Tumor"
"cg16547529","chr11",75140681,75140681,1,"*","cg16547529","KLHL35",0.765992156299954,0.563487554587808,0.202504601712145,1.06892623370712e-12,3.5889477077776e-11,"Hypermethylated in Primary Tumor"
"cg16585619","chr17",39685250,39685250,1,"*","cg16585619","KRT19",0.455897909406253,0.813295981475209,-0.357398072068957,1.7360536279766e-12,5.2218360727216e-11,"Hypomethylated in Primary Tumor"
"cg16612699","chr11",124311218,124311218,1,"*","cg16612699","OR8B8",0.627461470108555,0.866874271557208,-0.239412801448653,1.10145509339539e-09,1.13360812238944e-08,"Hypomethylated in Primary Tumor"
"cg16617137","chrNA",0,0,1,"*","cg16617137",NA,0.382586828344448,0.752663568555353,-0.370076740210905,4.57750104470115e-13,1.8124168899134e-11,"Hypomethylated in Primary Tumor"
"cg16632715","chr2",176972113,176972113,1,"*","cg16632715","HOXD11",0.384652976691841,0.0876129012624762,0.297040075429365,5.95496465536617e-10,6.73490957433456e-09,"Hypermethylated in Primary Tumor"
"cg16652063","chr17",6616653,6616653,1,"*","cg16652063","SLC13A5",0.420175078663899,0.0759553057228344,0.344219772941064,1.31554396634854e-09,1.32312009008332e-08,"Hypermethylated in Primary Tumor"
"cg16678925","chr17",3100972,3100972,1,"*","cg16678925","OR1A2",0.250954578390226,0.479982363240426,-0.2290277848502,4.92511825919031e-12,1.21798012361469e-10,"Hypomethylated in Primary Tumor"
"cg16682903","chr2",158694670,158694670,1,"*","cg16682903","ACVR1",0.621066001707174,0.343309456187218,0.277756545519956,6.28066836992637e-12,1.47700603033477e-10,"Hypermethylated in Primary Tumor"
"cg16713727","chr1",16062720,16062720,1,"*","cg16713727","SLC25A34",0.793905073396686,0.591958158685141,0.201946914711545,3.38870345179169e-13,1.41640259861623e-11,"Hypermethylated in Primary Tumor"
"cg16714091","chr9",18473902,18473902,1,"*","cg16714091","ADAMTSL1",0.446982455118759,0.186631306333966,0.260351148784793,2.4436858040918e-08,1.61023098801943e-07,"Hypermethylated in Primary Tumor"
"cg16731240","chr19",52391250,52391250,1,"*","cg16731240","ZNF577",0.313304176781767,0.0786081666891753,0.234696010092592,8.16291915493714e-05,0.000216432159163915,"Hypermethylated in Primary Tumor"
"cg16739580","chr3",191179074,191179074,1,"*","cg16739580","PYDC2",0.426838005583542,0.666902807249483,-0.240064801665941,1.8274555172233e-06,7.0971807184147e-06,"Hypomethylated in Primary Tumor"
"cg16742703","chr19",51357857,51357857,1,"*","cg16742703","KLK3",0.377043386516682,0.722305480336314,-0.345262093819631,2.86357171814193e-11,5.23223091954742e-10,"Hypomethylated in Primary Tumor"
"cg16744741","chr4",82126025,82126025,1,"*","cg16744741","PRKG2",0.509942405568775,0.823991503972566,-0.314049098403792,1.64159900773187e-11,3.2874296929059e-10,"Hypomethylated in Primary Tumor"
"cg16761581","chr14",24803807,24803807,1,"*","cg16761581","ADCY4",0.523492428656093,0.150108672775073,0.37338375588102,2.41527919063964e-08,1.59524552582587e-07,"Hypermethylated in Primary Tumor"
"cg16787600","chr10",106400880,106400880,1,"*","cg16787600","SORCS3",0.235682147130495,0.0308620254069237,0.204820121723571,2.78463268229864e-13,1.23494074211626e-11,"Hypermethylated in Primary Tumor"
"cg16853982","chr1",236849389,236849389,1,"*","cg16853982","ACTN2",0.525467896674801,0.230240092774948,0.295227803899852,2.6559527842868e-09,2.39631398787334e-08,"Hypermethylated in Primary Tumor"
"cg16862361","chr2",31637622,31637622,1,"*","cg16862361","XDH",0.248478120152719,0.569985005729349,-0.32150688557663,6.91106592859845e-14,4.21949605163671e-12,"Hypomethylated in Primary Tumor"
"cg16864658","chr3",42306150,42306150,1,"*","cg16864658","CCK",0.319442150429706,0.108145642872975,0.211296507556731,0.00018536990066383,0.000456814536431352,"Hypermethylated in Primary Tumor"
"cg16890267","chrNA",0,0,1,"*","cg16890267",NA,0.267435495352897,0.0663438254750184,0.201091669877878,8.86820992273082e-10,9.40639836860652e-09,"Hypermethylated in Primary Tumor"
"cg16902509","chr10",15761312,15761312,1,"*","cg16902509","ITGA8",0.396709423303965,0.175371575539754,0.221337847764211,3.19416573172798e-08,2.01968452905135e-07,"Hypermethylated in Primary Tumor"
"cg16924616","chr7",96653617,96653617,1,"*","cg16924616","DLX5",0.315332302541747,0.029923411377221,0.285408891164526,5.62755720558962e-09,4.54094685833555e-08,"Hypermethylated in Primary Tumor"
"cg16954341","chr6",25652381,25652381,1,"*","cg16954341","SCGN",0.328396908830732,0.0903113119191614,0.238085596911571,4.89247139456929e-08,2.92522526667334e-07,"Hypermethylated in Primary Tumor"
"cg16970232","chr5",112073433,112073433,1,"*","cg16970232","APC",0.333682242597934,0.026538760961857,0.307143481636077,3.08488335405321e-08,1.96048905736149e-07,"Hypermethylated in Primary Tumor"
"cg16979445","chr6",30659643,30659643,1,"*","cg16979445","NRM",0.494551747806388,0.876680758010224,-0.382129010203836,2.6559527842868e-09,2.39631398787334e-08,"Hypomethylated in Primary Tumor"
"cg16994506","chr12",4383724,4383724,1,"*","cg16994506","CCND2",0.292546326911587,0.0499406540849454,0.242605672826642,2.04175613121387e-06,7.83490442516051e-06,"Hypermethylated in Primary Tumor"
"cg17016000","chr20",19869644,19869644,1,"*","cg17016000","RIN2",0.531935823061191,0.290605680966521,0.24133014209467,2.30303014028214e-06,8.72016235805318e-06,"Hypermethylated in Primary Tumor"
"cg17031727","chr1",230777875,230777875,1,"*","cg17031727","COG2",0.44042909134049,0.147792929995581,0.292636161344909,4.32822810409945e-12,1.09685771605463e-10,"Hypermethylated in Primary Tumor"
"cg17063929","chr11",89224799,89224799,1,"*","cg17063929","NOX4",0.579200198398146,0.172319088355761,0.406881110042386,2.77803222793851e-15,4.56834219439611e-13,"Hypermethylated in Primary Tumor"
"cg17074151","chrNA",0,0,1,"*","cg17074151",NA,0.519491208508294,0.723103721232361,-0.203612512724068,1.7852249430549e-11,3.51875177096096e-10,"Hypomethylated in Primary Tumor"
"cg17095797","chrNA",0,0,1,"*","cg17095797",NA,0.51933700559147,0.741661638507281,-0.22232463291581,3.38470109781848e-08,2.12111073804597e-07,"Hypomethylated in Primary Tumor"
"cg17095936","chr1",168250628,168250628,1,"*","cg17095936","TBX19",0.403988029785423,0.677525458667238,-0.273537428881815,5.17924169389706e-05,0.000143610013688378,"Hypomethylated in Primary Tumor"
"cg17105014","chr2",127413363,127413363,1,"*","cg17105014","GYPC",0.275243543034818,0.0346692111698767,0.240574331864942,7.01900243101217e-14,4.25083617656648e-12,"Hypermethylated in Primary Tumor"
"cg17108819","chr2",87017953,87017953,1,"*","cg17108819","CD8A",0.349044498386995,0.0288295806999314,0.320214917687064,3.06341958415018e-07,1.44899810647322e-06,"Hypermethylated in Primary Tumor"
"cg17162024","chr8",53478454,53478454,1,"*","cg17162024","FAM150A",0.52931444689532,0.072642743884322,0.456671703010998,2.12977828305482e-12,6.13577684641203e-11,"Hypermethylated in Primary Tumor"
"cg17178336","chr2",219925246,219925246,1,"*","cg17178336","IHH",0.292838574081847,0.0376731157864313,0.255165458295415,8.86820992273082e-10,9.40639836860652e-09,"Hypermethylated in Primary Tumor"
"cg17188046","chr6",166582197,166582197,1,"*","cg17188046","T",0.443100544724567,0.0823440974552597,0.360756447269308,2.23109706735839e-11,4.2633066862186e-10,"Hypermethylated in Primary Tumor"
"cg17192247","chr2",27194436,27194436,1,"*","cg17192247","MAPRE3",0.548502372838178,0.226379973271772,0.322122399566406,1.68648743271769e-13,8.49997211894786e-12,"Hypermethylated in Primary Tumor"
"cg17198372","chrX",18708953,18708953,1,"*","cg17198372","PPEF1",0.528686234773616,0.800581026690717,-0.271894791917101,1.46757591237079e-11,3.00299888554055e-10,"Hypomethylated in Primary Tumor"
"cg17200465","chr3",40428508,40428508,1,"*","cg17200465","ENTPD3",0.313005131361685,0.107188769867743,0.205816361493941,9.30029059745854e-07,3.88947924392322e-06,"Hypermethylated in Primary Tumor"
"cg17214107","chr4",123747542,123747542,1,"*","cg17214107","FGF2",0.415194180222614,0.0789077271166482,0.336286453105965,2.21826486769244e-13,1.03683172622911e-11,"Hypermethylated in Primary Tumor"
"cg17240454","chr6",34524278,34524278,1,"*","cg17240454","SPDEF",0.516338744940246,0.784866460435287,-0.268527715495041,1.22289912737776e-13,6.67087032462312e-12,"Hypomethylated in Primary Tumor"
"cg17241310","chr1",91182856,91182856,1,"*","cg17241310","BARHL2",0.623657160357144,0.421829113399614,0.201828046957529,1.56270481962454e-10,2.17994903289914e-09,"Hypermethylated in Primary Tumor"
"cg17243643","chr12",56114269,56114269,1,"*","cg17243643","RDH5",0.599985153240148,0.347056571071332,0.252928582168816,3.42410957789847e-08,2.14282679667985e-07,"Hypermethylated in Primary Tumor"
"cg17252960","chr6",19837350,19837350,1,"*","cg17252960","ID4",0.350085049329301,0.0840070023475574,0.266078046981743,2.53086484882722e-08,1.6570140708872e-07,"Hypermethylated in Primary Tumor"
"cg17259265","chr11",125753373,125753373,1,"*","cg17259265","HYLS1",0.682613381751414,0.892285340887421,-0.209671959136007,2.2367729370184e-07,1.09930753704379e-06,"Hypomethylated in Primary Tumor"
"cg17271365","chrNA",0,0,1,"*","cg17271365",NA,0.55353757403254,0.840280789376335,-0.286743215343795,1.71462143049637e-09,1.65150518202876e-08,"Hypomethylated in Primary Tumor"
"cg17272843","chr11",77734280,77734280,1,"*","cg17272843","KCTD14",0.318069010084634,0.0816130394757629,0.236455970608871,5.22708307959966e-07,2.32683174669632e-06,"Hypermethylated in Primary Tumor"
"cg17279839","chr7",150038598,150038598,1,"*","cg17279839","RARRES2",0.557615249763339,0.145496800613419,0.41211844914992,5.54579441386344e-17,7.51929628129626e-14,"Hypermethylated in Primary Tumor"
"cg17281600","chr1",157568591,157568591,1,"*","cg17281600","FCRL4",0.570056859051116,0.85684174139512,-0.286784882344004,7.30849619816896e-05,0.000195712719420597,"Hypomethylated in Primary Tumor"
"cg17288121","chrNA",0,0,1,"*","cg17288121",NA,0.563807012401992,0.837826036021217,-0.274019023619225,7.87979645119066e-11,1.22345922983373e-09,"Hypomethylated in Primary Tumor"
"cg17371081","chr11",20690957,20690957,1,"*","cg17371081","NELL1",0.280082933252721,0.0336817318542154,0.246401201398506,7.36884550680766e-08,4.17432035259919e-07,"Hypermethylated in Primary Tumor"
"cg17389519","chr10",23480730,23480730,1,"*","cg17389519","PTF1A",0.388404179522947,0.149653216503202,0.238750963019746,2.42783390397609e-12,6.87144095762278e-11,"Hypermethylated in Primary Tumor"
"cg17397493","chr5",35231272,35231272,1,"*","cg17397493","PRLR",0.232431031848463,0.545227290864496,-0.312796259016033,1.09618172086844e-14,1.06447749954505e-12,"Hypomethylated in Primary Tumor"
"cg17405586","chr12",53074257,53074257,1,"*","cg17405586","KRT1",0.413505505639125,0.751645498366746,-0.33813999272762,2.25753283678923e-12,6.44612893282947e-11,"Hypomethylated in Primary Tumor"
"cg17410236","chr14",85996495,85996495,1,"*","cg17410236","FLRT2",0.446319921783576,0.0367496098036812,0.409570311979895,1.660938395846e-13,8.44679032054506e-12,"Hypermethylated in Primary Tumor"
"cg17423978","chr20",1539641,1539641,1,"*","cg17423978","SIRPD",0.447294639854853,0.834503450505517,-0.387208810650664,1.20276989779979e-12,3.96737965264003e-11,"Hypomethylated in Primary Tumor"
"cg17465304","chr9",116861442,116861442,1,"*","cg17465304","KIF12",0.331127232854958,0.574074828887562,-0.242947596032604,5.84794290893101e-12,1.3956388325774e-10,"Hypomethylated in Primary Tumor"
"cg17471928","chr17",37381830,37381830,1,"*","cg17471928","STAC2",0.336505132630953,0.0278535833839514,0.308651549247002,1.03266543344744e-13,5.86018124688601e-12,"Hypermethylated in Primary Tumor"
"cg17475918","chr6",30457237,30457237,1,"*","cg17475918","HLA-E",0.262748521258554,0.0338860540259805,0.228862467232573,6.12807505849286e-09,4.89225382681735e-08,"Hypermethylated in Primary Tumor"
"cg17503456","chr3",138666054,138666054,1,"*","cg17503456","FOXL2;C3orf72",0.349024597234326,0.0421250776140411,0.306899519620285,3.04926862390402e-08,1.94168945245714e-07,"Hypermethylated in Primary Tumor"
"cg17525406","chr1",4715520,4715520,1,"*","cg17525406","AJAP1",0.364727326258474,0.0314909791497884,0.333236347108686,1.02259943536966e-12,3.49592453405815e-11,"Hypermethylated in Primary Tumor"
"cg17580045","chr12",4384890,4384890,1,"*","cg17580045","CCND2",0.405288317860248,0.0648052330402059,0.340483084820042,1.12981582951256e-09,1.16014680141697e-08,"Hypermethylated in Primary Tumor"
"cg17586860","chr20",23015906,23015906,1,"*","cg17586860","SSTR4",0.483379430867379,0.0962880576237342,0.387091373243645,5.00805541575191e-13,1.94193598040404e-11,"Hypermethylated in Primary Tumor"
"cg17619823","chr8",37823475,37823475,1,"*","cg17619823","ADRB3",0.286640937142146,0.0140126501850308,0.272628286957115,1.84809162589934e-13,9.13062636839612e-12,"Hypermethylated in Primary Tumor"
"cg17628717","chr7",43351208,43351208,1,"*","cg17628717","HECW1",0.686135688646765,0.933951527876139,-0.247815839229374,2.43434330805394e-09,2.23030989780997e-08,"Hypomethylated in Primary Tumor"
"cg17657618","chr1",15427654,15427654,1,"*","cg17657618","KIAA1026",0.411247897567425,0.636519655810446,-0.225271758243021,2.62105905572533e-08,1.70516429299555e-07,"Hypomethylated in Primary Tumor"
"cg17688525","chr18",6414978,6414978,1,"*","cg17688525","L3MBTL4",0.302166664373064,0.0441539878143603,0.258012676558704,1.4737755029841e-07,7.61529548319466e-07,"Hypermethylated in Primary Tumor"
"cg17699374","chr22",37403802,37403802,1,"*","cg17699374","C22orf33",0.407298900380328,0.648186304650227,-0.240887404269899,2.55867050101228e-09,2.32249346161586e-08,"Hypomethylated in Primary Tumor"
"cg17706173","chr16",1582581,1582581,1,"*","cg17706173","IFT140",0.546809639882343,0.168158786913022,0.378650852969322,6.80476153966547e-14,4.16588241106313e-12,"Hypermethylated in Primary Tumor"
"cg17740399","chr13",28494177,28494177,1,"*","cg17740399","PDX1",0.233228785614409,0.0164985208271196,0.216730264787289,4.0437595205009e-09,3.43003984327428e-08,"Hypermethylated in Primary Tumor"
"cg17749456","chrNA",0,0,1,"*","cg17749456",NA,0.298416061952069,0.0945990245845233,0.203817037367546,3.33799183661141e-13,1.40040257145286e-11,"Hypermethylated in Primary Tumor"
"cg17761453","chrNA",0,0,1,"*","cg17761453",NA,0.62419939594283,0.901908496481526,-0.277709100538696,2.86357171814193e-11,5.23223091954742e-10,"Hypomethylated in Primary Tumor"
"cg17771150","chr13",46756209,46756209,1,"*","cg17771150","LCP1",0.280763439087281,0.530789070602704,-0.250025631515423,4.29993795339576e-09,3.60123799821759e-08,"Hypomethylated in Primary Tumor"
"cg17778867","chr21",46032026,46032026,1,"*","cg17778867","C21orf29;KRTAP10-8",0.693442791142915,0.897255758675406,-0.203812967532491,0.000118092080021066,0.000302329144408476,"Hypomethylated in Primary Tumor"
"cg17788832","chr8",87081654,87081654,1,"*","cg17788832","PSKH2",0.615321550386818,0.380051397766722,0.235270152620096,2.64522807829293e-15,4.41439580561937e-13,"Hypermethylated in Primary Tumor"
"cg17791651","chr1",38513489,38513489,1,"*","cg17791651","POU3F1",0.541515254443341,0.247729249592256,0.293786004851085,2.67212699716935e-11,4.92637881499414e-10,"Hypermethylated in Primary Tumor"
"cg17827767","chr10",86001154,86001154,1,"*","cg17827767","LRIT1",0.600573168709412,0.841470223378694,-0.240897054669282,2.79128243599353e-09,2.50138432778433e-08,"Hypomethylated in Primary Tumor"
"cg17834752","chr8",140715239,140715239,1,"*","cg17834752","KCNK9",0.240872964325758,0.0271255120142218,0.213747452311536,1.04210931816677e-06,4.30546136603322e-06,"Hypermethylated in Primary Tumor"
"cg17838026","chr19",50832861,50832861,1,"*","cg17838026","KCNC3",0.24824347261734,0.0284639904967378,0.219779482120602,1.80300632776396e-09,1.72337418575284e-08,"Hypermethylated in Primary Tumor"
"cg17860158","chr1",205012569,205012569,1,"*","cg17860158","CNTN2",0.436902119586336,0.184176156112857,0.252725963473479,2.87709468862716e-08,1.84719482017901e-07,"Hypermethylated in Primary Tumor"
"cg17861230","chr19",18343901,18343901,1,"*","cg17861230","PDE4C",0.599720074433738,0.231870694671204,0.367849379762534,9.26604163753799e-11,1.39635218763942e-09,"Hypermethylated in Primary Tumor"
"cg17872757","chr11",128564180,128564180,1,"*","cg17872757","FLI1",0.289691507814675,0.0192786805131512,0.270412827301523,3.72432434261525e-15,5.61050287038888e-13,"Hypermethylated in Primary Tumor"
"cg17886204","chrNA",0,0,1,"*","cg17886204",NA,0.25857251429766,0.0104325378794644,0.248139976418195,6.15118901728347e-15,7.57268510220652e-13,"Hypermethylated in Primary Tumor"
"cg17897879","chr1",12123437,12123437,1,"*","cg17897879","TNFRSF8",0.313271969841439,0.0974159850472379,0.215855984794201,4.65137057758578e-07,2.09959382373132e-06,"Hypermethylated in Primary Tumor"
"cg17923358","chr7",103629618,103629618,1,"*","cg17923358","RELN",0.338127215385282,0.0796715436046107,0.258455671780671,4.71713234226333e-10,5.55526787970991e-09,"Hypermethylated in Primary Tumor"
"cg17982102","chr18",9707896,9707896,1,"*","cg17982102","RAB31",0.394831873700778,0.0895235696814695,0.305308304019309,1.08033369322303e-08,7.96688634193835e-08,"Hypermethylated in Primary Tumor"
"cg18006568","chr2",71205891,71205891,1,"*","cg18006568","ANKRD53",0.388353321676849,0.167287049732953,0.221066271943896,5.36223417508406e-05,0.00014817340087142,"Hypermethylated in Primary Tumor"
"cg18055007","chr6",31698226,31698226,1,"*","cg18055007","DDAH2",0.584985143014495,0.124420402434076,0.460564740580419,3.1543177598565e-11,5.64893678949182e-10,"Hypermethylated in Primary Tumor"
"cg18081258","chr14",21494161,21494161,1,"*","cg18081258","NDRG2",0.575980081411852,0.158277530856634,0.417702550555218,5.4749161488737e-14,3.50410187266976e-12,"Hypermethylated in Primary Tumor"
"cg18085435","chr18",55400167,55400167,1,"*","cg18085435","ATP8B1",0.329031461905557,0.58153667222477,-0.252505210319213,2.22521610691746e-08,1.49202064502213e-07,"Hypomethylated in Primary Tumor"
"cg18087477","chr1",115397597,115397597,1,"*","cg18087477","SYCP1",0.702230920808129,0.395156446929599,0.30707447387853,1.1325031758262e-13,6.2688363754763e-12,"Hypermethylated in Primary Tumor"
"cg18108623","chr17",33701321,33701321,1,"*","cg18108623","SLFN11",0.281862081291352,0.0560898241629526,0.2257722571284,0.000405067967952294,0.000925253599310275,"Hypermethylated in Primary Tumor"
"cg18110483","chr5",79330959,79330959,1,"*","cg18110483","THBS4",0.290331365314189,0.0400666492753869,0.250264716038802,4.82899212617571e-11,8.07065011948164e-10,"Hypermethylated in Primary Tumor"
"cg18129786","chr3",44519983,44519983,1,"*","cg18129786","ZNF445",0.598971574135436,0.840867723696344,-0.241896149560907,3.83882699590596e-07,1.76896979731572e-06,"Hypomethylated in Primary Tumor"
"cg18140857","chr8",57233874,57233874,1,"*","cg18140857","SDR16C5",0.781931158674251,0.573779246930472,0.208151911743778,1.49277286182425e-09,1.46794761257261e-08,"Hypermethylated in Primary Tumor"
"cg18142353","chr12",12420574,12420574,1,"*","cg18142353","LRP6",0.225265057990307,0.426661949530858,-0.201396891540551,5.68832367109665e-07,2.51229649061236e-06,"Hypomethylated in Primary Tumor"
"cg18145505","chr15",33009498,33009498,1,"*","cg18145505","GREM1",0.473012612954048,0.252771976597225,0.220240636356823,4.01900184139195e-05,0.000113963615462202,"Hypermethylated in Primary Tumor"
"cg18156583","chrNA",0,0,1,"*","cg18156583",NA,0.429973653773359,0.674873679692274,-0.244900025918916,2.87184907992118e-10,3.61048481705046e-09,"Hypomethylated in Primary Tumor"
"cg18159180","chr6",43022213,43022213,1,"*","cg18159180","CUL7;MRPL2",0.506788432382851,0.205515925118777,0.301272507264073,8.20603886165235e-11,1.26193753934584e-09,"Hypermethylated in Primary Tumor"
