Hybridization REF	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05	TCGA-E2-A158-11A-22D-A12E-05
cg10942056	0.335801737019813	DISP1	1	223101848
cg10943191	0.0154747681433957	TMEM52	1	1850414
cg10944783	NA	PSMC3IP	17	40730097
cg10946435	0.0360221186998297	KCNN3	1	154843044
cg10947146	0.0656028174673856	XKR6	8	11058710
cg10948777	0.00840095284216052	DNM2;MIR638	19	10828972
cg10948883	0.0364960685623015	DDX41	5	176944132
cg10949322	0.0251672228715729	CUL2	10	35379230
cg10950297	0.273453200578996	EFNB1	X	68049085
cg10951619	0.0488123979859217	FAM5C	1	190447232
cg10954182	0.0671475280785052	NFYB	12	104532377
cg10957151	0.0425247764927336	HOXD9	2	176986956
cg10957200	0.0146239664656479	CDNF;HSPA14	10	14880574
cg10957584	0.00944708746574553	FAM86A	16	5148097
cg10957680	0.0231161573049032	IFI6	1	27998883
cg10958402	0.0214043420019521	RNF7	3	141456882
cg10959933	NA	C15orf39	15	75493871
cg10960626	NA	C8orf45	8	67785794
cg10960946	0.0100719435181056	UBE2I	16	1359179
cg10962407	0.00663875593804374	ICA1L	2	203736738
cg10964421	0.047139706188593	TNFRSF10D	8	23021093
cg10965432	0.0096338159240264	AKTIP	16	53537025
cg10965489	0.969876211494304	NA	NA	0
cg10966500	0.012589581729895	TCHP	12	110338339
cg10967280	0.973137941574497	C12orf12	12	91348999
cg10968649	0.0110318077809012	KDM4A	1	44115804
cg10968815	0.642028389462765	BPIL1	20	31595346
cg10970251	0.0771176375304366	SLC25A22	11	796421
cg10970409	0.444093938681573	VIPR1	3	42543566
cg10971269	0.0235270701363559	NA	NA	0
cg10971346	0.0299995155396437	PIGV	1	27114745
cg10971750	0.0307534729288188	VRK1	14	97264166
cg10971790	0.00811821336693276	FUZ	19	50316458
cg10972353	0.00951862568443937	SCD5	4	83719895
cg10972821	0.0425029548399198	AKAP1	17	55163212
cg10976172	0.043422952855658	ZNF785	16	30597528
cg10976673	0.0153876074135473	CCRN4L	4	139937474
cg10977115	0.862195195948249	CRTAM	11	122709471
cg10978346	0.539296714328153	NA	NA	0
cg10978355	0.0368575284761551	RNU5E;RNU5D;CKMT2	5	80529340
cg10978402	0.0123233346477223	IQGAP1	15	90931990
cg10979891	0.1307541715319	SMOC1	14	70345898
cg10981541	0.0704647599574707	FAM57A	17	636487
cg10982775	0.0126222658445142	PLEKHA8	7	30067792
cg10983208	0.136462543552221	SPOCK2	10	73848320
cg10983720	0.0252471945664916	LRIG2	1	113615878
cg10984852	NA	ECHS1	10	135187325
cg10985320	NA	JRKL	11	96124636
cg10985987	0.0160586411919738	LOC440356;CDIPT	16	29874508
cg10986043	0.473102636577905	TCAP	17	37820495
cg10987882	NA	RNF24	20	3996459
cg10988561	NA	PDCD6	5	271254
cg10989326	0.894475106391474	EVI5	1	93258908
cg10989517	0.304957841676303	SERGEF	11	18034024
cg10990993	0.471855596305994	EPM2AIP1;MLH1	3	37033632
cg10994126	0.432010864094894	PAPPA2	1	176432498
cg10994379	0.229978017639209	CAPSL	5	35939420
cg10994430	0.0341435726452971	PALM2;PALM2-AKAP2	9	112542080
cg10994858	0.0250494492635842	MINPP1	10	89264429
cg10995359	0.0651829805158101	LCLAT1	2	30670170
cg10995380	0.0363826498589999	TGFB1I1	16	31484032
cg10995925	0.691737544553065	LTA	6	31539601
cg10996143	0.028383383320303	FKBP1A	20	1373995
cg10997248	0.720323149746221	FXYD2	11	117699019
cg10999429	NA	ACVRL1	12	52300973
cg11000221	0.0296041839417977	DHX40	17	57643293
cg11003133	0.347087744178554	AIM2	1	159046391
cg11004890	0.208558200205242	SLC4A11	20	3218500
cg11005091	0.0345009268289754	HNRNPA1;HNRPA1L-2;CBX5	12	54675412
cg11005826	0.416926483913066	IGF2AS;INS-IGF2;IGF2	11	2165961
cg11007123	0.0140504405483907	SPTAN1	9	131314542
cg11007423	0.0527791565900202	SPPL2A	15	51058114
cg11008571	NA	N4BP2L1	13	32990510
cg11008866	NA	CASR	3	121902442
cg11009596	0.013549829638573	AURKB	17	8113758
cg11009736	0.289413453054798	MARCO	2	119699682
cg11010122	0.199103414434951	DNAJB14	4	100868318
cg11011602	0.358931630925207	SNORD24;MED22;RPL7A	9	136215029
cg11011938	0.021146779451154	SEMA5A	5	9545976
cg11012046	0.0226106728784433	GLB1L2	11	134202336
cg11015241	0.957511934531865	ATP10A	15	26026249
cg11016563	0.0747992183051617	TRPC6	11	101454626
cg11016745	0.24309002983449	CXorf58;APOO	X	23926314
cg11017269	0.100902623260261	RHOBTB3	5	95067136
cg11018904	0.0544666186582011	SPEF1	20	3762064
cg11021744	0.0219782413620456	SLC6A1	3	11034279
cg11023442	0.0215786333068101	LOC100306951;INPP5K	17	1420488
cg11024597	0.844235345024432	NA	NA	0
cg11025793	0.0711846937877123	IER2;STX10	19	13262015
cg11027330	0.296194886035435	METRN	16	764794
cg11027570	0.0395069249879151	RBP1	3	139258431
cg11029501	0.00847092620728756	TARBP1	1	234614232
cg11032157	0.93014602456833	TAS2R50;PRR4;PRH1	12	11139304
cg11033833	0.278691980823119	GPR101	X	136113828
cg11034784	0.0113983320851649	MTERFD2	2	242041544
cg11034861	0.035541408816098	TRADD;FBXL8	16	67194079
cg11035216	0.021590376353281	RASSF1	3	50374929
cg11037148	0.0428963452351854	NA	NA	0
cg11037424	0.027413540317091	PRPF6	20	62612592
cg11037772	0.362304047088831	NA	NA	0
cg11037787	NA	PLA2G2A	1	20307002
cg11037818	0.0567114718169415		1	208041879
cg11038081	NA	ZNF235	19	44810637
cg11038843	0.0600032446139399	B3GAT1	11	134281391
cg11039072	0.0249748009864707	ZNF770	15	35280907
cg11041457	0.0876143983938287	GNL3;PBRM1	3	52719354
cg11041966	0.0109853298378134	RBM28	7	127983966
cg11042320	0.196911462323945	PDGFRB	5	149534497
cg11042454	NA	TUBB2C	9	140135729
cg11043092	NA	MCPH1	8	6287904
cg11044163	0.0469042013563498	CPVL	7	29186153
cg11044263	0.0600705983891815	TMEM65	8	125385130
cg11044823	0.200591391339884	CENPK;PPWD1	5	64858848
cg11047295	0.012009142569555	HMGB1	13	31039916
cg11049298	0.0252670820757779	HNRNPA0	5	137089619
cg11049305	0.271076822745536	ZC4H2	X	64196751
cg11050116	0.0111811030693349	PCM1	8	17780536
cg11050527	0.0323477841070967	ATP6V1H	8	54755511
cg11051139	0.62712921141744	KRT80	12	52580428
cg11051158	0.0489949297756943	C2orf3	2	75938223
cg11051843	0.0159044084925285	SEMA3C	7	80548695
cg11052068	0.0246364685846441	WASF1;CDC40	6	110501899
cg11052143	0.141341792408071	ALS2CR11	2	202484020
cg11053574	0.0111520710914953	NT5C3L	17	39992149
cg11053740	0.026363952215645	RAB2B;TOX4	14	21945175
cg11054882	0.0947253500983774	TRAPPC4;RPS25	11	118889578
cg11054936	0.337523474610326	GJB2	13	20766170
cg11056832	0.00985075045450079	PKN3	9	131465146
cg11057497	0.0157611162449362	HMGCS1	5	43313384
cg11058696	0.05193143362254	SNRPB2	20	16711094
cg11058932	0.792058887192659	TSGA13	7	130372167
cg11059341	NA	MYL1	2	211179560
cg11059483	0.0292869636773116	ESR2	14	64760864
cg11061603	0.0111243476265405	RPS10	6	34393330
cg11061975	NA	SIRPG	20	1639325
cg11062095	0.0541270464947033	C5orf15	5	133304652
cg11063110	0.374402267842958	CPA5	7	129985205
cg11063988	0.00662947318867252	SIX5	19	46272660
cg11064206	0.00835250236081395	OGFOD2;ABCB9	12	123459532
cg11064558	0.00952707515201073	ZNF295	21	43430383
cg11064797	0.0333467773505678	RELL2;HDAC3	5	141016628
cg11065385	0.0519290588923043	B4GALNT3	12	568798
cg11065518	0.0412153257995314	MDH1B;FASTKD2	2	207630263
cg11065693	NA	IRF9	14	24630380
cg11068096	0.85141731829213	NA	NA	0
cg11070419	0.622153475317017	C4BPA	1	207277210
cg11070941	0.0147361667473632	STX11	6	144471985
cg11072113	0.596247185089487	VWCE	11	61063124
cg11074362	0.81976850787256	DENND4C	9	19297575
cg11074746	0.0184658791264879	MEMO1	2	32236343
cg11075556	0.952832465851399	ANKRD7	7	117865112
cg11075745	0.452740684733486	CLDN19	1	43205976
cg11077161	0.791014250754652	SIPA1L1	14	71996050
cg11078738	0.066969779184927	ANTXR1	2	69240453
cg11079619	0.665331830080319	INHBA;LOC285954	7	41742630
cg11080718	0.164469415287839	NA	NA	0
cg11081833	0.542025665645255	LGALS2	22	37975941
cg11082575	0.0274532411158597	FAM60A	12	31479096
cg11084020	0.111343344523794	TAX1BP1	7	27779567
cg11084035	0.0418263787271005	GANAB	11	62414045
cg11084611	0.891797303122841	C2orf27A	2	132480958
cg11086066	0.228577154967563	NFATC2	20	50159508
cg11086568	0.0125499666105419	WDR53;FBXO45	3	196296032
cg11091262	0.725807355542917	GALNTL5	7	151653454
cg11093356	0.0130898092753413	DDX19A	16	70380593
cg11094938	0.768680206121319	ATP2A1	16	28888844
cg11095315	0.914866630797146	PABPN1	14	23789003
cg11096640	0.0357120666928642	ACTR3B	7	152457432
cg11096837	0.0240167252845887	NA	NA	0
cg11096993	0.487310165619584	ACY3	11	67417958
cg11098259	0.573768660396252	AQP9	15	58430391
cg11099291	0.0451264745682173	C17orf91;WDR81	17	1620044
cg11099899	0.776450587384255	CLDN14	21	37852334
cg11100802	0.011341096217924	TRIM52	5	180688063
cg11102782	0.0488499422226119	ISYNA1	19	18549136
cg11102794	0.039492844445979	LMO1	11	8285587
cg11104347	0.0374585229664528	DUSP23	1	159750836
cg11105610	0.593596588663862	LGALS3BP	17	76976352
cg11107205	0.0121216649396735	RCL1	9	4793458
cg11108432	0.0131182166474857	PINX1	8	10697698
cg11108890	0.228619309857098	VAMP5	2	85811471
cg11109684	0.0110546609433271	RAB10	2	26257047
cg11110686	0.945363107077867	MAGEC1	X	140991714
cg11113534	0.948701456443856	C20orf70	20	31756024
cg11114344	NA	NCRNA00188;SNORD49B;SNORD49A	17	16341984
cg11115427	NA	PHYH	10	13342610
cg11115702	0.0591921759193041	SPNS1	16	28986698
cg11116142	0.00618176964566163	CRBN	3	3221344
cg11116440	NA	URM1	9	131133274
cg11117707	0.0184237391484022	SLC16A6;ARSG	17	66288529
cg11118665	0.0102185733926461	TCFL5	20	61493341
cg11119131	0.032069805437956	CCDC99	5	169010837
cg11119596	0.166904698389596	CD96	3	111261010
cg11119884	0.833245461334877	NA	NA	0
cg11120551	NA	CHD1L	1	146713996
cg11122968	NA	CD33	19	51727295
cg11126134	0.0211168965058704	C13orf33	13	31480304
cg11126313	0.901542456378773	CCR3	3	46284262
cg11128808	0.839171607178932	CACNG6	19	54495970
cg11129291	0.0196382909684419	DARS	2	136742688
cg11130441	0.354562558240861	C2orf58	2	38358147
cg11132751	0.905490305901403	CXorf67	X	51149970
cg11134443	0.866557643807917	NA	NA	0
cg11136251	0.033294359491044	ZWILCH;RPL4	15	66797427
cg11136562	0.331678072900144	ARAP3	5	141061285
cg11139878	0.234164273911112	CD5L	1	157811790
cg11140307	0.0194901248033264	CMTM4	16	66730384
cg11140785	0.0126864128736278	ZNF264	19	57703301
cg11141013	0.0106638940553389	ZNF688	16	30583056
cg11141561	0.0257277205171457	CAMLG	5	134074404
cg11142466	0.0166571922849084	KRCC1	2	88355481
cg11147193	0.448470021580964	HPCAL1	2	10442040
cg11147886	0.880545101887123	NFAT5	16	69598170
cg11148307	0.94218542508747		10	134671663
cg11149033	NA	TFAM	10	60145204
cg11151665	NA	PSG6	19	43421584
cg11151811	0.0106628431733119	PRKAG1	12	49412422
cg11151820	0.0518931642734451	CCT5;FAM173B	5	10250162
cg11152574	NA	ACSL5	10	114134550
cg11154542	0.0801493185729893	CTSL1	9	90340652
cg11154798	0.0278621684914525	RAI14	5	34656563
cg11154879	0.665130756447003	C20orf151	20	61001775
cg11155265	NA	ASAP3	1	23811445
cg11157872	0.0288570158804354	RSRC2;KNTC1	12	123011310
cg11158374	0.646120604301716	TFF2	21	43771664
cg11158430	0.912696404601563	UTS2D	3	191001413
cg11158440	0.0326271657046857	IER2;STX10	19	13261480
cg11158729	0.0217434097159227	CNNM4	2	97427027
cg11158760	0.0376006219065047	FHIT	3	61237270
cg11159299	NA	GZMM	19	543432
cg11159727	0.084016686649262	NA	NA	0
cg11160386	0.0123914114166569	MDM1	12	68725932
cg11160820	0.0269877371299587	CD58	1	117113618
cg11161417	0.579342705984045	SPACA3	17	31319454
cg11161873	0.761240217793065	NA	NA	0
cg11164347	0.0942522200569896	NA	NA	0
cg11164400	0.309497325634047	PPP1R9A	7	94536787
cg11166252	0.0142409289337903	AHR	7	17338258
cg11166823	0.00999225092813901	AGPAT3	21	45284425
cg11166999	0.882680082649666	PAR-SN;SNORD107	15	25226929
cg11170179	0.0571505254958937	KLK10	19	51522767
cg11170796	0.734758579695826	TCF3	19	1650224
cg11171719	0.0251129804538678	CTDSPL	3	37903684
cg11172196	0.0213683168475572	TMEM65	8	125384789
cg11172299	0.020710032847528	C14orf142;UBR7	14	93673792
cg11172423	0.734792320692504	CLDN19	1	43205623
cg11173246	0.383867071238806	TSPAN4;POLR2L	11	841376
cg11174654	0.17774878173199	NA	NA	0
cg11175310	0.105581358032822	RSU1	10	16859107
cg11175476	0.0692972753503563	LRP6	12	12419201
cg11175477	0.0193509408434583	VPS29;RAD9B	12	110939919
cg11176095	NA	GPR126	6	142622515
cg11177404	0.277509003084878	CGB2;SNAR-G2	19	49535079
cg11177450	0.019035732335508	SENP5	3	196594476
cg11177693	0.49325071770326	ZNF513;PPM1G	2	27604063
cg11177955	0.0146616600169513	C1orf58;AIDA	1	222886490
cg11178136	0.897239820315675	KIAA0652;HARBI1	11	46637717
cg11178443	0.0128251212780461	RANGRF;SLC25A35	17	8192024
cg11179184	NA	C8orf76	8	124254358
cg11181795	NA	NEURL4;GPS2	17	7219971
cg11184091	0.0121748672160107	DOLPP1	9	131843633
cg11185452	0.0193794084947121	SLC39A9;ERH	14	69865072
cg11185569	0.0583239954733232	CHN2	7	29234470
cg11187508	0.0242115458961273	CWF19L1	10	102027336
cg11189434	0.0186139585512854	RPL5	1	93297822
cg11189837	0.0231287936175139	ADAMTS1	21	28218596
cg11191210	0.0609337664676772	VGLL2	6	117585815
cg11191337	0.58549944655852	PLTP	20	44541804
cg11192270	NA	ATP13A2	1	17338644
cg11193041	0.0150890348686202	GSTZ1;POMT2	14	77787952
cg11194725	0.0241214688388492	CBX1	17	46178360
cg11195002	0.0335709906595076	ICAM5	19	10399805
cg11195662	0.0589499988800742	PRUNE2	9	79520720
cg11196870	0.0733106953891117	GINS4	8	41386826
cg11197066	0.0201024661617215	PGAP1	2	197791305
cg11199399	0.100883627100696	LTBP1	2	33172442
cg11200929	0.019036969395083	CRABP1	15	78632670
cg11201229	0.920022753642391	PIK3C2A	11	17191235
cg11201288	0.873423928823418	LRRC40;SFRS11	1	70669885
cg11201532	0.425828693521852	MFNG	22	37882078
cg11203041	0.713999526966123	MGST1	12	16500185
cg11204562	0.853484185733407	C10orf81	10	115511153
cg11206634	0.640720118948794	SFT2D3	2	128458399
cg11206667	0.0159793162824656	FBXO36;TRIP12	2	230786584
cg11206763	0.00864761218644111	ESYT1	12	56521692
cg11207379	0.0211196875081286	TDG	12	104359415
cg11207564	0.301611021942394	NA	NA	0
cg11208235	0.0168371156695786	BCAR3	1	94147468
cg11208483	0.237515021961938	NA	NA	0
cg11208880	0.00821900742680529	LRRC8D	1	90287278
cg11212312	0.80599121312426	IL3	5	131395683
cg11212609	0.0746281533754252	C17orf81;DULLARD	17	7155399
cg11213150	0.311693164317635	ANGPTL2;RALGPS1	9	129884457
cg11214889	0.106329588977792	CLUL1	18	597111
cg11216616	0.0482105734351328	RAB35	12	120555510
cg11219178	NA	OSBPL5	11	3120949
cg11220060	0.222797758261366	KLF1	19	12997418
cg11220635	0.057407252530328	RDH11	14	68162577
cg11221132	0.829258190906857	CYP2D7P1	22	42540342
cg11221265	0.109950341215678	SDHC;LOC642502	1	161284279
cg11221508	0.017251490325835	ZNF830;CCT6B	17	33288337
cg11221513	NA	C22orf9	22	45636109
cg11222041	0.0180950893644206	TOR1A	9	132586346
cg11223252	0.0706131287838559	RNF103	2	86851318
cg11223864	0.0168132207368587	GNB2	7	100271323
cg11225410	0.0160013683881443	SOCS2	12	93966317
cg11225935	0.0211773153692778	KDM5A;CCDC77	12	498478
cg11226328	0.0784624379697848	EPB41	1	29213367
cg11227541	0.0228994008549173	GNG5;SPATA1	1	84972317
cg11228872	0.0217807499816824	CALR	19	13049259
cg11231018	0.918264462463746	LIPF	10	90423408
cg11233153	0.558808655170042	SLC10A3	X	153718691
cg11233228	0.0693649426276402	PRPF4;CDC26	9	116037401
cg11233384	0.106551767097084	AKR7A3	1	19615702
cg11234457	0.969564183035416	FTMT	5	121187547
cg11235426	0.436600079127599	DUSP22	6	292522
cg11235871	0.017016930303851	QARS	3	49142143
cg11236244	0.844333386376821	CSAG1;MAGEA12	X	151904510
cg11237115	0.0124473408904332	KLHL24	3	183353422
cg11237738	0.879740097554831	C4orf6	4	5527295
cg11237817	0.744791705577614	NA	NA	0
cg11237883	0.010872329666546	STYXL1;MDH2	7	75677249
cg11238505	0.0133713257471503	CYHR1;KIFC2	8	145691776
cg11241627	0.0747649514682178	FERD3L	7	19185165
cg11243196	0.0173396126673851	ADAMTS3	4	73434856
cg11245384	0.388413537119351	PDYN	20	1974646
cg11246695	0.0110633353289295	PIAS3	1	145576023
cg11248413	0.0281913288274301	NEUROG1	5	134871658
cg11248491	0.0183894701871982	CYTH3	7	6312525
cg11249120	NA	SAMD3	6	130543838
cg11249173	NA	LOC221710;HERV-FRD	6	11112209
cg11250058	0.505076957703212	NA	NA	0
cg11250247	0.0567343347867219	TBP	6	170864036
cg11251086	0.0211298640854861	DUSP11	2	74007147
cg11251498	0.282254303522685	IDO2	8	39792769
cg11251858	0.0129280142051175	ESR1	6	152129036
cg11251877	0.63023500661928		6	168398981
cg11254522	0.891932421330128	FGR	1	27950343
cg11255163	0.0116720714749028	CDH1	16	68771200
cg11255230	0.0219121541293785	BCL2	18	60987808
cg11256279	NA	C7orf23	7	86849303
cg11256445	0.964497040608194	HCLS1	3	121380233
cg11258532	NA	CA7	16	66877873
cg11260422	0.0553839303748967	FOXA1	14	38064112
cg11260848	0.405056967090287	ALX4	11	44326260
cg11261264	0.84762821206481	PTPRH	19	55720737
cg11262815	0.024460806914138	CACNA1G	17	48638703
cg11262874	0.211246187546556	ZNF681	19	23941711
cg11263296	0.21003684473853	CCDC64	12	120428313
cg11263497	0.0254566619434746	WDR35	2	20190220
cg11263584	0.0203254532861693	ICT1	17	73008587
cg11264817	0.00900917446908407	INCA1;KIF1C	17	4901584
cg11265916	0.0155628555971388	MAPK1	22	22221056
cg11265941	0.223350596105051	SNRPN	15	25068738
cg11266874	0.0175911591325588	ARL13B	3	93699352
cg11267879	NA	CYP2F1	19	41619952
cg11269533	0.0509488120467786	FEV	2	219850301
cg11270633	NA	IL28B	19	39736956
cg11271605	0.0504270833168516	STEAP4	7	87936282
cg11272332	0.210386911724	ZDHHC15	X	74742810
cg11274211	0.0158734821744135	PIP5K1B;FAM122A	9	71395330
cg11275139	0.282278064667174	NA	NA	0
cg11276198	0.00916892767274329	KRAS	12	25404189
cg11276280	0.0327294133303528	TBCC	6	42713551
cg11277126	0.14261815806506	TRPC4AP	20	33680945
cg11277230	0.215604698517171	C4orf36	4	87813935
cg11278262	0.0316610630661795	KRTCAP2;TRIM46	1	155146720
cg11279021	0.0479846425120465	ETV1	7	14028690
cg11283860	NA		1	8273352
cg11285003	0.157655182723919	HCN1	5	45696592
cg11285843	0.110588735986927	TMEM41A	3	185217130
cg11286122	0.374345291285704	PHLDB1	11	118477406
cg11286163	0.0467343172649949	PSMA5	1	109969161
cg11286618	0.0502766721840669	WBP1	2	74685465
cg11289251	0.0104916052467133	DDX28;DUS2L	16	68056774
cg11290225	0.171928545201387	KIFC2	8	145692591
cg11291009	0.499483039314389	ARHGEF9	X	62975067
cg11291200	0.66459091550802	MAGEB2	X	30233490
cg11295113	0.395806892318209	FOLR2	11	71927938
cg11295902	0.0207860807617484	SF1	11	64546368
cg11296363	0.0278367335956057	FTSJ3;PSMC5	17	61905004
cg11296937	0.225285466175455	PRDX5;TRMT112	11	64084966
cg11297236	0.769847440701309	PDILT	16	20416475
cg11298412	0.0207973087982207	PARM1	4	75858589
cg11298616	0.0185493672898578	CKAP2	13	53029954
cg11299964	0.0584221479946266	MAPKAP1	9	128469783
cg11300809	0.443906567878355	SGPP2	2	223288637
cg11301598	NA	OASL	12	121476792
cg11303670	0.0635084889655554	TSPAN33	7	128784442
cg11303749	0.0256090698128358	HIST1H4B	6	26027410
cg11304234	0.277937892440713	IL18	11	112034801
cg11304524	0.971189905386726	TSSK4	14	24674887
cg11304734	NA	POLR1E	9	37485592
cg11308639	0.79547076572043	BMP10	2	69098272
cg11308840	0.0308898372110756	TMEM215	9	32783516
cg11310496	0.954002654765678	PNLIPRP2	10	118380175
cg11310692	0.0122001487698374	PEX7	6	137143636
cg11311499	0.164597734722983	MSH2	2	47630845
cg11312566	0.0233371834681656	SLC2A8	9	130159344
cg11313124	0.0351951885784142	ZMAT3	3	178789226
cg11313997	0.0116686735202481	B4GALT7	5	177027589
cg11314271	0.627274569868203	NA	NA	0
cg11314292	0.0339715946543194	RNF125	18	29598433
cg11314684	0.251200438619606	AKT3	1	244006288
cg11316784	0.0108941149305929	NSD1	5	176560594
cg11318251	0.226270046523799	BAALC;C8orf56	8	104152588
cg11319389	0.107730087580825	TOX2	20	42544648
cg11320084	0.156134097543074	RNF2	1	185014181
cg11320143	0.0309202931113526	GDAP2;WDR3	1	118472483
cg11321895	0.0281159138554958	PLAG1;CHCHD7	8	57123832
cg11323198	0.0808902739776679	CDH8	16	62069806
cg11323230	0.0172885491775214	AMFR	16	56459217
cg11323731	0.0574227377391967	AKR1A1	1	46016768
cg11324740	0.0193011617655875	NUSAP1;OIP5	15	41624793
cg11325578	0.431983335010794	GPR143	X	9733287
cg11326613	0.0413435247346398	CCDC107	9	35657478
cg11326640	0.0197691289710899	NA	NA	0
cg11328149	0.854232754539855	LY6G6C	6	31689459
cg11328541	0.186904492483779	OR7C1	19	14910889
cg11328875	0.0130609078832279	PPIL5	14	50066018
cg11329235	0.0237127120270776	SRRM1	1	24969260
cg11330108	0.0454549889988204	BCL2	18	60986115
cg11331769	NA	TAZ;DNASE1L1	X	153639287
cg11332950	0.0158699558657568	AHSA2	2	61404256
cg11332994	0.572828977415016	NA	NA	0
cg11334469	0.499830295750375	NA	NA	0
cg11336428	0.0198304013266809	TEX2	17	62340505
cg11337525	0.236461782050875	APOC1	19	45418417
cg11337780	NA	ZNF439	19	11977718
cg11340260	0.525013851217329	GP1BA	17	4835476
cg11341028	0.463489278278418	KBTBD4;NDUFS3	11	47601881
cg11341528	0.0137049517191027	CASD1	7	94139401
cg11344614	NA	JAM2	21	27010160
cg11345438	NA	KIAA2013	1	11986397
cg11346450	0.856499964239345	NA	NA	0
cg11353032	0.0135796730774555	ZRSR2	X	15808390
cg11354906	0.0293800499650555	SFRP2	4	154710371
cg11356290	0.0174395639324699	AZI2	3	28390998
cg11356705	0.0124203361620539	NUP54	4	77069568
cg11360149	NA	OR2V2	5	180581315
cg11360718	0.578675101363468	TM9SF4	20	30720375
cg11360768	0.00669623320732943	WHSC1L1	8	38239777
cg11366015	0.0197955343075973	C20orf27	20	3748106
cg11368509	0.076425112131073	SUV420H2	19	55851365
cg11368578	0.272331903672822	CDK5	7	150754936
cg11368643	0.322283770497516	PCDHB15	5	140625059
cg11368791	0.0408515166192393	WDR46;PFDN6	6	33257095
cg11368946	NA	GCAT	22	38204391
cg11371160	0.401755100642592	UBL4A	X	153714615
cg11371394	0.253622363495236	TGFBRAP1	2	105946583
cg11371791	0.0129463298106424	NA	NA	0
cg11372696	0.123122063165119	POLR2G	11	62528990
cg11372831	NA	PAICS;PPAT	4	57303157
cg11373429	0.0435567570140437	ICAM5	19	10400751
cg11373746	0.046127846631382	ALDH9A1	1	165668181
cg11375079	0.0870066926479092	GLRX5;SNHG10;SCARNA13	14	96001246
cg11375102	0.150871015731853	IFT140;TMEM204	16	1583810
cg11375475	0.0103048790299699	BBC3	19	47734362
cg11375622	0.0219775610220881	HSF1;BOP1	8	145516294
cg11376198	0.19298922951328	AKR7L	1	19600730
cg11377136	0.194393451373303	PKDREJ	22	46658960
cg11378044	0.872606312168479	NA	NA	0
cg11378052	0.813598034342608	HEATR4	14	74027058
cg11378484	0.264848840152156	THOC7	3	63848695
cg11378686	0.0509818347614837	ZNF318	6	43336278
cg11378840	0.0062763542626387	HHEX	10	94449797
cg11380128	0.55812510027167	PRLH	2	238473800
cg11380624	0.193742957021108	DNAJC14	12	56222881
cg11384427	NA	CD27;LOC678655	12	6553585
cg11385473	0.0409317754508759	IMMP1L;ELP4	11	31530943
cg11386709	NA	EPB41L2	6	131278559
cg11386746	NA	CDH15	16	89237370
cg11387131	0.0224200370366087	KCNJ5	11	128761211
cg11387519	0.0290282385295453	CCDC142;MRPL53	2	74699973
cg11388238	NA	KCTD18	2	201375098
cg11389172	0.05593919485604	SLC18A3;CHAT	10	50818299
cg11390468	0.0260947173936987	IFT57	3	107940784
cg11391732	0.877900022499352	HSPB3	5	53751919
cg11392765	0.0142023931009986	NKX3-2	4	13546673
cg11393453	0.0109360385681463	FAM59A	18	30050326
cg11393848	0.393061604853646	C1QC	1	22969340
cg11394644	0.0339434627323426	FAM104A;C17orf80	17	71229370
cg11394785	0.163671480920759	LTC4S	5	179221090
cg11395610	NA	RAB28	4	13485238
cg11395917	0.0171047379110691	PLEKHB2	2	131862942
cg11395975	NA	MLST8	16	2255950
cg11396509	0.0630670045647443	SIRT2;NFKBIB	19	39389915
cg11397854	0.0158935195386686	IQSEC1	3	13008878
cg11398517	0.390570196620328	GTSF1L	20	42355625
cg11398680	0.0211526673552186	PTK2	8	142011853
cg11399100	0.0763403971397101	TMEM59L	19	18722368
cg11399527	0.0247438968292473	PDP2	16	66914446
cg11399590	NA	PCIF1	20	44564022
cg11399891	0.0337518540372727	ZNF444	19	56652352
cg11400333	0.0171591246999343	TMEM151A	11	66059695
cg11402505	0.0609598047746323	FBXO27	19	39523436
cg11403598	NA	NIP7;COG8	16	69374664
cg11405695	0.419152320810226	ATAD3C	1	1384091
cg11406340	0.916547207850355	C10orf110;IDI2	10	1071573
cg11406695	0.0229424671451161	NA	NA	0
cg11407345	0.132948271342159	C21orf58;PCNT	21	47745057
cg11408517	0.0180961406359809	LATS1	6	150039536
cg11411707	0.0541321324210751	GABPB2	1	151043197
cg11412582	0.118516929665797	HERC2	15	28567519
cg11414046	0.0111427442126889	BRAF	7	140624194
cg11414151	0.0693301842995852	NA	NA	0
cg11415932	0.0210562816429294	POLB	8	42196139
cg11416386	0.0132377897132776	DPY19L3	19	32897202
cg11418559	0.185671204868021	GRRP1	1	26487928
cg11419863	0.0247151715345598	FAU;MRPL49	11	64890006
cg11422541	0.021763969523937	ADCY6	12	49182586
cg11423990	NA	TXN2	22	36877559
cg11426590	0.0107505127472484	TRIM62	1	33647854
cg11428724	0.052852621420905	PAX7	1	18957632
cg11429632	0.146757362128728	RAB14	9	123964581
cg11429658	0.696956206986789	ABCC13	21	15646635
cg11431126	0.0438361970248189	RHOU	1	228870709
cg11432797	0.679677007453269	SPN	16	29674487
cg11434468	0.00833852528327637	XKR6	8	11059277
cg11435943	0.876717774351302	SERPINB12	18	61222687
cg11438428	0.100115746323629	PTF1A	10	23481594
cg11438755	0.0152784235083759	TMEM20	10	95653570
cg11442050	0.0270523896486104	EIF4ENIF1	22	31886454
