Hybridization REF	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05	TCGA-E2-A15O-01A-11D-A112-05
cg12228707	0.013488740821719	ADM	11	10326589
cg12229172	0.017366268552965	MGST2	4	140587147
cg12229387	0.779234268803821	GAST	17	39867328
cg12230010	0.0907813333392724	EIF4EBP2	10	72163718
cg12232274	0.0154080285827156	LRP11	6	150185854
cg12232463	0.809629657888328	LONRF2	2	100926650
cg12234947	NA	GNAT2	1	110156820
cg12236045	0.0638689440426851	CTNNA3;LRRTM3	10	68685842
cg12237269	0.308269249987683	SLN	11	107582734
cg12237946	0.180656771477315	PGBD4;C15orf24	15	34394376
cg12238343	0.182420933996006	RXFP3	5	33936402
cg12239750	0.00461364923321517	ALDH18A1	10	97416566
cg12240237	0.83297348686842	GTF2IRD1	7	73946402
cg12240824	NA	ZNF271;ZNF397OS	18	32870176
cg12241125	0.0257197474671382	EIF4H	7	73589459
cg12241297	0.0506170679896085	HNRNPA0	5	137090407
cg12242338	0.847364114704972	TRIM42	3	140397089
cg12243255	0.0103172110907777	CSRNP1	3	39194549
cg12243271	0.899540237230021	NA	NA	0
cg12245996	0.0831296979256275	PRKCQ	10	6622777
cg12246527	0.0208144939558595	MAP2K5	15	67834730
cg12247247	0.0747425620631157	SNORA21;RPL23	17	37009861
cg12249575	0.351128265076209	NKX2-1	14	36988805
cg12251508	0.305257125893783	RBM3	X	48432997
cg12251804	0.288848544150701	C10orf125	10	135171083
cg12254515	0.0130869386387369	DERL1	8	124054090
cg12255284	0.89431723123326	NA	NA	0
cg12256080	0.0728324421304904	ABT1	6	26597000
cg12256228	0.0192935412748091	RING1	6	33176613
cg12259256	0.710499933294549	TMEM101	17	42092431
cg12259537	0.0460527930098846	ZNF606	19	58514694
cg12261786	NA	C10orf116	10	88727830
cg12262564	0.0175686813389743	IQGAP3	1	156542103
cg12263485	0.0225786309542789	HNRNPA1;HNRPA1L-2;CBX5	12	54673731
cg12264551	0.0118418309464687	SPRYD4	12	56862370
cg12265604	0.0311629955827774	HAS3	16	69139568
cg12265829	0.824525143391266	ADCY4	14	24804022
cg12266024	0.0157293499665809	FAM126A	7	23053912
cg12266049	0.968234812456727	CCND1	11	69461334
cg12266551	0.0107514443148326	TOMM40	19	45394624
cg12268344	0.868549527926012	PRM1	16	11374723
cg12269343	0.226231724813306	SEL1L	14	82000433
cg12270520	0.011284102158183	ZNF517	8	146023939
cg12271587	0.941474253396377	TTF1	9	135282793
cg12271671	0.147749676332877	NA	NA	0
cg12274479	0.820189290193161	HSPG2	1	22264515
cg12274567	NA	SH2D1B	1	162382199
cg12275348	0.024036232349225	SOCS2	12	93966045
cg12276904	0.0350166747800919	H1FX;C3orf47	3	129035177
cg12277666	0.346544492717838	TDRD5	1	179560870
cg12278770	0.880206546255013	NA	NA	0
cg12279128	0.0810833740565304	CHCHD10	22	24109851
cg12280407	0.49007295317717	KCTD12	13	77460322
cg12281657	0.0301542346661311	C14orf50	14	65016595
cg12285118	0.141058295064874	FAM107B	10	14816973
cg12286890	NA	XCL2	1	168513067
cg12287813	0.0671189801688144	GCC2	2	109065726
cg12288365	0.00560290336974674	KCTD7	7	66094096
cg12288726	0.838294293193988	ARF5	7	127227857
cg12288842	0.06032487529065	NA	NA	0
cg12289045	NA	SYT3	19	51141361
cg12290002	0.00993675501924847	FBXO5	6	153304188
cg12291552	0.0767453879939918	GOLIM4	3	167813648
cg12292686	0.0299579592733938	PAOX	10	135192102
cg12293634	0.00729422673216744	RNF149	2	101924667
cg12294121	0.260712016652829	GABRB1	4	47033575
cg12297221	0.011010932817185	ART5	11	3663372
cg12300353	0.413979255507516	KCTD8	4	44450358
cg12302621	0.352448907539264	SLC28A1	15	85426911
cg12304441	0.0221377766480448	USP15	12	62653866
cg12308275	0.873026328506936	TGM5	15	43558855
cg12311132	0.0829803449618625	RCN1	11	32112154
cg12312863	0.194177243027946	AMDHD2;ATP6V0C	16	2569967
cg12313568	0.047666273235942	ATXN2	12	112037646
cg12314510	0.0173276134448138	DYNLL2	17	56161063
cg12315302	0.0459653262362822	HIST1H4D	6	26189340
cg12315311	NA	VSTM1	19	54568443
cg12315959	NA	DNAJC12	10	69598598
cg12315997	0.0537323204288076	LIAS;RPL9	4	39461668
cg12316147	0.025272421299087	RGP1;GBA2	9	35748890
cg12317456	0.593281620826463	MMP2	16	55512868
cg12317676	0.0127168958738909	CARM1	19	10981810
cg12318316	0.0298416234998006	LOC100134713;NDUFB2	7	140396347
cg12319004	0.564387614051896	LEFTY1	1	226078237
cg12320306	0.0943965691959461	ADM	11	10326923
cg12320676	0.0539582206437293	E2F6	2	11605714
cg12322132	0.446416899928515	IGF2AS;INS-IGF2;IGF2	11	2165656
cg12323894	NA	DBI;C2orf76	2	120124007
cg12324144	NA	LRRC34	3	169531663
cg12324629	0.32695392609058	ULK2	17	19771548
cg12324831	0.174521128842565	VBP1	X	154444470
cg12330929	0.952726719702252	USP9X	X	40982897
cg12331389	0.359548082788073	RBP4	10	95360736
cg12331980	0.785397862986777	CCDC141	2	179749654
cg12332316	0.944223429387661	F12	5	176836472
cg12333095	0.0137540473737749	ANKRD13A	12	110437035
cg12334759	0.825754657060943	ODF3L2	19	475154
cg12335708	NA	DPP4	2	162931003
cg12336540	0.741803269185342	RCSD1	1	167598993
cg12336877	0.0099731046193965	LOC100289341;MAN1B1	9	139981325
cg12337114	0.960140093884041	TAS2R3	7	141463571
cg12339029	NA	MYL1	2	211179902
cg12339802	0.104552867279421	C1orf109	1	38156545
cg12340144	0.0720921247360292	XYLB	3	38388808
cg12341414	0.026746362598588	REPS1	6	139309683
cg12343082	0.865146226978183	NA	NA	0
cg12343638	0.207802422676587	NA	NA	0
cg12343777	0.620042812195363	ALOX15B	17	7942342
cg12344605	0.0173966880324448	MAP2K4	17	11924919
cg12345724	NA	CDCA4	14	105488366
cg12346515	0.0155240288640701	AMACR	5	34008431
cg12346881	0.856711661256972	ZNF300	5	150283885
cg12347740	0.941589264200966	IL34	16	70680380
cg12348970	0.11666354351726	SLC24A2	9	19786543
cg12351042	0.827868047573924	OR2B2	6	27879749
cg12351433	0.505314901139405	LHCGR	2	48982957
cg12352006	0.0325098212602688	UCRC;ZMAT5	22	30163351
cg12353516	0.0218587847809077	MAPK7	17	19281309
cg12354377	0.684900729758259	ANK3	10	62149557
cg12356261	0.0235494397875813	NES	1	156647259
cg12359315	0.379176378989044	SLC6A20	3	45837458
cg12360373	0.0088997467532763	ATXN2L	16	28834065
cg12360736	0.150472021778578	MBNL1;LOC401093	3	151985869
cg12360886	0.942948701636316	GSDMB	17	38074070
cg12361925	0.128202263967988	FAM134A	2	220043530
cg12365667	0.262332780138363	HLA-DPB1	6	33043976
cg12368241	NA	PHF3	6	64355267
cg12370791	0.625802103201491	HOXB9	17	46703650
cg12370884	0.0200137589099121	PAICS;PPAT	4	57301120
cg12371177	0.970404617862941	PLEKHG6	12	6419148
cg12373072	0.0558532527586996	OSBPL11	3	125313773
cg12373771	0.0237852690231212	CECR6	22	17601381
cg12374431	0.0231365649649019	VAX2	2	71126953
cg12374577	0.599884413044589	NA	NA	0
cg12374721	0.812914551320101	C17orf93;PRAC	17	46799640
cg12376277	0.0627431987674737	TUG1	22	31365812
cg12376406	0.0372417155614239	NA	NA	0
cg12377712	0.0132429019848199	ATP6V1G1	9	117349993
cg12378831	0.0532903280941557	ZC3H13	13	46626792
cg12379145	0.952129811980619	PRDM2	1	14030611
cg12379775	0.00732575844532416	NCRNA00176	20	62669791
cg12380764	0.862320952943856	IL19	1	206971195
cg12380854	0.886812270839704	LRRC46;MRPL10	17	45907760
cg12382902	0.710377110855843	CCND2	12	4383699
cg12382941	0.229411575411621	SYTL4	X	99986547
cg12384303	0.535150993529079	VGLL1	X	135613887
cg12385425	0.0275795117322976	TMEM17	2	62733576
cg12385643	0.669370159830493	UGT1A10;UGT1A9;UGT1A6;UGT1A7;UGT1A8	2	234600149
cg12387247	0.576456077294013	FCER2	19	7766974
cg12388309	0.0321809036469942	PAK7	20	9819805
cg12390946	NA	INPP5A	10	134351197
cg12391048	0.551942766873576	PRSS27	16	2770336
cg12391174	0.01614635772061	SLC48A1	12	48167505
cg12391783	NA	NSMCE1	16	27269148
cg12391921	0.469364701267318	ITGB1BP2;BCYRN1	X	70521650
cg12392669	0.0338244916832099	NA	NA	0
cg12393697	0.0122890524299019	FAM171B	2	187558983
cg12397274	0.172716629174641	TINAG	6	54172183
cg12398332	0.018000437869568	GPRC5B	16	19895651
cg12398397	0.0319616070878373	BPTF	17	65820969
cg12400041	NA	DST	6	56709328
cg12400881	0.00774662143705408	PPL	16	4987052
cg12402251	0.155069861371128	CALB1	8	91094811
cg12402495	0.00969960119483621	C1orf43;UBAP2L	1	154192844
cg12403575	0.0304720577773763	TRADD;FBXL8	16	67194943
cg12405833	0.0159167742367455	RUNDC2A	16	12070719
cg12406417	0.0240834316083868	BCR	22	23522551
cg12406460	0.0274041972868829	ATP5L	11	118271996
cg12406559	0.0907612150067733	ZNF532	18	56530302
cg12408911	0.858952144437008	SLC7A5	16	87903671
cg12411068	0.0127417635902108	SMARCA4	19	11072235
cg12412075	0.026036084841965	LIN7B	19	49618425
cg12413566	0.936036319720046	XIRP1	3	39235366
cg12417299	0.0149263931841006	NEK4	3	52804560
cg12417466	0.166682428164219	ARPP-21	3	35683819
cg12419067	0.023299149585838	IL17RC;CRELD1	3	9975156
cg12420104	0.732845561756775	DMRT3	9	977109
cg12421458	0.0162278541497143	HDGF	1	156722064
cg12422450	0.0598005110659055	CHGA	14	93389891
cg12422683	0.0132245959814219	MICAL2	11	12132611
cg12422968	0.0114637544031698	GCH1	14	55369088
cg12424817	0.027462039811995	LAPTM4B	8	98787961
cg12424907	0.970430846321452	PRR4;TAS2R20;PRH1	12	11151522
cg12425673	0.0109542610688299	WNK1	12	862975
cg12426141	0.0490942820798143	TCF12;LOC145783	15	57210872
cg12428416	0.88509111300847	GJA3	13	20717597
cg12428447	0.794408648558743	SLC22A6	11	62753072
cg12428604	0.0136856905608365	PHTF2;TMEM60	7	77427426
cg12430845	0.0145275377243707	NIPBL	5	36876537
cg12431196	0.432189639781146	MAGEE1	X	75648216
cg12431401	0.723558958697394	SIRT2;RINL	19	39369277
cg12431699	0.0197324288082365	CDK5RAP1	20	31989412
cg12432709	NA	CCDC68	18	52627333
cg12433691	0.021515135076492	GCC2	2	109065314
cg12434258	0.0646842150903834	ZNF490;ZNF791	19	12721799
cg12434587	0.00578845128725407	MGMT	10	131265209
cg12434779	0.314342532427582	ARHGAP6	X	11684104
cg12435359	0.00824874881079695	BTBD1	15	83735668
cg12435611	0.0743044104431081	BRIP1	17	59941052
cg12435758	0.0117352292268979	LGI2	4	25032141
cg12435792	0.721945779448763	PDE6B	4	619375
cg12437239	0.533477748446801	GOLIM4	3	167814123
cg12437481	0.926912151132708	MRPL28	16	420112
cg12438034	NA	MAGEF1	3	184430477
cg12438037	0.491490121644904	MRPS2	9	138393570
cg12438666	0.0708699630942285	C2orf15;TSGA10	2	99757242
cg12439773	0.78898608392477	SLC22A6	11	62752119
cg12439899	0.0222513934680572	TFAP2A	6	10415232
cg12441928	0.145078627785552	CCR1	3	46249985
cg12441964	0.986572256376965	CCDC79	16	66835860
cg12444340	0.0374099064494287	RBM5	3	50126434
cg12445208	0.496260060580161	ZNF583	19	56916205
cg12446644	0.0247333608048726	LASP1	17	37026641
cg12447832	0.170236983177826	TTC15	2	3383257
cg12448933	0.732209595332654	RAB37	17	72667378
cg12448934	0.00895483109233266	CLSTN3	12	7283049
cg12449183	0.705804781872449	ERAS	X	48687283
cg12452010	0.0205783892350836	ADO	10	64564444
cg12452675	0.0131783134198629	ACOX1;C17orf106	17	73975215
cg12452946	0.0929114159857082	MFSD8;C4orf29	4	128886867
cg12453288	0.0391936574138468	C2orf50	2	11273229
cg12453778	0.0180427505696253	COMMD1	2	62132763
cg12454167	0.219040522148735	KNG1	3	186435060
cg12454725	0.00555114970745345	SYT17	16	19179231
cg12455187	0.843593995974089	CCL5	17	34208503
cg12455562	NA	BTN2A3	6	26422779
cg12456510	0.12414533691857	TFF2	21	43771355
cg12457773	0.400297793691285	NRSN1	6	24126497
cg12459502	0.923142873656128	BCL2	18	60904237
cg12460105	0.0297579413820711	RAD17;TAF9	5	68665773
cg12460359	0.882312196773678	NA	NA	0
cg12460541	0.173291004571912	ITPKA	15	41785560
cg12461141	0.791209990757061	TRIM22	11	5710654
cg12463550	0.0144898103851025	CRCP	7	65579703
cg12465398	0.0492256657215183	PPIL3;NIF3L1	2	201753874
cg12466095	0.77373346875679	NA	NA	0
cg12467090	0.889661970042785	PIK3C2B	1	204459139
cg12467191	NA	CSK	15	75074068
cg12467864	0.00790363000654141	PRC1	15	91537971
cg12468056	0.0118600414393621	MYST3	8	41909961
cg12468189	0.344383018806136	SRPK3	X	153046767
cg12471156	NA	RBM16	6	155054259
cg12473775	0.234158004745893	RHOD	11	66824650
cg12476968	0.0889487600482988	SLC12A6	15	34610829
cg12477012	0.0206585499774238	NASP	1	46049214
cg12477119	0.171475878220809	CDK12	17	37617470
cg12478185	0.131315402263388	C17orf48;SCO1	17	10602001
cg12478809	0.0349183386606186	COX5A	15	75230753
cg12478978	0.0537340493844609	FLOT1	6	30710766
cg12480658	0.0398116678086312	ATF2;MIR933	2	176033148
cg12483860	0.013247823134039	TNIP1	5	150460615
cg12484193	0.0515634138157301	DUSP19	2	183943469
cg12485020	0.406511236021472	CHRDL1	X	110039269
cg12485992	NA	SPATA22	17	3374971
cg12489819	0.0303055459155954	FDPS	1	155278858
cg12489960	0.443980828824916	SGCB	4	52905025
cg12491368	NA	EEF1DP3	13	32523340
cg12491659	0.799515057286112	GAPT	5	57786356
cg12491710	0.966775416137191	LIM2	19	51891526
cg12493160	0.879678640569751	NA	NA	0
cg12493906	0.120220843110363	MMP26	11	5009311
cg12497298	0.0163996055659856	MUL1	1	20834501
cg12497564	0.011028229891154	RBP1	3	139258295
cg12497692	0.97196634658552	ZBTB32	19	36203089
cg12497851	NA	TBC1D14	4	6910926
cg12499211	0.314688666310513	NTRK1;SH2D2A	1	156786643
cg12501949	0.464428920131439	CCDC141	2	179750458
cg12503243	0.102776952357227	PRPF39	14	45553114
cg12504957	0.0104283332196625	MDM2	12	69202060
cg12506373	0.0170121160510076	CAD	2	27440548
cg12506971	0.0208002745781027	AADAT	4	171011264
cg12507125	NA	WWTR1	3	149375528
cg12508214	0.0110972511550019	FBXO32	8	124553600
cg12508624	0.0442917780946012	THY1	11	119293780
cg12510502	0.974692282747362	SLC22A18	11	2942176
cg12510755	0.524149723441513	NA	NA	0
cg12513308	0.019172025074342	CKLF	16	66586534
cg12513379	0.0695614695274921	OR10H2	19	15838397
cg12513481	0.47973478439047	SKAP1	17	46507830
cg12514506	0.898660268227251	OSBPL5	11	3121286
cg12514620	0.0879108663883037	SSBP3	1	54871858
cg12515371	0.839890008888525	PPP1R16A	8	145721996
cg12515638	0.59947240389129	SFRP4	7	37956018
cg12517167	0.487384002255944	RBMX;SNORD61	X	135962887
cg12517944	0.974490758282898	NA	NA	0
cg12520111	0.042599633516148	PPIA	7	44835727
cg12526025	0.0191879289525828	LARGE	22	34317552
cg12529228	0.937515130980342	NHLH1	1	160336994
cg12529801	0.0147682044219448	C16orf72	16	9184705
cg12530021	0.169635926996031	SIGLEC12	19	52004630
cg12530080	0.0817968615280377	CDH12;PMCHL1	5	22141639
cg12530270	0.949042653934859	DCST1;DCST2	1	155005172
cg12531003	0.0134907623795067	ZNF580	19	56152621
cg12531542	0.847904891453711	MOGAT2	11	75429059
cg12532169	0.676109296290405	NDN	15	23932370
cg12532477	0.716484970017972	CHST6	16	75529504
cg12532500	0.0430608472688214	STARD13	13	33859636
cg12532667	NA	EMCN	4	101440020
cg12533010	0.033154603535323	PSMA3	14	58711667
cg12533335	0.0354186211797715	TAF1C	16	84220778
cg12534466	0.0282923016195829	SLC25A38	3	39424767
cg12535715	0.133523180611317	HTRA4	8	38831693
cg12536534	0.264350310523282	IKBKG;G6PD	X	153774863
cg12537796	0.77838922783464		X	106515818
cg12539975	0.553302117712187	PRDM12	9	133539583
cg12541591	0.142502695952951	TGFBR2	3	30648096
cg12542281	0.108066731062248	N4BP2L2	13	33113069
cg12542604	0.0580064258982429	ANKS1A;TAF11	6	34856704
cg12543649	0.020003247967453	THBS3	1	155176868
cg12547930	0.118555387125198	WFDC6	20	44168753
cg12548064	0.0119905491042014	ANKRD46	8	101571911
cg12548454	0.020540177640516	PSAT1	9	80911457
cg12549513	0.536326014842153	BEX2	X	102565951
cg12552392	0.634721397164453	NA	NA	0
cg12554476	0.907213132562453	GP2	16	20338808
cg12554573	0.313148687730642	PARP3;RRP9	3	51976667
cg12554819	0.00948660554259057	REV1	2	100106981
cg12554857	0.197654900158351	HPGDS	4	95264019
cg12555334	0.161031749204126	CCT6A;PSPH	7	56120290
cg12555907	0.504980261380876	MBP	18	74845422
cg12556134	0.195452426556731	TGIF2	20	35201610
cg12556325	0.875899536958217	C7orf29;LRRC61	7	150026731
cg12556991	0.0203429927501293	RPL27	17	41150487
cg12558519	0.0214171248739538	KLHL26	19	18748017
cg12558957	0.0217312189756781	NA	NA	0
cg12559031	0.0474948379565603	DLX4	17	48046365
cg12561748	0.0188219357146802	ZKSCAN4	6	28220091
cg12562500	0.0246990302089316	CLPP	19	6361639
cg12563178	0.29495017413803	PLXDC2	10	20105641
cg12563480	0.224424095882149	SNX11	17	46184629
cg12564453	0.948910866324946	CETP	16	56995840
cg12564962	0.970210393328239	DSCR6	21	38377938
cg12566415	0.944387153967058	LHB	19	49519613
cg12567315	0.0187796223930579	TSPAN13	7	16793634
cg12568776	0.00763757248909235	EPB41L4B	9	112083456
cg12569173	NA	FAM104A;C17orf80	17	71227752
cg12569516	0.0180534558397564	TRPS1	8	116681193
cg12570787	0.0337376632875798	SDHA;CCDC127	5	219185
cg12571423	0.596343442611687	CCNA1	13	37006748
cg12572011	0.00526676734521759	UBE3A	15	25684085
cg12572278	0.0414691402852418	OAF	11	120081259
cg12572545	0.170567327135783	SC4MOL	4	166248219
cg12572827	0.963877445755935	PDE6H	12	15125509
cg12572939	0.61318063776464	NA	NA	0
cg12573766	0.0286295886807862	SNORD15A;RPS3	11	75110826
cg12575181	0.954440277638699	PIGH	14	68067658
cg12575751	0.00691355164003407	NUCB2	11	17297984
cg12576145	0.367471265089519	AMMECR1	X	109560751
cg12576700	0.0323679286500884	CDK5RAP2	9	123342680
cg12576844	0.893206496552184		5	132207512
cg12577610	0.0138896063766872	SMARCD2	17	61920423
cg12578166	0.677250006470888	KCNQ1	11	2466909
cg12578480	0.0250438897179026	MSRB2	10	23384902
cg12581035	0.0100817178882803	PHC1	12	9067477
cg12582008	0.75438532223249	OLFM4	13	53603286
cg12582366	0.535103680867176	NA	NA	0
cg12582959	0.134599031603363	CCDC106	19	56159199
cg12582965	0.787447942681131	ATP10A	15	25972328
cg12583908	0.0948430964643399	RFC4	3	186524777
cg12584034	0.237098974322859	NA	NA	0
cg12584718	0.141137368823949	MEPCE	7	100028402
cg12584889	0.352064088619567	NXF3	X	102347925
cg12585282	NA	PABPC4	1	40042727
cg12585943	0.0947617428574956	PPT2	6	32121368
cg12586262	0.039302893574524	ZNF160	19	53606654
cg12588299	0.490076290274421	GPR31	6	167571803
cg12588301	0.292282206865995	CRCT1	1	152487335
cg12588476	0.0210089941379099	ZSCAN21	7	99647494
cg12589433	0.129441101763188	AR	X	66765978
cg12591323	0.963558295688493	SMARCAL1	2	217278609
cg12592463	0.0162490044842853	C1orf63	1	25574236
cg12592716	0.0277560821762678	CUL1	7	148395181
cg12592779	NA	ZNF12	7	6745725
cg12593411	NA	ANGPTL6	19	10213722
cg12594641	0.0120829916843697	NA	NA	0
cg12598178	0.982226096054284	UTS2R	17	80332278
cg12598198	0.902816123807932	HSPB2	11	111784386
cg12598364	0.02606336567022	GCAT	22	38203677
cg12598575	0.042284977428839	BOD1	5	173043653
cg12599000	0.94466540135343	NA	NA	0
cg12600197	NA	NEIL1	15	75639339
cg12601757	0.816984968504302	ST6GALNAC3	1	76540465
cg12601987	0.0190504358417549	RASD1	17	17399718
cg12603043	0.00881230651595565	EHD2	19	48216450
cg12603560	0.292861522209539	TNKS1BP1	11	57090070
cg12604192	NA	KCNA10	1	111062127
cg12605747	NA	RPL4;ZWILCH	15	66798443
cg12609467	0.0163014075157539	DAG1	3	49508289
cg12610070	0.0365729284916629	TSPAN15	10	71211762
cg12610744	0.355776691234844	KRT4	12	53208762
cg12611860	0.261048017721877	PIK3C2A	11	17191617
cg12612336	0.0106607594333201	PRPSAP1	17	74350433
cg12613344	NA	NR1H3	11	47280305
cg12613383	0.708577701354809	PLD5	1	242688681
cg12614105	0.579517957163355	NPY	7	24324435
cg12616277	0.411972235818013	ESYT3	3	138153763
cg12616487	0.567895245053079	ROM1;EML3	11	62379063
cg12618251	0.0381578723233938	FZD7	2	202899058
cg12619162	0.916595296925418	FXYD4	10	43867155
cg12619509	0.892914630751729	DNASE1L2	16	2286601
cg12620111	0.0138711939982861	ZNF70	22	24093496
cg12620499	0.0113086159771033	MREG	2	216877984
cg12621514	0.614801825121441	DKK1	10	54073047
cg12622273	0.912836948504152	LGI4	19	35625496
cg12622986	0.42491893251484	BARHL1	9	135458173
cg12623088	0.0245422489006722	DIS3L	15	66585521
cg12624523	0.473383583123705	GPLD1	6	24489770
cg12624641	0.145036433818412	C14orf143	14	90420569
cg12626085	0.0156325973993039	UEVLD	11	18610074
cg12626411	0.156944721591599	PRG4;MIR548F1	1	186265765
cg12627583	0.437455267356085	AOX1	2	201450731
cg12628062	0.021378439851179	PSMC3IP	17	40729398
cg12628956	0.0165857712740625	RFESD	5	94982685
cg12629083	0.0263751883506193	SENP1;PFKM	12	48499284
cg12629244	0.492333794056625	FAM20B	1	178994355
cg12629325	0.510117880587888	PCDHAC1;PCDHA7;PCDHA12;PCDHA6;PCDHA10;PCDHA4;PCDHA11;PCDHA8;PCDHA1;PCDHA2;PCDHA9;PCDHA13;PCDHA5;PCDHA3	5	140306458
cg12629515	NA	HIST1H3J;HIST1H2BO	6	27859811
cg12631737	0.0221063574078598	FUT4	11	94277190
cg12635664	0.034882607796774	SAR1A	10	71930586
cg12638745	0.245363941939949	SH3BGR;LCA5L	21	40816464
cg12639234	NA	NAT2	8	18248964
cg12640109	0.660766544956444	ASRGL1	11	62104720
cg12641660	0.0245180089224353	TTF2	1	117602129
cg12643449	0.761246559364636	IFRD1	7	112062338
cg12643877	NA	ARHGAP27	17	43502145
cg12644353	0.0510347377942667	ACTR3	2	114647787
cg12645220	0.105392933834505	PAK7	20	9819272
cg12645567	0.0214323375071733	NA	NA	0
cg12645742	NA	SMAD6	15	66994830
cg12646585	0.0225982910808971	WDYHV1	8	124429417
cg12647320	0.911456887797069	POGZ	1	151433222
cg12647587	0.87930807764527	C10orf129	10	96954252
cg12647643	0.0267556362482145	PTPN13	4	87515184
cg12648263	0.0134051952782248	PIGH	14	68067090
cg12648583	0.0834659392965386	KIAA1712;FBXO8	4	175205248
cg12650011	0.0161184643032835	TSPAN12	7	120498280
cg12650635	0.919655143366621	AQP2	12	50344463
cg12650780	0.435348422315065	SH3BGRL;HMGN5	X	80458049
cg12650926	0.0571286644559693	ITPR3	6	33589118
cg12651014	0.0259813137306098	CCDC7	10	32735292
cg12653105	0.564119785230365	PLP2	X	49028299
cg12654845	0.535164531649432	CLDN2	X	106163009
cg12657853	0.0104748313042249	HSF2	6	122720929
cg12658552	NA	SFRS2IP	12	46323656
cg12658982	0.0104152897444891	PRR15	7	29603541
cg12661229	0.0229827447672927	C3orf54	3	49840147
cg12661964	0.938934772485014	IFI35	17	41157777
cg12662162	0.39302116824998	C6orf106	6	34664887
cg12663253	0.955280861711929	PIK3R1	5	67522532
cg12667808	0.0100345096924373	NA	NA	0
cg12671744	0.121487481958796	FAAH	1	46859774
cg12674192	0.0209231831342848	MAK16	8	33342777
cg12675800	0.0175469843899708	TRAPPC6B	14	39639447
cg12676081	0.0358514628767574	RIOK2	5	96518721
cg12680071	0.196650589252166	COX6B1	19	36139062
cg12680609	0.853358894683924	NA	NA	0
cg12681402	0.0838449550697854	RPH3A	12	113229989
cg12682367	0.804483067318374		13	24523698
cg12683641	0.85309322240933	KLK14	19	51587102
cg12683929	0.070628467118019	BLOC1S1	12	56109593
cg12684360	0.0314211190115881	KPNA3	13	50367057
cg12685200	0.00841507493370071	LGMN	14	93214923
cg12685753	0.0495102668621865	TEKT1	17	6735539
cg12686016	0.116200482884174	HOXA1	7	27135477
cg12686915	0.0360117867850553	EIF3H	8	117768332
cg12687215	0.474624221549932	FAM50A	X	153672898
cg12687463	NA	CFHR1	1	196787850
cg12687922	0.0205305578723286	PPM1J	1	113257872
cg12687990	0.133123242613414	PTENP1	9	33677449
cg12688043	0.0281892931863713	MAP4	3	48129944
cg12688215	0.00778235894720054	TXNDC12;KTI12	1	52499228
cg12688670	0.0371803827275539	KIF22	16	29801602
cg12689375	0.0268934597450134	DDX3X	X	41192164
cg12689475	0.0225871043819828	RPUSD1;CHTF18	16	837842
cg12691219	0.124998681364892	ARMCX3	X	100878134
cg12691366	0.00449082071521687	HSPC159	2	64681733
cg12693135	0.00667329885324055	ARL16;HGS	17	79651124
cg12693634	0.060523181616619	SGMS1	10	52384065
cg12694555	0.873272870092561	NA	NA	0
cg12694870	0.82719269605751	HPD	12	122296680
cg12696750	0.0312062848010393	DNALI1	1	38022466
cg12697789	0.0541903534130539	TLR3	4	186990425
cg12699145	NA	TMC7	16	18995637
cg12699371	0.548412649487045	GALR1	18	74961424
cg12701101	0.0129312735807963	NA	NA	0
cg12701576	0.0194821675034453	PEX19	1	160254608
cg12703269	0.785702756792818	PSTPIP1	15	77286232
cg12706983	0.0286933318550474	ZSCAN16	6	28092239
cg12707233	0.663188904905265	WNK3	X	54384964
cg12707353	NA	ACOX3	4	8440629
cg12709412	NA	C18orf8	18	21083001
cg12711530	NA	BMP10	2	69099285
cg12711814	0.0204544087281363	ENO1	1	8939529
cg12712746	0.0185757789071117	SAMM50	22	44351370
cg12716838	0.0189415604626584	B3GALNT1	3	160823255
cg12717203	0.0529801129340616	ZNF718	4	124342
cg12717594	0.677822753529931	RECK	9	36037454
cg12717668	0.0317079252336572	ZNF655	7	99156195
cg12718440	0.057020596168424	MORN4	10	99393576
cg12718562	0.686483476450317	NA	NA	0
cg12719235	0.122579581195408	POLR2E	19	1095626
cg12721546	0.011847185672661	BCLAF1	6	136611096
cg12722998	0.0156147939083685	CUL4A;PCID2	13	113862943
cg12723191	0.892262701053247	PDC;MIR548F1	1	186429967
cg12723809	0.0183631035082191	C4orf36	4	87813066
cg12724357	0.058331414951374	SYT12	11	66790285
cg12724466	0.605607300239813	ASB11	X	15333584
cg12724827	0.795085304122719	CENPI	X	100355703
cg12726576	0.808016120631886	NA	NA	0
cg12727374	0.00912401425604866	MAP6D1	3	183542914
cg12727795	0.152491167830227	PDGFRB	5	149535695
cg12728032	0.0790095273560048	ELF5	11	34535357
cg12728629	0.6721221244997	NA	NA	0
cg12729048	0.0122383561700839	TUFT1	1	151513198
cg12729059	0.00938930364341625	NA	NA	0
cg12730381	0.124407180621589	YWHAG	7	75988212
cg12730424	0.0200458490404643	BTBD7;KIAA1409	14	93799109
cg12731488	0.545545951342755	SYTL5	X	37893211
cg12732155	0.799907041757939	LAPTM5	1	31230601
cg12732953	0.413781149754749	FMR1NB	X	147062547
cg12733079	0.0203751549437196	DOCK4;ZNF277	7	111845182
cg12733430	0.014856632362854	KLHL8	4	88141939
cg12736438	0.0328221899475123	RAB20	13	111214457
