Hybridization REF	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05	TCGA-BH-A0DE-01A-11D-A112-05
cg14736210	0.94184245307659	KCNB1	20	48098642
cg14736911	0.809978541079541	MYOZ2	4	120057818
cg14737613	0.0635609121459075	RANBP3	19	5978790
cg14737977	0.0654056924724066	ITGA3	17	48134226
cg14738823	0.892889583791289	ERP27	12	15090958
cg14740251	0.824600597178575		19	52140097
cg14741666	0.0162247454255958	ZNHIT3	17	34842576
cg14741922	0.919493390509102	SCGB2A2	11	62036934
cg14743462	0.0195343777590316	HIST3H2A	1	228646946
cg14743649	0.252666395340482	CENPI	X	100353353
cg14747072	0.917193369922229	STAC3	12	57645108
cg14747225	NA	SNRNP25;POLR3K	16	103024
cg14750190	0.0195397310917481	TACO1	17	61678092
cg14751914	0.111167830411471	SMAD7	18	46477404
cg14753432	0.443867189259851	ALX4	11	44324833
cg14754581	0.216356805236295	CCRL2	3	46448753
cg14755009	0.0181734840123076	TIRAP	11	126153305
cg14755341	0.426004639000769	CDKL5	X	18444361
cg14755852	0.0610081944253411	SLC25A37	8	23386014
cg14757296	0.762376066711477	NA	NA	0
cg14757492	NA	COPE;DDX49	19	19029194
cg14758413	0.0246702488445756	DHX30	3	47843865
cg14758526	0.905026770019389	CASP5	11	104879683
cg14759043	0.628419339605579	EFCAB4B	12	3862597
cg14760714	0.270432791456061	NA	NA	0
cg14761227	0.561391620075942	CPA1	7	130021088
cg14764661	0.333333746369219	MRC2	17	60704382
cg14766198	0.0215085056154145	CDC14A	1	100818374
cg14766682	0.400784516262894	CCDC120	X	48916658
cg14767877	0.0188557809792966	PSAP	10	73611073
cg14769265	0.0537098265291694	PCYT1A	3	196014280
cg14772955	0.560172592005145	KIAA0319L;NCDN	1	36024404
cg14773259	0.02122058216247	TSEN15	1	184021034
cg14773282	0.0171772661279337	GMIP	19	19754574
cg14774175	0.779404767979084	NA	NA	0
cg14775560	0.246841167785736	FOLH1	11	49230168
cg14776416	0.021926374198871	MELK	9	36573072
cg14776962	0.0774621562714174	HIST1H2BH;HIST1H3F	6	26251899
cg14777972	0.0874914592458704	MUDENG;EXOC5	14	57735262
cg14780914	0.0608143693127624	C20orf12;POLR3F	20	18447767
cg14781919	0.024442825490402	ITGAE;GSG2	17	3627394
cg14782678	0.487855199634235	TMEM102	17	7339721
cg14784348	0.531519340979474	HCFC1	X	153229933
cg14784653	0.349404330736848	BEND7	10	13545008
cg14784788	0.0626122188018583	CDC25C	5	137667435
cg14785449	0.0424548116164711	ASNS	7	97501736
cg14785479	0.284561395099446	SCARF2	22	20792535
cg14787704	0.626831970587628	SFRS12	5	65449380
cg14789259	0.252492988605717	FAM84A	2	14773457
cg14789590	0.728701448841322	BPIL2	22	32853844
cg14789804	0.021364823137762	OS9	12	58087958
cg14789928	0.0694627282995984	RBX1	22	41347758
cg14791831	0.00897268384695486	CCDC101	16	28565295
cg14792155	NA	PLA2G4E	15	42289618
cg14792480	0.236075340133435	CDH16	16	66954257
cg14795305	0.0299770992671647	SMARCD3	7	150974453
cg14795968	0.602899300249163	ACADL	2	211089815
cg14796007	0.0235792903078352	MCM7;AP4M1	7	99697978
cg14797438	0.0430032923367246	PPP4R1	18	9615155
cg14797887	0.0192637202768297	MNS1	15	56757312
cg14799446	0.633792380965978	FKRP;STRN4	19	47250607
cg14800883	0.18819405993564	ARPC4;TADA3	3	9834004
cg14801726	0.0802245516113896	SRP68	17	74068204
cg14802310	0.395860324021262	TUBA1A	12	49582599
cg14802951	0.786222075193122	ADAMTS13	9	136287409
cg14804557	0.885827654023113	NA	NA	0
cg14807303	0.54246869145294	AR	X	66763445
cg14808739	0.716349469963443	SREBF1	17	17741098
cg14809191	0.421621615139599	FOXQ1	6	1311825
cg14812492	0.0379859594528549	DGKH	13	42622014
cg14813083	NA	LDHAL6A	11	18477280
cg14813406	0.0655820551379571	CDC14A	1	100817041
cg14815778	NA	FAM58A	X	152865295
cg14816013	0.0466406137586675	OBFC2B	12	56618154
cg14816748	0.0177228635154413	PRPSAP1	17	74349897
cg14817143	0.0213770594175387	TTPA	8	63998778
cg14817542	0.0189282318603075	HIF1AN	10	102295790
cg14817848	0.119525237361854	DUSP16	12	12715558
cg14818279	0.878642600268601	SH3TC2	5	148442554
cg14820573	0.952063831255482	POLR3K	16	102121
cg14820798	0.0442955303459232	ZNF767	7	149321188
cg14821083	NA	SEPHS2	16	30457280
cg14822966	0.0187096191690496	SLBP	4	1714979
cg14823109	0.0179751391421428	BCAS4	20	49411412
cg14823162	0.315104937076492	POU3F2	6	99281628
cg14824983	0.816656547318551	SEMA3B	3	50304424
cg14826456	0.669352058211725	ADRB1	10	115804095
cg14826683	0.329674133333775	SPRR2D	1	153013830
cg14828965	0.0561902933246225	RNF40;C16orf93	16	30773423
cg14829378	0.00968274641023305	B4GALT1	9	33167077
cg14830952	0.0152241084555619	E2F5	8	86089500
cg14831798	0.976565211176831	CDYL	6	4706427
cg14831838	0.326174056768984	CDK5R2	2	219824308
cg14832358	0.023839984495217	SRBD1	2	45837811
cg14832904	0.800951758843499	GPR75;LOC100302652	2	54087028
cg14833160	NA	BAX	19	49457855
cg14833385	0.0555556117498121	HLA-DMA	6	32921142
cg14834436	0.099764093037601	MNAT1	14	61201418
cg14835962	NA	THAP7;FLJ39582	22	21355944
cg14837082	NA	HRH1	3	11294604
cg14837165	0.015548455885598	CHST14	15	40763995
cg14837411	0.0151841689164997	NA	NA	0
cg14838256	0.0133752730397131	SRD5A3	4	56212685
cg14839257	0.182103157691318	RPS6KA2	6	167275999
cg14839898	0.873403520543113	TIMM8B;SDHD	11	111956362
cg14839932	0.0530348103856515	SRF	6	43139162
cg14840416	0.0290141194686534	ZFP36L2;LOC100129726	2	43453324
cg14841098	0.613864818767615	SLC9A7	X	46618968
cg14841875	NA	ATP1A1	1	116916411
cg14844130	0.0655841450577342	VPREB1	22	22598937
cg14845091	0.896684424075749	ADPRHL1	13	114107956
cg14846293	0.014171625937035	AXIN2	17	63557693
cg14847483	NA	TMEM85	15	34516640
cg14847688	0.305652174736022	GPR135	14	59932113
cg14849423	0.57620475415515	MIMT1;PEG3;ZIM2	19	57351791
cg14849559	NA	TMBIM1;PNKD	2	219157356
cg14850026	0.874947097817719	L1TD1	1	62660191
cg14850181	0.00663299880886448	MPST;TST	22	37416188
cg14851685	0.357886173196122	CYP4F22	19	15618559
cg14853515	0.0154862808980721	LSM5	7	32530038
cg14854487	0.330223534645475	LAMP2	X	119603098
cg14858551	0.034090710728437	ZNF133	20	18269244
cg14859074	0.0472162105934789	NA	NA	0
cg14859417	0.382746757178853	PTPRE	10	129704949
cg14859460	0.408554046396755	GRM6	5	178422244
cg14859749	0.0148097399271706	SF3A1;CCDC157	22	30753135
cg14860494	0.0372229136454032	GCLM	1	94374966
cg14861570	0.504987039596424	MMD	17	53499954
cg14862827	0.803274168787189	NA	NA	0
cg14863484	0.0183669538107536	GOT2	16	58768010
cg14864603	NA	AANAT	17	74462846
cg14865516	0.27264224551699	PAIP1	5	43557751
cg14865868	0.0957930132286044	TRIB2	2	12856040
cg14869028	0.369638927653427	TINAGL1	1	32042161
cg14870271	0.164681432520142	LGALS3BP	17	76976010
cg14870461	0.266804523801065	C3orf64	3	69062103
cg14871138	0.383504951611081	NTSR1	20	61340885
cg14871544	0.504620522194005	DSG3	18	29027885
cg14871856	0.0160839323727927	GTF2E2	8	30515337
cg14872956	0.014256578537408	APAF1;IKBIP	12	99039015
cg14873135	0.0321517252250791	TARS	5	33440653
cg14874121	0.0112496545878955	HSD17B4	5	118788291
cg14876043	0.638215718328836	NLRP7	19	55458730
cg14879013	0.122463267149934	NA	NA	0
cg14880655	0.875612145562349	MAP1LC3A	20	33133505
cg14880800	NA	DNAH5	5	13945990
cg14882700	0.307930758155132	OTOP1	4	4228571
cg14883392	0.316947286295177	NA	NA	0
cg14884741	0.108506982535114	PPP1R14C	6	150464644
cg14885742	0.348101706265543	IFITM3	11	320956
cg14886269	0.0393941280214321	TNFRSF18	1	1141927
cg14887509	0.0291873364769416	WASF2	1	27816781
cg14889768	0.0335307881427376	RAB32	6	146864529
cg14892037	0.177252024039752	SNX12	X	70288026
cg14892066	0.0319736908254865	DCTD	4	183839263
cg14892768	0.496400635226338	AXL	19	41725332
cg14893129	0.924959787443255	CARD14	17	78152051
cg14893161	0.695909106290429	PM20D1	1	205819251
cg14893163	0.0329107356958216	PCDH17	13	58206036
cg14894144	0.323083412255419	LAMA3	18	21270554
cg14894216	NA	CATSPER1	11	65794352
cg14896003	0.934280899548314	RASSF7	11	562366
cg14896516	0.456621893771017	CRHR2	7	30722361
cg14897096	NA	PC	11	66722073
cg14898639	NA	C20orf117	20	35423080
cg14898779	0.891951212521148	STK31	7	23749607
cg14898892	NA	SHROOM3	4	77356180
cg14899547	0.0113218685851089	CKAP2L	2	113521923
cg14900471	NA	GATA4	8	11561620
cg14902389	0.872725206697998	MGAT4A	2	99342685
cg14903309	0.0150394013233179	TARBP2;MAP3K12	12	53894418
cg14904464	0.019574529969689	NELL2	12	45269790
cg14908548	0.0241131549318018	MAML1	5	179159589
cg14910241	0.105511603592955	TGFBR2	3	30648598
cg14911395	0.733724500826912	SEMA3B	3	50311213
cg14911472	NA	MED23	6	131949010
cg14912034	0.672217092239036	LYZL2	10	30918851
cg14912575	0.791393792211877	C14orf162	14	70038236
cg14913610	0.838435544525405	KLRG1	12	9142341
cg14913925	0.439241604759445	C7orf38	7	99149239
cg14914852	0.870390393089858	NA	NA	0
cg14914982	0.17519531665534	CCND2	12	4382985
cg14915165	0.0234555212766166	WDR3;GDAP2	1	118471929
cg14915263	0.0110155988959485	PTPN1	20	49127137
cg14916079	0.488415243324011	NANOS1	10	120788696
cg14916200	0.00925080990190414	NA	NA	0
cg14916213	0.0129095733836933	RBM4	11	66405818
cg14916288	0.231011434286185	CCL23	17	34345136
cg14917512	0.366520851317998	GNA11	19	3094685
cg14918082	0.790024388893358	KCNAB3	17	7833237
cg14919562	0.0126392413288493	RAD23B	9	110045901
cg14920334	0.666567223632264	GALNT8	12	4829827
cg14920426	0.0475087186082865	PDLIM7	5	176924420
cg14920846	0.184874195621569	NAV1	1	201618209
cg14923435	NA	EPB41L5	2	120770279
cg14924091	0.0146230776444839	CHST14	15	40763073
cg14924278	NA	TACC2	10	123748922
cg14925024	0.835184346438526	C1orf35	1	228291705
cg14927277	0.0322372259856473	METT5D1;KIF18A	11	28129967
cg14930396	0.0335227704015318	SF3B14	2	24299176
cg14930674	0.755936052253764	SLC12A1	15	48500240
cg14930706	0.672267055735309	NLRP4	19	56363105
cg14931645	0.0223743319295903	ZNF672	1	249133278
cg14932645	0.529592592655679	SLC4A5	2	74569004
cg14932684	0.0914601243941492	YAF2	12	42632001
cg14934766	0.0197272605139846	CENPA	2	27009384
cg14934821	0.934773761940073	GPSM1	9	139228820
cg14939652	0.022590130894155	NPAS3	14	33407765
cg14939691	0.028510544153482	TKT	3	53289981
cg14940420	NA	IQCF2	3	51895692
cg14942312	0.421444080686686	GPR119	X	129519061
cg14944269	0.528086873531478	RAB15	14	65439602
cg14944362	0.123837320473973	PDYN	20	1974924
cg14946299	0.0437049441140468	ZNF273	7	64363590
cg14947494	0.0300435072384847	BRP44L	6	166796284
cg14948436	0.776453586266572	KCNK16	6	39290159
cg14948822	NA	MPV17	2	27545006
cg14949649	0.0228324465587163	UBE3B;KCTD10	12	109915082
cg14950072	0.111402267980266	LAMA1	18	7118122
cg14951292	0.671542361993123	HMOX2;NMRAL1	16	4525986
cg14951734	0.00782646026227709	CCNYL1	2	208576279
cg14957086	0.514409695155869	NA	NA	0
cg14958018	0.461549735326296	NKX6-3	8	41505042
cg14958635	0.54418322290562	NEUROG1	5	134870977
cg14958889	0.0197743605886171	GPR153	1	6320471
cg14959707	NA	ZC3H7A	16	11876391
cg14960043	0.0392473486741667	DEF6	6	35265624
cg14961385	NA	SPAG4	20	34204167
cg14961550	0.0327153423869373	MCM3	6	52149751
cg14962548	0.0133545721628294	EIF5B;TXNDC9	2	99952717
cg14962776	0.0806391471471133	TRAPPC2;OFD1	X	13753381
cg14963371	0.164264354399003	GPR3	1	27719463
cg14963897	NA	ROMO1;NFS1	20	34288750
cg14964658	0.0311806500382332	PEX19	1	160255030
cg14966252	0.061583514395708	ZNF622	5	16466459
cg14967066	0.0431348288422651	IFITM1	11	314341
cg14967972	0.0666481761094855	PANK1	10	91405265
cg14971781	0.0271130993372248	ACBD3	1	226374753
cg14972143	0.0401183615899931	EIF4E	4	99851003
cg14972271	NA	CAPN2	1	223899736
cg14973995	0.116114897878931	MFSD10	4	2935692
cg14974772	0.347561351738361	FBLN5	14	92414425
cg14975238	0.899467924219451	BHLHA15	7	97841591
cg14976276	0.0149469577652702	NEU1	6	31830630
cg14981132	0.0943679719216532	HNRNPA1;HNRPA1L-2	12	54675468
cg14982472	0.292386193290224	ABCG1	21	43619651
cg14984307	0.0513126180182458	ACYP1	14	75530737
cg14984920	0.0401353307050423	CYCS	7	25164393
cg14986136	0.444205244686871	WBP5	X	102611253
cg14986420	0.0973330061483994	YIPF6	X	67718299
cg14987922	0.0137590478930176	STRN	2	37194071
cg14988503	0.4509873265864	CDKL2	4	76555547
cg14989191	0.0366309535430492	SEZ6L2;ASPHD1	16	29912071
cg14990333	0.0418221713832303	ZNF221	19	44455383
cg14991487	0.586013045567973	HOXD9	2	176987404
cg14992108	0.880107762566349	SNTB1	8	121825470
cg14992253	0.0297026568091638	EIF3I;C1orf91	1	32687567
cg14993293	0.0422830444701951	CETN3	5	89705579
cg14996805	0.0206760913290524	SUPT4H1	17	56430170
cg14998713	0.138820079968856	ETS1	11	128391908
cg15001372	NA	GCK	7	44229892
cg15001381	0.115504915664713	AXIN1	16	403314
cg15002187	0.047190255555179	SLC37A3	7	140098492
cg15002204	0.149098133835677	CENPQ;MUT	6	49429719
cg15002214	0.0178185877848779	NOG	17	54670370
cg15003158	0.0233126479625496		5	68628431
cg15003434	0.0933609467089555	SURF6	9	136202985
cg15005385	0.729879733202634	NA	NA	0
cg15006396	0.0608389741103592	FAM55C;NFKBIZ	3	101546859
cg15006973	NA	GJA4	1	35258933
cg15008991	0.214685361910226	ZNF673	X	46306863
cg15009698	0.0999869528427625	AP3B1	5	77590494
cg15009813	NA	TNFSF12;TNFSF12-TNFSF13	17	7451883
cg15010067	0.0316155673175511	MRPL54;APBA3	19	3762973
cg15010390	0.0191493242148719	NDUFC1	4	140216957
cg15013019	0.667764585205084	LYL1	19	13213451
cg15014034	0.309663835798091	MAOA	X	43515544
cg15014458	0.501797133085261	LYPD3	19	43969810
cg15014549	0.228249437134347	SLC47A1	17	19437003
cg15016234	0.0179687019448345	TRIM62	1	33647028
cg15016628	0.270721848444231	BRS3	X	135570188
cg15018760	0.014324036088365	TYMP;SCO2	22	50964374
cg15019617	0.103565760967076	IFIT1	10	91152447
cg15020645	0.525149190536228	APC	5	112073769
cg15021292	0.910979910403813	PIK3R1	5	67521596
cg15021531	0.0932444057900007	DDIT3	12	57913928
cg15025769	0.0157477369962886	MYO9A;SENP8	15	72410003
cg15028436	0.598144701364483	TXNDC3	7	37888078
cg15031780	0.010190932349305	PEX14	1	10535585
cg15032239	0.0379420017649035	CYFIP1	15	22891954
cg15034135	0.0166397219048847	ADAMTS19	5	128796168
cg15034763	0.041573453906317	TMEM59;C1orf83	1	54519040
cg15035273	0.0248502162536643	PAN2	12	56727511
cg15035713	0.0168049027521428	TEP1	14	20881570
cg15037004	0.196489869350418	ZNF366	5	71803938
cg15039399	0.0141276124536542	CDK2AP2	11	67275985
cg15041659	0.0171568197214083	ZBTB40	1	22778527
cg15042080	0.474287122238492	TMEM74	8	109799756
cg15042385	0.0320667834638745	URGCP;UBE2D4	7	43966260
cg15042806	0.0279753807477895	DCTN5;PALB2	16	23652268
cg15043057	0.536727690009877	CTPS	1	41444788
cg15043801	0.0752821289423556	DNMT1	19	10305911
cg15043975	0.183957941741908	RASSF1	3	50375252
cg15044041	0.725568117261624	WDR52	3	113160313
cg15044073	0.260930815089552	SWAP70	11	9685299
cg15045441	0.0128215059835056	C6orf155	6	72130432
cg15046675	0.739994108372982	CD37	19	49838777
cg15046693	0.741836242453289	CEBPG	19	33863876
cg15046735	0.0158268200898279	ALKBH1;C14orf156	14	78174352
cg15047833	0.0501740008282614	POLR2C	16	57496411
cg15050111	0.0335092485163887	GRHL3	1	24645850
cg15051063	NA		3	142893947
cg15052335	0.827929192558107	LPIN2	18	3011810
cg15052901	0.333213441902579	NA	NA	0
cg15054260	0.0213470199185671	RIPK2	8	90769710
cg15055101	NA	SH2D3A	19	6766609
cg15056107	0.0251016904425109	NUP133	1	229644037
cg15056247	0.0248843343124733	DSE;TSPYL1	6	116601073
cg15056412	NA	NECAB3	20	32262523
cg15057581	0.37906831614392	SIRPA	20	1875084
cg15057726	0.067231131543786	MCM2	3	127317466
cg15059511	0.0176811130855445	ZFYVE19;DNAJC17	15	41099719
cg15059932	0.118632499074858	ZNF236	18	74535233
cg15060177	0.0191614947460074	SACM1L	3	45731018
cg15060813	0.285351258420856	LRFN3	19	36428308
cg15061008	0.0373833618412865	CABIN1	22	24407907
cg15062535	NA	ZNF610	19	52847933
cg15062795	0.0248903574326397	ETV6	12	11802217
cg15065896	0.0164584956077971	GOLGA4	3	37285038
cg15068733	0.494618647563826	FGF11	17	7342846
cg15070798	0.0342253726138801	WDR24	16	740561
cg15071391	0.839709404247086	MTMR6	13	25862639
cg15075170	0.323786160208453	TMEFF1	9	103236030
cg15075718	0.761972304444492	NA	NA	0
cg15076218	0.0272322999565084	PIK3R3	1	46599002
cg15076659	0.316577791599158	SLC9A1	1	27481857
cg15077070	0.18907869915604	IL1RL2	2	102803290
cg15077637	0.0341904895132464	EFTUD2;CCDC103	17	42977401
cg15078027	0.0109720329993185	NA	NA	0
cg15078479	0.0118022031584017	PARP2;RPPH1	14	20811808
cg15081561	0.596628733464042	CCDC102B	18	66504226
cg15082782	0.732513500497838	NA	NA	0
cg15083227	0.0565300358590661	NA	NA	0
cg15083233	0.290399945212666	PALM2-AKAP2;AKAP2	9	112810402
cg15085805	0.0297529531201556	LSM4	19	18433592
cg15087147	0.49353837966879	SND1;LRRC4	7	127672169
cg15089387	0.095779557224574	TSLP	5	110406661
cg15089487	0.0732921791796204	LRRC49;THAP10	15	71185252
cg15091337	0.279893593438112	POLE4	2	75185439
cg15091410	0.61768459866208	NA	NA	0
cg15092544	0.00517434941415828	NA	NA	0
cg15092802	0.703058613769117	NA	NA	0
cg15094912	0.026238064172517	POFUT2;LOC642852	21	46707781
cg15095327	0.346931028789803	IL17RE	3	9944512
cg15096123	0.751515930121737	KLK4	19	51413937
cg15096140	0.564456047373907	MYO1B	2	192109731
cg15097876	0.0255132951134729	PPA1	10	71993604
cg15098690	0.0378836415885321	ZNF330	4	142141984
cg15100639	0.0246900972026991	BAT5	6	31671037
cg15101633	0.379485663482673	MEG3	14	101293726
cg15103426	0.0164280928040285	CCDC117	22	29168792
cg15103675	0.00740811489492527	UAP1	1	162531519
cg15104484	0.0151193816726361	PEX26	22	18560503
cg15105081	0.115283889737344	C11orf67;RSF1	11	77532226
cg15105660	0.142429305815497	CLDN1	3	190039935
cg15105703	0.513977660948243	DUOX1;DUOXA1	15	45421860
cg15105987	0.477364980852609	NA	NA	0
cg15107670	0.157677119281171	WT1;WIT1	11	32456759
cg15109207	NA	PLA2G4C	19	48614773
cg15109571	0.0147875218931526	SUFU	10	104264023
cg15111734	0.0871701494055663	FGFBP3	10	93668914
cg15113803	0.941895693921653	RHO	3	129247119
cg15118204	0.145558950899833	MAFG;SIRT7	17	79876231
cg15118503	0.0510166124297285	AHSA2	2	61404861
cg15119375	0.0177977931436404	C16orf67	16	31712039
cg15120247	NA	C1orf54	1	150244045
cg15120497	NA	TRH	3	129692899
cg15120925	0.0465977159248577	RASAL1	12	113573809
cg15120942	0.624605024295601	PLCD1	3	38071578
cg15121304	0.851570105528796		22	22380100
cg15125424	0.050584920256653	SOCS2	12	93963354
cg15125472	NA	HSPB6;C19orf55	19	36248077
cg15125634	0.0413983532918112	RAB11A	15	66161842
cg15127324	NA	ARAP2	4	36246442
cg15127733	0.742523072902702	HSPA12B	20	3713584
cg15127806	0.0335627431662448	MRPL42	12	93861418
cg15128849	0.0373076980498542	HHLA3;ANKRD13C	1	70820718
cg15128898	0.0215690257401666	SPEF2	5	35618029
cg15129294	0.33034799760174	NA	NA	0
cg15133363	0.0239527749915222	C7orf68	7	128096265
cg15133917	0.653158430640799	TTN	2	179672637
cg15134628	0.0135824524568471	MAPK12	22	50699649
cg15134649	0.282914436756587	MT1E	16	56659336
cg15139737	0.0187441719530304	C8G;FBXW5	9	139839391
cg15140807	0.945774138376268	LOC388387	17	41051210
cg15142488	0.989249848659937	LYPD4;DMRTC2	19	42348947
cg15143643	NA	FBLN1	22	45897773
cg15144793	0.0103855988103664	SH3BP4	2	235861303
cg15146720	0.0775654472126486	GALNT11	7	151722621
cg15146752	0.313616990004244	EPHA2	1	16482767
cg15147435	0.126701185143502	FKBP11	12	49319453
cg15147516	0.693901672009813	MIXL1	1	226411868
cg15147545	0.0152374333031022	ITGB1	10	33247604
cg15149098	NA	SULT2B1	19	49055027
cg15149645	0.12147011181501	NUPR1	16	28550619
cg15149938	0.289686951872046	C22orf34	22	50018392
cg15153383	0.0222231596506129	KATNB1	16	57770620
cg15154229	0.707614164809287	CPA1	7	130020011
cg15156078	0.45235938166947	RASGRF1	15	79383413
cg15156367	0.775193074166316	EPHX4	1	92495004
cg15156836	0.120572114205973	SEPN1	1	26126415
cg15156844	0.981391206863345	DLGAP1	18	3880020
cg15157837	0.0143319758007873	CNNM3	2	97482059
cg15158783	0.171765973545845	PF4	4	74847646
cg15160312	0.00823860535787831	DLG1	3	197025201
cg15160445	0.44520491903572	GNAS;GNASAS	20	57426749
cg15160742	0.0303218085829513	PPPDE1	1	244817222
cg15161055	0.0194403579941665	ECSIT	19	11639555
cg15161785	0.0112695781605902	ADI1	2	3523134
cg15164103	0.185514053377714	MEST	7	130126871
cg15164958	0.294867440019933	VSTM2A	7	54609587
cg15165084	0.00775651737392173	GRAMD3	5	125759291
cg15166050	0.965942861143355	LCTL	15	66857133
cg15166089	0.832592424864807	CD164L2	1	27710030
cg15167433	0.125459609187615	XRCC1	19	44079985
cg15169162	0.895690467630284	PRPH2	6	42690308
cg15170424	0.242212945169797	TMEM55A	8	92052897
cg15170903	0.0210010046423549	NA	NA	0
cg15171237	0.94331658671692	CASP3;CCDC111	4	185571958
cg15173196	0.0515103575615313	UBE2T	1	202311278
cg15175266	0.37529311798255	CDH12	5	22854704
cg15175577	0.0281587830210801	C22orf28	22	32808177
cg15177359	0.390378669255007	UNC13D	17	73840750
cg15177917	0.179206728578524	DAND5	19	13080409
cg15178040	0.893561410293603	GSTA5	6	52711494
cg15182360	0.0580174901974377	PCDH20	13	61989737
cg15183083	0.0991956752921202	KCNA4	11	30038310
cg15185001	0.0203881389855015	LSR	19	35739448
cg15185286	0.0270055631179426	AIG1	6	143381675
cg15185794	0.0275229177079259	PADI2	1	17446087
cg15185804	0.0371421656536316	PGM3;RWDD2A	6	83902498
cg15186584	0.947999960803854	C9orf24	9	34397651
cg15186869	0.0894298845582383	UBR7;C14orf142	14	93673274
cg15187606	0.948792924935095	PDZK1IP1	1	47656853
cg15188491	0.0587627492596516	PRKAB2	1	146644106
cg15188688	NA	CDC45L	22	19468342
cg15191648	0.67182084082897	SALL3	18	76740262
cg15195276	0.0408440551591935	LPAR1	9	113799936
cg15195353	0.919564447138597	GLIS2	16	4382775
cg15195412	0.478733068361556	CX3CL1	16	57406955
cg15198335	0.0137702733924684	DIS3L	15	66586003
cg15200096	NA	KCND1	X	48829104
cg15201291	NA	CYP2C8	10	96830102
cg15201599	0.0145599998462567	COG3	13	46039584
cg15201635	0.0109939110090921	SMPD3	16	68482637
cg15201877	0.1064869220397	PTGER3	1	71512973
cg15201909	0.549380879821308	IL2RG	X	70331961
cg15202954	0.445283470623439	NALCN	13	102068996
cg15205507	0.084788354462143	ZNF331	19	54024323
cg15206330	0.016369282266571	TP53;WRAP53	17	7591591
cg15206445	0.685279646303591	SPG7	16	89573312
cg15207619	0.0788607376680323	CAB39L	13	49975643
cg15207953	0.471160719668088		20	29522467
cg15209169	NA	RABGAP1	9	125702779
cg15210427	0.776200460411634	CST9L	20	23548991
cg15210596	0.0139523691208491	SCCPDH	1	246887325
cg15210999	0.841272034152371	DTNBP1	6	15663538
cg15211655	0.0170241508755737	OSBPL1A	18	21977340
cg15211677	0.48856569696406	WBP5	X	102611451
cg15212440	0.0304729609120766	SFXN2;ARL3	10	104474465
cg15213605	0.0606159167347646	COG4;SF3B3	16	70557485
cg15214092	0.0528658323931145	MRPL12	17	79670496
cg15214137	0.0231472204421132	PGM2L1	11	74109221
cg15215114	0.027431528261334	C17orf61	17	7307419
cg15219393	0.0366402790485472	PPARGC1B	5	149109878
cg15222604	0.723349542491591	HCFC1	X	153230625
cg15223781	0.0548002500587658	FER	5	108083895
cg15225105	0.0175574218295674	SAC3D1	11	64808343
cg15226751	0.919591753267871	LZIC	1	10001911
cg15227610	0.811484025633263	HSPB2;CRYAB	11	111782016
cg15227982	0.589288611308927	C10orf26	10	104535854
cg15228639	0.500643166758657	PLA2G4E	15	42289939
cg15229026	NA	UBAC1	9	138853493
cg15230273	0.117164094987453	EFNA5	5	107006413
cg15231886	0.458246778463317	UTP14A	X	129039863
cg15232450	0.0137764088924766	SETMAR	3	4345438
cg15233681	0.296633914714657	IL1R1	2	102770602
cg15234096	NA	LIX1	5	96479253
cg15235185	0.0138792520479221	TROVE2;UCHL5	1	193028809
cg15235832	0.0870742632352747	ACTR2	2	65455536
cg15236866	0.570559963633744	DLX1	2	172948825
cg15238200	NA	TRIM65	17	73893634
cg15238224	0.331736932484818	TRIM31	6	30081408
cg15239123	0.0633764251645394	SMOC1	14	70346413
cg15239579	0.332922141979629	TRAP1	16	3767978
cg15239703	0.0380041125359626	CBR4	4	169931051
cg15240064	0.0777919888246343	ZNF12	7	6746837
cg15241084	0.256187662735935	TLR7	X	12886121
cg15241708	0.937652777120106	CNOT6	5	179920582
cg15242570	0.25511706928263	CTSL1	9	90341048
cg15243024	0.0255682077137599	NRBP1	2	27651571
cg15247031	0.229442402441036	C14orf126	14	31926564
cg15247144	0.0156142580824732	PYCARD	16	31213730
cg15248035	0.563854443811316	CCIN	9	36169949
cg15248979	0.0174466218490714	USP37;RQCD1	2	219434002
cg15249164	0.0198079377170788	ATP5O	21	35288186
cg15250507	0.186960924389681	C1orf106	1	200860365
cg15250797	NA	SCTR	2	120281526
cg15253243	0.0125462063202572	TMEM198;CHPF	2	220408791
cg15253672	0.0181516635423244	SPR	2	73114960
cg15256539	0.0301269875940059	BCKDHB	6	80816434
cg15257765	0.0204965098847484	MRPS11;MRPL46	15	89010459
cg15258980	0.205754128098289	ARHGAP25	2	68961597
cg15259973	0.0500796411752158	DSG2	18	29078565
cg15260250	0.0122356826643506	AP3S1;ATG12	5	115177504
cg15261665	0.537119893459559	LTF	3	46506374
cg15262516	0.168246655580807	COL4A1;COL4A2	13	110958418
cg15262928	0.0497611685997523	TIMM17A	1	201924572
cg15262984	0.0309098934324184	URGCP;UBE2D4	7	43965648
cg15264255	0.0733033620655788	NIPAL2	8	99306718
cg15264273	0.923782797743983	ZNF169	9	97040460
cg15264303	0.0825522380047552	LRRC23	12	7013902
cg15264808	NA	CENPN;C16orf61	16	81041398
cg15269294	0.0335243169634611	NUP155	5	37371053
cg15269863	0.0441827129091169	PRSS35	6	84222360
