Hybridization REF	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05	TCGA-A2-A0CZ-01A-11D-A032-05
cg09948350	0.967375962653803	ASPRV1	2	70189092
cg09949775	0.426602050972853	COMP	19	18902107
cg09950034	0.370094088350398	XIAP	X	122994069
cg09950370	0.950718597616103	GFRA2	8	21609373
cg09952204	0.0944846454739257	RASGRF2	5	80256664
cg09952620	0.0338948656639465	C19orf53	19	13885098
cg09953122	0.961622549067688	CST8	20	23471693
cg09954385	0.0958531007666362	ARHGAP8;PRR5-ARHGAP8	22	45148285
cg09955730	0.0364946290547334	TMED5;CCDC18	1	93646783
cg09958090	0.0157908040349568	KLHL22	22	20851056
cg09961373	0.0157490098489656	NA	NA	0
cg09963123	0.332849595730945	FLJ13197;KLF3	4	38664654
cg09964005	0.0102623938320462	GTPBP1	22	39101703
cg09964921	0.954229540771991		21	35885767
cg09965258	0.027756689981745	NFIB	9	14313762
cg09966445	0.947010241942283	NA	NA	0
cg09967877	0.0144855494126999	SYT12	11	66791156
cg09970396	0.0211443570525633	C12orf35	12	32113004
cg09970593	0.483970466147827	OPRD1	1	29139522
cg09971646	0.331644637306558	DLK1	14	101194145
cg09971811	0.837683660883212	CST7	20	24930099
cg09972884	0.02951731834496	RRN3	16	15187975
cg09976774	0.026382269162768	FOXM1;C12orf32	12	2986037
cg09978128	0.0110854986666076	NDEL1	17	8339376
cg09979256	0.0207039254494586	RSPO3	6	127440104
cg09980522	0.257284831529835	GRIA4	11	105481802
cg09980622	0.0126692436108459	BOLA1	1	149871503
cg09983885	0.0880575642014769	TRIM21	11	4415245
cg09984370	0.0575936138749564	ZNF567	19	37178943
cg09985279	0.480928610092916	NA	NA	0
cg09985635	0.018780351443706	PCDH1	5	141258958
cg09986574	NA	DDX31;GTF3C4	9	135544256
cg09988116	0.664442990288729	C1orf210	1	43750693
cg09989134	0.011566308858943	C12orf44	12	52463648
cg09989883	0.0128500104013819	MRPS22	3	139062848
cg09990086	0.931013170917994	TACC1	8	38643846
cg09991975	0.0136734959561732	JOSD1	22	39096760
cg09995854	0.937004926923387	IL1F8	2	113810244
cg09996240	0.976158910397897	HMG20B	19	3574625
cg09997082	0.694442394994237	GIPR	19	46170946
cg09997760	0.0147551102712611	GNB4	3	179169556
cg09998229	0.0261067686355383	TBXA2R	19	3606757
cg09998519	0.0267929679657557	HNRNPU	1	245028194
cg09998591	0.714094702221963	KCNQ1DN	11	2891402
cg10000775	0.0493108754209345	PDLIM3	4	186456556
cg10001720	0.798415848572085	LAPTM5	1	31231363
cg10002103	NA	SLC38A2	12	46766730
cg10002561	0.0144897327409622	CCNA2	4	122744832
cg10002977	0.0212726907309661	SOD2	6	160114859
cg10003443	0.436081446450143	FOXA2	20	22567170
cg10005894	0.0406418923581672	ST6GAL1	3	186649165
cg10006582	0.013434676434437	BBS5	2	170335841
cg10007262	0.226630946509808	NA	NA	0
cg10007692	0.0277575501524021	TECR	19	14640546
cg10009003	0.313930219429089	UBQLN2	X	56589792
cg10009830	NA	MAP7D2	X	20134904
cg10011232	0.0611518378686715	FKBP8	19	18654949
cg10011623	0.517655713171825	GNAS	20	57463527
cg10014190	0.014357738257732	RRP12	10	99160939
cg10014293	0.32094475185573	MT1H	16	56703833
cg10016608	0.354026432421168	GAS2L2	17	34079665
cg10018778	0.0167797232029827	TSPAN31	12	58138402
cg10019507	0.584005567921875	SSTR4	20	23016315
cg10021735	0.0301367412092589	FARP2	2	242295487
cg10025443	0.0558099058130703	SYK	9	93564339
cg10025865	0.635492179900269	SERPINA6	14	94789681
cg10027114	0.0140753950901036	BBS10	12	76742097
cg10028071	0.0233956384996842	COMMD3	10	22604918
cg10029076	0.0232222350157984	MANF	3	51423232
cg10029411	0.550989351602761	FAM10A4	13	50746245
cg10031456	0.81553081517929	NA	NA	0
cg10031651	0.666727256320779	LRRC2;TDGF1	3	46621686
cg10035272	0.925335906778195	VTA1	6	142467043
cg10035303	0.107450561682909	TRPC4AP	20	33680179
cg10035922	0.0211803985245388	OSCP1	1	36916039
cg10036895	0.940011650658302	MGMT	10	131348664
cg10037005	0.464514326328283	CD37	19	49838478
cg10037068	0.846020120457469	WIPF1	2	175500072
cg10038087	0.0354655644674467	TLL2	10	98273594
cg10038259	0.0137615376630534	HNRNPAB	5	177631514
cg10039928	0.454430125378642	MATN2	8	98880860
cg10040059	0.0590515055205648	ZNF691	1	43312005
cg10042178	0.0350747601803156	LMO4	1	87794589
cg10043101	0.0145474499235987	ATP1B2	17	7554140
cg10044101	0.736550927047752	VNN2	6	133084289
cg10045881	0.525732449394082	CHI3L2	1	111770291
cg10046620	0.376948278296987	HIST1H2AI	6	27775042
cg10046892	0.415514760747756	PAQR6	1	156217942
cg10049535	0.0969438316095971	SLC7A6	16	68299128
cg10049968	0.02578084609253	C9orf25;DNAI1	9	34458533
cg10051054	NA	CCDC27	1	3669172
cg10052190	0.027840762553023	C16orf52	16	22019676
cg10052840	0.361982580057658	SEMA6B	19	4558119
cg10053203	NA	PFDN2;NIT1	1	161087998
cg10054127	NA	NECAB3	20	32262111
cg10054857	0.873668604177926	C18orf20	18	61816543
cg10055471	0.984916013083872	NR0B2	1	27240319
cg10056627	0.123200920461211	GNMT	6	42928773
cg10057065	0.153488784081911	RUSC1;C1orf104	1	155292227
cg10057218	0.853385689276631	GSDMB	17	38074149
cg10057295	0.253202705105739	STK24	13	99230004
cg10058540	0.0281512589608616	DCTN2	12	57941150
cg10059104	NA	CCDC116	22	21986360
cg10059959	0.282295130698703	PAX5	9	37035381
cg10061117	0.0218822538101776	SORL1	11	121322622
cg10061138	0.610826977158599	STAB1	3	52529085
cg10061247	0.0161428587341585	TMEM115	3	50396736
cg10061496	0.0101223123174442	NA	NA	0
cg10062065	0.937386322661299	SPEG	2	220308747
cg10062803	0.839189673382496	FABP4	8	82396644
cg10063179	0.105569193926662	MTNR1A	4	187476326
cg10064162	0.17978997084097	LAMB1	7	107644249
cg10065130	0.0133324386130115	COG5;DUS4L	7	107204720
cg10065416	NA	MPP3	17	41910894
cg10065825	0.0862381030155344	CDH11	16	65157050
cg10066332	0.0291415508809267	PPP1R13B	14	104313278
cg10069638	0.0180689341365314	NFIA	1	61548754
cg10071275	0.648833749693196	MYT1	20	62795830
cg10072995	0.0158118011133803	NINJ1	9	95895956
cg10073042	0.799330115216863	NA	NA	0
cg10073091	0.0723116674765588	DHCR24	1	55352301
cg10073723	0.0125695515616902	BMPER	7	33944213
cg10073875	0.015900057888579	GEMIN7	19	45582669
cg10074409	0.0991991173270064	IRF6	1	209979377
cg10074513	0.0149792134533061	TPRG1L	1	3541656
cg10074949	0.020585133385257	MAPK6	15	52312166
cg10075436	0.0168720556885406	MZF1;LOC100131691	19	59084928
cg10076009	0.240581112982017	SMARCA1	X	128656725
cg10078415	0.240804791675117	ACSM3	16	20775011
cg10078829	NA	KLK4	19	51415452
cg10080004	0.0485865561251167	SYT5	19	55691827
cg10081899	NA	PPM1F	22	22307482
cg10082841	NA	PIP5KL1	9	130689321
cg10082991	0.0349767033322238	RNF44	5	175964280
cg10083236	0.0148448520161664	FAM98A	2	33824519
cg10084993	0.128833861231856	SLC9A3R2	16	2077647
cg10087081	NA	KIAA0355	19	34789667
cg10087399	0.0374748962050173	SORT1	1	109940029
cg10088985	0.304969866126568	CXCL5	4	74864313
cg10089145	0.0354488672134752	ST14	11	130030103
cg10089324	0.138606570400038	EPS15	1	51984752
cg10090585	0.134302891666113	ENOX2	X	130037302
cg10091705	0.017365350881996	PPP1R12B	1	202317604
cg10092957	0.442139963851392	NCCRP1	19	39687079
cg10094277	0.808605554211684	NA	NA	0
cg10094443	0.0583784530203812	UGDH	4	39529866
cg10095719	0.0323266739638312	NRP1	10	33623787
cg10098216	0.0232563646633329	NDUFB8	10	102289548
cg10098541	NA	PDIA5	3	122785650
cg10098888	0.360971293759654		2	227665799
cg10099900	NA	PSMF1	20	1093733
cg10100220	0.948796802038972	LNX2	13	28155884
cg10103111	0.0172723315031327	OPA3	19	46088331
cg10104451	0.0542978230253256	ARC	8	143696006
cg10106284	0.368363983420248	FAM49A	2	16847988
cg10106388	0.467244178282129	CD244	1	160832662
cg10107186	0.0365040878959322	PFDN5	12	53689090
cg10107671	0.992918353732575		19	647289
cg10107725	0.357672649249255	LY75	2	160761556
cg10108208	NA	GPATCH1	19	33571252
cg10114327	0.367488114523454	QRFPR	4	122301573
cg10115873	NA	DNAJB7;XPNPEP3	22	41258407
cg10117369	0.688434973198088	LAX1	1	203734256
cg10124201	0.543287133013912	BOLL	2	198650752
cg10124491	0.0204729139600575	GABPB2	1	151042967
cg10125119	0.0446339141785728	CSDE1	1	115300850
cg10125195	0.804168247108951	LACRT	12	55028545
cg10126874	0.0156824770718937	CRY1	12	107487097
cg10126923	0.808903687703741	NKG7	19	51875451
cg10127415	0.503130071240074	MAGEB6	X	26210523
cg10128164	0.0600243214700891	COCH	14	31344535
cg10128868	0.0286057305076296	PDIA4	7	148725440
cg10129493	0.717381992235342	CD33	19	51728586
cg10130071	NA	GALNT1	18	33233658
cg10133777	0.550821167931612	DMKN	19	36005906
cg10134939	NA	FAM176A	2	75796855
cg10135708	0.893722274245712	UCN2	3	48601117
cg10135717	0.298469718288035	ADAMTS17	15	100882647
cg10137010	0.318626665041186	TRPV3	17	3462438
cg10137155	0.0194896306958813	KBTBD8	3	67049254
cg10139614	NA	APRT	16	88878480
cg10139846	0.014387403322145	INADL	1	62207966
cg10140638	0.103162832137275	PTPRN	2	220174207
cg10141022	0.0212529177773648	BRAF	7	140624905
cg10141715	0.428965095870506	SLC5A8	12	101603453
cg10143146	0.211607889239983	COL11A2;RXRB	6	33161377
cg10145369	0.00859069300409655	DAD1	14	23058288
cg10145725	0.881064351086889	KLRA1	12	10753472
cg10145926	0.629621593875041	C14orf139	14	95875792
cg10146929	0.420121712158989	HIST1H1A	6	26017939
cg10148280	0.0654990988265495	HPS3	3	148846750
cg10148841	0.796713836833351	ROBO4	11	124767455
cg10149329	0.0253776892287871	MFSD8;C4orf29	4	128887145
cg10149836	0.19534629904046	RAB11FIP4	17	29719312
cg10150530	0.596630639231481	LRMP	12	25205468
cg10150813	0.585753944631001	SEL1L3	4	25865178
cg10154655	0.0174531822124574	PNPO	17	46019165
cg10154926	0.0136998083471934	HAP1	17	39891009
cg10157098	0.754763117597706	FAM71F1	7	128354967
cg10158080	0.020121874229488	SOX5	12	24715864
cg10158181	0.0117815606898593	GRK4;NOP14	4	2965841
cg10158711	0.0140334617633859	PDIA4	7	148725822
cg10159529	0.685689350691426	IL5RA	3	3152530
cg10160407	0.0108907031365961	PDGFRL	8	17434805
cg10161121	0.688048206424143	FASLG	1	172628020
cg10162464	0.115892754383382	ZNF282	7	148892662
cg10163825	0.182316927303175	HAGHL;CCDC78	16	776685
cg10164137	0.0207785755257906	DVL1	1	1285239
cg10164640	0.0159189385540236	HPDL	1	45792557
cg10164686	0.0294935001546906	SERPINB6	6	2971950
cg10165198	0.0124184208209581	PCCB	3	135969429
cg10166697	0.0420059821135092	SLC25A13	7	95950588
cg10167296	0.148556287631353	RASSF5	1	206680628
cg10168628	0.614103183782014	NA	NA	0
cg10169812	NA	CD38	4	15779392
cg10171125	0.0749469295917639	SCARA5	8	27850315
cg10172318	0.0197128468391724	DRAP1;C11orf68	11	65686003
cg10173075	0.678141516147428	RLBP1	15	89764836
cg10173675	0.812606286614292		2	238513348
cg10173723	0.874848816113122	KRT27	17	38940118
cg10174687	0.0231772401769089	FAM98B	15	38746780
cg10174864	0.0295056150353149	FANCL	2	58468631
cg10175795	0.26406962269164	TCERG1L	10	133109194
cg10177528	NA	TRAF5	1	211499638
cg10179196	0.386318800400512	CXCL14	5	134915088
cg10179684	0.0152195963816849	STARD7	2	96874394
cg10180697	0.91559398062703	DHFR;MSH3	5	79948941
cg10182321	0.0286542706834671	STK32B	4	5052393
cg10183248	0.02164908794645	UBTF	17	42295591
cg10184881	0.0122619985743726	PTP4A2	1	32404326
cg10184886	0.0753980320036627	PLA2G6	22	38577578
cg10185638	0.0169994988775672	ANKZF1;ATG9A	2	220094490
cg10186308	0.014322223926964	CALCOCO1	12	54121077
cg10186456	NA	TMPRSS8	16	2892912
cg10187559	0.140404435478226	TTYH1	19	54926277
cg10187932	0.0471613922992715	PARP11	12	3982816
cg10188131	0.0125807276819286	LRSAM1;RPL12	9	130214136
cg10189695	0.136137597577555	GPR78	4	8582300
cg10189763	0.441687852297567	MUC7	4	71337726
cg10190509	0.869765375194707	CCL16	17	34308137
cg10193817	0.0421444530061657	CADM1	11	115375226
cg10194829	0.0982828975187668	FGF17	8	21900177
cg10196289	0.0135789435849828	NSMAF	8	59572185
cg10198837	NA	CD8B	2	87090202
cg10198932	0.600860059477106	C21orf129;NCRNA00112	21	43136287
cg10200408	0.0162793572094072	ASB8	12	48551356
cg10201668	0.276370620861699	DUOX1;DUOXA1	15	45422393
cg10202457	0.188122199952142	NMNAT2	1	183387751
cg10203483	0.218481570236505		2	85646239
cg10203523	0.0150016209320617	MRFAP1L1	4	6711606
cg10207745	NA	C12orf36	12	13529963
cg10207787	0.930127934969462	PPP2R2A	8	26148195
cg10207917	NA	GH1	17	61997029
cg10210238	0.565248440894146	NA	NA	0
cg10211252	0.0473859321706987	ZNF488	10	48355286
cg10211788	0.0124419623111212	BRD2	6	32936073
cg10211877	0.0144968056896003	PDRG1	20	30539733
cg10212621	0.459791140948973	HMGCS2	1	120311649
cg10213812	0.90896450842815	FOXN1	17	26850322
cg10213821	0.149241449752043	BUD31;PDAP1	7	99005134
cg10214058	0.0252156696909428	CNOT8	5	154238169
cg10215079	NA	TAC3	12	57410788
cg10215570	0.021454132833336	DPY30	2	32265051
cg10215884	0.0294953595141478	TMEM161B	5	87564247
cg10216105	0.0203950150586226	TTL	2	113239349
cg10217445	0.293478102083507	OLIG2	21	34397784
cg10217449	0.0234774857568744	GNPDA2	4	44727930
cg10218426	0.0128501271983627	CKAP2	13	53029438
cg10218646	0.020131764117052	NA	NA	0
cg10218959	0.0325040341042057	LOC389791;PTGES2	9	130890202
cg10219037	0.0206952562419431	C11orf1;FDXACB1	11	111750118
cg10220156	0.0149475931271601	KIF13B	8	29120487
cg10221501	0.918015500097127	CMTM1	16	66600394
cg10221736	0.737892785232138	TICAM1	19	4818359
cg10222534	0.747188458588684	KCNJ14	19	48958894
cg10222574	0.0155433247141752	CASC2;RAB11FIP2	10	119805826
cg10224037	0.00933606768141765	ZNF354A	5	178157518
cg10225525	0.786334249728845	FUT8	14	65876865
cg10226546	0.419595977262451	NFATC2	20	50158996
cg10226744	0.0147620461995044	ATXN10	22	46068542
cg10227191	NA	KRT18	12	53342746
cg10227731	0.0277107294384424	ZNF16	8	146175923
cg10234776	0.0144467419751627	NRBF2	10	64892880
cg10234985	0.613263733714403	IZUMO1	19	49249932
cg10235741	0.914169194682261	DNASE1L3	3	58200326
cg10235817	0.351812899705153	ADRA2C	4	3768555
cg10236239	0.527334013675815	SULT1C4	2	108994514
cg10237469	0.313830340407323	NA	NA	0
cg10237911	0.175209474915301	UTP15;ANKRA2	5	72861638
cg10238171	0.372039323057739	NA	NA	0
cg10238818	0.207832158273479	NA	NA	0
cg10239941	0.0175505466666892	MPV17	2	27545751
cg10240083	NA	SNX29	16	12608382
cg10240853	0.0186286144459574	MOSPD3	7	100210548
cg10241097	NA	UBL4B	1	110654660
cg10242476	0.534455153954073	LRRC2;TDGF1	3	46619364
cg10244047	0.0413103452401939	BAI3	6	69346114
cg10245048	0.0204816548624975	TNFRSF10A	8	23082569
cg10246296	0.0475476676627335	CLCN4	X	10124977
cg10246520	NA	OLFM4	13	53601944
cg10247252	0.192449735175067	GALR2	17	74071168
cg10247268	0.0217015093655048	PFKP	10	3109799
cg10248727	0.729443104874543	NA	NA	0
cg10248733	0.0247678480104492	C19orf44;CALR3	19	16607483
cg10249734	0.546501419233797	SECTM1	17	80292079
cg10250107	0.0594165845459885	AFAP1	4	7940843
cg10252059	0.0185833213431388	CYP20A1	2	204103465
cg10253484	0.0141323446789748	SCAMP2	15	75165896
cg10256052	0.0113205353175006	CPSF4;PTCD1	7	99036534
cg10257049	0.476334872085619	C5orf4	5	154230308
cg10261191	0.565959528836507	FEZ1	11	125364744
cg10261589	0.0322163691218339	NHEDC2	4	103997969
cg10262425	0.044004390446788	PGLS	19	17622362
cg10264187	0.0117948145124484	SLC39A13	11	47429713
cg10265786	NA	DOM3Z;STK19	6	31940028
cg10266068	0.0352403851107463	PGPEP1	19	18451573
cg10266188	0.0150777987170519	TXLNA	1	32645867
cg10266490	0.373863351778597	ACOT11	1	55013709
cg10269439	0.765389094340966	IL1F7	2	113670582
cg10271717	NA	PRPF6	20	62612854
cg10272885	0.0131098453270878	SNAPIN	1	153631237
cg10273210	0.0153515175248389	TRIM59	3	160167665
cg10274502	0.0225621381195018	SPEN;FLJ37453	1	16173759
cg10274830	0.0421510162041105	C6orf211;RMND1	6	151774009
cg10274908	0.0166404884226066	NA	NA	0
cg10275770	0.296063931977335	ICAM2	17	62084205
cg10276549	0.624803205962883	GABRE	X	151143686
cg10276576	NA	C11orf24	11	68039926
cg10277146	0.0250768643603772	SPAST	2	32288253
cg10277195	NA	MDC1	6	30684931
cg10277781	0.0131374147615236	CNIH	14	54908028
cg10279685	0.0240039625171862	NPHP1	2	110962429
cg10280342	0.29970475156737	PSPN	19	6376576
cg10281002	0.125084854477293	TBX5	12	114846399
cg10281478	0.518031344320666	DYNC1I1	7	95402528
cg10281770	0.262546445237849	WDR45L	17	80606947
cg10282491	0.611656541390676	CLDN9	16	3062368
cg10283277	0.049241028437472	SIK2	11	111472630
cg10287137	0.573844300015144	P2RY2	11	72929054
cg10289190	0.013487409037483	GRHPR	9	37422575
cg10289912	0.0296063506583238	ZNRF2	7	30324033
cg10290730	0.934566687477412	ATP2B3	X	152801187
cg10293925	0.106785845169151	AMPH	7	38670985
cg10294200	0.0186309706579244	NAA25	12	112546905
cg10294797	0.0118135515320772	MAP3K9	14	71275631
cg10294836	0.0305401218972301	DYRK1B	19	40324746
cg10296238	NA	C21orf56	21	47605174
cg10298205	0.894556010657078	EEF1D;NAPRT1	8	144661917
cg10298815	0.30996065573688	GPR88	1	101004474
cg10299667	0.0162220449303153	SLC25A10	17	79679470
cg10300154	NA	MTRR;FASTKD3	5	7870577
cg10300684	0.0627799895508722	FOXG1	14	29236323
cg10301967	0.013219717059042	VPS52;RPS18	6	33240022
cg10301990	0.022451323819361	UBXN8	8	30601223
cg10302026	0.0231917237520447	FKRP;STRN4	19	47249514
cg10303487	0.131035620349431	DPYS	8	105479058
cg10303842	0.446722677616734	CDH12	5	22853730
cg10305797	0.584900255700013	KRTDAP	19	35981677
cg10307548	0.847218819387656	SOD3	4	24795830
cg10309835	0.0308855399289758	KDELR1	19	48894715
cg10313093	0.0162569537268614	TMEM165	4	56261753
cg10313633	NA	TP53I11	11	44972890
cg10313673	0.074999321088467	CILP2	19	19649144
cg10313675	0.00948537926197418	C1orf74	1	209957739
cg10314752	0.0584721428327227	PPP4R4	14	94640828
cg10315128	0.0188379481568974	SMAD4	18	48556631
cg10315334	0.657883906913247	CCL5	17	34207332
cg10316381	0.0151979582978438	SNX10	7	26331464
cg10316635	0.053064318399576	INADL	1	62208645
cg10316764	0.538502801206181	TAOK2	16	29984665
cg10318258	0.757001536153091	RIPK3	14	24809759
cg10318351	0.445188296067006	GNL3L	X	54556330
cg10318443	0.0124526331269952	GLOD4;RNMTL1	17	685449
cg10319505	0.0288141631374456	RASEF	9	85678251
cg10321196	0.530797173201768	LOC100303728;SLC25A5	X	118601891
cg10321208	0.0379455566009502	CPT2	1	53662243
cg10321723	0.74530378473115	PDZK1	1	145727762
cg10322308	0.0145813492785475	PARS2	1	55229957
cg10322876	0.880868206078215	CYP2B6	19	41496749
cg10324224	NA	TTC13;ARV1	1	231115997
cg10326447	0.0155829229896271	NRGN	11	124609941
cg10328462	0.0135685855831239	GRPEL2	5	148724862
cg10328573	0.608760885355493	KRT9	17	39728221
cg10329418	0.367321908359244	PON3	7	95026181
cg10331038	NA	TNR	1	175376028
cg10331048	0.0179587923897779	MRPL11	11	66205894
cg10331779	0.143660030371941	CTNND2	5	11904811
cg10332700	0.0164354141514167	ZNF415	19	53636077
cg10333959	0.962831677690224	MGMT	10	131354940
cg10334385	0.17161040360815	C2orf50	2	11272868
cg10334928	0.552547927945767	STON2	14	81865007
cg10335112	0.539966220742098	ODF3	11	195572
cg10335931	0.875859699199388	MYBPC3	11	47374575
cg10337772	0.019465164709842	KIF15;KIAA1143	3	44803071
cg10337819	NA	LTB4R2;CIDEB	14	24778279
cg10338338	0.146140518925405	SLC2A3	12	8088931
cg10339201	0.85514236228275	F9	X	138612930
cg10342590	0.966757571056692	FAU;MRPL49	11	64888229
cg10343901	0.0146360555652515	RAB6A	11	73472211
cg10345936	0.770187483636657	SLC36A2	5	150727812
cg10346242	0.0319567697581699	ARF3	12	49351625
cg10347418	0.546710139000342	ZNF436	1	23693926
cg10347998	0.0111859940896702	GSK3B	3	119812602
cg10348643	0.018506480073777	C1orf198	1	231004374
cg10348863	0.0139990212559347	ING2	4	184425226
cg10349665	0.914831814610537	NSDHL;CETN2	X	151998187
cg10353436	0.018172048655148	EIF4A1	17	7476140
cg10353870	0.0652331770435558	BIN1	2	127864778
cg10356060	0.0228600137463779	DNAJC18	5	138775106
cg10356463	0.938888582213503	ITIH1	3	52811376
cg10358212	NA	ATMIN	16	81069005
cg10361696	0.0824625308027659	FAM109A	12	111806472
cg10362426	0.0698974216468268	TMEM59;C1orf83	1	54518856
cg10362475	0.695298159665421	SHANK2	11	70507825
cg10362591	0.0761971697771461	SLC6A2	16	55689865
cg10364182	0.0403737070014506	RAG2;C11orf74	11	36615998
cg10364513	0.0717415918481488	RXRG	1	165414379
cg10365880	0.80077650258046	PKD2L1	10	102089681
cg10367730	0.0245689563672477	PRDX3	10	120938495
cg10368842	0.680208388509825	NA	NA	0
cg10368981	0.0112235609015078	DPYSL2	8	26435313
cg10370591	0.577292901233681	TPO	2	1417431
cg10371914	0.799602170230372	NA	NA	0
cg10373645	0.0210278195681612	DUSP11	2	74007265
cg10375110	0.827514213764	CHRNA9	4	40337443
cg10375802	0.0232641556997877	C1orf57	1	233086192
cg10376763	0.952110470526404	TNP1	2	217724363
cg10377211	0.0233160412212511	TM9SF3	10	98345995
cg10377274	0.753331731008658	PATE1	11	125616888
cg10377451	0.0109281572546385	RAB33B	4	140375014
cg10377764	0.0205998604333231	RAD52	12	1059224
cg10379112	NA	TMEM159;DNAH3	16	21169738
cg10379687	0.682623852252042	SPINLW1	20	44175957
cg10383428	0.627088031657645	NCAPD2	12	6604190
cg10383839	0.00795828917855757	LAPTM4A	2	20251043
cg10384134	0.0302610421026068	RPS9	19	54704842
cg10387416	0.0146867276459356	TATDN2	3	10290486
cg10387901	0.0335341749299778	MRPS25	3	15106641
cg10390922	0.0232731492814042	BCAS3	17	58755255
cg10391629	0.0254137137712694	AKAP11	13	42846072
cg10392768	0.0250561903568749	ALOXE3	17	8021828
cg10394139	0.0220458032180153	NA	NA	0
cg10394385	0.143110281292006	PGAP3;ERBB2	17	37844289
cg10396357	0.0195899046550711	TFAP4	16	4323326
cg10396470	0.017538339786954	NUP107	12	69080893
cg10398682	0.195277669064745	BNC1	15	83952019
cg10398950	0.0244908443957595	CDK12	17	37618454
cg10399228	0.699349518250902	NA	NA	0
cg10399369	0.018132212038074	CABC1	1	227128009
cg10401088	0.355505685534892	LUM	12	91505197
cg10401803	0.497056505320384	BCYRN1;TAF1	X	70586179
cg10402626	0.0193720040940967	RPS5	19	58898400
cg10403260	0.0164227615398457	NA	NA	0
cg10404950	0.0250665145355879	ALKBH8	11	107436442
cg10408410	NA	RLBP1	15	89765425
cg10409560	0.843884956596318	C4orf26	4	76481299
cg10409680	0.0246047520005695	HLA-C	6	31239320
cg10409799	0.0304907032666654	ADAR	1	154600487
cg10412312	0.679124059819469	IFLTD1	12	25705861
cg10413342	0.0140107429974531	MRPL21;IGHMBP2	11	68671697
cg10414058	0.29311147794668	RELL2;HDAC3	5	141017903
cg10414946	0.429156704128243	MS4A2	11	59856358
cg10415235	0.0169346770937998	COX8A	11	63741849
cg10417559	0.807944608901397	PRICKLE3	X	49043355
cg10421192	0.978432800741967	CTAGE1	18	19998010
cg10421561	0.0186606758448918	NA	NA	0
cg10423227	0.0186395744040088	AFTPH	2	64752200
cg10423830	0.0255244791819126	LOC646851;CBY1	22	39052594
cg10423860	0.334524314500646	NA	NA	0
cg10426652	0.020592574570964	WDR75	2	190305703
cg10429262	0.0363993323727311	GPR157	1	9189507
cg10430690	0.886548875714784	KALRN	3	123813596
cg10431340	0.740376555229039	MPZ	1	161279108
cg10432177	0.035182760003424	BIK	22	43506591
cg10432620	0.0231123677365982	FA2H	16	74808963
cg10432859	0.814343979647313	UGT1A10;UGT1A7;UGT1A9;UGT1A8	2	234590590
cg10435003	0.0148263451307133	MSH5	6	31707602
cg10441365	0.0169761123242819	SAR1B	5	133968626
cg10442358	0.0356226663236743	AGFG2	7	100137102
cg10444350	0.0147718860439737	SFRS1	17	56084814
cg10446968	0.0169205508887681	SLC25A12	2	172750661
cg10447080	0.496003009604922	FILIP1	6	76203225
cg10448528	0.0165628668386664	ZNF202	11	123612020
cg10449070	0.10650448867574	ALDH2	12	112204506
cg10450322	0.0249159347506157	CDKN2C	1	51434373
cg10451401	0.0309259913443367	RAC1	7	6414196
cg10451565	0.418348001516637	GPR77	19	47840131
cg10452522	0.0322062015175348	LSM14A	19	34663544
cg10453040	NA	TMEM68;TGS1	8	56685352
cg10453365	0.214429266486134	RHCG	15	90039909
cg10453758	NA	UBA5;ACAD11	3	132380190
cg10454268	0.050761838633499	STX3	11	59522542
cg10455133	0.395233957155133	ARAF	X	47420508
cg10455676	0.0189105268514694	MTIF2	2	55496384
cg10457247	0.294953583467832	PRDM14	8	70983079
cg10457895	0.0241769248373433	RSRC1	3	157828290
cg10458581	0.0119666917804449	UQCRQ	5	132202244
cg10458876	0.0848269044840925	PSKH1	16	67927632
cg10459515	0.0120606065463107	BCLAF1	6	136611098
cg10464585	0.0509568484982066	CNOT2	12	70636491
cg10464775	NA	LAMP1	13	113950453
cg10465696	NA	ROBO4	11	124767948
cg10466917	0.626508475639792	NA	NA	0
cg10467022	0.221602902821354	CALCA	11	14994983
cg10467098	0.174015091375423	C11orf68;DRAP1	11	65687892
cg10467681	0.0195614195744767	ANAPC2;SSNA1	9	140083784
cg10468369	0.0141693640215092	DDX19B	16	70333434
cg10468702	0.790814901348181	PTGER1	19	14585209
cg10473004	0.0168020196096641	CPNE3	8	87526705
cg10474368	0.0106340839019351	XRRA1;SPCS2	11	74660190
cg10475433	0.0283276674856801	FTSJD1	16	71323603
cg10477754	0.0285404473115986	PPRC1	10	103892376
cg10478221	0.686604724216292	WFIKKN1	16	679917
cg10479325	0.0139552895556649	MFSD8;C4orf29	4	128886426
cg10479672	0.629129822447631	IL1F8	2	113810641
cg10480741	0.0126412633337705	PPP5C	19	46850482
cg10481417	0.0116028302866554	CYP1A1	15	75018528
cg10481740	0.0380494175896629	LETM1	4	1857103
cg10482024	0.025303580584454	AK3L1	1	65613042
cg10482750	0.00976453487413527	NRD1	1	52344120
cg10484450	0.0120042258135502	TMEM229B	14	67982152
cg10484485	0.0175351787338574	KIAA0922	4	154387599
cg10484958	0.101860219124183	PCDH8	13	53424127
cg10485472	0.0244145725090733	TMEM68;TGS1	8	56686346
cg10485724	0.0170891752117684	NA	NA	0
cg10486998	0.0666552773046528	GALR1	18	74961787
cg10487127	0.0145099414469393	ATXN1	6	16761668
