Hybridization REF	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05	TCGA-B6-A0IA-01A-11D-A032-05
cg16883145	0.98229190048565	B9D2;TGFB1	19	41860619
cg16883533	0.0250662089873159	PHB2;EMG1	12	7079667
cg16884042	0.061665127348206	SGPP2	2	223289683
cg16884539	0.949414674646161	RBMXL3;LRCH2	X	114425148
cg16884569	0.382125215940164	RASSF2	20	4803636
cg16886188	0.0186354634310722	ADRA2A	10	112835859
cg16886259	0.862975090061037	CYSLTR2	13	49281222
cg16889368	0.0147006759800358	MRPL15	8	55047599
cg16890093	0.882534609032206	PSMB8;TAP1	6	32813084
cg16890267	0.0349615483795826	NA	NA	0
cg16891895	0.0209796288769951	RGS16	1	182573455
cg16893574	0.100288385969114	CALB2	16	71392095
cg16893614	0.968265991599749	ALX3	1	110614450
cg16894211	NA	SYN3	22	33403542
cg16896371	0.0405451565199371	CAND1	12	67662589
cg16896647	0.0394634755030428	SYK	9	93563776
cg16898150	0.00878504885971281	NA	NA	0
cg16898420	0.0276531944333486	LPPR1	9	103791078
cg16899036	0.805828535029094	HOMER3	19	19052705
cg16899306	NA	HLA-DQB2	6	32732585
cg16899442	0.0311846315271852	CCDC78;HAGHL	16	776458
cg16900022	0.0104459512359326	MDN1	6	90529294
cg16902509	0.408129500152781	ITGA8	10	15761312
cg16904306	0.0413871648071201	PCSK5	9	78506294
cg16904599	0.0148446040842881	C17orf71	17	57287367
cg16905311	0.0148255055710686	ARL5B	10	18948399
cg16907024	0.842805379386755	NA	NA	0
cg16907075	0.0286622042581387	UBQLN4	1	156022875
cg16907167	0.0190109822762311	TGOLN2	2	85554779
cg16907488	0.935758511780674	CCDC17	1	46090169
cg16907514	0.0251114043617636	KTN1;C14orf33	14	56046098
cg16907566	0.910182721109506	COL14A1	8	121136534
cg16908782	0.0178102213202641	SOCS4;WDHD1	14	55494158
cg16909124	0.235010850010317	NR2C1	12	95467524
cg16909364	0.0304998133601072	ZFC3H1;THAP2	12	72057977
cg16910379	0.0191846311155304	C17orf79	17	30186525
cg16910767	NA	ANKRD27;RGS9BP	19	33166529
cg16911220	0.528960779324215	KRT86	12	52695728
cg16913124	0.926848289636333	HYAL1;HYAL3	3	50338253
cg16914151	0.0454959954965866	RPP25	15	75249787
cg16915794	0.0178526429902643	NA	NA	0
cg16917279	0.0120175989334196	MRS2	6	24403287
cg16918585	0.0182228857301816	NDUFS5	1	39492570
cg16920242	0.109890439119773	TEP1	14	20881581
cg16923271	0.0310831518508618	POLD1	19	50887763
cg16924616	0.0155025968198005	DLX5	7	96653617
cg16925486	0.0151141514050352	RPS6	9	19380496
cg16925970	0.02778626327257	CENPJ	13	25496605
cg16927136	0.0190881593551867	RPL35A;IQCG	3	197676755
cg16927606	0.882323148921696	TMEM149	19	36233324
cg16928795	0.0220703544785871	NDUFAF2;ERCC8	5	60240817
cg16929104	0.111967049376852	GDF15	19	18496953
cg16932672	0.0259294198799781	NDC80;METTL4	18	2571333
cg16933388	0.0178602107782285	BSN	3	49592529
cg16933922	0.0420996339174838	OAT	10	126106614
cg16935075	0.87662811877768	TPH1	11	18062359
cg16935609	0.672544355386355	NA	NA	0
cg16937611	0.177039821844262	SERPINA5	14	95048102
cg16940108	0.020689613629725	NA	NA	0
cg16940801	0.0653684462067378	PKM2	15	72523516
cg16940935	0.963954396954092	ACSM1	16	20702428
cg16941656	0.0148874044679045	FRY	13	32605611
cg16944093	0.172576951624918	LIMS2	2	128422120
cg16948369	0.473161419434444	KLHL4	X	86772436
cg16948979	0.0165778601209969	DCAF4	14	73393301
cg16949889	0.975914533005993	DND1	5	140053460
cg16950012	0.0118927829445757	ATG5	6	106773140
cg16950616	NA	COX11;STXBP4	17	53045046
cg16953064	0.0237989149058456	TXNL4B;DHX38	16	72127243
cg16953612	0.484842720475666	DNAJB8	3	128185690
cg16954341	0.164159475570117	SCGN	6	25652381
cg16954928	0.0148784889354865	ZNF784	19	56135916
cg16956268	0.0213629794751334	CDK5RAP2	9	123342682
cg16957313	0.0251923151820794	DUSP1	5	172199661
cg16957569	0.901835682878711	IDO2	8	39791224
cg16958189	0.0210067137158041	BTBD1	15	83736204
cg16959606	0.0185206143891531	ATP1B1	1	169074934
cg16959972	0.0241991026621268	DMC1	22	38966785
cg16961092	0.0102122247605723	KIAA1737	14	77564635
cg16961218	0.0115589595715985	ATP9B	18	76829143
cg16962970	0.0164966111544204	LOC100302401;RASAL2	1	178062686
cg16964535	0.959976638556087	DNAJC5G	2	27498334
cg16967583	NA	AGXT	2	241807859
cg16969623	0.0186747482914595	ZNF331	19	54024182
cg16970232	0.0257294900895365	APC	5	112073433
cg16970828	0.0148266427448481	UBA7	3	49851353
cg16977035	0.405678713228812	ALX4	11	44330474
cg16977257	0.021776479911555	PRND	20	4701595
cg16977872	0.0118123816373924	FKBP2	11	64008132
cg16978070	0.018399231002648	NA	NA	0
cg16978263	0.034044345619297	SMC4;IFT80	3	160118452
cg16979445	0.660253230613997	NRM	6	30659643
cg16983159	0.273428739029797	TMEM173	5	138862441
cg16983211	0.0418182095278843	HOXC4;HOXC5	12	54427636
cg16984812	0.897254897316021	PLEKHH2	2	43863456
cg16984944	0.0187038937508765	TBC1D23	3	99979425
cg16986494	0.010847315114607	FHIT	3	61237206
cg16986720	0.949616848851451	DLG2	11	84634735
cg16986846	0.0783055146630054	SCGB2A1	11	61976174
cg16989248	NA	CCT6A;PSPH	7	56117955
cg16989646	0.0150798858044007	SLC25A15	13	41364245
cg16990174	0.0929072757302096	RYBP	3	72496875
cg16991589	0.873284207786295	PABPC3	13	25670047
cg16992787	0.355119002778659	CAPS	19	5914669
cg16993440	NA	RNU5E;ZCCHC9;RNU5D	5	80597283
cg16993794	0.0186917413525134	SLC2A11	22	24199328
cg16994506	0.0683993181257591	CCND2	12	4383724
cg16998207	0.0162790423133013	FKTN	9	108320178
cg16998213	0.00951499532044298	METRN	16	765434
cg16998353	0.0162051735685466	TRIM3	11	6495553
cg16998872	0.89734427218177	NA	NA	0
cg17001035	0.0234082786997561	PCGF5	10	92980059
cg17001430	0.401599490858709	KIF25	6	168418276
cg17001652	0.874508711739949	CXCL13	4	78432403
cg17001703	0.576227728229035	LAS1L	X	64754863
cg17002259	0.0109107332088564	MLLT11;CDC42SE1	1	151032260
cg17003970	NA	CHFR	12	133435861
cg17004162	0.0349241047652237	NA	NA	0
cg17004373	0.0233446793278467	GNL2	1	38061737
cg17006282	0.741178932396856	RPL36	19	5689943
cg17009433	0.0159748516497996	GLDC	9	6645686
cg17009717	0.119944277834319	POLR1B	2	113299708
cg17010112	0.0343658103960964	STBD1	4	77227123
cg17015234	0.0100511021763654	RPL23AP7;RABL2A	2	114384633
cg17016000	0.229263686917721	RIN2	20	19869644
cg17017278	0.041025619367524	TRUB1	10	116697894
cg17018517	0.0595385001558644	ENTPD2	9	139947922
cg17018527	0.0393227766065074	TM6SF1	15	83775931
cg17020834	0.0150743649266621	GRIA1	5	152870258
cg17021265	0.046592493007943	CD2AP	6	47445121
cg17022479	0.0948929532543139	NA	NA	0
cg17022635	0.00995848339268584	FUS	16	31190875
cg17022914	NA	BATF2	11	64764564
cg17026456	0.027855319012696	PXN	12	120703085
cg17026542	0.918319392151965	OR2A4;ENPP3	6	132022490
cg17027046	0.0794660364246314	ITPA	20	3190012
cg17028039	0.0576227530179217	FGFR2	10	123357695
cg17029151	0.0148494209785054	CHMP4C	8	82644517
cg17029168	0.5015678118644	NKX2-2	20	21494547
cg17030820	0.969444577005658	MSMB	10	51549260
cg17031727	0.562899951072208	COG2	1	230777875
cg17031773	0.452238605879994	KLK9	19	51513611
cg17032587	NA	CNGA2	X	150903247
cg17034082	NA	MFAP3;FAM114A2	5	153418793
cg17034109	0.466985746618367	CYB561D1	1	110036417
cg17036441	0.0190443261126076	NCBP2;LOC152217	3	196669217
cg17036737	0.269028944839025	NA	NA	0
cg17037924	0.0555354645911902	DUT	15	48623100
cg17038116	0.015028102760651	ASH1L;LOC645676	1	155533405
cg17040807	0.732144407346376	CYGB	17	74533282
cg17041296	0.887265959145694	ASB17	1	76397847
cg17043101	0.0153964560349536	NOLC1	10	103912076
cg17043155	0.0191724478458412	NA	NA	0
cg17043366	0.0107518241628839	ZNF414	19	8578907
cg17043922	0.19573878540998	C6orf106	6	34664305
cg17044311	0.901904794652584	ABCC2	10	101542983
cg17044611	0.0172851002577136	ASAH1	8	17942239
cg17045009	0.022849812705838	VCPIP1	8	67579782
cg17048363	0.0146877499497101	CDK8	13	26828880
cg17048483	0.0153490596985	RBM7;C11orf71	11	114271079
cg17049328	0.9601784175315	GHRH	20	35886434
cg17050100	0.0122892347672589	GPN1;CCDC121	2	27852231
cg17050972	0.429214891946332	NA	NA	0
cg17051321	0.0451396136349392	BNC1	15	83952508
cg17051440	0.930030950582513	CLDN2	X	106163689
cg17051623	0.0120213185941276	ASAP3	1	23810250
cg17054360	0.0147999855104884	MTERF	7	91510326
cg17055145	0.0119840172956496	MYO6	6	76459077
cg17055734	0.956285663271545	CRYGA	2	209028059
cg17055959	0.066310733440127	RB1	13	48878466
cg17057072	0.0617169843747917	NA	NA	0
cg17057965	0.0265387023129253	FBXO28	1	224301873
cg17058777	0.0208756500665057	LRTOMT;C11orf59	11	71814579
cg17061853	0.0204158683425208	FGFR1OP2;C12orf11	12	27091905
cg17063018	0.0145804725212942	FBXO28	1	224302019
cg17063201	0.946834241077471	NA	NA	0
cg17063929	0.860914979895363	NOX4	11	89224799
cg17065601	0.0160362264659148	SUMO2	17	73179370
cg17066382	0.0192220124762819	LMBR1L	12	49504767
cg17067005	0.941856169581709	IL10	1	206945346
cg17067528	0.0141606642420231	IER3	6	30712517
cg17067942	0.935516761995898	TXNDC15	5	134209275
cg17067993	0.782218619697949	CCR7	17	38721675
cg17071536	0.0155329179437126	MUDENG;EXOC5	14	57736065
cg17071957	0.119771959175396	GSN	9	124029926
cg17072268	NA	PLD3;C19orf47	19	40853164
cg17073891	0.0746644641117582	PLAC1	X	133792876
cg17074151	0.768003875583826	NA	NA	0
cg17074212	0.0491447308819109	ZNF215	11	6947622
cg17076012	0.0374323354787491	KLHDC1	14	50159670
cg17076921	0.0976667165395416	CAMK2G	10	75634595
cg17078393	0.970077230286308	LCK	1	32717002
cg17079378	0.00728510717643333	RAD54L	1	46713440
cg17080180	NA	GSTZ1;POMT2	14	77788400
cg17080277	0.0228708834068158	PTPRB	12	71003576
cg17083853	NA	SURF2;SURF1	9	136222913
cg17083925	NA	TGM2	20	36793373
cg17084151	0.0619358838010498	NCALD	8	102803237
cg17084361	0.022859842773402	CDS1	4	85503668
cg17085299	0.0091219957799929	IRF2BP1	19	46388932
cg17088290	0.911113769957379	AMHR2	12	53818182
cg17090012	0.920098005985548	DAPK1	9	90123546
cg17091770	0.016880027287109	STYX	14	53197072
cg17091851	0.432543671571457	NA	NA	0
cg17092062	0.0155600114859976	SLC35C1	11	45826681
cg17092637	0.833992671534473	NA	NA	0
cg17093267	0.661386116774987	XPNPEP1	10	111683654
cg17095279	0.843953654531714	APOH	17	64225346
cg17095731	0.935101461334994	LRP8	1	53794313
cg17095753	0.0169971275691341	BRAF	7	140623924
cg17095797	0.177211648938323	NA	NA	0
cg17095936	0.0578876984193318	TBX19	1	168250628
cg17096191	0.0212801609576195	NOS1AP	1	162039224
cg17099569	NA		2	121549866
cg17100200	NA	GUCA2B	1	42618313
cg17100322	0.0394385586403845	FYN	6	112194613
cg17102807	0.933845152975751	POLR1C;YIPF3	6	43483382
cg17103109	NA	HLA-DOB	6	32785141
cg17105014	0.537962101449785	GYPC	2	127413363
cg17108383	0.968137562566624	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGC5;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGC4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140867724
cg17108819	0.0169387668252263	CD8A	2	87017953
cg17109273	0.0124867082890644	TINF2	14	24712029
cg17111669	0.0215826951355665	NCOA5	20	44718800
cg17114257	0.0110506234711452	FCHSD2	11	72854156
cg17115258	0.0130870929015157	TM2D3	15	102192853
cg17118262	0.286367383534255	CCL1	17	32690569
cg17119387	0.00925258503351581	KIAA0664	17	2615431
cg17119559	0.922524719850644	GPR64	X	19100990
cg17119688	0.0204114226373269	GPN3;C12orf24	12	110906727
cg17120423	0.0134818729087171	NA	NA	0
cg17122244	0.0175753783344986	SAPS2	22	50781194
cg17122311	0.878022416907354	IL27	16	28517278
cg17124509	0.0861658892958542	C17orf57	17	45400748
cg17124700	0.955831342670816	RGS8	1	182642748
cg17125623	0.16024340452258	NFATC3	16	68119985
cg17127132	0.0358435742853474	GGCX	2	85788382
cg17127587	0.0207484634127136	TMEM45A	3	100211127
cg17127769	0.88059734445546	LCP2	5	169724590
cg17127823	0.21382424132283	TRAM1	8	71520941
cg17129141	0.0391974280828467	MSH2	2	47629949
cg17129388	0.558299629931729	NGFR	17	47571986
cg17130791	0.0139192528647564	PPT1	1	40562564
cg17132967	NA	ZNF83	19	53142304
cg17133183	0.0152202373988623	CRABP1	15	78632861
cg17133388	0.0161862122749949	FAM162A;CCDC58	3	122102727
cg17135325	0.0258162706304834	NMD3	3	160939158
cg17136126	0.0179657983879233	ZNF71	19	57106501
cg17138359	0.0312085731310913	MRPL45	17	36452805
cg17140815	0.0240117400465781	ATP6V1F	7	128502651
cg17141902	0.583371077477389	NINJ1	9	95897216
cg17142134	0.947239392271498	SLC2A2	3	170744641
cg17142149	0.946099466441702	RCAN2	6	46293016
cg17142183	0.950077763648619	IL1R2	2	102608192
cg17142470	0.0224226948112262	SORBS3	8	22409684
cg17145652	NA	RNF170;HOOK3	8	42750650
cg17145806	0.0123451940420085	ICMT	1	6295537
cg17146877	0.030010275666845	C15orf57	15	40856878
cg17150465	0.0088037162214449	SCRIB	8	144897558
cg17154022	0.0252005657278182	HMGN2	1	26798964
cg17155167	0.0272125957138629	RIT1	1	155881046
cg17155596	0.0213520286880089	STAMBPL1	10	90640042
cg17158059	0.0260232517222089	CCDC104	2	55746762
cg17159242	0.0195181866347798	RPS7	2	3623060
cg17159537	0.0177531427011402	PEX11G	19	7554074
cg17161537	0.0135877303374781	MRPL12	17	79670933
cg17162024	0.0611363037905861	FAM150A	8	53478454
cg17162271	0.017659867893198	MIR639;TECR	19	14640371
cg17163751	0.0161125692067449	H2AFY2	10	71812596
cg17164340	0.0172622431390124	VPS36	13	53025003
cg17164520	0.747977864373227	CGB1;SNAR-G1	19	49540241
cg17165266	0.0161724144751843	KRT18	12	53342635
cg17165284	0.0713998192466868	MIR638;DNM2	19	10829165
cg17165760	0.0179223225073766	ANKRD26	10	27389408
cg17166101	0.0323778970605479	NA	NA	0
cg17166338	0.901316479374432	TERT	5	1295969
cg17166812	0.105320350536878	NDUFS2;ADAMTS4	1	161169574
cg17168535	0.0409240246227381	XPO7	8	21777572
cg17169613	0.0327242300839353	RALB	2	121010068
cg17169998	0.415044919463625	MLC1	22	50524124
cg17170504	NA	CCDC113	16	58283121
cg17171485	0.0157594259569298	HEBP2	6	138725799
cg17171916	0.0146243881709114	ZNF263	16	3333486
cg17173423	0.614137120914013	MS4A3	11	59823993
cg17173856	0.787365250817351	NA	NA	0
cg17176395	0.0157596879802964	RAB2A	8	61429827
cg17176732	0.0177017963615235	OXR1	8	107669856
cg17177336	0.0378889135267333	C7orf55	7	139026384
cg17177660	0.832959199863775	VEGFC	4	177714456
cg17177699	0.290047978516881	COL5A3	19	10120594
cg17177829	0.0127662851689116	NUP62;IL4I1;ATF5	19	50432927
cg17178336	0.157812250211886	IHH	2	219925246
cg17178888	0.0135009039222628	CCNJL	5	159739851
cg17179099	0.00849949959087314	APPBP2	17	58603287
cg17179881	0.23992664582713	BIK	22	43507665
cg17181653	NA	SF3B5	6	144417537
cg17183546	0.0382138624970787	D4S234E	4	4387879
cg17183991	0.0226479786159337	HS6ST3	13	96743170
cg17185543	NA	EDF1	9	139760589
cg17185639	0.915942469518482	ITGB3	17	45330862
cg17186163	0.123557937540385	C10orf10;RASSF4	10	45474317
cg17186444	0.0171732280464964	NDNL2;FAM189A1	15	29561501
cg17186803	0.0412013151446711	SCN4B	11	118023038
cg17188046	0.0544523548598981	T	6	166582197
cg17188169	0.977793617370434	DDX43	6	74104388
cg17189058	0.0119459584343919	C2orf42	2	70418126
cg17189494	0.0543960599404473	MAD2L2	1	11740665
cg17189778	NA	AVPR2	X	153169823
cg17190608	0.07248879897311	CUX2	12	111471489
cg17191178	0.0224139563974085	SHOX2	3	157824217
cg17191186	0.049118936259326	NA	NA	0
cg17191715	NA	CA1	8	86290878
cg17192247	0.813359729872205	MAPRE3	2	27194436
cg17194182	0.0236592530983626	EPO	7	100318154
cg17196716	0.739279614343546	CXorf36	X	45059906
cg17197538	0.01923974959143	KRAS	12	25404353
cg17198372	0.530807703472596	PPEF1	X	18708953
cg17198722	0.0154464376022283	PRDX3	10	120938213
cg17199483	0.0240610721819684	ABCC1	16	16042767
cg17199658	0.373857719469185	SNX31	8	101661478
cg17200465	0.0253937366370264	ENTPD3	3	40428508
cg17204100	0.972589872064793	NA	NA	0
cg17204557	0.72026852671496	LOC84931	2	121223909
cg17205788	0.802920404725512	TBX22	X	79277067
cg17206029	0.609815950971701	PDZD11;KIF4A	X	69509694
cg17207590	0.0391100211429338	APH1B	15	63570580
cg17208363	0.0377428526693671	TYRO3	15	41851964
cg17210604	0.0169873442775484	HIC1	17	1958117
cg17213552	0.0103623422880124	DLAT	11	111895577
cg17214107	0.81510343116353	FGF2	4	123747542
cg17214210	0.82664843987432	NA	NA	0
cg17215680	0.082744698363042	SIGLEC10	19	51920976
cg17217654	0.012765287601802	DALRD3;NDUFAF3;MIR425	3	49058043
cg17217677	0.906049274444818	SMPD3	16	68483194
cg17223189	0.0127947043459332	CHMP2A	19	59066601
cg17225169	NA	PJA2	5	108719403
cg17226343	0.0230529133488555	NA	NA	0
cg17228833	0.0109879095359475	ARL6IP1	16	18812558
cg17229197	0.956482329714963	KCNQ1	11	2542688
cg17229388	0.383839737125349	C13orf16	13	111973143
cg17231524	0.610855771069574	NCRNA00086	X	134556505
cg17232861	0.955292563033531	TRIM10	6	30128385
cg17233506	0.834021519170906	HOXB1	17	46608293
cg17233601	NA	PTPN5	11	18814418
cg17233935	0.813663402832873	DSCR10	21	39577230
cg17234150	0.0309872719426502	CACNG3	16	24266905
cg17236617	0.0214343146298296	ACOT7	1	6454202
cg17237063	0.0468501286134288	RBMS3	3	29323182
cg17237813	0.929285545972986	TTLL7	1	84465688
cg17237881	0.937762680357572	BIRC7	20	61867533
cg17238009	0.957470856618256	C10orf11	10	77542582
cg17239363	0.847680547765201	NA	NA	0
cg17239761	0.0220904833916083	SNAP29;PI4KA	22	21213665
cg17240454	0.240291895363991	SPDEF	6	34524278
cg17240496	0.010830740127839	UBXN1	11	62446340
cg17240836	0.0317205808414827	C9orf80	9	115480324
cg17240987	NA	WFDC3;DNTTIP1	20	44421576
cg17241013	0.0239208082784301	NEK2	1	211849158
cg17241310	0.52448023709948	BARHL2	1	91182856
cg17241657	0.0190350526121664	AP1AR	4	113152573
cg17243643	0.858040349967844	RDH5	12	56114269
cg17248183	0.0184393922880145	FAM134C;TUBG1	17	40761138
cg17250929	0.790845527333061	S100A5	1	153513810
cg17251713	0.0505455824038055	SERPINB7	18	61443038
cg17252960	0.102060057575301	ID4	6	19837350
cg17253459	0.863082040957803	OLFML3	1	114522670
cg17255302	0.464438587623661	KRT75	12	52828461
cg17256157	0.0195281427763197	NMBR	6	142410100
cg17256555	0.0156831673252448	UTP23	8	117778488
cg17257175	0.0273937393897977	MUC1;MIR92B	1	155163542
cg17258195	0.835640362536659	ISLR	15	74466337
cg17259265	0.593692512566391	HYLS1	11	125753373
cg17259741	0.0150480310754262	ZNF509;LYAR	4	4291994
cg17260124	0.960504118818529	KCTD14	11	77734744
cg17260449	0.0208959086032492	TOPBP1	3	133380964
cg17260725	0.0202626084503177	CCNB2	15	59397288
cg17260954	0.948060197181703	ATP10A	15	26026347
cg17261830	0.00851063114166552	NEK9	14	75593525
cg17263089	NA	SLC25A3	12	98986181
cg17264470	0.660205704314676	FGF21	19	49260285
cg17264618	0.0152503827595795	ENTPD3	3	40429014
cg17264817	0.0112877433773398	NA	NA	0
cg17266238	0.930035772987809	C21orf94	21	29385056
cg17267493	0.227851330557647	TNFSF12;TNFSF13;TNFSF12-TNFSF13	17	7460485
cg17267907	NA	DEFA1B;DEFA1	8	6838024
cg17269277	0.0194862428047099	FGFR3	4	1796142
cg17269548	0.186591632191004	PPIA	7	44836290
cg17271365	0.817192579137564	NA	NA	0
cg17272094	0.940297356281843	C3orf45	3	50317223
cg17272491	0.0138230780596911	GOLGA3	12	133405852
cg17272843	0.0285613740152811	KCTD14	11	77734280
cg17274064	0.443676638132438	ERG	21	40033892
cg17274742	0.0381376284636074	GPNMB	7	23286539
cg17277529	0.0175024239490854	FGF3	11	69633959
cg17277939	0.196151175443359	BEST3	12	70093008
cg17279839	0.755675367422715	RARRES2	7	150038598
cg17280624	0.0296606223162117	PGRMC2	4	129208725
cg17281600	0.942156885675492	FCRL4	1	157568591
cg17283268	0.00997733137731376	POLRMT	19	633490
cg17285325	0.020916483090842	TYMP	22	50968343
cg17286491	0.019141146272484	CEP350	1	179923514
cg17286640	NA	KDR	4	55991202
cg17288121	0.812005802102209	NA	NA	0
cg17289734	0.0351104444919096	SEMA3B	3	50310641
cg17291001	0.930721668424411	SERPINA13	14	95107626
cg17293470	0.0113953872292747	COQ10B	2	198318630
cg17293641	0.0111961999105315	TNFRSF11B	8	119964144
cg17294081	0.022206820107519	ATRN	20	3452173
cg17296078	0.0271574816829398	MMS19;UBTD1	10	99259721
cg17296166	0.155315841776585	PNMAL1	19	46974567
cg17298704	0.95514669120771	CLDN18	3	137717607
cg17299712	0.848669296351439	MAGEB2	X	30233762
cg17300307	0.0284941967642768	GLS	2	191744975
cg17301902	0.0152656228239289	GNA14	9	80263219
cg17302852	0.0183131242332816	FXR1	3	180630157
cg17303299	0.0188876509763251	ENO2	12	7023527
cg17304433	0.0146598804247925	ERGIC1	5	172261515
cg17304878	0.00692810355283973	DCAF7	17	61627899
cg17305187	0.0192890623207392	KLF15	3	126076601
cg17306637	0.872897791908462	TFB1M;CLDN20	6	155584709
cg17307280	0.016632103471418	DRD1	5	174871636
cg17309462	0.0417478948857155	NA	NA	0
cg17316750	NA	FAM82A2	15	41047892
cg17317962	0.00841048158079438	ACTG1	17	79478839
cg17319849	0.01281008777322	GBA	1	155214564
cg17321617	0.28635011023024	BATF2	11	64764490
cg17324128	0.0281639525136315	RASSF4	10	45455500
cg17324707	0.0106071706836724	FAM162A;CCDC58	3	122103153
cg17327492	0.953506868016567	FSHR	2	49382159
cg17327630	0.0461152619163398	ZNF212	7	148937187
cg17328659	0.53544176353498	STUB1	16	729498
cg17329164	0.0363171196983518	PPT2	6	32121259
cg17329249	0.0333793163943212	MAT2B	5	162930325
cg17329518	0.0150127227409936	WDR4	21	44299567
cg17330200	NA	ERMAP;CCDC23	1	43282561
cg17332016	0.0154669907617421	SLC47A1	17	19437791
cg17333479	0.0201083514909332	ZNF540;ZNF571	19	38086035
cg17336076	0.108416457476892	GLUD1;FAM35A	10	88853608
cg17338258	0.785758516378846	SHBG	17	7533521
cg17338403	NA	SLCO3A1	15	92395836
cg17339202	0.0240481621281782	SYNC	1	33160900
cg17341358	0.0128999354526778	MRPL1	4	78784105
cg17341703	0.0236025953617921	SLC35A1	6	88182369
cg17342283	0.11285298506171	SRGN	10	70847882
cg17342759	0.864561452342506	PPP2R2B	5	146461855
cg17345480	0.0184735015461246	SPPL3	12	121342435
cg17346022	0.857656610434076	SNX6	14	35100095
cg17346115	0.0124847927405885	POLA2	11	65029103
cg17347253	0.492390249723854	MESTIT1;MEST	7	130130288
cg17347389	0.0319835004177768	TRIM9	14	51562646
cg17347634	0.07593124425751	CYP7B1	8	65711916
cg17348429	0.634437166718259	NA	NA	0
cg17348931	0.0349860192529539	NA	NA	0
cg17349199	0.932607964474731	C10orf82	10	118429452
cg17349753	0.0463104050488947	RTN4RL2	11	57227351
cg17350448	0.0577058553711632	AGTRAP	1	11796297
cg17351116	0.0436004101372467	ABHD12	20	25371719
cg17351385	0.0337551213994411	ALKBH6	19	36505139
cg17352004	0.918107177213341	ABHD12B	14	51338285
cg17353431	0.0193955758200142	FLJ39582;THAP7	22	21356784
cg17354052	0.0133233922022146	UBFD1;EARS2	16	23568699
cg17354708	0.35552215539343	HDAC8	X	71793175
cg17356112	0.925974285723794	PLXNA4	7	132334710
cg17356181	0.0129606046570398	MAP4K5;ATL1	14	50999707
cg17356252	0.135613581535555	AIRE	21	45705686
cg17356532	0.0181822790370138	SPCS2;XRRA1	11	74660536
cg17356733	0.0463706994368704	IFNGR2	21	34774627
cg17357062	0.913368676673191	FCN1	9	137810348
cg17357865	0.011168159894324	UBLCP1	5	158690500
cg17357984	0.0132123918488938	CDC34	19	532039
cg17361154	NA	ENTPD8	9	140336563
cg17361641	0.0126486044764684	JUND	19	18391832
cg17364922	0.0171666264645719	YTHDF1	20	61847127
cg17366294	0.0273806413639047	C4orf37	4	99064904
cg17366325	0.0381028753671103	RPL19	17	37357067
cg17367215	0.0521323273903268	SUPT5H	19	39936620
cg17371067	0.0109664665711419	CEBPB	20	48807380
cg17371081	0.46063387409088	NELL1	11	20690957
cg17376813	0.929679233949727	C19orf21	19	750024
cg17378989	0.165125039149965	ERCC1	19	45926751
cg17380128	0.0130937050709861	DDX17	22	38902757
cg17383958	0.0189392260623975	RRAS	19	50143224
cg17384145	0.032822572904583	HIST1H2AM;HIST1H2BO	6	27860893
cg17384214	0.928718145339559	C6orf48;SNORD48	6	31801701
cg17385448	0.184743066340912	AGMAT	1	15911702
cg17385674	0.0174010970237005	ARID1A	1	27021704
cg17386181	0.75867566803475	MT1B	16	56685902
cg17386185	0.0858055419750023	GLYCTK	3	52321266
cg17386433	0.0170084067280029	FAM76A	1	28052708
cg17386700	0.016066476682237	MGC23284;MVD	16	88729471
cg17386819	0.0172792889839047	NA	NA	0
cg17386991	0.0123321318822867	POLR3F;C20orf12	20	18448250
cg17387870	0.0341815200862737	CHFR	12	133463607
cg17387916	NA	RPL28	19	55896965
cg17388484	0.0315353498645402	JUP	17	39943043
cg17389295	0.0199642534230572	FBL	19	40337230
cg17389519	0.461892380560197	PTF1A	10	23480730
cg17391474	0.0230211013401645	BRP44L	6	166796744
cg17391877	0.93747151597211	PGC	6	41714182
cg17391929	0.0319495942331258	GMPR2;NEDD8	14	24702094
cg17393296	0.0173372516882354	FGGY	1	59762829
cg17397420	0.857516713093808	MS4A10	11	60552236
cg17397493	0.12881544191518	PRLR	5	35231272
cg17398003	0.0159529337341422	C5orf25	5	175665565
cg17398283	NA	SASS6;CCDC76	1	100597416
cg17398312	0.119409640336047	FRMPD4	X	12157040
cg17398595	0.865767277089934	SH3GL2	9	17578725
cg17398613	0.942010756495069	SLC37A1	21	43919853
cg17399166	0.639329151393898	NA	NA	0
cg17399352	0.0131449446128735	SPHK1	17	74379779
cg17400229	0.0173656509345507	U2AF1	21	44527180
cg17403875	0.00982245877415172	LGALS3	14	55596356
cg17404081	0.0145924946960734	SAPS3	11	68228768
cg17404605	0.0116732637319575	MAP2K7	19	7968429
cg17404915	0.0275755000003889	OVOL2	20	18038574
cg17405586	0.716642916244839	KRT1	12	53074257
cg17407908	0.913910525060008	AGER;PBX2	6	32153115
