Hybridization REF	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05	TCGA-AR-A0TS-01A-11D-A112-05
cg10895543	0.320416468768094	NA	NA	0
cg10896774	0.164857105696636	C7orf34	7	142636840
cg10896886	0.0287347737207134	ACTR3B	7	152456700
cg10897648	0.0131059392440954	MALT1	18	56338258
cg10900550	NA	TDRD7	9	100173984
cg10904672	0.821249409035734	NA	NA	0
cg10905613	0.0170964926180749	GPS2	17	7218247
cg10905918	0.0790042443529653	RPS24	10	79793527
cg10906135	0.918745659444549	GLTSCR1	19	48181752
cg10906552	NA	IL1RAP	3	190232089
cg10906663	0.771028984552186	PHEX	X	22050977
cg10907112	0.361214951411743	POF1B	X	84634768
cg10908369	0.0421476970185183	CNRIP1	2	68547256
cg10909324	0.0197184253787297	EHMT2	6	31865086
cg10910525	0.616093147975134	HRC	19	49658232
cg10910775	0.575079188366215	CDC27	17	45266517
cg10911660	0.0269537104562742	ZNF585A	19	37663705
cg10911877	0.0226686636205895	PAFAH1B1	17	2496280
cg10912077	0.129050975983044	LMO4	1	87794075
cg10912268	0.0216605274235787	SPTLC1	9	94877902
cg10913563	0.0531551775675315	C8orf55	8	143808814
cg10917602	0.413836357121781	HSD3B7	16	30996630
cg10917619	0.478378194284007	NRXN1	2	51255627
cg10918202	0.0803642938306159	BAALC;C8orf56	8	104153173
cg10918419	0.0559711485740086	C8orf55	8	143808262
cg10918927	0.0168366242589124	HOXC4;HOXC5;HOXC6	12	54411193
cg10919204	0.705691111857876	CDH6	5	31193340
cg10919329	0.0144598201981516	SLC35A1	6	88182879
cg10920302	0.0212254853780256	LARS2	3	45430089
cg10920427	0.0182594509137501	RPF2	6	111303363
cg10920765	0.760975878119444	NA	NA	0
cg10920957	0.0558864030673965	JPH3	16	87635473
cg10922163	0.0565992879263393	C9orf23	9	34611951
cg10922280	0.272391428736055	DPEP2	16	68034227
cg10922622	0.158410686451274	FSD1L	9	108210153
cg10923408	0.526555328242631	C13orf26	13	31506710
cg10925082	0.0895064042329612	ARHGDIB	12	15114703
cg10926623	0.0378702109414109	L1CAM	X	153141065
cg10927536	NA	HPS4;SRRD	22	26880188
cg10929387	0.920992188042144	ITIH4	3	52864659
cg10934032	0.187084320734387	RNASE6	14	21249405
cg10935064	0.982466093303166	SYCP3	12	102133347
cg10935550	0.0143109103416177	BTG2	1	203274660
cg10935709	0.0141553260001586	NA	NA	0
cg10935723	0.758998053207864	KCNK10	14	88793634
cg10936230	0.0877872863634644	RAB27A	15	55582890
cg10936763	0.0521695663049189	CDKN1A	6	36647073
cg10938286	0.911467111412116	CST2	20	23806999
cg10938446	0.86372109398872	IL1RN	2	113875723
cg10938486	0.563297940795666	ACSM5	16	20420716
cg10940099	0.0151333187513695	CD164	6	109703938
cg10940418	0.642952927449263	NA	NA	0
cg10942056	0.89920499790714	DISP1	1	223101848
cg10943191	0.0124223004348164	TMEM52	1	1850414
cg10944783	NA	PSMC3IP	17	40730097
cg10946435	0.0702745613888832	KCNN3	1	154843044
cg10947146	0.0406415667214167	XKR6	8	11058710
cg10948777	0.011661565470533	DNM2;MIR638	19	10828972
cg10948883	0.0198420222252849	DDX41	5	176944132
cg10949322	0.0178052964823567	CUL2	10	35379230
cg10950297	0.279479302536932	EFNB1	X	68049085
cg10951619	0.109593432612563	FAM5C	1	190447232
cg10954182	0.0990613891040445	NFYB	12	104532377
cg10957151	0.0825029228870588	HOXD9	2	176986956
cg10957200	0.0210829403705802	CDNF;HSPA14	10	14880574
cg10957584	0.0179729429598931	FAM86A	16	5148097
cg10957680	0.0294454994168644	IFI6	1	27998883
cg10958402	0.0265687674770363	RNF7	3	141456882
cg10959933	NA	C15orf39	15	75493871
cg10960626	NA	C8orf45	8	67785794
cg10960946	0.00848761907590603	UBE2I	16	1359179
cg10962407	0.0106483451092549	ICA1L	2	203736738
cg10964421	0.0727774907639335	TNFRSF10D	8	23021093
cg10965432	0.0188261214573448	AKTIP	16	53537025
cg10965489	0.959367917562281	NA	NA	0
cg10966500	0.0183485485195824	TCHP	12	110338339
cg10967280	0.965644888078954	C12orf12	12	91348999
cg10968649	0.0114350424251366	KDM4A	1	44115804
cg10968815	0.779986076688422	BPIL1	20	31595346
cg10970251	0.388410355492095	SLC25A22	11	796421
cg10970409	0.451814672045744	VIPR1	3	42543566
cg10971269	0.0162268998643772	NA	NA	0
cg10971346	0.0163975124356598	PIGV	1	27114745
cg10971750	0.0216294483844937	VRK1	14	97264166
cg10971790	0.0144137866502037	FUZ	19	50316458
cg10972353	0.0243638077865847	SCD5	4	83719895
cg10972821	0.0433458931166834	AKAP1	17	55163212
cg10976172	0.0281289934109183	ZNF785	16	30597528
cg10976673	0.0279470973148732	CCRN4L	4	139937474
cg10977115	0.566695506965829	CRTAM	11	122709471
cg10978346	0.588198650603434	NA	NA	0
cg10978355	0.183894195891406	RNU5E;RNU5D;CKMT2	5	80529340
cg10978402	0.0113362662455345	IQGAP1	15	90931990
cg10979891	0.209552508181187	SMOC1	14	70345898
cg10981541	0.131536621799294	FAM57A	17	636487
cg10982775	0.0123330369286978	PLEKHA8	7	30067792
cg10983208	0.207976843033703	SPOCK2	10	73848320
cg10983720	0.0392360600568783	LRIG2	1	113615878
cg10984852	NA	ECHS1	10	135187325
cg10985320	NA	JRKL	11	96124636
cg10985987	0.0159095044800676	LOC440356;CDIPT	16	29874508
cg10986043	0.66970860923374	TCAP	17	37820495
cg10987882	NA	RNF24	20	3996459
cg10988561	NA	PDCD6	5	271254
cg10989326	0.803793073115994	EVI5	1	93258908
cg10989517	0.350207019689851	SERGEF	11	18034024
cg10990993	0.774773803135854	EPM2AIP1;MLH1	3	37033632
cg10994126	0.614600430818464	PAPPA2	1	176432498
cg10994379	0.496625677899947	CAPSL	5	35939420
cg10994430	0.0820629542859358	PALM2;PALM2-AKAP2	9	112542080
cg10994858	0.0374404502520989	MINPP1	10	89264429
cg10995359	0.0566337740575228	LCLAT1	2	30670170
cg10995380	0.183449244949993	TGFB1I1	16	31484032
cg10995925	0.605483682756224	LTA	6	31539601
cg10996143	0.0455135776306167	FKBP1A	20	1373995
cg10997248	0.58010354710107	FXYD2	11	117699019
cg10999429	NA	ACVRL1	12	52300973
cg11000221	0.0393692766481849	DHX40	17	57643293
cg11003133	0.299714736991359	AIM2	1	159046391
cg11004890	0.346084913463215	SLC4A11	20	3218500
cg11005091	0.0537055892024301	HNRNPA1;HNRPA1L-2;CBX5	12	54675412
cg11005826	0.0705028435846169	IGF2AS;INS-IGF2;IGF2	11	2165961
cg11007123	0.0380557400970964	SPTAN1	9	131314542
cg11007423	0.0485665009853364	SPPL2A	15	51058114
cg11008571	NA	N4BP2L1	13	32990510
cg11008866	NA	CASR	3	121902442
cg11009596	0.0150816581775334	AURKB	17	8113758
cg11009736	0.623440762652585	MARCO	2	119699682
cg11010122	0.155672122516315	DNAJB14	4	100868318
cg11011602	0.248742680625967	SNORD24;MED22;RPL7A	9	136215029
cg11011938	0.327454061395953	SEMA5A	5	9545976
cg11012046	0.0420391337668663	GLB1L2	11	134202336
cg11015241	0.95095291284972	ATP10A	15	26026249
cg11016563	0.170704722341186	TRPC6	11	101454626
cg11016745	0.309669907227597	CXorf58;APOO	X	23926314
cg11017269	0.0697611737743769	RHOBTB3	5	95067136
cg11018904	0.085906859276191	SPEF1	20	3762064
cg11021744	0.0427997965244539	SLC6A1	3	11034279
cg11023442	0.0140141308621737	LOC100306951;INPP5K	17	1420488
cg11024597	0.686489164681619	NA	NA	0
cg11025793	0.110408585137563	IER2;STX10	19	13262015
cg11027330	0.212546328683865	METRN	16	764794
cg11027570	0.0242621849444067	RBP1	3	139258431
cg11029501	0.00960080952825903	TARBP1	1	234614232
cg11032157	0.908624522548468	TAS2R50;PRR4;PRH1	12	11139304
cg11033833	0.140009280246535	GPR101	X	136113828
cg11034784	0.0109248300835242	MTERFD2	2	242041544
cg11034861	0.0564042233862291	TRADD;FBXL8	16	67194079
cg11035216	0.0308640335503114	RASSF1	3	50374929
cg11037148	0.132217428591913	NA	NA	0
cg11037424	0.0267857439907453	PRPF6	20	62612592
cg11037772	0.358176925294678	NA	NA	0
cg11037787	NA	PLA2G2A	1	20307002
cg11037818	0.0583606047273896		1	208041879
cg11038081	NA	ZNF235	19	44810637
cg11038843	0.147140808825215	B3GAT1	11	134281391
cg11039072	0.0375568744145142	ZNF770	15	35280907
cg11041457	0.204565521197116	GNL3;PBRM1	3	52719354
cg11041966	0.0162494852396502	RBM28	7	127983966
cg11042320	0.423883423145783	PDGFRB	5	149534497
cg11042454	NA	TUBB2C	9	140135729
cg11043092	NA	MCPH1	8	6287904
cg11044163	0.0849005690839553	CPVL	7	29186153
cg11044263	0.0178264901580227	TMEM65	8	125385130
cg11044823	0.0807662910633711	CENPK;PPWD1	5	64858848
cg11047295	0.0160502962741693	HMGB1	13	31039916
cg11049298	0.0536976400304112	HNRNPA0	5	137089619
cg11049305	0.234196396442958	ZC4H2	X	64196751
cg11050116	0.0157210402254349	PCM1	8	17780536
cg11050527	0.022323148507919	ATP6V1H	8	54755511
cg11051139	0.617910853610941	KRT80	12	52580428
cg11051158	0.0926385499706856	C2orf3	2	75938223
cg11051843	0.0343027235694835	SEMA3C	7	80548695
cg11052068	0.0469282777675039	WASF1;CDC40	6	110501899
cg11052143	0.696990222958901	ALS2CR11	2	202484020
cg11053574	0.0116997328094591	NT5C3L	17	39992149
cg11053740	0.0491422740987943	RAB2B;TOX4	14	21945175
cg11054882	0.0596950652349185	TRAPPC4;RPS25	11	118889578
cg11054936	0.268556191487694	GJB2	13	20766170
cg11056832	0.0122635324823254	PKN3	9	131465146
cg11057497	0.0188158221760702	HMGCS1	5	43313384
cg11058696	0.0586496148656507	SNRPB2	20	16711094
cg11058932	0.886626312733496	TSGA13	7	130372167
cg11059341	NA	MYL1	2	211179560
cg11059483	0.0400459238771649	ESR2	14	64760864
cg11061603	0.0193018613194306	RPS10	6	34393330
cg11061975	NA	SIRPG	20	1639325
cg11062095	0.0544859937102812	C5orf15	5	133304652
cg11063110	0.9095622477254	CPA5	7	129985205
cg11063988	0.119177564522367	SIX5	19	46272660
cg11064206	0.0216613535863201	OGFOD2;ABCB9	12	123459532
cg11064558	0.0122138292693368	ZNF295	21	43430383
cg11064797	0.0300442048107356	RELL2;HDAC3	5	141016628
cg11065385	0.0355356362748564	B4GALNT3	12	568798
cg11065518	0.0348158514722205	MDH1B;FASTKD2	2	207630263
cg11065693	NA	IRF9	14	24630380
cg11068096	0.775044374264691	NA	NA	0
cg11070419	0.677607519647585	C4BPA	1	207277210
cg11070941	0.0197034525797231	STX11	6	144471985
cg11072113	0.674664864721693	VWCE	11	61063124
cg11074362	0.817469644441641	DENND4C	9	19297575
cg11074746	0.0232156927520008	MEMO1	2	32236343
cg11075556	0.862331725854758	ANKRD7	7	117865112
cg11075745	0.760627846698923	CLDN19	1	43205976
cg11077161	0.759205221892071	SIPA1L1	14	71996050
cg11078738	0.0611143829001629	ANTXR1	2	69240453
cg11079619	0.890610169199379	INHBA;LOC285954	7	41742630
cg11080718	0.117074811536642	NA	NA	0
cg11081833	0.661021822892432	LGALS2	22	37975941
cg11082575	0.0243277432494373	FAM60A	12	31479096
cg11084020	0.114206266306308	TAX1BP1	7	27779567
cg11084035	0.0164893960786788	GANAB	11	62414045
cg11084611	0.821701969749545	C2orf27A	2	132480958
cg11086066	0.0257263143532859	NFATC2	20	50159508
cg11086568	0.0102630284290851	WDR53;FBXO45	3	196296032
cg11091262	0.749887882098479	GALNTL5	7	151653454
cg11093356	0.0169753359736335	DDX19A	16	70380593
cg11094938	0.820319670079119	ATP2A1	16	28888844
cg11095315	0.855180625000594	PABPN1	14	23789003
cg11096640	0.0242378086643832	ACTR3B	7	152457432
cg11096837	0.0251935870519638	NA	NA	0
cg11096993	0.34581671243864	ACY3	11	67417958
cg11098259	0.696475912118309	AQP9	15	58430391
cg11099291	0.0388795330016545	C17orf91;WDR81	17	1620044
cg11099899	0.822802523761921	CLDN14	21	37852334
cg11100802	0.0144462756266697	TRIM52	5	180688063
cg11102782	0.112608640467447	ISYNA1	19	18549136
cg11102794	0.0395744441875607	LMO1	11	8285587
cg11104347	0.035691706835013	DUSP23	1	159750836
cg11105610	0.761158862207613	LGALS3BP	17	76976352
cg11107205	0.019000037908433	RCL1	9	4793458
cg11108432	0.021720117532131	PINX1	8	10697698
cg11108890	0.491013427390765	VAMP5	2	85811471
cg11109684	0.00797439076280932	RAB10	2	26257047
cg11110686	0.958532799251086	MAGEC1	X	140991714
cg11113534	0.937918025381199	C20orf70	20	31756024
cg11114344	NA	NCRNA00188;SNORD49B;SNORD49A	17	16341984
cg11115427	NA	PHYH	10	13342610
cg11115702	0.112680465065221	SPNS1	16	28986698
cg11116142	0.0105656856644531	CRBN	3	3221344
cg11116440	NA	URM1	9	131133274
cg11117707	0.0160016002236599	SLC16A6;ARSG	17	66288529
cg11118665	0.0123169635122726	TCFL5	20	61493341
cg11119131	0.0487003336089055	CCDC99	5	169010837
cg11119596	0.0732572263829798	CD96	3	111261010
cg11119884	0.756165193356365	NA	NA	0
cg11120551	NA	CHD1L	1	146713996
cg11122968	NA	CD33	19	51727295
cg11126134	0.427456326081954	C13orf33	13	31480304
cg11126313	0.827682159680117	CCR3	3	46284262
cg11128808	0.894033251621646	CACNG6	19	54495970
cg11129291	0.0199167962039806	DARS	2	136742688
cg11130441	0.275126654604413	C2orf58	2	38358147
cg11132751	0.950396186628122	CXorf67	X	51149970
cg11134443	0.712011172765616	NA	NA	0
cg11136251	0.0273292486906625	ZWILCH;RPL4	15	66797427
cg11136562	0.55870754725024	ARAP3	5	141061285
cg11139878	0.518591153849444	CD5L	1	157811790
cg11140307	0.0109815281046509	CMTM4	16	66730384
cg11140785	0.0172841373699554	ZNF264	19	57703301
cg11141013	0.00763289214121107	ZNF688	16	30583056
cg11141561	0.0617322008985189	CAMLG	5	134074404
cg11142466	0.0309016201377008	KRCC1	2	88355481
cg11147193	0.42115492105373	HPCAL1	2	10442040
cg11147886	0.826497938504261	NFAT5	16	69598170
cg11148307	0.960682201886419		10	134671663
cg11149033	NA	TFAM	10	60145204
cg11151665	NA	PSG6	19	43421584
cg11151811	0.0107140879508244	PRKAG1	12	49412422
cg11151820	0.0617481423699626	CCT5;FAM173B	5	10250162
cg11152574	NA	ACSL5	10	114134550
cg11154542	0.12498316728216	CTSL1	9	90340652
cg11154798	0.0292506573538689	RAI14	5	34656563
cg11154879	0.824542428097642	C20orf151	20	61001775
cg11155265	NA	ASAP3	1	23811445
cg11157872	0.0288089485601539	RSRC2;KNTC1	12	123011310
cg11158374	0.839998431095953	TFF2	21	43771664
cg11158430	0.860089344655347	UTS2D	3	191001413
cg11158440	0.0538865912966305	IER2;STX10	19	13261480
cg11158729	0.0384971165043457	CNNM4	2	97427027
cg11158760	0.0429191878624657	FHIT	3	61237270
cg11159299	NA	GZMM	19	543432
cg11159727	0.141437257063334	NA	NA	0
cg11160386	0.0116705220701247	MDM1	12	68725932
cg11160820	0.0258045031979433	CD58	1	117113618
cg11161417	0.493143764452442	SPACA3	17	31319454
cg11161873	0.824473645245082	NA	NA	0
cg11164347	0.165344886470811	NA	NA	0
cg11164400	0.20373995137163	PPP1R9A	7	94536787
cg11166252	0.0190528007758144	AHR	7	17338258
cg11166823	0.0082354344820985	AGPAT3	21	45284425
cg11166999	0.691147576024905	PAR-SN;SNORD107	15	25226929
cg11170179	0.167737183676961	KLK10	19	51522767
cg11170796	0.749095354545269	TCF3	19	1650224
cg11171719	0.0463008324815304	CTDSPL	3	37903684
cg11172196	0.0278781598922232	TMEM65	8	125384789
cg11172299	0.0944426461231988	C14orf142;UBR7	14	93673792
cg11172423	0.946451451337561	CLDN19	1	43205623
cg11173246	0.613433488908901	TSPAN4;POLR2L	11	841376
cg11174654	0.152683795209191	NA	NA	0
cg11175310	0.0880178628767198	RSU1	10	16859107
cg11175476	0.201344673622786	LRP6	12	12419201
cg11175477	0.021139221230995	VPS29;RAD9B	12	110939919
cg11176095	NA	GPR126	6	142622515
cg11177404	0.419026879410185	CGB2;SNAR-G2	19	49535079
cg11177450	0.0259593522926308	SENP5	3	196594476
cg11177693	0.684399483082369	ZNF513;PPM1G	2	27604063
cg11177955	0.0203841217579984	C1orf58;AIDA	1	222886490
cg11178136	0.831426070049944	KIAA0652;HARBI1	11	46637717
cg11178443	0.0160329576696732	RANGRF;SLC25A35	17	8192024
cg11179184	NA	C8orf76	8	124254358
cg11181795	NA	NEURL4;GPS2	17	7219971
cg11184091	0.0288701863660624	DOLPP1	9	131843633
cg11185452	0.109597955247615	SLC39A9;ERH	14	69865072
cg11185569	0.060347957048051	CHN2	7	29234470
cg11187508	0.0416367930471766	CWF19L1	10	102027336
cg11189434	0.0243347824751362	RPL5	1	93297822
cg11189837	0.0765793298820716	ADAMTS1	21	28218596
cg11191210	0.291365804564327	VGLL2	6	117585815
cg11191337	0.770131767868124	PLTP	20	44541804
cg11192270	NA	ATP13A2	1	17338644
cg11193041	0.0411973216832002	GSTZ1;POMT2	14	77787952
cg11194725	0.0254815885687099	CBX1	17	46178360
cg11195002	0.199040574304338	ICAM5	19	10399805
cg11195662	0.0711952518739499	PRUNE2	9	79520720
cg11196870	0.0651911810110556	GINS4	8	41386826
cg11197066	0.0290723762993087	PGAP1	2	197791305
cg11199399	0.0988385504562797	LTBP1	2	33172442
cg11200929	0.030059081352439	CRABP1	15	78632670
cg11201229	0.912322841102506	PIK3C2A	11	17191235
cg11201288	0.882984003049383	LRRC40;SFRS11	1	70669885
cg11201532	0.320074102161661	MFNG	22	37882078
cg11203041	0.533514969542269	MGST1	12	16500185
cg11204562	0.715904373739732	C10orf81	10	115511153
cg11206634	0.551775803550322	SFT2D3	2	128458399
cg11206667	0.0266163678538195	FBXO36;TRIP12	2	230786584
cg11206763	0.00844097332929911	ESYT1	12	56521692
cg11207379	0.0390847299294266	TDG	12	104359415
cg11207564	0.190220866490129	NA	NA	0
cg11208235	0.0345693351167722	BCAR3	1	94147468
cg11208483	0.269888498454714	NA	NA	0
cg11208880	0.0094882724542897	LRRC8D	1	90287278
cg11212312	0.885552674614184	IL3	5	131395683
cg11212609	0.0431511311443709	C17orf81;DULLARD	17	7155399
cg11213150	0.733098113314142	ANGPTL2;RALGPS1	9	129884457
cg11214889	0.041740377296099	CLUL1	18	597111
cg11216616	0.101646582808345	RAB35	12	120555510
cg11219178	NA	OSBPL5	11	3120949
cg11220060	0.777048133267557	KLF1	19	12997418
cg11220635	0.0357061320093351	RDH11	14	68162577
cg11221132	0.824552536472375	CYP2D7P1	22	42540342
cg11221265	0.0897970136386164	SDHC;LOC642502	1	161284279
cg11221508	0.0245688001116389	ZNF830;CCT6B	17	33288337
cg11221513	NA	C22orf9	22	45636109
cg11222041	0.0243289971909515	TOR1A	9	132586346
cg11223252	0.0637354808291614	RNF103	2	86851318
cg11223864	0.020765339471517	GNB2	7	100271323
cg11225410	0.238807895338766	SOCS2	12	93966317
cg11225935	0.0429011048530104	KDM5A;CCDC77	12	498478
cg11226328	0.0180720986494919	EPB41	1	29213367
cg11227541	0.0238297543906828	GNG5;SPATA1	1	84972317
cg11228872	0.0215045431830311	CALR	19	13049259
cg11231018	0.913151613810955	LIPF	10	90423408
cg11233153	0.43874692990849	SLC10A3	X	153718691
cg11233228	0.0319934091193099	PRPF4;CDC26	9	116037401
cg11233384	0.0652506155048744	AKR7A3	1	19615702
cg11234457	0.951963757660283	FTMT	5	121187547
cg11235426	0.328543011142395	DUSP22	6	292522
cg11235871	0.0131346514230994	QARS	3	49142143
cg11236244	0.687100721018424	CSAG1;MAGEA12	X	151904510
cg11237115	0.011219488536887	KLHL24	3	183353422
cg11237738	0.886134187255334	C4orf6	4	5527295
cg11237817	0.65572932652145	NA	NA	0
cg11237883	0.0140952987721424	STYXL1;MDH2	7	75677249
cg11238505	0.0138363749905366	CYHR1;KIFC2	8	145691776
cg11241627	0.190499624263306	FERD3L	7	19185165
cg11243196	0.0174085777281598	ADAMTS3	4	73434856
cg11245384	0.538827482671403	PDYN	20	1974646
cg11246695	0.0215386656766712	PIAS3	1	145576023
cg11248413	0.040597293647579	NEUROG1	5	134871658
cg11248491	0.0208214562294794	CYTH3	7	6312525
cg11249120	NA	SAMD3	6	130543838
cg11249173	NA	LOC221710;HERV-FRD	6	11112209
cg11250058	0.56146773031453	NA	NA	0
cg11250247	0.0568199671740401	TBP	6	170864036
cg11251086	0.0303444202868494	DUSP11	2	74007147
cg11251498	0.2962406650246	IDO2	8	39792769
cg11251858	0.0180781131688791	ESR1	6	152129036
cg11251877	0.76652774983015		6	168398981
cg11254522	0.862687634424139	FGR	1	27950343
cg11255163	0.0100683907346487	CDH1	16	68771200
cg11255230	0.0283840148397591	BCL2	18	60987808
cg11256279	NA	C7orf23	7	86849303
cg11256445	0.936502992118648	HCLS1	3	121380233
cg11258532	NA	CA7	16	66877873
cg11260422	0.0799452590846439	FOXA1	14	38064112
cg11260848	0.416542920823138	ALX4	11	44326260
cg11261264	0.854525682025026	PTPRH	19	55720737
cg11262815	0.0211656888508142	CACNA1G	17	48638703
cg11262874	0.24030184147908	ZNF681	19	23941711
cg11263296	0.290753197331055	CCDC64	12	120428313
cg11263497	0.0392270980763061	WDR35	2	20190220
cg11263584	0.0436040304508119	ICT1	17	73008587
cg11264817	0.0150242174970411	INCA1;KIF1C	17	4901584
cg11265916	0.0304631544041802	MAPK1	22	22221056
cg11265941	0.334745580674806	SNRPN	15	25068738
cg11266874	0.0305387944206567	ARL13B	3	93699352
cg11267879	NA	CYP2F1	19	41619952
cg11269533	0.14824166381413	FEV	2	219850301
cg11270633	NA	IL28B	19	39736956
cg11271605	0.231680815864937	STEAP4	7	87936282
cg11272332	0.24302357723983	ZDHHC15	X	74742810
cg11274211	0.0282680655020415	PIP5K1B;FAM122A	9	71395330
cg11275139	0.2444257426505	NA	NA	0
cg11276198	0.0137966911256216	KRAS	12	25404189
cg11276280	0.0387873692136332	TBCC	6	42713551
cg11277126	0.0812319947272341	TRPC4AP	20	33680945
cg11277230	0.227761922803387	C4orf36	4	87813935
cg11278262	0.0903116989611812	KRTCAP2;TRIM46	1	155146720
cg11279021	0.328243176158837	ETV1	7	14028690
cg11283860	NA		1	8273352
cg11285003	0.386072191280693	HCN1	5	45696592
cg11285843	0.230132650952657	TMEM41A	3	185217130
cg11286122	0.800394468549894	PHLDB1	11	118477406
cg11286163	0.0379351568539316	PSMA5	1	109969161
cg11286618	0.042154441624587	WBP1	2	74685465
cg11289251	0.0070507284343071	DDX28;DUS2L	16	68056774
cg11290225	0.109709420108415	KIFC2	8	145692591
cg11291009	0.366129995159216	ARHGEF9	X	62975067
cg11291200	0.82131544366826	MAGEB2	X	30233490
cg11295113	0.670628106201499	FOLR2	11	71927938
cg11295902	0.0286275166670633	SF1	11	64546368
cg11296363	0.0283483685541941	FTSJ3;PSMC5	17	61905004
cg11296937	0.230061440295455	PRDX5;TRMT112	11	64084966
cg11297236	0.464548251918122	PDILT	16	20416475
cg11298412	0.0118070754298052	PARM1	4	75858589
cg11298616	0.0259271810113835	CKAP2	13	53029954
cg11299964	0.0663895457795071	MAPKAP1	9	128469783
cg11300809	0.416327508944584	SGPP2	2	223288637
cg11301598	NA	OASL	12	121476792
cg11303670	0.0711938423592452	TSPAN33	7	128784442
cg11303749	0.0310729892717454	HIST1H4B	6	26027410
cg11304234	0.151937271420468	IL18	11	112034801
cg11304524	0.94706963520924	TSSK4	14	24674887
cg11304734	NA	POLR1E	9	37485592
cg11308639	0.719174221085675	BMP10	2	69098272
cg11308840	0.0943169417404811	TMEM215	9	32783516
cg11310496	0.942892793894988	PNLIPRP2	10	118380175
cg11310692	0.0174199091636785	PEX7	6	137143636
cg11311499	0.0358898656928126	MSH2	2	47630845
cg11312566	0.0492355250219218	SLC2A8	9	130159344
cg11313124	0.0332790522176767	ZMAT3	3	178789226
cg11313997	0.0160635479501107	B4GALT7	5	177027589
cg11314271	0.910829385698933	NA	NA	0
cg11314292	0.03823931659013	RNF125	18	29598433
cg11314684	0.342567051868549	AKT3	1	244006288
cg11316784	0.0136835454418037	NSD1	5	176560594
cg11318251	0.457378341738152	BAALC;C8orf56	8	104152588
cg11319389	0.251293464098962	TOX2	20	42544648
cg11320084	0.210760188652925	RNF2	1	185014181
cg11320143	0.0370444748534574	GDAP2;WDR3	1	118472483
cg11321895	0.0358766525693921	PLAG1;CHCHD7	8	57123832
cg11323198	0.192033112251893	CDH8	16	62069806
cg11323230	0.0198547227497435	AMFR	16	56459217
cg11323731	0.0552426371393915	AKR1A1	1	46016768
cg11324740	0.057222674757805	NUSAP1;OIP5	15	41624793
cg11325578	0.385499300503954	GPR143	X	9733287
cg11326613	0.114946268521807	CCDC107	9	35657478
cg11326640	0.0223580407102676	NA	NA	0
cg11328149	0.840571737361991	LY6G6C	6	31689459
cg11328541	0.517596212415075	OR7C1	19	14910889
cg11328875	0.0268339552453896	PPIL5	14	50066018
cg11329235	0.0137953487086165	SRRM1	1	24969260
cg11330108	0.107264902409483	BCL2	18	60986115
cg11331769	NA	TAZ;DNASE1L1	X	153639287
cg11332950	0.0172241490836928	AHSA2	2	61404256
cg11332994	0.577322367512057	NA	NA	0
cg11334469	0.465569996352726	NA	NA	0
cg11336428	0.0260775528656883	TEX2	17	62340505
cg11337525	0.180459777400762	APOC1	19	45418417
cg11337780	NA	ZNF439	19	11977718
cg11340260	0.663815299796388	GP1BA	17	4835476
cg11341028	0.54922831863511	KBTBD4;NDUFS3	11	47601881
cg11341528	0.0190793732723072	CASD1	7	94139401
cg11344614	NA	JAM2	21	27010160
cg11345438	NA	KIAA2013	1	11986397
cg11346450	0.831549578786858	NA	NA	0
cg11353032	0.0188683602918285	ZRSR2	X	15808390
cg11354906	0.0745749738855492	SFRP2	4	154710371
cg11356290	0.0283512630104573	AZI2	3	28390998
cg11356705	0.028263732605823	NUP54	4	77069568
cg11360149	NA	OR2V2	5	180581315
cg11360718	0.645076511278626	TM9SF4	20	30720375
cg11360768	0.0149527531361536	WHSC1L1	8	38239777
cg11366015	0.0109656824929932	C20orf27	20	3748106
cg11368509	0.0493828172098955	SUV420H2	19	55851365
cg11368578	0.315350806201192	CDK5	7	150754936
cg11368643	0.522724486076976	PCDHB15	5	140625059
cg11368791	0.0137957071502358	WDR46;PFDN6	6	33257095
cg11368946	NA	GCAT	22	38204391
cg11371160	0.343806006359774	UBL4A	X	153714615
cg11371394	0.207511970996957	TGFBRAP1	2	105946583
cg11371791	0.0137685973175888	NA	NA	0
cg11372696	0.0498923843360018	POLR2G	11	62528990
cg11372831	NA	PAICS;PPAT	4	57303157
cg11373429	0.090468616506467	ICAM5	19	10400751
cg11373746	0.0591304804216119	ALDH9A1	1	165668181
cg11375079	0.0359123992977921	GLRX5;SNHG10;SCARNA13	14	96001246
cg11375102	0.390706949814744	IFT140;TMEM204	16	1583810
cg11375475	0.0173964570432758	BBC3	19	47734362
cg11375622	0.0429642760531688	HSF1;BOP1	8	145516294
cg11376198	0.35439266680142	AKR7L	1	19600730
cg11377136	0.443012948576557	PKDREJ	22	46658960
cg11378044	0.822556855969767	NA	NA	0
cg11378052	0.695671131607765	HEATR4	14	74027058
cg11378484	0.233023793720106	THOC7	3	63848695
cg11378686	0.258503480645765	ZNF318	6	43336278
cg11378840	0.00761005389687454	HHEX	10	94449797
cg11380128	0.840097033219955	PRLH	2	238473800
cg11380624	0.0979559729151691	DNAJC14	12	56222881
cg11384427	NA	CD27;LOC678655	12	6553585
cg11385473	0.0737579638215674	IMMP1L;ELP4	11	31530943
cg11386709	NA	EPB41L2	6	131278559
cg11386746	NA	CDH15	16	89237370
