Hybridization REF	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05	TCGA-E2-A14O-01A-31D-A112-05
cg10213812	0.928344541693623	FOXN1	17	26850322
cg10213821	0.0774608232310927	BUD31;PDAP1	7	99005134
cg10214058	0.0268585381501185	CNOT8	5	154238169
cg10215079	NA	TAC3	12	57410788
cg10215570	0.0671161290993333	DPY30	2	32265051
cg10215884	0.0194567206899352	TMEM161B	5	87564247
cg10216105	0.0270922860941795	TTL	2	113239349
cg10217445	0.271769256350297	OLIG2	21	34397784
cg10217449	0.267772562818704	GNPDA2	4	44727930
cg10218426	0.014096468338563	CKAP2	13	53029438
cg10218646	0.508246229559082	NA	NA	0
cg10218959	0.0317521857386015	LOC389791;PTGES2	9	130890202
cg10219037	0.0147451420338507	C11orf1;FDXACB1	11	111750118
cg10220156	0.0102414871163232	KIF13B	8	29120487
cg10221501	0.969009244448538	CMTM1	16	66600394
cg10221736	0.943397686104437	TICAM1	19	4818359
cg10222534	0.929136407258444	KCNJ14	19	48958894
cg10222574	0.0207433126155346	CASC2;RAB11FIP2	10	119805826
cg10224037	0.00770684439699324	ZNF354A	5	178157518
cg10225525	0.845370436718651	FUT8	14	65876865
cg10226546	0.0542409055817689	NFATC2	20	50158996
cg10226744	0.013071476561456	ATXN10	22	46068542
cg10227191	NA	KRT18	12	53342746
cg10227731	0.0244547219499553	ZNF16	8	146175923
cg10234776	0.0665943322471495	NRBF2	10	64892880
cg10234985	0.802319101181742	IZUMO1	19	49249932
cg10235741	0.559520742223097	DNASE1L3	3	58200326
cg10235817	0.701120167452984	ADRA2C	4	3768555
cg10236239	0.277862659144463	SULT1C4	2	108994514
cg10237469	0.210207984337322	NA	NA	0
cg10237911	0.196450305454547	UTP15;ANKRA2	5	72861638
cg10238171	0.279096741469067	NA	NA	0
cg10238818	0.423632395391257	NA	NA	0
cg10239941	0.0104801794794898	MPV17	2	27545751
cg10240083	NA	SNX29	16	12608382
cg10240853	0.0755113843819842	MOSPD3	7	100210548
cg10241097	NA	UBL4B	1	110654660
cg10242476	0.429306718468582	LRRC2;TDGF1	3	46619364
cg10244047	0.077033812650154	BAI3	6	69346114
cg10245048	0.0143405703334639	TNFRSF10A	8	23082569
cg10246296	0.0343751784954887	CLCN4	X	10124977
cg10246520	NA	OLFM4	13	53601944
cg10247252	0.389676354410065	GALR2	17	74071168
cg10247268	0.0102699259721222	PFKP	10	3109799
cg10248727	0.823817608857044	NA	NA	0
cg10248733	0.0334439227905571	C19orf44;CALR3	19	16607483
cg10249734	0.847463168820541	SECTM1	17	80292079
cg10250107	0.0174690489461997	AFAP1	4	7940843
cg10252059	0.104804753824498	CYP20A1	2	204103465
cg10253484	0.015659885503693	SCAMP2	15	75165896
cg10256052	0.00875816379357951	CPSF4;PTCD1	7	99036534
cg10257049	0.474801046865967	C5orf4	5	154230308
cg10261191	0.468269040019558	FEZ1	11	125364744
cg10261589	0.0606454201040013	NHEDC2	4	103997969
cg10262425	0.0588109615242304	PGLS	19	17622362
cg10264187	0.00878091347096992	SLC39A13	11	47429713
cg10265786	NA	DOM3Z;STK19	6	31940028
cg10266068	0.0493690427425581	PGPEP1	19	18451573
cg10266188	0.158726860282634	TXLNA	1	32645867
cg10266490	0.594235247967605	ACOT11	1	55013709
cg10269439	0.553545675122488	IL1F7	2	113670582
cg10271717	NA	PRPF6	20	62612854
cg10272885	0.0106775084538658	SNAPIN	1	153631237
cg10273210	0.0142020061791198	TRIM59	3	160167665
cg10274502	0.0309607027976793	SPEN;FLJ37453	1	16173759
cg10274830	0.0393092468612642	C6orf211;RMND1	6	151774009
cg10274908	0.00869147943848081	NA	NA	0
cg10275770	0.153326685251402	ICAM2	17	62084205
cg10276549	0.503686566295821	GABRE	X	151143686
cg10276576	NA	C11orf24	11	68039926
cg10277146	0.0425944241202698	SPAST	2	32288253
cg10277195	NA	MDC1	6	30684931
cg10277781	0.0214216184528264	CNIH	14	54908028
cg10279685	0.0230363112274012	NPHP1	2	110962429
cg10280342	0.236330952939225	PSPN	19	6376576
cg10281002	0.114976796394404	TBX5	12	114846399
cg10281478	0.473642298829046	DYNC1I1	7	95402528
cg10281770	0.442473075899268	WDR45L	17	80606947
cg10282491	0.551840955071256	CLDN9	16	3062368
cg10283277	0.0898840888793549	SIK2	11	111472630
cg10287137	0.762244015205948	P2RY2	11	72929054
cg10289190	0.0579356290753359	GRHPR	9	37422575
cg10289912	0.0302785020942554	ZNRF2	7	30324033
cg10290730	0.311606302939038	ATP2B3	X	152801187
cg10293925	0.528412969815315	AMPH	7	38670985
cg10294200	0.0500840662557191	NAA25	12	112546905
cg10294797	0.00941994197215043	MAP3K9	14	71275631
cg10294836	0.0524808062963511	DYRK1B	19	40324746
cg10296238	NA	C21orf56	21	47605174
cg10298205	0.98353524537684	EEF1D;NAPRT1	8	144661917
cg10298815	0.560419081668947	GPR88	1	101004474
cg10299667	0.00918314043374405	SLC25A10	17	79679470
cg10300154	NA	MTRR;FASTKD3	5	7870577
cg10300684	0.533792882724478	FOXG1	14	29236323
cg10301967	0.0308036180162194	VPS52;RPS18	6	33240022
cg10301990	0.142629402260268	UBXN8	8	30601223
cg10302026	0.0166363714495347	FKRP;STRN4	19	47249514
cg10303487	0.345719997303424	DPYS	8	105479058
cg10303842	0.070653221515138	CDH12	5	22853730
cg10305797	0.637855730214615	KRTDAP	19	35981677
cg10307548	0.820953465959849	SOD3	4	24795830
cg10309835	0.0300512925700629	KDELR1	19	48894715
cg10313093	0.0144253118303507	TMEM165	4	56261753
cg10313633	NA	TP53I11	11	44972890
cg10313673	0.0389557525041012	CILP2	19	19649144
cg10313675	0.158870180522233	C1orf74	1	209957739
cg10314752	0.114773200559724	PPP4R4	14	94640828
cg10315128	0.00979268826527703	SMAD4	18	48556631
cg10315334	0.827976096791675	CCL5	17	34207332
cg10316381	0.014793349121857	SNX10	7	26331464
cg10316635	0.0192312485815632	INADL	1	62208645
cg10316764	0.681591279815093	TAOK2	16	29984665
cg10318258	0.715231011959694	RIPK3	14	24809759
cg10318351	0.512793319828232	GNL3L	X	54556330
cg10318443	0.0151182646238374	GLOD4;RNMTL1	17	685449
cg10319505	0.0181291028277606	RASEF	9	85678251
cg10321196	0.19235146998558	LOC100303728;SLC25A5	X	118601891
cg10321208	0.0674207875437757	CPT2	1	53662243
cg10321723	0.70993829847843	PDZK1	1	145727762
cg10322308	0.0125825760940738	PARS2	1	55229957
cg10322876	0.88147813682235	CYP2B6	19	41496749
cg10324224	NA	TTC13;ARV1	1	231115997
cg10326447	0.0114293735864857	NRGN	11	124609941
cg10328462	0.0109305138829091	GRPEL2	5	148724862
cg10328573	0.427513525731572	KRT9	17	39728221
cg10329418	0.0975666669583394	PON3	7	95026181
cg10331038	NA	TNR	1	175376028
cg10331048	0.0443983382983638	MRPL11	11	66205894
cg10331779	0.0752243167637412	CTNND2	5	11904811
cg10332700	0.251531437613612	ZNF415	19	53636077
cg10333959	0.97497101595061	MGMT	10	131354940
cg10334385	0.0421510637910518	C2orf50	2	11272868
cg10334928	0.225470554902763	STON2	14	81865007
cg10335112	0.131213320883582	ODF3	11	195572
cg10335931	0.915056102826697	MYBPC3	11	47374575
cg10337772	0.0147224464679622	KIF15;KIAA1143	3	44803071
cg10337819	NA	LTB4R2;CIDEB	14	24778279
cg10338338	0.0489190953444181	SLC2A3	12	8088931
cg10339201	0.570103907176215	F9	X	138612930
cg10342590	0.738025727768689	FAU;MRPL49	11	64888229
cg10343901	0.0108352433020176	RAB6A	11	73472211
cg10345936	0.583297248639242	SLC36A2	5	150727812
cg10346242	0.0228666147346427	ARF3	12	49351625
cg10347418	0.252053134817889	ZNF436	1	23693926
cg10347998	0.0203002811377423	GSK3B	3	119812602
cg10348643	0.0172973127652377	C1orf198	1	231004374
cg10348863	0.0156938126777258	ING2	4	184425226
cg10349665	0.601142849152121	NSDHL;CETN2	X	151998187
cg10353436	0.0161015449082807	EIF4A1	17	7476140
cg10353870	0.00926111898971902	BIN1	2	127864778
cg10356060	0.0129743580378004	DNAJC18	5	138775106
cg10356463	0.921597618826378	ITIH1	3	52811376
cg10358212	NA	ATMIN	16	81069005
cg10361696	0.020863673916885	FAM109A	12	111806472
cg10362426	0.0244948034198747	TMEM59;C1orf83	1	54518856
cg10362475	0.945406595549858	SHANK2	11	70507825
cg10362591	0.75459457340392	SLC6A2	16	55689865
cg10364182	0.0375247893135201	RAG2;C11orf74	11	36615998
cg10364513	0.0676798849716344	RXRG	1	165414379
cg10365880	0.59233730371027	PKD2L1	10	102089681
cg10367730	0.0260480055163341	PRDX3	10	120938495
cg10368842	0.0754049397833878	NA	NA	0
cg10368981	0.00785846033586122	DPYSL2	8	26435313
cg10370591	0.113037261183801	TPO	2	1417431
cg10371914	0.180104358807693	NA	NA	0
cg10373645	0.0305752142658246	DUSP11	2	74007265
cg10375110	0.647265737620182	CHRNA9	4	40337443
cg10375802	0.0196275390810726	C1orf57	1	233086192
cg10376763	0.956327037636523	TNP1	2	217724363
cg10377211	0.0279832761244252	TM9SF3	10	98345995
cg10377274	0.277095996422186	PATE1	11	125616888
cg10377451	0.0075088395956749	RAB33B	4	140375014
cg10377764	0.0399328114820054	RAD52	12	1059224
cg10379112	NA	TMEM159;DNAH3	16	21169738
cg10379687	0.109989181890632	SPINLW1	20	44175957
cg10383428	0.893556542501724	NCAPD2	12	6604190
cg10383839	0.0174010140554186	LAPTM4A	2	20251043
cg10384134	0.0350921094871865	RPS9	19	54704842
cg10387416	0.0168429308146226	TATDN2	3	10290486
cg10387901	0.0741383625449892	MRPS25	3	15106641
cg10390922	0.026721437594882	BCAS3	17	58755255
cg10391629	0.0823739023454561	AKAP11	13	42846072
cg10392768	0.102809975963147	ALOXE3	17	8021828
cg10394139	0.0207183848421654	NA	NA	0
cg10394385	0.0795317179977441	PGAP3;ERBB2	17	37844289
cg10396357	0.0123533501778544	TFAP4	16	4323326
cg10396470	0.022359883886127	NUP107	12	69080893
cg10398682	0.599840127113302	BNC1	15	83952019
cg10398950	0.0240991682713958	CDK12	17	37618454
cg10399228	0.174311038026398	NA	NA	0
cg10399369	0.00544863615533061	CABC1	1	227128009
cg10401088	0.211869827105953	LUM	12	91505197
cg10401803	0.391302077863013	BCYRN1;TAF1	X	70586179
cg10402626	0.0178982266568463	RPS5	19	58898400
cg10403260	0.00909052756760621	NA	NA	0
cg10404950	0.0298931776612167	ALKBH8	11	107436442
cg10408410	NA	RLBP1	15	89765425
cg10409560	0.716958017693487	C4orf26	4	76481299
cg10409680	0.0238256503197905	HLA-C	6	31239320
cg10409799	0.0165849939890399	ADAR	1	154600487
cg10412312	0.556232683564158	IFLTD1	12	25705861
cg10413342	0.159782004700606	MRPL21;IGHMBP2	11	68671697
cg10414058	0.645212385561558	RELL2;HDAC3	5	141017903
cg10414946	0.156916333694531	MS4A2	11	59856358
cg10415235	0.166418387219179	COX8A	11	63741849
cg10417559	0.704579445392099	PRICKLE3	X	49043355
cg10421192	0.935845838524438	CTAGE1	18	19998010
cg10421561	0.0147920626145999	NA	NA	0
cg10423227	0.0187190125437265	AFTPH	2	64752200
cg10423830	0.0280896248444013	LOC646851;CBY1	22	39052594
cg10423860	0.0716248370548632	NA	NA	0
cg10426652	0.0340386029161896	WDR75	2	190305703
cg10429262	0.0522759372494249	GPR157	1	9189507
cg10430690	0.438341908609772	KALRN	3	123813596
cg10431340	0.819050223918729	MPZ	1	161279108
cg10432177	0.0223545702535467	BIK	22	43506591
cg10432620	0.0101123159279418	FA2H	16	74808963
cg10432859	0.200330399617519	UGT1A10;UGT1A7;UGT1A9;UGT1A8	2	234590590
cg10435003	0.015834077584677	MSH5	6	31707602
cg10441365	0.0186338171666929	SAR1B	5	133968626
cg10442358	0.041775883088349	AGFG2	7	100137102
cg10444350	0.0618076003589972	SFRS1	17	56084814
cg10446968	0.0153146138859511	SLC25A12	2	172750661
cg10447080	0.646938453714764	FILIP1	6	76203225
cg10448528	0.013415336062581	ZNF202	11	123612020
cg10449070	0.011391095767481	ALDH2	12	112204506
cg10450322	0.0179554834702437	CDKN2C	1	51434373
cg10451401	0.0128561754616299	RAC1	7	6414196
cg10451565	0.0965946726493229	GPR77	19	47840131
cg10452522	0.0343262790818179	LSM14A	19	34663544
cg10453040	NA	TMEM68;TGS1	8	56685352
cg10453365	0.0381674184412314	RHCG	15	90039909
cg10453758	NA	UBA5;ACAD11	3	132380190
cg10454268	0.0307317634273278	STX3	11	59522542
cg10455133	0.244605139502269	ARAF	X	47420508
cg10455676	0.0214665951128151	MTIF2	2	55496384
cg10457247	0.542525556305103	PRDM14	8	70983079
cg10457895	0.0222352961022769	RSRC1	3	157828290
cg10458581	0.0771327063709105	UQCRQ	5	132202244
cg10458876	0.0847015224719094	PSKH1	16	67927632
cg10459515	0.0123314864947227	BCLAF1	6	136611098
cg10464585	0.109645187137109	CNOT2	12	70636491
cg10464775	NA	LAMP1	13	113950453
cg10465696	NA	ROBO4	11	124767948
cg10466917	0.136156524211615	NA	NA	0
cg10467022	0.311346805524092	CALCA	11	14994983
cg10467098	0.23376444623186	C11orf68;DRAP1	11	65687892
cg10467681	0.023835985065376	ANAPC2;SSNA1	9	140083784
cg10468369	0.0128749691118885	DDX19B	16	70333434
cg10468702	0.869641866826537	PTGER1	19	14585209
cg10473004	0.0217007036796237	CPNE3	8	87526705
cg10474368	0.00828271349142819	XRRA1;SPCS2	11	74660190
cg10475433	0.0197040122320965	FTSJD1	16	71323603
cg10477754	0.0327989044725239	PPRC1	10	103892376
cg10478221	0.782267886161825	WFIKKN1	16	679917
cg10479325	0.0356652796210243	MFSD8;C4orf29	4	128886426
cg10479672	0.66508592452045	IL1F8	2	113810641
cg10480741	0.0102502107831223	PPP5C	19	46850482
cg10481417	0.0104658692540041	CYP1A1	15	75018528
cg10481740	0.0202490280478511	LETM1	4	1857103
cg10482024	0.0628877539117677	AK3L1	1	65613042
cg10482750	0.0105850545599509	NRD1	1	52344120
cg10484450	0.0125361878387959	TMEM229B	14	67982152
cg10484485	0.00811754129644295	KIAA0922	4	154387599
cg10484958	0.153441781023138	PCDH8	13	53424127
cg10485472	0.018757992565934	TMEM68;TGS1	8	56686346
cg10485724	0.0163683511782631	NA	NA	0
cg10486998	0.548985420386114	GALR1	18	74961787
cg10487127	0.0102963885175493	ATXN1	6	16761668
cg10488141	0.00616633955267544	SUFU	10	104264014
cg10488185	0.0386692302812055	MLL5;LOC100216545	7	104654258
cg10488476	0.0323554736835682	ITGA3	17	48133676
cg10488637	0.0129519675725609	ZNF180	19	45004845
cg10490064	0.537193942466539	CRYBB2	22	25617422
cg10490196	0.0121294445765416	TPCN2	11	68816451
cg10491648	0.016756638994167	WDR54	2	74648490
cg10493166	0.0531569638161097	PTGS1	9	125133121
cg10493739	0.0655401853738047	TMEM38B	9	108456981
cg10494770	0.556188594507177	IGLL1	22	23922454
cg10494773	0.03599711933158	SRP54	14	35452441
cg10497569	0.00803167108592091	RAB23	6	57087038
cg10498097	0.299690398783729	C2orf62	2	219221131
cg10498963	0.0244629772421982	GALK1	17	73761106
cg10500167	0.518448270057737	ATP2B2	3	10492478
cg10500283	0.373515364257671	UTS2	1	7913081
cg10500716	NA	WDR77;ATP5F1	1	111993148
cg10500909	NA	CYP11B2	8	144000015
cg10501065	0.0379163640016973	IGF2AS;INS-IGF2;IGF2	11	2164976
cg10501128	0.0120618041124276	FLT1	13	29069100
cg10501629	0.9378787585295	ATP2B1	12	90049560
cg10503138	0.140112803569998	CNTN4	3	2142391
cg10503232	0.850988010643437	KCNQ1DN	11	2891495
cg10503234	NA	FSTL3	19	676739
cg10506212	0.0153709782979169	GGCX	2	85788810
cg10506318	NA	ERCC8;NDUFAF2	5	60239580
cg10507231	0.97600926648214	PIK3C2B	1	204459638
cg10507961	0.0122760393882213	CCDC83	11	85565852
cg10515956	0.0355717972340933	MCOLN3	1	85514610
cg10516359	0.982539629024631	SLC35C1	11	45827763
cg10516886	0.275050517200037	CD53	1	111415232
cg10517312	NA	TRIM69	15	45027253
cg10519140	0.0326506820304232	SLC29A1	6	44187076
cg10520594	0.0128925043714155	NT5C	17	73127197
cg10520887	0.127431343990311	UNC5C	4	96470094
cg10521267	0.0541808907871321	ZNF684	1	40997127
cg10521852	0.0649938199737386	LPAR2	19	19739820
cg10523019	0.445381192644205	RHBDD1	2	227700458
cg10523494	NA	CD300LB	17	72528386
cg10523671	0.360214596106233	SLC15A2	3	121612956
cg10523820	0.41402424084081	ACTN3;ZDHHC24	11	66314211
cg10524192	0.00867317556887678	SIGMAR1	9	34637478
cg10524983	0.0614293356571226	GYG1	3	148708929
cg10525372	0.488125565149559	WISP3	6	112375333
cg10525488	0.182615101082639	C4orf32	4	113066439
cg10526232	0.021633214312698	NA	NA	0
cg10526888	0.17058605420567	MAGT1	X	77151237
cg10527457	0.0301584628929157		3	172468452
cg10528989	0.505766833161373	BDKRB1	14	96722306
cg10530281	0.0251069975725544	TBX3	12	115122054
cg10530713	0.58429211991541	NA	NA	0
cg10530733	0.0610109558972868	GPR173	X	53078631
cg10531372	0.785370753597952	FAM71A	1	212798363
cg10533434	0.154795669871375	NA	NA	0
cg10533739	0.0685101551573621	RAP2B	3	152880684
cg10534672	0.428707593139674	C1QTNF2	5	159797275
cg10536534	0.108152402707458	MCTS1	X	119737767
cg10536625	0.815139675732005	NA	NA	0
cg10536916	0.813040002090525	HIST1H4L	6	27841865
cg10537079	0.279222585903722	OTC	X	38211655
cg10537269	0.0894421865973346	KIAA0586;TIMM9	14	58894458
cg10539418	0.0389877741739848	CCND1	11	69455712
cg10539507	0.730594297372566	NKX6-1	4	85420782
cg10539712	0.337987937879654	NA	NA	0
cg10539808	0.652215633090742	KCTD1	18	24220737
cg10541755	0.581390357071445	EIF5A2	3	170625872
cg10541994	0.00779049333641587	TMEM30A	6	75994262
cg10544564	0.020141505554408	CADM3	1	159141860
cg10545682	0.0851551855259698	TUFT1	1	151512625
cg10546523	0.0092769313569358	SEMA3B	3	50310484
cg10548277	0.0309200527789733	MED8;C1orf84	1	43855471
cg10548978	0.868653315600358	C10orf27	10	72545053
cg10549188	0.0538823816814956	ANP32E	1	150208539
cg10549973	0.0166089582515986	TOMM20L	14	58863097
cg10551759	0.0108864120986841	FAM3C	7	121036528
cg10552385	0.0102733211806473	RB1	13	48878037
cg10553028	0.0290702131757893	CMTM8	3	32280480
cg10556064	0.256720541272986	SMPD3	16	68481489
cg10557828	0.616666126600452	PLOD2	3	145879642
cg10559803	0.282540866904703	RALGPS2	1	178693897
cg10560038	0.962963563587074	CMTM5;IL25	14	23844876
cg10560144	0.172257879721461	PGK1	X	77359355
cg10561472	0.0222646523024996	ZBTB7A	19	4066818
cg10562586	0.373013615782397	MAP2	2	210444154
cg10563284	0.029545763928831	PAK6	15	40531152
cg10564498	0.141687359363781	AXL	19	41724653
cg10566677	0.0325362046419925	NA	NA	0
cg10568796	NA	PI4KA	22	21193857
cg10568944	0.0419098367425831	CENPQ;MUT	6	49430788
cg10569414	0.789171523094566	C21orf121	21	43442254
cg10569616	0.900969977428629	POT1	7	124536676
cg10570177	0.0412097101455535	C9orf7	9	136324586
cg10573763	0.0105340805229277	COPE;DDX49	19	19030094
cg10574499	0.4272219810142	NRN1L	16	67918754
cg10575414	0.0235637799142603	RTDR1	22	23484308
cg10575735	0.278604780255911	NA	NA	0
cg10575841	0.0111263734702786	TMED7;TMED7-TICAM2	5	114961393
cg10576828	0.265495704738665	LRRC7	1	70225863
cg10578779	0.0194581353542866	SNORD74;ZBTB37;GAS5	1	173837995
cg10579246	0.890968319468839	DPH3;OXNAD1	3	16305290
cg10581256	0.0094768856545174	ZNF33B	10	43133692
cg10583097	0.00983327745401766	RBM15B	3	51429234
cg10583382	0.0222954912874045	ELP4;IMMP1L	11	31531364
cg10583632	0.0408834382171118	ZNF624	17	16557199
cg10584819	NA	HPRT1	X	133593670
cg10585462	0.259612677401134	C4orf7	4	71091866
cg10585962	NA	MOGAT2	11	75428198
cg10586599	0.0248859439232952	ORC1L;PRPF38A	1	52870280
cg10586756	0.891431240462919	NUP93	16	56782283
cg10588377	0.162854673411391	HTRA1	10	124221799
cg10590292	0.841877288261892	BIN2	12	51717674
cg10591174	0.229333344873538	MYL2	12	111358446
cg10591659	0.549237557917021	NYX	X	41306768
cg10593493	0.0169239905372001	HOXC4;HOXC5;HOXC6	12	54411753
cg10594105	0.0336633659102904	ZNF428	19	44123224
cg10599444	0.0492762867927624	MMP14	14	23305941
cg10601002	0.0147951045835526	DDX51;NOC4L	12	132629051
cg10601168	0.0150262351065448	CNKSR3	6	154831192
cg10601939	0.0217921171540888	ARL5B	10	18948058
cg10602543	0.240434755019247	H19	11	2016747
cg10604168	0.178631276405628	RASL12	15	65360370
cg10604333	0.414910462681232	ZNF222	19	44529262
cg10604646	0.416526299655035	RGS5	1	163172649
cg10604703	0.0358350409049258	WDR5	9	137001737
cg10605520	0.612873108359637	HRH3	20	60796141
cg10608333	0.0530039387358359	HIST1H4K	6	27799360
cg10608341	0.833070735851205	HESX1	3	57234000
cg10609615	NA	TRAP1	16	3766942
cg10612997	0.401728832034471	GREB1	2	11673928
cg10613381	0.846780197232918	C22orf45;UPB1	22	24890330
cg10613440	0.00841263563686511	SUCLA2	13	48575400
cg10615091	0.0195462600382038	FAM13C	10	61122313
cg10617171	0.0178620450179383	SCN1B	19	35521856
cg10618882	0.830092109916187	LRRC25	19	18509358
cg10620457	NA	C8B	1	57432110
cg10624445	NA	CNGB1	16	58006124
cg10624583	0.0101170405722186	TENC1	12	53440492
cg10624768	0.210817370941081	DNAJA1	9	33024747
cg10627136	0.108912986455486	HINT1	5	130500762
cg10628098	0.0143329721137285	SCYL1	11	65292300
cg10631471	0.256360696594791	LONP2	16	48279243
cg10633491	0.0206398804801713	ZBTB7A	19	4066815
cg10634115	NA	UTS2R	17	80330743
cg10634217	0.0648750368456969	TCP1;MRPL18	6	160211790
cg10634358	0.473892555009569	NSDHL;CETN2	X	151998182
cg10634424	0.215854892285297	NA	NA	0
cg10634551	0.0559580889774423	KCNMB2	3	178254242
cg10635061	0.234659305045757	FHL2	2	106055006
cg10636246	NA	AIM2	1	159046973
cg10637955	NA	BZW1	2	201675829
cg10639440	0.0338243084443236	SCRN1	7	30029231
cg10640379	0.0214206454294738	LARP1B	4	128981918
cg10642330	0.941874578300706	BLCAP;NNAT	20	36150061
cg10643489	NA	RQCD1	2	219434658
cg10644361	0.0205999598013342	MIPOL1	14	37667230
cg10644878	0.192104618951083	LYPLA1	8	55014388
cg10645113	0.960870836195701	SEMA4D	9	91979776
cg10645943	0.0346371046004532	LRRC45;STRA13	17	79980825
cg10646402	0.723152331840426	PTPRO	12	15475490
cg10647513	0.563526428567609	HBA1	16	227203
cg10648113	0.646198093524416	NA	NA	0
cg10648908	0.14613804577591	ARFGAP3	22	43253189
cg10652277	0.0225190220720382	SLC30A9	4	41992362
cg10654016	0.0365667899410007	LLPH	12	66524411
cg10660136	0.00900938338156038	C2orf52	2	232379107
cg10660256	0.789041251432005	BHMT	5	78407683
cg10661591	0.0381140570714425	TFG	3	100428033
cg10662787	0.0313879691952432	LGTN	1	206785415
cg10663017	NA	DUSP23	1	159750305
cg10663973	0.0400518003587732	MRFAP1	4	6642559
cg10664272	NA	CAPG	2	85638053
cg10665018	0.0847874072735141	ZNF688	16	30582881
cg10667970	0.0358926343833679	FBXO6	1	11724057
cg10669058	0.381900755905417	CILP2	19	19648555
cg10670077	0.345373646730106	INSR	19	7293341
cg10671066	0.0537236245077586	SLAMF6	1	160492861
cg10671802	0.0101885280167958	DHRS13	17	27230278
cg10673431	NA	S100A11	1	152010110
cg10673984	0.0261731051068832	PPM1D	17	58677844
cg10674793	NA	DVL3	3	183872704
cg10676060	0.0896880781890775	DDX31;GTF3C4	9	135546789
cg10677144	0.832884436671054	MYOM1	18	3220106
cg10677787	0.0204072733806692	DHRS4L2	14	24457893
cg10681065	0.84438351581733	TFR2	7	100239172
cg10681137	0.981332371355381	CTU1	19	51607839
cg10681725	0.0171463857320424	RPS23	5	81574453
cg10682057	0.0102691027262516	NAAA	4	76862278
cg10683939	0.417695006056902		16	73178242
cg10685945	0.0387846044607002	AGPAT9	4	84457822
cg10686044	0.0119503606166628	SEL1L	14	82000026
cg10688941	0.0268037497115042	SNRNP200	2	96971181
cg10688991	0.00807656651989619	DLX3	17	48072565
cg10689889	0.015390811757145	MAF	16	79634732
cg10691006	0.050906644896208	MCM2	3	127316993
cg10691259	0.0208993706938858	TRNAU1AP	1	28879858
cg10691387	0.072707255718477	IQCF2	3	51895618
cg10692870	0.505117201236238	FN1	2	216300268
cg10693071	0.902268303497078	TRIM36	5	114516422
cg10694152	0.595689911450141	SLC15A1	13	99404506
cg10694914	0.789491745514073	POU2AF1	11	111250431
cg10694959	0.0170768496675866	KPNA6	1	32573640
cg10698222	0.0201498848548977	C7orf43	7	99756139
cg10698549	0.0176210840463684	SRRM1	1	24969970
cg10703331	0.0841262294750908	TRIM24	7	138144619
cg10704545	0.911235092911631	GLRX2	1	193075590
cg10704923	0.983909876294058	HIST1H1T	6	26108404
cg10705251	0.820505787719275	ZNF683	1	26699605
cg10705800	0.102456340075316	CITED4	1	41328420
cg10705951	0.011182461124384	TAOK2	16	29985294
cg10707300	0.0241278420988143	ZNF653	19	11616032
cg10707565	0.165036936140779	CUBN	10	17171695
cg10708675	0.0326674322025827	NQO1	16	69760758
cg10708793	0.00976211285044164	DHX58	17	40264626
cg10708828	0.0183549532544536	NFIL3	9	94185698
cg10708905	0.648270725839772	LRIG3	12	59313883
cg10709021	0.786096749200704	PURG;WRN	8	30890108
cg10710439	0.622705326041135	ZNF781	19	38183976
cg10712623	0.134111656790521	RARB	3	25469577
cg10713320	0.0281301570471634	CLDND1	3	98241469
cg10714284	0.024101346483443	HLA-DMB	6	32908901
cg10715231	0.54997681655158	NA	NA	0
cg10716163	0.0234976670235995	MUM1	19	1355910
cg10716607	0.0542339339542572	TOPORS	9	32552648
cg10719920	NA		21	46724843
cg10720654	0.495819573521031	PTENP1	9	33676517
cg10722799	0.834209013467149	CLIC6	21	36041699
cg10723020	0.0979759460499742	CREB1	2	208393829
cg10725344	0.0788182316330417	FAM180A	7	135433639
cg10726357	0.864516881527131	SLC46A2	9	115653543
cg10728503	0.930260457896786	MKS1	17	56294088
cg10729531	0.0174828332788846	TCFL5	20	61492669
cg10730174	0.19020682297356	PRRX1	1	170633559
cg10730712	0.740902700500431	COL23A1	5	178017827
cg10731022	0.00967014334476149	EIF4EBP3;ANKHD1-EIF4EBP3	5	139927252
cg10731149	0.497383539210185	NA	NA	0
cg10732834	0.8737071155826	KIAA1632	18	43498793
cg10734665	0.483972698633939	ATP10A	15	26107410
cg10735116	0.00829621230709839	GPR89B	1	147400532
cg10735607	NA	TMEM109	11	60680515
cg10737521	0.0182003176430557	TBC1D9B	5	179335243
cg10737625	0.052205252097032	RCHY1;THAP6	4	76439436
cg10740670	0.162923293175163	FNTB	14	65453617
cg10740965	0.00732688179829082	CTNNBIP1	1	9969647
cg10741369	NA	TRIM7	5	180633326
cg10741760	0.7692010132806	HTR6	1	19992024
cg10742225	NA	KRT13	17	39662980
cg10742801	0.830929750671735	PRAP1	10	135161047
cg10743104	0.324342027283473	PDPN	1	13910206
cg10746737	0.145370323661049	NA	NA	0
cg10748867	0.360613038722862	MRTO4;KIAA0090	1	19577036
cg10749011	0.00914340727728811	ITGA6	2	173292579
cg10749413	0.020025201538582	ABCA7	19	1041020
cg10751811	NA	CYP4Z1	1	47533976
cg10752753	0.0781633520600723	SLC45A2	5	33984930
cg10753073	0.684827238115698	UBE2U	1	64669599
