Hybridization REF	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05	TCGA-A8-A092-01A-11D-A00Y-05
cg11868900	0.0708689457830363	EFCAB1	8	49648035
cg11869721	0.0177337627713908	METTL9	16	21611122
cg11871280	0.947292337016581	SLC16A7	12	60082038
cg11871549	0.408426635440625	ZCCHC12	X	117957616
cg11873854	0.36620152956173	LCN6	9	139642875
cg11874272	0.543163439889795	CD86	3	121773564
cg11876012	0.960562507571224	POLR3K	16	101686
cg11876919	0.0214300203785731	HMG20A	15	77713622
cg11877382	0.435689758816943	GLT1D1	12	129338939
cg11879188	NA	ABO	9	136149908
cg11879480	0.0850063278511556	SLC36A4	11	92930739
cg11879514	0.0351809525550562	ARSG;SLC16A6	17	66287032
cg11879577	0.0409014665466811	ARL6IP1	16	18813519
cg11880010	0.822086567355559	PRUNE2	9	79328644
cg11880211	0.825153929411261	NA	NA	0
cg11880892	0.02294171131126	PPA1	10	71992660
cg11882252	0.0317304861306079	CMBL	5	10307634
cg11884243	0.770353630661845	FCN2	9	137772886
cg11884546	0.0863512648037181	ITGAX	16	31366377
cg11884656	0.0610261389151037	NAA50	3	113464379
cg11884699	0.818134040746366	NA	NA	0
cg11884792	0.0312608265015784	OBFC2A	2	192542902
cg11885098	0.507574949785718	EFNA2	19	1285397
cg11887234	0.0586772420006685	SMUG1	12	54582673
cg11890956	0.0186183995088542	PSMG1	21	40555474
cg11891504	0.0221656108184783	HAUS4	14	23425909
cg11891583	0.519971642188803	NA	NA	0
cg11893236	0.0289025449664775	PRMT7;SLC7A6OS	16	68345102
cg11893323	NA	URM1	9	131133119
cg11896271	0.262516395713905	PANX2	22	50609327
cg11896345	0.0172432818837125	SLC43A2	17	1532217
cg11896923	0.303463371566918	PNMT	17	37825027
cg11897314	0.0266902014685976	PRR16	5	119799832
cg11898695	NA	PTCRA	6	42883504
cg11899895	0.0265266286682936	TAX1BP1	7	27779895
cg11901954	0.0240967001482418	INTS7;DTL	1	212209499
cg11902458	0.37447440813268	KCNN3	1	154842746
cg11903057	0.0879058746095198	RHOH	4	40198776
cg11903096	0.0550816230732293	PPP2R5C	14	102276267
cg11903151	0.0638933382896398	NA	NA	0
cg11903880	0.403810936931861	GSTM4	1	110197856
cg11904887	0.0412240969655852	MUL1	1	20834802
cg11905488	0.674507419716658	CLEC12A	12	10123604
cg11905589	0.0425014842589642	PAIP2	5	138677334
cg11905617	0.0172094299641434	KLHL20	1	173684474
cg11906718	0.271604278883465	RNF19A	8	101322791
cg11908570	0.0556610353795676	KIAA0040	1	175162044
cg11909310	0.0437093812572021	GTPBP10	7	89975786
cg11909865	0.0264132664444229	C11orf57;PIH1D2	11	111944731
cg11911418	0.95121909084112	ELAC1	18	48493759
cg11911951	0.358799905488378	UNKL	16	1430216
cg11912049	0.0138653958308522		12	50361401
cg11913104	0.014443530872375	RAD23A	19	13056743
cg11913615	0.0771755153962028	KCNG4	16	84273157
cg11916186	0.0221805123622269	THRAP3	1	36689760
cg11916609	0.520672373931751	IL1RL1	2	102927488
cg11917694	0.0212905327247418	STAMBPL1	10	90639684
cg11919271	NA	MED12L;P2RY12	3	151102879
cg11919694	0.0447520688819017	TBC1D10B	16	30380600
cg11920519	0.272455380696712	MAP1LC3A	20	33135025
cg11921829	0.218938485079652	NA	NA	0
cg11928198	NA	SCNM1;LYSMD1	1	151137319
cg11928366	0.0157744998086549	NDUFB7	19	14682779
cg11928635	0.0159798737207307	ZNF318	6	43337708
cg11930592	0.0110227683749251	MSX1	4	4861820
cg11932564	0.0184039937029641	TNFRSF13C	22	42322146
cg11933267	0.762280535444082	PLA2G2F	1	20466132
cg11933375	0.0265371405871664	SLC38A7	16	58718466
cg11934695	0.0218091873580893	ADRA1D	20	4230092
cg11935147	0.53477425367747	PDE4DIP	1	145075831
cg11935638	0.0723922850543704	EHHADH	3	184972145
cg11939047	0.0139750738378835	NA	NA	0
cg11939071	0.0198900787875211	DTX1	12	113494429
cg11939496	0.132772569846512	CD244	1	160833560
cg11943820	0.949850370799072	ITPRIP	10	106094061
cg11944101	0.702002706887125	CD40LG	X	135730413
cg11944393	0.0182807015959364	SMC3	10	112327600
cg11946165	0.904454725524962	CTSK	1	150781434
cg11946503	0.6556282052714	NEUROG1	5	134870514
cg11946769	0.00921765390657776	NME6	3	48343235
cg11947493	0.666079650547095	TNFRSF10D	8	23021515
cg11948328	0.0397960096477424	HSD17B12	11	43702395
cg11951066	0.964401758692221	NA	NA	0
cg11951446	0.0560673915492027	COX17	3	119396386
cg11952714	0.0833115352823696	SNX7	1	99126623
cg11953334	0.290649534672264	GRIN2D	19	48897863
cg11953824	NA	C9orf6;IKBKAP	9	111697545
cg11953868	0.0603122205860764	WFDC10A;WFDC9	20	44258437
cg11956146	0.0318023623193576	CABYR	18	21718974
cg11957040	0.0162898443483141	NA	NA	0
cg11957880	0.0101585540161416	UBE2N	12	93835939
cg11957986	0.888662576682352	NA	NA	0
cg11959435	0.425415947328845	NA	NA	0
cg11959821	0.0308576484848239	TBRG4	7	45151241
cg11960393	0.0270671579686875	LOX	5	121414172
cg11961618	0.0159729255198084	PHLDA2	11	2951844
cg11964474	0.857250177328191	BRCA1;NBR2	17	41278655
cg11964613	0.860860524940536	ARSE	X	2882333
cg11965370	0.0279802644731049	NTM	11	131780946
cg11970301	0.0231389449086133	PPP4C	16	30087888
cg11970458	0.230739364714519	PYCARD	16	31213481
cg11973052	0.0112436514912409	SOCS1	16	11349832
cg11973688	0.0128298010388401	FPGS	9	130564956
cg11976048	0.0112665553877773	DHRS11	17	34948329
cg11976166	0.0517169554008336	TGFB2	1	218520090
cg11976616	0.23077677672708	C6	5	41213172
cg11976790	0.121473295664871	DMBT1	10	124320064
cg11977634	0.0323814061311137	DDR1	6	30852699
cg11979312	0.945492093820016	NA	NA	0
cg11979382	0.0152911918613151	NA	NA	0
cg11979959	0.0210213030725105	SULF2	20	46414900
cg11980188	0.0322680544658447	CYP2R1	11	14914012
cg11980435	0.049595641209473	BBC3	19	47734827
cg11981599	0.279989570119984	GATA4	8	11566526
cg11981631	0.0285565465441032	ABCC8	11	17497967
cg11983245	0.350224879851844	KRT15	17	39675154
cg11984608	0.829114981251749	CLDN16	3	190105555
cg11985856	NA	SAR1A	10	71929891
cg11990309	0.0523917926519395	HTR1E	6	87647644
cg11991627	NA	C20orf96	20	271345
cg11991859	0.0155271972017946	NPAS3	14	33408527
cg11993300	0.0098511063828161	NDST2	10	75571334
cg11993754	0.0313781558336427	ERBB2	17	37856513
cg11995303	0.0169611915719752	DCUN1D5	11	102963161
cg11995732	0.0121967953829265	NA	NA	0
cg11997899	0.23923653608666	DLX5	7	96654183
cg11998307	0.899188680043702	SCARF1	17	1549434
cg11999384	0.0188080305999769	GRN	17	42422811
cg12000587	0.0292868882794022	C17orf79	17	30186630
cg12001148	0.0250974827979041	KLHL35	11	75141815
cg12002314	0.0173679514223974	CHRAC1	8	141521209
cg12003230	0.8706763196439	C21orf84	21	44899139
cg12004206	0.0209218278354477	NACC2	9	138987102
cg12004730	0.0145340542368774	TMEM93;TAX1BP3	17	3572336
cg12005098	0.0111548393313943	SLC16A12	10	91295338
cg12005703	0.0218881180173276	HEMK1	3	50607201
cg12006284	0.860208109383523	WT1	11	32449638
cg12008118	0.738406056726682	LDB3	10	88428429
cg12010995	0.912958171669795	CYP7A1	8	59413152
cg12011267	0.0338219483293012	PPP1R13B	14	104314583
cg12012699	0.0139345519848914	DYM	18	46986876
cg12013321	0.0549299274440952	GCLC	6	53410182
cg12014368	NA	MRAP	21	33664211
cg12014417	0.111849041072357	NA	NA	0
cg12017007	0.0124468888910204	PHF12	17	27277572
cg12018696	0.0211369846635939	TRA2B	3	185655548
cg12019109	0.791698151051157	AZGP1	7	99574383
cg12020639	0.017579183774225	AHCYL1	1	110527249
cg12022621	0.247920634738147	LAX1	1	203734505
cg12024292	0.304213684676598	ASTN2	9	120177979
cg12024906	0.125296502411995	HKR1	19	37825679
cg12025941	0.032468014546034	RFX4	12	106977074
cg12026394	0.0189436865654256	ANP32B	9	100745975
cg12026956	0.0232020253975631	TNPO1	5	72112008
cg12029639	0.422645523396209	MIR548F5;NBEA;MAB21L1	13	36050993
cg12032009	0.0208370814725328	VPS13C	15	62352934
cg12032049	0.109022851858975	LPO	17	56314779
cg12032116	0.0287943851814195	DMXL1	5	118406562
cg12032620	0.0216490398978726	TP53BP1	15	43802735
cg12034229	0.0109907309508157	HUS1	7	48018855
cg12038710	0.828749382127142	CDH17	8	95220583
cg12040555	0.918504865707065	MGMT	10	131321830
cg12041387	0.338885586394281	DLX5	7	96650171
cg12042396	0.0731386520942005	NA	NA	0
cg12042678	0.00824133423280897	SUV39H2	10	14920910
cg12043807	0.0179289008838435	ZNF367	9	99180432
cg12044210	0.720559224608881	APBA2	15	29213858
cg12044689	0.960005040222465	HIATL1	9	97203357
cg12044889	0.017892750771671	NQO2	6	3000430
cg12045002	0.0196201292349438	DPYSL5	2	27069975
cg12045676	0.0645019136295913	CRTC1	19	18794818
cg12045829	0.51265079283403	TNFSF12;TNFSF12-TNFSF13	17	7452926
cg12051359	0.0111148304030168	DEPDC6	8	120886151
cg12052258	0.0166327681542693	S100A11	1	152009284
cg12052765	0.43022005960257	SLC18A3;CHAT	10	50816963
cg12053284	0.0320037727173961	SYT4	18	40857256
cg12054080	0.0190877353267269	RAB3GAP2	1	220446043
cg12054421	0.0338757003531189	PPP1R7;PASK	2	242090264
cg12056618	0.0164567055787554	KLF13	15	31619949
cg12058490	0.7697835697654	A2M	12	9268379
cg12059012	0.0126418389490717	ABHD5	3	43733234
cg12061127	0.877283969620475	WFDC9	20	44259912
cg12061236	0.719156063555778	AKAP12	6	151560886
cg12062464	0.0101045174375343	KAT2B	3	20081582
cg12062492	0.152870347536451	C14orf167;DHRS4	14	24423140
cg12062995	0.0530754807849209	RFC1	4	39368212
cg12063359	0.00753361125756969	KCNK15	20	43374632
cg12064213	0.512635730789412	WWC3	X	9982520
cg12064626	0.0156516949414102	SH3BGR	21	40817896
cg12064929	NA	DYDC2;DYDC1	10	82115447
cg12066181	0.0243212117393654	DNMT3A	2	25565288
cg12067261	0.935353212866271	INSL4	9	5231539
cg12067287	NA	MYOM1	18	3221598
cg12069042	0.633033282472824	PLXNB1	3	48466700
cg12069309	0.663568341134683	SEMA3B	3	50312913
cg12071073	0.846337697165026	CCDC70	13	52436281
cg12071544	0.0233169048915576	VASN;CORO7	16	4422228
cg12072001	0.0747284012403957	LOC100130872-SPON2;SPON2	4	1166767
cg12072803	0.0190775442834897	KDM4B	19	4968558
cg12072973	0.0127113126159426	PLEKHO1	1	150121727
cg12073537	0.0236122224927266	TUBA1C	12	49658926
cg12073594	0.0608744206550592	ARFGAP1	20	61903495
cg12073779	0.768510601967455	CRYGD	2	208989469
cg12073949	0.0177777106375378	RPTOR	17	78519082
cg12076344	0.0198966256509772	SLC27A4	9	131102607
cg12078929	0.665675781093741	SERHL	22	42896688
cg12079362	0.0409970708581004	ATP6V0B	1	44440160
cg12080675	0.027641770133564	TBC1D9B	5	179335223
cg12080812	NA		11	65336212
cg12081743	0.0784554196557252	HDAC9	7	18535499
cg12082129	0.0613222148317645	RNF214;PCSK7	11	117102463
cg12082568	0.0220737805881569	CITED2	6	139696378
cg12082615	0.0138673420904959	SETDB1	1	150898693
cg12085044	NA	NAE1	16	66865077
cg12085225	0.0188203200794468	SETX	9	135230256
cg12085660	0.0855440967333361	ZNF428	19	44124104
cg12086773	0.0166707991339208	MMADHC	2	150444436
cg12087643	0.0703675216824256	GFRA1	10	118033370
cg12089169	0.936687071014117	PRR4	12	11001596
cg12089439	0.129672791568547	TUSC3	8	15398333
cg12089698	NA	SPATC1	8	145086882
cg12090242	NA	ATP6V1E1	22	18111911
cg12090388	0.02566962209916	RPL11	1	24018356
cg12091331	0.928259391671758	PLAT	8	42065314
cg12091944	0.252540548590178	BARD1	2	215675105
cg12095167	0.0451746441395778	RAB2A	8	61428991
cg12095491	NA	CAST	5	96032006
cg12097239	0.0333891361583777	NA	NA	0
cg12099032	0.984936391355033	TXNDC3	7	37888745
cg12099051	0.0178834432839876	SAMHD1	20	35580436
cg12099357	0.0226125173595167	FAM76A	1	28052045
cg12100077	0.0166654891473013	KLHL7	7	23145212
cg12100791	0.456426244672618	PYCARD	16	31214417
cg12104707	0.0363716461663469	ZNF426	19	9649470
cg12105450	0.22960760939505	CASP10	2	202048100
cg12106731	0.0268964738212524	NCDN;KIAA0319L	1	36023279
cg12106945	0.0113818100824616	COL13A1	10	71561823
cg12107692	0.0220561734072974	IRF3;BCL2L12	19	50168026
cg12108912	0.225302911291579	TMEM177	2	120435949
cg12109455	0.261645025312231	DPYSL4	10	134000737
cg12110626	0.0897392742864585	NA	NA	0
cg12111697	0.0137142099567177	ZNF555	19	2841391
cg12111714	0.898094162695176	ATP8A2	13	26043472
cg12112929	0.0370556091660753	GPR3	1	27718858
cg12113075	0.0191867098623367	WDFY2	13	52158706
cg12113132	0.612375382309612	TMEM62;CCNDBP1	15	43476923
cg12113819	NA	MED13L	12	116716154
cg12113932	NA	RBCK1	20	388401
cg12114524	0.705101734515881	TNNI1	1	201390794
cg12116020	0.0245544029724546	PRKACA	19	14228622
cg12118011	0.0136263606710784	SOAT1	1	179263295
cg12118437	0.589074231466362	NA	NA	0
cg12118465	0.0268422987094089	EFHD1	2	233497649
cg12119029	0.160747013410422	CDK10	16	89752879
cg12120741	0.321857886830582	EDNRB	13	78492306
cg12124478	0.0252125367251384	IQGAP3	1	156542480
cg12124516	0.0308465568629891	MCM6	2	136634144
cg12125117	0.540047306948331	GPR97	16	57701461
cg12125691	NA	COX6C	8	100906062
cg12126248	0.0420755858256514	NDUFA5	7	123197757
cg12126786	0.0123916734579836	SCAMP1	5	77656518
cg12127282	0.854585249201629	HOXD4;MIR10B	2	177014685
cg12128017	0.0862162353710917	EPHA10	1	38230769
cg12128839	0.129753736909489	HOXA5	7	27183436
cg12128876	0.0108655416382628	NCOA3	20	46131028
cg12130692	0.0422175788667211	EPM2A	6	146057073
cg12133004	0.772898970641115	C12orf54	12	48876160
cg12133444	NA	KCTD3	1	215740424
cg12135976	0.0373360439515336	SLC5A8	12	101604147
cg12137206	0.0680391712579039	GPAM	10	113943397
cg12144803	0.568139932876816	KALRN	3	123813383
cg12145907	0.626248710145123	PCDHGA4;PCDHGC3;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGC4;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140864834
cg12146151	0.243857161850969	ITGB4	17	73716945
cg12148581	0.0467098282364859	NA	NA	0
cg12148919	0.0255371024494308	PTPRK	6	128841705
cg12149391	0.0161779382619056	DLG1	3	197025853
cg12150066	0.228649634037083	GNB1	1	1823305
cg12150401	0.914303921619041	TAS2R16	7	122635522
cg12152256	0.0134543853467058	ZNF410	14	74353709
cg12153542	0.0672817558595765	REM1	20	30063129
cg12154803	0.020944131679302	CCDC34	11	27384596
cg12157010	0.0215152769566785	NA	NA	0
cg12158019	0.597458404682869	NA	NA	0
cg12163132	0.288223251805669	TBX2	17	59475917
cg12163490	0.0270315039025955	CDH11	16	65155841
cg12164282	0.057594368425183	PXDN	2	1748112
cg12167239	0.00996821954153044	SLC25A1	22	19166808
cg12167564	0.0213934109737806		1	236047034
cg12168164	0.0137333010488133	TARS	5	33441063
cg12172720	NA	SYNPO	5	150019603
cg12177001	NA	IFI27	14	94576148
cg12177023	0.0132721540206036	UBE3A	15	25683251
cg12177677	0.806460841412956	CYTIP	2	158300475
cg12177743	0.0230070943652888	TTC12	11	113185079
cg12179044	0.0160564352845873	GCN1L1	12	120632364
cg12179176	0.0191830139970221	SNX19	11	130786555
cg12180123	0.0119834962596875	PAPOLG	2	60983194
cg12181621	0.0327879091925807	HIST1H3I	6	27840068
cg12182525	0.860519005657601	ASB5	4	177190321
cg12185908	0.0238148349308026	SGOL1	3	20227516
cg12186917	NA	CRYZL1	21	35013231
cg12187213	0.0157375079648933	ADAMTS9	3	64673741
cg12187567	0.0145864290976041	CCNE2	8	95907389
cg12188416	0.787135548327239	TP63	3	189349003
cg12188482	0.014058244529791	ZZEF1;CYB5D2	17	4046863
cg12188538	0.0167627085154531	SMCR7L	22	39898620
cg12188560	0.0571632643219694	CNTFR	9	34591192
cg12188860	0.280483690173627	TOP1MT	8	144416485
cg12189880	0.0172799178066494	RHOV	15	41166217
cg12194493	0.0135300870465533	PIGG;ZNF721	4	493061
cg12195135	0.067852319501458	ZNF584	19	58919312
cg12195695	0.0192747765343218	ARMC7	17	73106517
cg12197254	0.032211192823985	ITFG3	16	285158
cg12200412	0.0773403364434823	CD1E	1	158324331
cg12201164	NA	C20orf3	20	24973333
cg12202913	0.279508782648369	C19orf43	19	12846618
cg12203852	0.0120442211540789	FLJ31306;ARID4A	14	58765243
cg12204574	0.481888943884553	GABRE	X	151142772
cg12204727	0.0508480658406412	COMMD4	15	75628218
cg12205047	0.0205894692914967	IGSF3	1	117209954
cg12205230	0.896042227099459	TPM3	1	154164951
cg12205591	0.733697236466976	CRYAA	21	44588552
cg12206093	0.0124441826973552	FRMD8	11	65154388
cg12207371	0.107368124553042	NA	NA	0
cg12213457	0.0355307397777545	CHPT1	12	102090980
cg12213910	0.942110101761281	RAET1E	6	150211211
cg12215675	NA	TTLL2	6	167738594
cg12216205	0.92141494150028	SFRS18	6	99863810
cg12218747	0.779619873949018		21	37451666
cg12219753	0.00983816498909054	C18orf10;KIAA1328	18	34408901
cg12219915	0.493818212080391	NA	NA	0
cg12220493	0.0364060068443439	NKX2-1	14	36990144
cg12224394	0.0163780671777932	PNKD;AAMP	2	219134788
cg12227762	0.0215449040410974	GNPNAT1	14	53257947
cg12228229	0.843377410398665	DLG4;ACADVL	17	7122261
cg12228611	0.0657027756906752	PPIL2	22	22020169
cg12228707	0.011730519088716	ADM	11	10326589
cg12229172	0.0626952217799537	MGST2	4	140587147
cg12229387	0.808400373205023	GAST	17	39867328
cg12230010	0.0340902099097442	EIF4EBP2	10	72163718
cg12232274	0.0345848556033907	LRP11	6	150185854
cg12232463	0.789879859745324	LONRF2	2	100926650
cg12234947	NA	GNAT2	1	110156820
cg12236045	0.0422004618659988	CTNNA3;LRRTM3	10	68685842
cg12237269	0.466595717848737	SLN	11	107582734
cg12237946	0.0957860770969697	PGBD4;C15orf24	15	34394376
cg12238343	0.0187349440924855	RXFP3	5	33936402
cg12239750	0.0104847618602753	ALDH18A1	10	97416566
cg12240237	0.875656132429336	GTF2IRD1	7	73946402
cg12240824	NA	ZNF271;ZNF397OS	18	32870176
cg12241125	0.0252604974598482	EIF4H	7	73589459
cg12241297	0.0939530740084906	HNRNPA0	5	137090407
cg12242338	0.871305062451711	TRIM42	3	140397089
cg12243255	0.0117943453303132	CSRNP1	3	39194549
cg12243271	0.85565252381175	NA	NA	0
cg12245996	0.0289247457633826	PRKCQ	10	6622777
cg12246527	0.0280160842334383	MAP2K5	15	67834730
cg12247247	0.0393734636371206	SNORA21;RPL23	17	37009861
cg12249575	0.0141055545599605	NKX2-1	14	36988805
cg12251508	0.165662281635454	RBM3	X	48432997
cg12251804	0.0181277911975791	C10orf125	10	135171083
cg12254515	0.0107936374136841	DERL1	8	124054090
cg12255284	0.90098288491286	NA	NA	0
cg12256080	0.0238604714232565	ABT1	6	26597000
cg12256228	0.0422753013090596	RING1	6	33176613
cg12259256	0.479622867200796	TMEM101	17	42092431
cg12259537	0.0304398021755718	ZNF606	19	58514694
cg12261786	NA	C10orf116	10	88727830
cg12262564	0.0197005310059057	IQGAP3	1	156542103
cg12263485	0.0303726513349416	HNRNPA1;HNRPA1L-2;CBX5	12	54673731
cg12264551	0.011698188318636	SPRYD4	12	56862370
cg12265604	0.0322401537766486	HAS3	16	69139568
cg12265829	0.832103500079049	ADCY4	14	24804022
cg12266024	0.0214086630421483	FAM126A	7	23053912
cg12266049	0.984363584358257	CCND1	11	69461334
cg12266551	0.0146417565679497	TOMM40	19	45394624
cg12268344	0.878398294689616	PRM1	16	11374723
cg12269343	0.0253737637842482	SEL1L	14	82000433
cg12270520	0.0143321487410876	ZNF517	8	146023939
cg12271587	0.943150226303363	TTF1	9	135282793
cg12271671	0.139464335884096	NA	NA	0
cg12274479	0.705351552686233	HSPG2	1	22264515
cg12274567	NA	SH2D1B	1	162382199
cg12275348	0.0953500584811789	SOCS2	12	93966045
cg12276904	0.0188613683960539	H1FX;C3orf47	3	129035177
cg12277666	0.0200223686218439	TDRD5	1	179560870
cg12278770	0.214111340019741	NA	NA	0
cg12279128	0.0243882909003673	CHCHD10	22	24109851
cg12280407	0.0120095407103247	KCTD12	13	77460322
cg12281657	0.0244294560829994	C14orf50	14	65016595
cg12285118	0.19092762282743	FAM107B	10	14816973
cg12286890	NA	XCL2	1	168513067
cg12287813	0.0266331580392271	GCC2	2	109065726
cg12288365	0.0114066879962257	KCTD7	7	66094096
cg12288726	0.821172026720729	ARF5	7	127227857
cg12288842	0.0214674571214302	NA	NA	0
cg12289045	NA	SYT3	19	51141361
cg12290002	0.0125969536409172	FBXO5	6	153304188
cg12291552	0.010169329636541	GOLIM4	3	167813648
cg12292686	0.0169679767236288	PAOX	10	135192102
cg12293634	0.0123459046430771	RNF149	2	101924667
cg12294121	0.0348509278847064	GABRB1	4	47033575
cg12297221	0.0141181675869932	ART5	11	3663372
cg12300353	0.0173666545077699	KCTD8	4	44450358
cg12302621	0.343019624258753	SLC28A1	15	85426911
cg12304441	0.0186630294827298	USP15	12	62653866
cg12308275	0.809795291653942	TGM5	15	43558855
cg12311132	0.170459917932429	RCN1	11	32112154
cg12312863	0.0814840772246396	AMDHD2;ATP6V0C	16	2569967
cg12313568	0.0310039910772237	ATXN2	12	112037646
cg12314510	0.0246853862152256	DYNLL2	17	56161063
cg12315302	0.0337447719294208	HIST1H4D	6	26189340
cg12315311	NA	VSTM1	19	54568443
cg12315959	NA	DNAJC12	10	69598598
cg12315997	0.0543690487842967	LIAS;RPL9	4	39461668
cg12316147	0.0254765547710202	RGP1;GBA2	9	35748890
cg12317456	0.0318727865110889	MMP2	16	55512868
cg12317676	0.0755003004680177	CARM1	19	10981810
cg12318316	0.0323907768163736	LOC100134713;NDUFB2	7	140396347
cg12319004	0.593652646004918	LEFTY1	1	226078237
cg12320306	0.0321826334424399	ADM	11	10326923
cg12320676	0.0653278184976033	E2F6	2	11605714
cg12322132	0.0145170277336412	IGF2AS;INS-IGF2;IGF2	11	2165656
cg12323894	NA	DBI;C2orf76	2	120124007
cg12324144	NA	LRRC34	3	169531663
cg12324629	0.287566813593054	ULK2	17	19771548
cg12324831	0.338977844726339	VBP1	X	154444470
cg12330929	0.93938035377879	USP9X	X	40982897
cg12331389	0.720796850064899	RBP4	10	95360736
cg12331980	0.803241002741201	CCDC141	2	179749654
cg12332316	0.957091927715941	F12	5	176836472
cg12333095	0.0123254614355152	ANKRD13A	12	110437035
cg12334759	0.384067500730695	ODF3L2	19	475154
cg12335708	NA	DPP4	2	162931003
cg12336540	0.529410796492915	RCSD1	1	167598993
cg12336877	0.0187815487240101	LOC100289341;MAN1B1	9	139981325
cg12337114	0.956790397665205	TAS2R3	7	141463571
cg12339029	NA	MYL1	2	211179902
cg12339802	0.0359866547957135	C1orf109	1	38156545
cg12340144	0.0493961618827954	XYLB	3	38388808
cg12341414	0.0152054318885822	REPS1	6	139309683
cg12343082	0.876801369114726	NA	NA	0
cg12343638	0.0451112673497542	NA	NA	0
cg12343777	0.405072872008161	ALOX15B	17	7942342
cg12344605	0.0195041652834436	MAP2K4	17	11924919
cg12345724	NA	CDCA4	14	105488366
cg12346515	0.0387458069348299	AMACR	5	34008431
cg12346881	0.23323321823183	ZNF300	5	150283885
cg12347740	0.904791004752703	IL34	16	70680380
cg12348970	0.439349634482087	SLC24A2	9	19786543
cg12351042	0.75838370075708	OR2B2	6	27879749
cg12351433	0.72105490883268	LHCGR	2	48982957
cg12352006	0.0185200117255978	UCRC;ZMAT5	22	30163351
cg12353516	0.021087712320518	MAPK7	17	19281309
cg12354377	0.618470454078932	ANK3	10	62149557
cg12356261	0.0361549468172621	NES	1	156647259
cg12359315	0.0639594291826685	SLC6A20	3	45837458
cg12360373	0.0157381630009916	ATXN2L	16	28834065
cg12360736	0.497548923571363	MBNL1;LOC401093	3	151985869
cg12360886	0.941731424862834	GSDMB	17	38074070
cg12361925	0.0279817890767126	FAM134A	2	220043530
cg12365667	0.0360837896750823	HLA-DPB1	6	33043976
cg12368241	NA	PHF3	6	64355267
cg12370791	0.0119975261735473	HOXB9	17	46703650
cg12370884	0.0327564035856557	PAICS;PPAT	4	57301120
cg12371177	0.970165962799497	PLEKHG6	12	6419148
cg12373072	0.0492152315893357	OSBPL11	3	125313773
cg12373771	0.0258264927508756	CECR6	22	17601381
cg12374431	0.0274454838232915	VAX2	2	71126953
cg12374577	0.932131952034292	NA	NA	0
cg12374721	0.948706076664225	C17orf93;PRAC	17	46799640
cg12376277	0.0349082726393426	TUG1	22	31365812
cg12376406	0.0426664425301937	NA	NA	0
cg12377712	0.01588026760851	ATP6V1G1	9	117349993
cg12378831	0.0385852274437222	ZC3H13	13	46626792
cg12379145	0.83357819940206	PRDM2	1	14030611
cg12379775	0.0187981455692321	NCRNA00176	20	62669791
cg12380764	0.564215438101399	IL19	1	206971195
cg12380854	0.862954422720323	LRRC46;MRPL10	17	45907760
cg12382902	0.387610349335541	CCND2	12	4383699
cg12382941	0.383778345388451	SYTL4	X	99986547
cg12384303	0.515685492728509	VGLL1	X	135613887
cg12385425	0.0347523225898478	TMEM17	2	62733576
cg12385643	0.840342770330894	UGT1A10;UGT1A9;UGT1A6;UGT1A7;UGT1A8	2	234600149
cg12387247	0.163429574822247	FCER2	19	7766974
cg12388309	0.0235302085063373	PAK7	20	9819805
cg12390946	NA	INPP5A	10	134351197
cg12391048	0.289386524855438	PRSS27	16	2770336
cg12391174	0.0176343920929378	SLC48A1	12	48167505
cg12391783	NA	NSMCE1	16	27269148
cg12391921	0.521172399814356	ITGB1BP2;BCYRN1	X	70521650
cg12392669	0.0310220423963495	NA	NA	0
cg12393697	0.0214123608002484	FAM171B	2	187558983
cg12397274	0.332882842140251	TINAG	6	54172183
cg12398332	0.0258433174361621	GPRC5B	16	19895651
cg12398397	0.0268092567884143	BPTF	17	65820969
cg12400041	NA	DST	6	56709328
cg12400881	0.0105062852081325	PPL	16	4987052
cg12402251	0.185745128930619	CALB1	8	91094811
cg12402495	0.00890004375003817	C1orf43;UBAP2L	1	154192844
cg12403575	0.0227078599766238	TRADD;FBXL8	16	67194943
cg12405833	0.0282743076548988	RUNDC2A	16	12070719
cg12406417	0.0259910964344848	BCR	22	23522551
cg12406460	0.0180119209515209	ATP5L	11	118271996
cg12406559	0.572621747583062	ZNF532	18	56530302
cg12408911	0.808861211732037	SLC7A5	16	87903671
cg12411068	0.0174757611699717	SMARCA4	19	11072235
cg12412075	0.0150004499105948	LIN7B	19	49618425
cg12413566	0.953785526351401	XIRP1	3	39235366
cg12417299	0.0134472704693253	NEK4	3	52804560
cg12417466	0.905120332539631	ARPP-21	3	35683819
cg12419067	0.0206892335640824	IL17RC;CRELD1	3	9975156
cg12420104	0.0187380475550959	DMRT3	9	977109
cg12421458	0.0124507691469132	HDGF	1	156722064
cg12422450	0.119412774941373	CHGA	14	93389891
cg12422683	0.0215808153449769	MICAL2	11	12132611
cg12422968	0.0164004853616038	GCH1	14	55369088
cg12424817	0.0276132166864281	LAPTM4B	8	98787961
