Hybridization REF	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05	TCGA-AO-A12H-01A-11D-A112-05
cg14727512	0.955190701476938	TSSK2;DGCR14	22	19118918
cg14727952	0.0354706644949008	BIRC2	11	102218358
cg14729071	0.0275649699342327	RAD21	8	117886537
cg14732136	0.0598058630247335	KPNA2	17	66031828
cg14732540	0.873424201246647	BRDT	1	92414722
cg14733672	0.0118391774004832	HMOX1	22	35777245
cg14736210	0.930496741262811	KCNB1	20	48098642
cg14736911	0.733861725940247	MYOZ2	4	120057818
cg14737613	0.0247198040022122	RANBP3	19	5978790
cg14737977	0.0422196923726155	ITGA3	17	48134226
cg14738823	0.744267473917998	ERP27	12	15090958
cg14740251	0.258568896334939		19	52140097
cg14741666	0.0380909959581706	ZNHIT3	17	34842576
cg14741922	0.889304769452976	SCGB2A2	11	62036934
cg14743462	0.0114648027542538	HIST3H2A	1	228646946
cg14743649	0.329988551149376	CENPI	X	100353353
cg14747072	0.908603304295457	STAC3	12	57645108
cg14747225	NA	SNRNP25;POLR3K	16	103024
cg14750190	0.0160673075475276	TACO1	17	61678092
cg14751914	0.101043293332476	SMAD7	18	46477404
cg14753432	0.823041348310199	ALX4	11	44324833
cg14754581	0.0720192056681941	CCRL2	3	46448753
cg14755009	0.0112284241465068	TIRAP	11	126153305
cg14755341	0.356445798681856	CDKL5	X	18444361
cg14755852	0.0365042027073281	SLC25A37	8	23386014
cg14757296	0.755779109944579	NA	NA	0
cg14757492	NA	COPE;DDX49	19	19029194
cg14758413	0.0136321601483986	DHX30	3	47843865
cg14758526	0.926591869863711	CASP5	11	104879683
cg14759043	0.535528884330892	EFCAB4B	12	3862597
cg14760714	0.255184255615559	NA	NA	0
cg14761227	0.85281858119973	CPA1	7	130021088
cg14764661	0.0436908354902421	MRC2	17	60704382
cg14766198	0.0124199934808551	CDC14A	1	100818374
cg14766682	0.494353277322523	CCDC120	X	48916658
cg14767877	0.0105892920794796	PSAP	10	73611073
cg14769265	0.0492727536189417	PCYT1A	3	196014280
cg14772955	0.299559041023483	KIAA0319L;NCDN	1	36024404
cg14773259	0.0101387777032937	TSEN15	1	184021034
cg14773282	0.0126147518567898	GMIP	19	19754574
cg14774175	0.697900263073236	NA	NA	0
cg14775560	0.207292022017852	FOLH1	11	49230168
cg14776416	0.0154952683847291	MELK	9	36573072
cg14776962	0.0842790171214036	HIST1H2BH;HIST1H3F	6	26251899
cg14777972	0.0863001938811281	MUDENG;EXOC5	14	57735262
cg14780914	0.0298484970840673	C20orf12;POLR3F	20	18447767
cg14781919	0.0118989814886166	ITGAE;GSG2	17	3627394
cg14782678	0.233884812167985	TMEM102	17	7339721
cg14784348	0.320124313677723	HCFC1	X	153229933
cg14784653	0.87079601374793	BEND7	10	13545008
cg14784788	0.022977525859185	CDC25C	5	137667435
cg14785449	0.0260439444987255	ASNS	7	97501736
cg14785479	0.0997234572804295	SCARF2	22	20792535
cg14787704	0.186118746434251	SFRS12	5	65449380
cg14789259	0.331247311408559	FAM84A	2	14773457
cg14789590	0.870256469184777	BPIL2	22	32853844
cg14789804	0.0274251295197779	OS9	12	58087958
cg14789928	0.05826238918083	RBX1	22	41347758
cg14791831	0.0089024946797972	CCDC101	16	28565295
cg14792155	NA	PLA2G4E	15	42289618
cg14792480	0.242964928977527	CDH16	16	66954257
cg14795305	0.0196007626055022	SMARCD3	7	150974453
cg14795968	0.265241222616661	ACADL	2	211089815
cg14796007	0.0274154134162725	MCM7;AP4M1	7	99697978
cg14797438	0.0391827826619554	PPP4R1	18	9615155
cg14797887	0.0137753592465359	MNS1	15	56757312
cg14799446	0.824864136347362	FKRP;STRN4	19	47250607
cg14800883	0.0997474218729971	ARPC4;TADA3	3	9834004
cg14801726	0.0515247817752545	SRP68	17	74068204
cg14802310	0.237561117096044	TUBA1A	12	49582599
cg14802951	0.834474962184093	ADAMTS13	9	136287409
cg14804557	0.900749399276626	NA	NA	0
cg14807303	0.497757034943563	AR	X	66763445
cg14808739	0.740988525272868	SREBF1	17	17741098
cg14809191	0.0300015173317159	FOXQ1	6	1311825
cg14812492	0.0355420151925226	DGKH	13	42622014
cg14813083	NA	LDHAL6A	11	18477280
cg14813406	0.0141782953566156	CDC14A	1	100817041
cg14815778	NA	FAM58A	X	152865295
cg14816013	0.0396798781740873	OBFC2B	12	56618154
cg14816748	0.0139408749649326	PRPSAP1	17	74349897
cg14817143	0.0221580467172537	TTPA	8	63998778
cg14817542	0.0441391735341851	HIF1AN	10	102295790
cg14817848	0.12208959066507	DUSP16	12	12715558
cg14818279	0.925799499613415	SH3TC2	5	148442554
cg14820573	0.861862241624589	POLR3K	16	102121
cg14820798	0.0873042598577894	ZNF767	7	149321188
cg14821083	NA	SEPHS2	16	30457280
cg14822966	0.0142378483777824	SLBP	4	1714979
cg14823109	0.0144072541762367	BCAS4	20	49411412
cg14823162	0.0304785458185039	POU3F2	6	99281628
cg14824983	0.757030434288275	SEMA3B	3	50304424
cg14826456	0.477586954018456	ADRB1	10	115804095
cg14826683	0.0982426075985634	SPRR2D	1	153013830
cg14828965	0.0609829458043472	RNF40;C16orf93	16	30773423
cg14829378	0.0122889878355548	B4GALT1	9	33167077
cg14830952	0.00922221904402575	E2F5	8	86089500
cg14831798	0.970097781411644	CDYL	6	4706427
cg14831838	0.359614160847933	CDK5R2	2	219824308
cg14832358	0.014222380429685	SRBD1	2	45837811
cg14832904	0.260839467349663	GPR75;LOC100302652	2	54087028
cg14833160	NA	BAX	19	49457855
cg14833385	0.0202556409116867	HLA-DMA	6	32921142
cg14834436	0.0810588903346061	MNAT1	14	61201418
cg14835962	NA	THAP7;FLJ39582	22	21355944
cg14837082	NA	HRH1	3	11294604
cg14837165	0.00975508605590147	CHST14	15	40763995
cg14837411	0.0142965278140219	NA	NA	0
cg14838256	0.00937596559178299	SRD5A3	4	56212685
cg14839257	0.00818678866052653	RPS6KA2	6	167275999
cg14839898	0.908479046058326	TIMM8B;SDHD	11	111956362
cg14839932	0.0531205458653444	SRF	6	43139162
cg14840416	0.0190855026434337	ZFP36L2;LOC100129726	2	43453324
cg14841098	0.606897356903733	SLC9A7	X	46618968
cg14841875	NA	ATP1A1	1	116916411
cg14844130	0.18762910115489	VPREB1	22	22598937
cg14845091	0.863249170684911	ADPRHL1	13	114107956
cg14846293	0.0150413559744967	AXIN2	17	63557693
cg14847483	NA	TMEM85	15	34516640
cg14847688	0.01299246263349	GPR135	14	59932113
cg14849423	0.440583463573353	MIMT1;PEG3;ZIM2	19	57351791
cg14849559	0.0158683435741206	TMBIM1;PNKD	2	219157356
cg14850026	0.917702289911813	L1TD1	1	62660191
cg14850181	0.00762909947600832	MPST;TST	22	37416188
cg14851685	0.323726778304123	CYP4F22	19	15618559
cg14853515	0.0164627335289245	LSM5	7	32530038
cg14854487	0.452007850579159	LAMP2	X	119603098
cg14858551	0.0364367179222135	ZNF133	20	18269244
cg14859074	0.0161569365566778	NA	NA	0
cg14859417	0.189196466303935	PTPRE	10	129704949
cg14859460	0.0587510444775513	GRM6	5	178422244
cg14859749	0.00690314020030868	SF3A1;CCDC157	22	30753135
cg14860494	0.054901502332564	GCLM	1	94374966
cg14861570	0.100977529087007	MMD	17	53499954
cg14862827	0.789040797407075	NA	NA	0
cg14863484	0.0179732531710631	GOT2	16	58768010
cg14864603	NA	AANAT	17	74462846
cg14865516	0.0263049868563926	PAIP1	5	43557751
cg14865868	0.0416533229371972	TRIB2	2	12856040
cg14869028	0.627959242541333	TINAGL1	1	32042161
cg14870271	0.0492159251850473	LGALS3BP	17	76976010
cg14870461	0.0248363423550002	C3orf64	3	69062103
cg14871138	0.517253420146586	NTSR1	20	61340885
cg14871544	0.102225397426938	DSG3	18	29027885
cg14871856	0.0148620559098756	GTF2E2	8	30515337
cg14872956	0.0125708397735639	APAF1;IKBIP	12	99039015
cg14873135	0.0251181115829075	TARS	5	33440653
cg14874121	0.0137989047473988	HSD17B4	5	118788291
cg14876043	0.894283893360624	NLRP7	19	55458730
cg14879013	0.0950353137327766	NA	NA	0
cg14880655	0.819386480323522	MAP1LC3A	20	33133505
cg14880800	NA	DNAH5	5	13945990
cg14882700	0.077831330535428	OTOP1	4	4228571
cg14883392	0.266658447927795	NA	NA	0
cg14884741	0.0423487768537628	PPP1R14C	6	150464644
cg14885742	0.0411989495523927	IFITM3	11	320956
cg14886269	0.0105939311841703	TNFRSF18	1	1141927
cg14887509	0.0296503031750115	WASF2	1	27816781
cg14889768	0.0133967896464013	RAB32	6	146864529
cg14892037	0.159291305345255	SNX12	X	70288026
cg14892066	0.0237990488523177	DCTD	4	183839263
cg14892768	0.636753416878617	AXL	19	41725332
cg14893129	0.903152294014169	CARD14	17	78152051
cg14893161	0.706480198375537	PM20D1	1	205819251
cg14893163	0.0204910446287374	PCDH17	13	58206036
cg14894144	0.0623251404727058	LAMA3	18	21270554
cg14894216	NA	CATSPER1	11	65794352
cg14896003	0.449316810719242	RASSF7	11	562366
cg14896516	0.012140926649507	CRHR2	7	30722361
cg14897096	NA	PC	11	66722073
cg14898639	NA	C20orf117	20	35423080
cg14898779	0.925142069083211	STK31	7	23749607
cg14898892	NA	SHROOM3	4	77356180
cg14899547	0.00777498888333145	CKAP2L	2	113521923
cg14900471	NA	GATA4	8	11561620
cg14902389	0.129541838227446	MGAT4A	2	99342685
cg14903309	0.0139631028833351	TARBP2;MAP3K12	12	53894418
cg14904464	0.014824471370467	NELL2	12	45269790
cg14908548	0.0156947054438024	MAML1	5	179159589
cg14910241	0.0184023407722579	TGFBR2	3	30648598
cg14911395	0.750024022201265	SEMA3B	3	50311213
cg14911472	NA	MED23	6	131949010
cg14912034	0.485167516103255	LYZL2	10	30918851
cg14912575	0.427276963229568	C14orf162	14	70038236
cg14913610	0.912212318106219	KLRG1	12	9142341
cg14913925	0.0482911918979755	C7orf38	7	99149239
cg14914852	0.903347922141779	NA	NA	0
cg14914982	0.0399257668821903	CCND2	12	4382985
cg14915165	0.0239008234590871	WDR3;GDAP2	1	118471929
cg14915263	0.00924228333325276	PTPN1	20	49127137
cg14916079	0.0559329314155342	NANOS1	10	120788696
cg14916200	0.00586627187326647	NA	NA	0
cg14916213	0.0311671668475032	RBM4	11	66405818
cg14916288	0.629502026929074	CCL23	17	34345136
cg14917512	0.0344530969772364	GNA11	19	3094685
cg14918082	0.931690916469707	KCNAB3	17	7833237
cg14919562	0.00674199829730592	RAD23B	9	110045901
cg14920334	0.0536726329355676	GALNT8	12	4829827
cg14920426	0.0412849679224603	PDLIM7	5	176924420
cg14920846	0.243376986766803	NAV1	1	201618209
cg14923435	NA	EPB41L5	2	120770279
cg14924091	0.00883958582988116	CHST14	15	40763073
cg14924278	NA	TACC2	10	123748922
cg14925024	0.501474251410126	C1orf35	1	228291705
cg14927277	0.0256911784136222	METT5D1;KIF18A	11	28129967
cg14930396	0.0271969587369343	SF3B14	2	24299176
cg14930674	0.84352678063302	SLC12A1	15	48500240
cg14930706	0.920560885617601	NLRP4	19	56363105
cg14931645	0.0236152061435125	ZNF672	1	249133278
cg14932645	0.587984770131988	SLC4A5	2	74569004
cg14932684	0.114422300945231	YAF2	12	42632001
cg14934766	0.0157845829900225	CENPA	2	27009384
cg14934821	0.937029064178337	GPSM1	9	139228820
cg14939652	0.020665327221886	NPAS3	14	33407765
cg14939691	0.016335209646689	TKT	3	53289981
cg14940420	NA	IQCF2	3	51895692
cg14942312	0.388376750995235	GPR119	X	129519061
cg14944269	0.380329633408615	RAB15	14	65439602
cg14944362	0.464149979148018	PDYN	20	1974924
cg14946299	0.0803775002580023	ZNF273	7	64363590
cg14947494	0.0147948552697993	BRP44L	6	166796284
cg14948436	0.897015064521882	KCNK16	6	39290159
cg14948822	NA	MPV17	2	27545006
cg14949649	0.032846506613963	UBE3B;KCTD10	12	109915082
cg14950072	0.0237047360062963	LAMA1	18	7118122
cg14951292	0.344163323009658	HMOX2;NMRAL1	16	4525986
cg14951734	0.00775180343662467	CCNYL1	2	208576279
cg14957086	0.578233154298739	NA	NA	0
cg14958018	0.904574596191314	NKX6-3	8	41505042
cg14958635	0.719249596462362	NEUROG1	5	134870977
cg14958889	0.0159854656162601	GPR153	1	6320471
cg14959707	NA	ZC3H7A	16	11876391
cg14960043	0.0357772723538438	DEF6	6	35265624
cg14961385	NA	SPAG4	20	34204167
cg14961550	0.0273376515862945	MCM3	6	52149751
cg14962548	0.0101468991967102	EIF5B;TXNDC9	2	99952717
cg14962776	0.0483158888190477	TRAPPC2;OFD1	X	13753381
cg14963371	0.0808762842054516	GPR3	1	27719463
cg14963897	NA	ROMO1;NFS1	20	34288750
cg14964658	0.0185974019142979	PEX19	1	160255030
cg14966252	0.0434979136317398	ZNF622	5	16466459
cg14967066	0.0666400808196407	IFITM1	11	314341
cg14967972	0.0706141241639716	PANK1	10	91405265
cg14971781	0.0306086310314638	ACBD3	1	226374753
cg14972143	0.029108386404244	EIF4E	4	99851003
cg14972271	NA	CAPN2	1	223899736
cg14973995	0.0615168631062072	MFSD10	4	2935692
cg14974772	0.0418991432778186	FBLN5	14	92414425
cg14975238	0.898707916713058	BHLHA15	7	97841591
cg14976276	0.015521133372009	NEU1	6	31830630
cg14981132	0.0518506715875795	HNRNPA1;HNRPA1L-2	12	54675468
cg14982472	0.622140106209716	ABCG1	21	43619651
cg14984307	0.028529248983386	ACYP1	14	75530737
cg14984920	0.0480671196432383	CYCS	7	25164393
cg14986136	0.125564048756239	WBP5	X	102611253
cg14986420	0.340636673268305	YIPF6	X	67718299
cg14987922	0.0170351203814584	STRN	2	37194071
cg14988503	0.0159516347530852	CDKL2	4	76555547
cg14989191	0.0280482366754188	SEZ6L2;ASPHD1	16	29912071
cg14990333	0.0310950283711745	ZNF221	19	44455383
cg14991487	0.0296050431784577	HOXD9	2	176987404
cg14992108	0.928148669134966	SNTB1	8	121825470
cg14992253	0.0268597755098384	EIF3I;C1orf91	1	32687567
cg14993293	0.0363440730729624	CETN3	5	89705579
cg14996805	0.0233578504993957	SUPT4H1	17	56430170
cg14998713	0.219943421788865	ETS1	11	128391908
cg15001372	NA	GCK	7	44229892
cg15001381	0.0273713661451934	AXIN1	16	403314
cg15002187	0.030328324623816	SLC37A3	7	140098492
cg15002204	0.316480235055238	CENPQ;MUT	6	49429719
cg15002214	0.0154899469508066	NOG	17	54670370
cg15003158	0.0170120177726322		5	68628431
cg15003434	0.056943115841374	SURF6	9	136202985
cg15005385	0.72771019971004	NA	NA	0
cg15006396	0.0553004349111928	FAM55C;NFKBIZ	3	101546859
cg15006973	NA	GJA4	1	35258933
cg15008991	0.0784453041292244	ZNF673	X	46306863
cg15009698	0.19527303140326	AP3B1	5	77590494
cg15009813	NA	TNFSF12;TNFSF12-TNFSF13	17	7451883
cg15010067	0.0263721638481983	MRPL54;APBA3	19	3762973
cg15010390	0.0240289265901774	NDUFC1	4	140216957
cg15013019	0.611459480319102	LYL1	19	13213451
cg15014034	0.12361862449716	MAOA	X	43515544
cg15014458	0.10221466904536	LYPD3	19	43969810
cg15014549	0.0562081285931463	SLC47A1	17	19437003
cg15016234	0.0177065250688843	TRIM62	1	33647028
cg15016628	0.203597107068809	BRS3	X	135570188
cg15018760	0.0128829531649123	TYMP;SCO2	22	50964374
cg15019617	0.0565833618967361	IFIT1	10	91152447
cg15020645	NA	APC	5	112073769
cg15021292	0.936459343502461	PIK3R1	5	67521596
cg15021531	0.0874786541554188	DDIT3	12	57913928
cg15025769	0.00963021069724903	MYO9A;SENP8	15	72410003
cg15028436	0.805334068686023	TXNDC3	7	37888078
cg15031780	0.00849151290066147	PEX14	1	10535585
cg15032239	0.0185981404737017	CYFIP1	15	22891954
cg15034135	0.0152303751996633	ADAMTS19	5	128796168
cg15034763	0.0168931907601693	TMEM59;C1orf83	1	54519040
cg15035273	0.0173713401085253	PAN2	12	56727511
cg15035713	0.0164923519282627	TEP1	14	20881570
cg15037004	0.0854913649281335	ZNF366	5	71803938
cg15039399	0.0109490160064139	CDK2AP2	11	67275985
cg15041659	0.0107345218850866	ZBTB40	1	22778527
cg15042080	0.0221625597806854	TMEM74	8	109799756
cg15042385	0.0277009512820406	URGCP;UBE2D4	7	43966260
cg15042806	0.0168674724007973	DCTN5;PALB2	16	23652268
cg15043057	0.426983430797953	CTPS	1	41444788
cg15043801	0.0375684148899023	DNMT1	19	10305911
cg15043975	0.0792317480833307	RASSF1	3	50375252
cg15044041	0.800882949871205	WDR52	3	113160313
cg15044073	0.02092238032765	SWAP70	11	9685299
cg15045441	0.0098391593128352	C6orf155	6	72130432
cg15046675	0.886361550572966	CD37	19	49838777
cg15046693	0.631305075096084	CEBPG	19	33863876
cg15046735	0.0388220802290746	ALKBH1;C14orf156	14	78174352
cg15047833	0.0322950124021967	POLR2C	16	57496411
cg15050111	0.0318380763586402	GRHL3	1	24645850
cg15051063	NA		3	142893947
cg15052335	0.875228056764962	LPIN2	18	3011810
cg15052901	0.367351163691041	NA	NA	0
cg15054260	0.0123771625603741	RIPK2	8	90769710
cg15055101	NA	SH2D3A	19	6766609
cg15056107	0.0233931301486599	NUP133	1	229644037
cg15056247	0.0163028657327356	DSE;TSPYL1	6	116601073
cg15056412	NA	NECAB3	20	32262523
cg15057581	0.00538857565278894	SIRPA	20	1875084
cg15057726	0.0438142450222284	MCM2	3	127317466
cg15059511	0.0206263868720094	ZFYVE19;DNAJC17	15	41099719
cg15059932	0.0177017000854661	ZNF236	18	74535233
cg15060177	0.0148479382569762	SACM1L	3	45731018
cg15060813	0.278435710074342	LRFN3	19	36428308
cg15061008	0.0261130828890544	CABIN1	22	24407907
cg15062535	NA	ZNF610	19	52847933
cg15062795	0.0181435098945879	ETV6	12	11802217
cg15065896	0.0121723232129793	GOLGA4	3	37285038
cg15068733	0.292098940834953	FGF11	17	7342846
cg15070798	0.0341166550374071	WDR24	16	740561
cg15071391	0.613261679629427	MTMR6	13	25862639
cg15075170	0.0239378084283479	TMEFF1	9	103236030
cg15075718	0.671801480857849	NA	NA	0
cg15076218	0.0287680702079271	PIK3R3	1	46599002
cg15076659	0.139246218236504	SLC9A1	1	27481857
cg15077070	0.329700855449203	IL1RL2	2	102803290
cg15077637	0.0494516289648078	EFTUD2;CCDC103	17	42977401
cg15078027	0.0254205395333703	NA	NA	0
cg15078479	0.00979649546997831	PARP2;RPPH1	14	20811808
cg15081561	0.83972974032849	CCDC102B	18	66504226
cg15082782	0.664016700265328	NA	NA	0
cg15083227	0.0239934808830016	NA	NA	0
cg15083233	0.552083952616515	PALM2-AKAP2;AKAP2	9	112810402
cg15085805	0.0240766560413934	LSM4	19	18433592
cg15087147	0.0125622910614793	SND1;LRRC4	7	127672169
cg15089387	0.105431147361401	TSLP	5	110406661
cg15089487	0.0549863651919577	LRRC49;THAP10	15	71185252
cg15091337	0.0230430501258348	POLE4	2	75185439
cg15091410	0.607643764092664	NA	NA	0
cg15092544	0.00494787591403085	NA	NA	0
cg15092802	0.771323312890869	NA	NA	0
cg15094912	0.0144165729347002	POFUT2;LOC642852	21	46707781
cg15095327	0.753985694161893	IL17RE	3	9944512
cg15096123	0.877810098246123	KLK4	19	51413937
cg15096140	0.474451109559273	MYO1B	2	192109731
cg15097876	0.0148440725264907	PPA1	10	71993604
cg15098690	0.0435063699662817	ZNF330	4	142141984
cg15100639	0.0332288872507517	BAT5	6	31671037
cg15101633	0.455048177568167	MEG3	14	101293726
cg15103426	0.0115406744148996	CCDC117	22	29168792
cg15103675	0.00552027770918016	UAP1	1	162531519
cg15104484	0.0190714490070956	PEX26	22	18560503
cg15105081	0.0620956981366967	C11orf67;RSF1	11	77532226
cg15105660	0.0160208576403391	CLDN1	3	190039935
cg15105703	0.0543681222510772	DUOX1;DUOXA1	15	45421860
cg15105987	0.468430583861449	NA	NA	0
cg15107670	0.0450029109277593	WT1;WIT1	11	32456759
cg15109207	NA	PLA2G4C	19	48614773
cg15109571	0.0404721926232961	SUFU	10	104264023
cg15111734	0.0710864355052009	FGFBP3	10	93668914
cg15113803	0.961154029728434	RHO	3	129247119
cg15118204	0.138209328564006	MAFG;SIRT7	17	79876231
cg15118503	0.0308369006673047	AHSA2	2	61404861
cg15119375	0.0140374040498331	C16orf67	16	31712039
cg15120247	NA	C1orf54	1	150244045
cg15120497	NA	TRH	3	129692899
cg15120925	0.0345830554524021	RASAL1	12	113573809
cg15120942	0.557202646547653	PLCD1	3	38071578
cg15121304	0.887725772787645		22	22380100
cg15125424	0.071087481696439	SOCS2	12	93963354
cg15125472	NA	HSPB6;C19orf55	19	36248077
cg15125634	0.026288017617504	RAB11A	15	66161842
cg15127324	NA	ARAP2	4	36246442
cg15127733	0.888468385941886	HSPA12B	20	3713584
cg15127806	0.0325993775406445	MRPL42	12	93861418
cg15128849	0.0347780390161854	HHLA3;ANKRD13C	1	70820718
cg15128898	0.0375792115155389	SPEF2	5	35618029
cg15129294	0.11064328811888	NA	NA	0
cg15133363	0.0225009627966562	C7orf68	7	128096265
cg15133917	0.334025211604054	TTN	2	179672637
cg15134628	0.0125657661517615	MAPK12	22	50699649
cg15134649	0.0195279550404406	MT1E	16	56659336
cg15139737	0.0152078727043153	C8G;FBXW5	9	139839391
cg15140807	0.943062919733018	LOC388387	17	41051210
cg15142488	0.991907746913014	LYPD4;DMRTC2	19	42348947
cg15143643	NA	FBLN1	22	45897773
cg15144793	0.00613163004166456	SH3BP4	2	235861303
cg15146720	0.0539174930295628	GALNT11	7	151722621
cg15146752	0.337120205085385	EPHA2	1	16482767
cg15147435	0.0128423987620551	FKBP11	12	49319453
cg15147516	0.158508903020139	MIXL1	1	226411868
cg15147545	0.0144237387098531	ITGB1	10	33247604
cg15149098	NA	SULT2B1	19	49055027
cg15149645	0.0351724421469436	NUPR1	16	28550619
cg15149938	0.390935805498617	C22orf34	22	50018392
cg15153383	0.0186333018112309	KATNB1	16	57770620
cg15154229	0.84312871771155	CPA1	7	130020011
cg15156078	0.143686487828613	RASGRF1	15	79383413
cg15156367	0.50846288011172	EPHX4	1	92495004
cg15156836	0.0979137200723271	SEPN1	1	26126415
cg15156844	0.983245457907151	DLGAP1	18	3880020
cg15157837	0.00884656053293592	CNNM3	2	97482059
cg15158783	0.0666212876137507	PF4	4	74847646
cg15160312	0.0151250475701577	DLG1	3	197025201
cg15160445	0.643639715011402	GNAS;GNASAS	20	57426749
cg15160742	0.0303562577367424	PPPDE1	1	244817222
cg15161055	0.0243897878830051	ECSIT	19	11639555
cg15161785	0.0153622624289054	ADI1	2	3523134
cg15164103	0.112457862414512	MEST	7	130126871
cg15164958	0.047996891157918	VSTM2A	7	54609587
cg15165084	0.00728843249866015	GRAMD3	5	125759291
cg15166050	0.971861136785722	LCTL	15	66857133
cg15166089	0.882936457834076	CD164L2	1	27710030
cg15167433	0.047677906875104	XRCC1	19	44079985
cg15169162	0.839215373322271	PRPH2	6	42690308
cg15170424	0.0170034969950996	TMEM55A	8	92052897
cg15170903	0.0171210672569023	NA	NA	0
cg15171237	0.925406180958802	CASP3;CCDC111	4	185571958
cg15173196	0.034056811635616	UBE2T	1	202311278
cg15175266	0.538621983363549	CDH12	5	22854704
cg15175577	0.0154774407202365	C22orf28	22	32808177
cg15177359	0.597984717287093	UNC13D	17	73840750
cg15177917	0.161639413757522	DAND5	19	13080409
cg15178040	0.883788303292311	GSTA5	6	52711494
cg15182360	0.0342923964153382	PCDH20	13	61989737
cg15183083	0.0585598226873684	KCNA4	11	30038310
cg15185001	0.0153362659637401	LSR	19	35739448
cg15185286	0.0125258692842689	AIG1	6	143381675
cg15185794	0.0167264135621495	PADI2	1	17446087
cg15185804	0.0205454087927495	PGM3;RWDD2A	6	83902498
cg15186584	0.958352777956013	C9orf24	9	34397651
cg15186869	0.163923364558007	UBR7;C14orf142	14	93673274
cg15187606	0.937704554673186	PDZK1IP1	1	47656853
cg15188491	0.0438267965509645	PRKAB2	1	146644106
cg15188688	NA	CDC45L	22	19468342
cg15191648	0.259596424209449	SALL3	18	76740262
cg15195276	0.0148471301289369	LPAR1	9	113799936
cg15195353	0.875737311021186	GLIS2	16	4382775
cg15195412	0.698286423948449	CX3CL1	16	57406955
cg15198335	0.0211837251098511	DIS3L	15	66586003
cg15200096	NA	KCND1	X	48829104
cg15201291	NA	CYP2C8	10	96830102
cg15201599	0.0176437110579108	COG3	13	46039584
cg15201635	0.00955665728426314	SMPD3	16	68482637
cg15201877	0.0256263044661706	PTGER3	1	71512973
cg15201909	0.408234013960263	IL2RG	X	70331961
cg15202954	0.107663028425407	NALCN	13	102068996
cg15205507	0.0756364169878513	ZNF331	19	54024323
cg15206330	0.00986048333161948	TP53;WRAP53	17	7591591
cg15206445	0.683568862848609	SPG7	16	89573312
cg15207619	0.0589452628696981	CAB39L	13	49975643
cg15207953	0.554497757429627		20	29522467
cg15209169	NA	RABGAP1	9	125702779
cg15210427	0.739070352260223	CST9L	20	23548991
cg15210596	0.0120407616269937	SCCPDH	1	246887325
cg15210999	0.866743557195268	DTNBP1	6	15663538
cg15211655	0.0145385922499726	OSBPL1A	18	21977340
cg15211677	0.145918689875305	WBP5	X	102611451
cg15212440	0.0238524123383029	SFXN2;ARL3	10	104474465
cg15213605	0.0381305938486623	COG4;SF3B3	16	70557485
cg15214092	0.030763152829646	MRPL12	17	79670496
cg15214137	0.0173531416704755	PGM2L1	11	74109221
cg15215114	0.0212205063342866	C17orf61	17	7307419
cg15219393	0.0226912341962873	PPARGC1B	5	149109878
cg15222604	0.630041575632066	HCFC1	X	153230625
cg15223781	0.0514974716033757	FER	5	108083895
cg15225105	0.013249211357228	SAC3D1	11	64808343
cg15226751	0.935469415026954	LZIC	1	10001911
cg15227610	0.905745969492355	HSPB2;CRYAB	11	111782016
cg15227982	0.0310118054516985	C10orf26	10	104535854
cg15228639	0.786452841993802	PLA2G4E	15	42289939
cg15229026	NA	UBAC1	9	138853493
cg15230273	0.114000058857028	EFNA5	5	107006413
cg15231886	0.396909117080536	UTP14A	X	129039863
cg15232450	0.015639050234479	SETMAR	3	4345438
cg15233681	0.948772837146521	IL1R1	2	102770602
cg15234096	NA	LIX1	5	96479253
cg15235185	0.0106247957778901	TROVE2;UCHL5	1	193028809
cg15235832	0.188587078866783	ACTR2	2	65455536
cg15236866	0.411908482976598	DLX1	2	172948825
cg15238200	NA	TRIM65	17	73893634
cg15238224	0.0838356559038689	TRIM31	6	30081408
cg15239123	0.0103896496233097	SMOC1	14	70346413
cg15239579	0.366205932607901	TRAP1	16	3767978
cg15239703	0.0243692741047028	CBR4	4	169931051
cg15240064	0.0677668656843337	ZNF12	7	6746837
cg15241084	0.692125371181155	TLR7	X	12886121
cg15241708	0.616122910989962	CNOT6	5	179920582
cg15242570	0.111102664965326	CTSL1	9	90341048
cg15243024	0.0199302022762869	NRBP1	2	27651571
cg15247031	0.234482298721624	C14orf126	14	31926564
cg15247144	0.0109997343448758	PYCARD	16	31213730
cg15248035	0.959620860743621	CCIN	9	36169949
cg15248979	0.0144181783237526	USP37;RQCD1	2	219434002
cg15249164	0.0117588485400398	ATP5O	21	35288186
cg15250507	0.0538385740413481	C1orf106	1	200860365
cg15250797	NA	SCTR	2	120281526
cg15253243	0.0077724112683308	TMEM198;CHPF	2	220408791
cg15253672	0.0211595280142809	SPR	2	73114960
cg15256539	0.0117429546143521	BCKDHB	6	80816434
cg15257765	0.031483005854801	MRPS11;MRPL46	15	89010459
cg15258980	0.624371835377205	ARHGAP25	2	68961597
cg15259973	0.0432048266015775	DSG2	18	29078565
cg15260250	0.00795984229915843	AP3S1;ATG12	5	115177504
cg15261665	0.0822984371348437	LTF	3	46506374
cg15262516	0.154376236794106	COL4A1;COL4A2	13	110958418
cg15262928	0.0374352522558801	TIMM17A	1	201924572
