Hybridization REF	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05	TCGA-A8-A08I-01A-11D-A00Y-05
cg16050957	0.00720372193372111	RBBP6	16	24550743
cg16051027	0.0140419738983258	ZNF341	20	32320358
cg16051685	0.921518220577057	TRIM63	1	26394083
cg16052901	0.366776555753515	VPS52;RPS18	6	33240864
cg16054422	NA	SART3	12	108954439
cg16060664	0.00870689269365582	AP3M2	8	42010866
cg16062480	0.0165061047017527	EPRS	1	220219722
cg16063112	0.0553211748801466	C10orf107	10	63423079
cg16063666	0.0274454618752169	TP53TG1;CROT	7	86974833
cg16065186	0.0382340281176923	ERBB2	17	37856663
cg16068780	NA	SBNO1	12	123835423
cg16068833	0.679804144825152	UBXN11;CD52	1	26644515
cg16069236	0.0245912808974563	MRPL39	21	26980353
cg16069910	0.357884294022414	NXNL1	19	17571528
cg16070444	0.0370125198174078	TMEM184B	22	38668323
cg16072030	0.0133281752335779	PPP1R15B	1	204381148
cg16072462	0.123676971037047	PF4	4	74847758
cg16075384	0.0202074867538695	C7orf42	7	66386859
cg16075940	NA		6	109557698
cg16076328	0.342146004888431	EPCAM	2	47597118
cg16077929	0.490871413982347	CDKL1	14	50862509
cg16078836	0.0501505178310631	MAP3K13	3	185081374
cg16080552	0.0550670808351538	TACSTD2	1	59043199
cg16082125	0.463636534786639	USP11	X	47092560
cg16084788	0.922774328942307	SLC2A7	1	9086146
cg16085042	0.0323039248296382	LOC253724;HSP90B1	12	104323957
cg16087263	NA	PLA2G2F	1	20465218
cg16090392	0.0301642119839607	AFF1	4	87928170
cg16091845	0.0152724592403375	SMARCA5	4	144434637
cg16092786	0.408857778449358	WT1	11	32455735
cg16092956	0.0354852672934014	ACSL1	4	185747098
cg16094520	0.0350601413432558	SHMT1	17	18267123
cg16094954	0.024722225118249	BCL3	19	45251180
cg16097079	0.0260849904693201	HLA-C	6	31239916
cg16097772	0.849236942657712	LYZ	12	69742232
cg16098170	0.80270989460909	JSRP1	19	2255848
cg16098726	0.977040201314026	GP9	3	128778738
cg16098981	0.294092799295124	TMEM90B	20	24449865
cg16101572	0.0145758592610449	ZNF219;C14orf176	14	21566698
cg16101800	0.90363553940704	PCK1	20	56136569
cg16104446	0.126382725366813	MCM4;PRKDC	8	48873951
cg16106497	0.954332182680199	NA	NA	0
cg16107172	0.939805948267234	SLC27A5	19	59023222
cg16107553	0.0159123337446291	PPP2R5E	14	64010427
cg16108132	0.0340823461722746	ANXA7	10	75174197
cg16109297	0.0693850302682348	CDC20	1	43824900
cg16111791	0.0748418387960354	CACNB4	2	152955109
cg16112050	0.329249417008331	ENOSF1	18	713200
cg16112129	0.0301777637380093	DRD1	5	174870968
cg16112157	0.440236551531965	KRT6A	12	52887685
cg16112945	NA	ADAMTS13	9	136285806
cg16114640	0.0540776545929805	THSD1	13	52980000
cg16116363	0.0182932306263261	SH3GLB1	1	87170624
cg16118817	0.479264848548176	FEM1A	19	4792497
cg16119128	NA	C15orf52	15	40630304
cg16119274	0.0243255666664341	MPHOSPH6	16	82204391
cg16120811	0.0146882741825668	WEE1	11	9594484
cg16121444	0.0460137654495819	BLZF1;NME7	1	169337314
cg16122592	0.561543471832572	MAGEB6	X	26210712
cg16124337	0.0191651504766318	UBE2J1	6	90062879
cg16124821	0.015160248003199	ZNF706	8	102218091
cg16125615	NA	CAPS	19	5913035
cg16127845	0.0495442436814654	GPER;C7orf50	7	1126423
cg16127900	0.514460009066137	NA	NA	0
cg16128363	0.950626234166807	DLGAP1	18	3880558
cg16129797	0.0153646403937919	MRPL15	8	55047904
cg16129988	0.0589142779206077	UQCRC1	3	48647215
cg16131766	0.362401052224726	MKRN3	15	23810280
cg16133244	0.787936506884851	C16orf42;GNPTG	16	1400833
cg16137862	0.0473655427625572	BCL2L1	20	30310246
cg16139316	0.898811918443284	S100A9	1	153330758
cg16140179	0.551750310695457	SPERT	13	46275352
cg16141690	0.178623222335364	C14orf119;ACIN1	14	23563715
cg16142218	NA	CHMP7	8	23101221
cg16142977	0.0207917079203317	EEF2	19	3985688
cg16144006	0.977621355787198	NA	NA	0
cg16148270	NA	DIRAS3	1	68516465
cg16148403	0.0178767114726698	SEPSECS	4	25161816
cg16148454	0.951956166877584	TMED6	16	69385606
cg16150435	0.758615801989391	C6orf15	6	31080529
cg16152813	0.0418101336681913	FAM57B	16	30042407
cg16153267	0.181165636385864	RB1	13	48893968
cg16154416	0.176956819792644	RASGRF1	15	79382767
cg16155382	0.0190920969099941	GRHL3	1	24646191
cg16155588	NA	CUL4A;PCID2	13	113861933
cg16155702	0.704175070395943	FGF21	19	49260210
cg16158220	0.331196424537731		2	79383891
cg16158681	0.0312458583034269	MT3	16	56623109
cg16158807	0.0562790650867156	WNK2	9	95946891
cg16158874	0.724604387656068	GPR4	19	46095562
cg16159313	0.94208924833082	ACY1	3	52018129
cg16160720	0.0256478518191142	RASA1	5	86563744
cg16161425	0.0322101038308696	MSH3;DHFR	5	79950956
cg16166399	0.0369255472759493	ZBTB45	19	59030753
cg16168311	0.117698188310359	APOA1BP	1	156561947
cg16169604	0.040200726458402	GPR148	2	131485486
cg16173067	0.303898387965677	SDCBP2	20	1309722
cg16173109	0.900669539723844		2	242945447
cg16174071	NA	ANXA8L2	10	47746195
cg16174234	0.0143435374739836	C19orf40;CCDC123	19	33463305
cg16175263	0.142885753118804	TNFRSF10C	8	22960385
cg16175725	0.877980052619733	HNF1A	12	121416796
cg16175792	0.819854181260103	HSD3B1	1	120050104
cg16176301	0.0103643786481801	ST5;C11orf17	11	8933372
cg16176379	0.0371095530525214	LPCAT2	16	55543049
cg16176600	0.314005625925191	FRK	6	116381609
cg16177163	NA	MTERFD1;PTDSS1	8	97272787
cg16177830	0.242847222689015	TNFRSF17	16	12059019
cg16178491	0.0248778716103017	SLC5A8	12	101603996
cg16179125	0.0173624579829768	CTSZ	20	57582121
cg16181202	0.0617410563204141	CTSO	4	156875136
cg16182127	NA	SASS6;CCDC76	1	100598516
cg16184930	0.0229397388639015	DICER1;FLJ45244	14	95623699
cg16184943	0.089818548159121	ZNF280B	22	22863293
cg16185365	0.0138463395331054	RNF168	3	196230308
cg16188038	0.0144470029157388	ZNF622	5	16465766
cg16188243	0.0450839407645885	SGTA	19	2783719
cg16189954	0.0188316787307676	HSCB;CHEK2	22	29138267
cg16191009	0.60649761116085	CPNE9	3	9745369
cg16191875	0.635469839565747	NA	NA	0
cg16192029	0.980728547586171	ANKRD7	7	117864674
cg16192575	0.603453695493281	PTPN20B;PTPN20A	10	48828106
cg16192916	0.0283781570156305	PSME4	2	54197794
cg16193203	0.92800796934218	USP54	10	75313138
cg16194715	0.878342366828804	SMAD9	13	37453926
cg16195804	0.0299096854878382	C12orf65	12	123717050
cg16196602	0.0470070242967043	SF3B2	11	65819332
cg16196812	0.54926770200389	PRLHR	10	120355139
cg16199381	0.0251224953492814	TSTD2;NCBP1	9	100396477
cg16200844	0.0156860301333467	ITCH	20	32951410
cg16202564	0.159281089188566	MATN2	8	98881927
cg16204289	NA	FAM176A	2	75796759
cg16204757	0.508903148794896	MSN	X	64887739
cg16205058	0.062389212555768	APEX1;OSGEP	14	20924369
cg16208136	0.0433365616554329	GEM	8	95274252
cg16208271	0.0173154127898319	ENTPD6	20	25176149
cg16208448	0.0661653564301728	NA	NA	0
cg16208491	0.149410938689509	PRPF4B	6	4021748
cg16209630	0.00920271146229031	ZNHIT2	11	64885070
cg16211684	0.0184067629272987	PCDH21	10	85954622
cg16213655	0.0386286630721102	NA	NA	0
cg16213976	0.0825571357877554	PIGO	9	35096797
cg16215361	0.271795337400957	MUC15;ANO3	11	26594620
cg16218254	0.0198643954486436	IMMP2L	7	111202755
cg16218377	0.0092187666843395	CAPRIN1	11	34073324
cg16218387	0.0215613750073972	FAM8A1	6	17600646
cg16218424	0.078567522485062	CMAS	12	22198973
cg16219122	NA	RUNDC3B;ABCB1	7	87343956
cg16220183	0.057592222750873	SEPT4	17	56609687
cg16220802	0.0185671164752914	MAPKSP1	4	100815812
cg16221059	0.0451768534259468	PLS3	X	114795485
cg16222568	0.868823694029795	SPEG	2	220308071
cg16222698	0.0325869354011128	REXO2	11	114310578
cg16222762	0.171094362613912	SYT4	18	40857464
cg16224854	0.0194155627582192	NAIF1;SLC25A25	9	130829986
cg16225091	0.803034062508199	ODF3	11	197224
cg16225429	0.0194445092479521	TUSC2	3	50365552
cg16225441	0.104435146086935	BECN1	17	40976328
cg16225753	0.0153351541669697	MAD2L1	4	120988337
cg16227684	0.114928247347393	GDI1	X	153664862
cg16227775	0.155754639876627	ABCB7	X	74376251
cg16228804	0.0171042186847792	PKN2	1	89150099
cg16232126	0.708942774744043	SLC5A7	2	108603005
cg16232979	0.702176219818828	TPM4	19	16187631
cg16233911	0.0167591929286976	NA	NA	0
cg16233998	0.0438542157123971	NA	NA	0
cg16235034	NA	FRMPD1	9	37650629
cg16235860	0.00983999653029895	USP1	1	62902122
cg16236759	0.0165054381957493	UBE2I	16	1359182
cg16236875	0.109295618681564	C1R	12	7245112
cg16237595	0.0162150691189327	RNF41	12	56615720
cg16239406	0.0111214075007684	MTCH1	6	36954249
cg16240480	0.0290451510060017	EDARADD	1	236557473
cg16241648	0.0174736661233336	ARPC1A	7	98923114
cg16241714	0.0154137326747514	CEBPD	8	48650511
cg16242770	NA	KRTAP17-1	17	39471738
cg16243644	0.242311983587603	STAG2	X	123095766
cg16243646	0.0505860463773807	PLA2G12A	4	110651822
cg16245261	0.291749195514232	PRKCDBP	11	6342357
cg16245339	0.014121619956651	DECR2	16	451507
cg16245844	0.0151703143604335	ADIPOR2	12	1800488
cg16246410	0.0173389114590153	NR4A2	2	157189316
cg16248277	0.149811319835226	FGF8	10	103536063
cg16249454	NA	CXCL2	4	74965075
cg16249711	0.972317743499889	TBPL2	14	55907501
cg16250355	0.0215382687491266	SMARCC1	3	47823674
cg16250754	0.270285338385794	CARD6	5	40841579
cg16253168	0.0199974752722544	NOL7	6	13614902
cg16253412	0.057891230567441	TPST1	7	65670776
cg16254309	0.513944442716535	CNTNAP2	7	145814152
cg16254764	0.0215863774322129	HDAC11	3	13521178
cg16256230	0.332234660183674	KIF4A;PDZD11	X	69510071
cg16256504	0.0870780855193661	WNT6	2	219724157
cg16256610	0.00720882890386569	REEP4	8	21999381
cg16256643	0.10925630292445	NDUFB7	19	14683110
cg16257040	0.0110308467632312	RMND5B	5	177557700
cg16257086	0.0134693717093822	CD46	1	207925400
cg16257091	0.0589297816491817	BDNF	11	27743580
cg16257685	0.0254817232373728	UCHL3	13	76124267
cg16261965	0.0451225927600074	ARF3	12	49350941
cg16263182	0.397631299040945	HBA2	16	223399
cg16264526	NA	EDNRA	4	148401273
cg16267059	0.0203832684112328	MFAP1	15	44117132
cg16267266	0.937970035093017	IL17F	6	52109232
cg16267491	0.0316623530642889	LOC256880;H2AFZ	4	100871315
cg16268051	0.010971055194712	CDC42	1	22379390
cg16268429	0.0904397379419832	C5orf33	5	36242136
cg16268563	0.774917430262865	ATP6V1G2;NFKBIL1	6	31513680
cg16269097	0.54362087266672	CASK	X	41783155
cg16270091	0.028799156717886	QRICH1	3	49131884
cg16270890	0.0384009872935892	HAGH;FAHD1	16	1875963
cg16270990	0.646869123745232		11	130542897
cg16272420	0.805666542895596	PNLIPRP2	10	118381044
cg16273524	0.016998681562847	THUMPD2	2	40006334
cg16273597	0.0286396755416117	CD83	6	14117480
cg16273788	0.0282092006655573	LINS1;ASB7	15	101142760
cg16274148	0.0149302861569745	C9orf156	9	100684771
cg16275172	0.0157067455964433	TMOD3	15	52121933
cg16276070	0.0135906561282803		19	58070951
cg16276199	0.015536655371853	PPP1CB	2	28974102
cg16279786	0.985539528120711	NRXN1	2	51255306
cg16280313	0.0210285663861005	PEX16	11	45939543
cg16280667	0.835950514969632	CXCR5	11	118754593
cg16280922	0.0348838789443681	C1orf25;C1orf26	1	185125973
cg16281796	0.0176639725291998	PEX26	22	18560863
cg16282101	0.016842833697376	FAHD2A	2	96068839
cg16282679	0.948686510785185	EGFL8	6	32134310
cg16284168	0.0304268432076819	MCM7;AP4M1	7	99698217
cg16284292	0.0212254244514603	ZBTB43	9	129567924
cg16286776	0.0122787176338643	EIF2C2	8	141644897
cg16290693	0.0221937476354321	NA	NA	0
cg16290737	0.0687276080727585	CHGA	14	93389246
cg16293088	0.0268110301670628	NF2	22	29999326
cg16293105	0.0230291460968241	SIGLEC6	19	52034970
cg16293656	0.0516689429336165	FGF17	8	21900438
cg16293991	0.0504733712141793	NA	NA	0
cg16295988	0.0198989638180377	C9orf80	9	115480625
cg16296356	NA	RAD51L3	17	33447110
cg16297030	0.79727599572513	AGXT2	5	35047946
cg16298264	0.0108578971313845	MBLAC2;POLR3G	5	89770699
cg16298282	0.203628840490629	KIAA0776	6	96969423
cg16299341	0.0225233644159767	OSBPL9	1	52082824
cg16299616	0.0237835331022836	NA	NA	0
cg16301617	0.509867031555736	TMC8;TMC6	17	76128906
cg16302441	0.126175445214561	POMC	2	25391830
cg16303453	0.0300292942465129	CA7	16	66879016
cg16303562	0.812341735388278	MSR1	8	16050333
cg16306115	0.0257403026131514	KAAG1;DCDC2	6	24358306
cg16306381	0.0139324557315079	STRADA	17	61819073
cg16307860	0.0675946273866381	C1orf58;AIDA	1	222886951
cg16310262	0.0290450089487672	C15orf44	15	65903328
cg16310717	0.100844883348402	CCND2	12	4383619
cg16312163	0.0247242737240836	ALDH1L1	3	125899401
cg16312647	0.021763457016557	PPIB	15	64455677
cg16312916	0.0123459914050486	ACAD10;BRAP	12	112123964
cg16313343	0.0259280313079661	BRF1	14	105768109
cg16313587	0.0205480997712133	BRF2	8	37707285
cg16315923	0.0218623382857439	KIAA0195	17	73453100
cg16317961	0.0178343197256135	MAPRE2	18	32621748
cg16319213	0.0178582010296936	NA	NA	0
cg16319578	0.521767721682154	HSPA2	14	65007512
cg16321029	0.489643019191701	SNRPN	15	25068850
cg16323498	0.0167867092324702	ATPAF2;C17orf39	17	17943126
cg16324018	NA	ELMOD3;RETSAT	2	85580627
cg16326979	0.0107822579543236	OXR1	8	107670161
cg16328273	0.0111387095205762	CCNE2	8	95908119
cg16328820	0.0206678715347964	DLD	7	107531982
cg16330965	0.224494043905978	SNAPC5	15	66790390
cg16332060	0.0360124059118088	C11orf60	11	118436807
cg16332224	0.913400109347666	MOCS3;DPM1	20	49576406
cg16332577	0.041845167760848	C17orf37	17	37886349
cg16334519	0.92582487781247	NA	NA	0
cg16334795	0.270238443605691	BACE2	21	42538894
cg16334840	NA	SCLY	2	238968944
cg16335762	0.0485924406317916	CMTM3	16	66637919
cg16336120	0.0369884641255647	RAMP3	7	45197318
cg16338035	0.0166194841314511	C3orf58	3	143691269
cg16338347	0.016663361225794	ALCAM	3	105085463
cg16338822	0.0173406994462694	TPX2	20	30326883
cg16339185	0.01361719261673	SGOL1	3	20227809
cg16340268	0.0617643749658071	ITPKB	1	226925172
cg16340918	0.0131801990999095	KIF11	10	94352700
cg16341373	0.0198677987593072	CDCA8	1	38157962
cg16342780	0.505770615770069	PLXNB3	X	153030343
cg16343696	0.014578975937683	KPNA6	1	32574126
cg16343842	0.170544375204936	CD99L2	X	150066722
cg16345226	0.0366034982274764	TMEM38A;C19orf42	19	16771394
cg16345880	0.0371180814055209	SARS	1	109756737
cg16348491	0.0301810742127608	MYL12B	18	3262664
cg16351002	0.838770425260189	FAM24B	10	124610101
cg16351184	0.0122628060328793	WDR85	9	140473184
cg16352283	0.132497832092078	FAM46B	1	27338978
cg16353413	0.0200466001431624	CENPB	20	3767628
cg16353836	0.0120147071438124	SAFB2;SAFB	19	5623459
cg16354207	0.0479287434426528	UBE2F	2	238874908
cg16356516	0.971494261396148	AARS;EXOSC6	16	70286390
cg16356956	0.794258637711576	CSF2RB	22	37317934
cg16357381	0.0496883670129725	COL7A1	3	48632892
cg16357921	0.0503030520373909	CDK20	9	90589634
cg16358738	0.866182460368547	AGXT	2	241808595
cg16358826	0.0650873699958906	GABRA4	4	46996264
cg16359129	NA	C1orf226;C1orf111	1	162347752
cg16360372	NA	SPINK1	5	147212728
cg16360444	0.0293433339462107	ITGA7	12	56102181
cg16361890	0.723409688460072	LTC4S	5	179220545
cg16362133	0.0195931685157895	SLC11A2	12	51420474
cg16363586	0.0322866184424826	BST2	19	17516329
cg16366323	0.024393180723487	C17orf105;DUSP3	17	41856855
cg16367027	NA	C9orf43;POLE3	9	116174442
cg16367232	0.0780436102372421	UTP14A	X	129040481
cg16370389	0.942604900142533	PTTG2;TBC1D1	4	37962041
cg16370737	0.397779162288857	NA	NA	0
cg16371833	0.226095568475238	NA	NA	0
cg16372520	0.674946549507124	NRXN3	14	78869751
cg16375728	0.0181649519126358	LRRC45;STRA13	17	79980611
cg16376234	0.0708736437766331	TOP1	20	39657506
cg16377872	0.279461993501863	SLC1A6	19	15084823
cg16377880	0.306967042070406	CYP4F3	19	15751167
cg16378421	0.0212157179227793	ABCC5	3	183736171
cg16379513	0.985753173590802	LOC100128071;TSSK3	1	32827150
cg16381688	NA	ACOT13;TTRAP	6	24665947
cg16381752	0.0339852882896697	TOR1AIP2	1	179847085
cg16382256	0.0178865576959599	EPHB3	3	184279657
cg16382322	0.0229605179762336	ARAP3	5	141061902
cg16382382	0.0127808381786089	TGFBR3	1	92351047
cg16384137	0.828185427327492	C13orf16	13	111972997
cg16385933	0.0114215662346815	LOC282997;PDCD4	10	112631792
cg16386080	0.190447364277532	CDK20	9	90589146
cg16386158	NA	IL1RL1	2	102927397
cg16387606	0.028036600950566	NA	NA	0
cg16388829	0.0704055155114251	ARID5A	2	97202323
cg16390856	0.759353246936987	NA	NA	0
cg16391151	0.0104360285768913	NOD1	7	30518197
cg16391792	0.798134979437472	LIPC	15	58723657
cg16393207	0.710907843230751	GDPD5	11	75237739
cg16394138	0.00857804074497115	XPR1	1	180601363
cg16396417	0.0934242392430268	MZF1;LOC100131691	19	59085259
cg16396488	NA	PLA2G1B	12	120766223
cg16396948	0.677672500520954	PHLDB2	3	111603394
cg16398289	NA	WDR49	3	167372745
cg16399745	0.32349084878385	NCAPD2	12	6604039
cg16400825	0.015941632052767	ITPR3	6	33589418
cg16404106	0.784782692140337	CCDC81	11	86085623
cg16404689	0.0151494388979958	C1orf156;C1orf112	1	169764273
cg16405575	0.0119906358215134	TSPAN9	12	3186173
cg16405957	0.944447347323093	KRT2	12	53045793
cg16406212	0.0201328578420793	UBXN2A	2	24163862
cg16408394	0.0164653043750924	RXRA	9	137219075
cg16408565	NA	ORM2	9	117090924
cg16408970	0.031619873539063	BAMBI	10	28965584
cg16409869	0.0124244356749439	NDUFC2	11	77790796
cg16411152	0.897308246503063	ADAM29	4	175839604
cg16413535	0.946484394756453	TKTL2	4	164395149
cg16413777	NA	RSAD1	17	48555933
cg16414852	0.663886406506666	SULT1B1	4	70626128
cg16414945	0.0875692693301503	DUSP12	1	161719333
cg16415058	0.46864102172504	SORCS1	10	108923781
cg16415646	0.800999000808696	LOC285954;INHBA	7	41743001
cg16417437	0.0617831385174373	TMEM126A	11	85358767
cg16417937	0.00904073490166928	NUDC	1	27248012
cg16418163	0.0136049670049412	ACPL2	3	140950828
cg16418329	0.736445567727261	C4orf35	4	71200751
cg16418684	0.0214046592612143	VWCE	11	61062205
cg16419345	0.0255763705299017	ACOX1;C17orf106	17	73976089
cg16420530	0.0263191491248541	ING2	4	184426759
cg16420888	0.0268770558801602	C11orf68;DRAP1	11	65687479
cg16421285	NA	SAE1	19	47633827
cg16421589	0.0368557477959863	PANK3	5	168006761
cg16422907	NA	CCNA1	13	37006734
cg16425577	0.0148561540713049	DENND3	8	142139654
cg16426459	0.101421647445304	MLPH	2	238396155
cg16427670	0.027634626778199	ARHGEF7	13	111766902
cg16428251	0.545540808095589	SOX14	3	137483479
cg16429439	0.17871627207703	MAGT1	X	77150966
cg16431978	0.301524232595111	KRTAP13-3	21	31797932
cg16433922	NA	SFRP4	7	37956704
cg16434306	0.92633207600994	C5orf23	5	32788128
cg16434546	NA	SFRS12IP1;SDCCAG10	5	64063849
cg16435601	0.0138981032069501	BPTF	17	65822392
cg16438432	0.0311361727241175	HNRNPD	4	83294858
cg16440909	0.643667235924895	MAMLD1	X	149613745
cg16442715	NA	MAP3K7IP1	22	39796206
cg16443152	0.0261812198072006	CAMSAP1L1	1	200708104
cg16443939	0.0311409229817554	ERLIN1	10	101945124
cg16444968	NA	CPNE7	16	89641723
cg16446783	0.411828324079735	MRGPRX4	11	18193360
cg16449464	0.0811777456468199	MAP1D	2	172864337
cg16449972	NA	ZNF423	16	49861382
cg16452396	0.326189537280761	PHF6	X	133507394
cg16454349	0.812746630349453	SEPT12;LOC440335	16	4837889
cg16456919	0.889615666124641	LRRN2	1	204655378
cg16462075	0.825821811604984		7	100544220
cg16463460	0.689704576606138	WT1	11	32454718
cg16464322	NA	HNRNPL	19	39343574
cg16465769	0.838735472046677	SLC22A7	6	43266151
cg16465939	0.486517858497044	KCNQ1	11	2554410
cg16466334	0.875092455858023	MMP3	11	102714358
cg16467694	NA	POLR2G	11	62529198
cg16468729	0.21960799319377	IL8	4	74606465
cg16468910	NA	SNX4	3	125238791
cg16469386	0.00877514378168498	SLC38A1	12	46662743
cg16470760	NA	CD4	12	6898217
cg16470957	0.0313402078511095	TUSC4;CYB561D2	3	50388565
cg16473288	0.881676123448378	OR1N1	9	125290120
cg16474684	0.0196472917227881	RNF4	4	2470049
cg16474696	0.0279782091102207	MRI1	19	13875014
cg16475089	0.0160377751386839	NA	NA	0
cg16477324	0.0213203422666052	ITPKC;ADCK4	19	41223331
cg16478145	0.795664456420204	TFPI	2	188419830
cg16478792	0.791497739537899	RGSL1	1	182458262
cg16479674	NA	ZNF672	1	249131947
cg16480145	0.0087709913670965	RUSC2	9	35489718
cg16480209	0.802796472805206	CNGB1	16	58004460
cg16481024	0.0100453753019177	KLF10	8	103668053
cg16481281	0.0117056341762206	IL11	19	55880843
cg16482226	0.0155958763329582	CNOT2	12	70637792
cg16483466	0.590593051009107	C20orf186	20	31671234
cg16483916	0.162181538578746	PLAC2	19	5567758
cg16484842	0.0206899903059274	TH1L	20	57556086
cg16486059	0.010700488211869	C1orf135	1	26186256
cg16488098	0.0221011340191713	PODXL	7	131240440
cg16488522	0.870013776570327	KRT27	17	38940132
cg16490390	0.0128513775824395	MBOAT7;TSEN34	19	54694229
cg16491909	0.0198506713197727	C1orf43;UBAP2L	1	154193730
cg16492735	0.478696667105137	SGCE;PEG10	7	94286208
cg16494477	0.0234989919469277	FGF18	5	170847251
cg16494590	0.0283888648693829	BTN2A3	6	26421791
cg16495265	0.269779923780985	LOC404266;HOXB5	17	46671010
cg16499669	0.852071265531261	NA	NA	0
cg16500334	0.031557973348883	NA	NA	0
cg16501028	0.837126422023313	WT1	11	32450000
cg16501235	NA	C1orf54	1	150245988
cg16504670	0.369452235073637	DEF8	16	90014253
cg16504798	0.337708717501847	MYO1F	19	8643540
cg16505204	NA	THRSP	11	77774337
cg16505550	0.180538025489266	PPAP2B	1	57045708
cg16505687	0.0139861680844975	GPR137B	1	236305169
cg16506346	0.694825171510263	NA	NA	0
cg16507522	NA	SERPINA3	14	95077557
cg16508857	NA	WWOX	16	78133117
cg16509045	0.302583877790038	TRPM6	9	77502963
cg16509569	0.757104868804567	NCKAP1L	12	54891634
cg16509658	0.0166802108469072	GABRB2	5	160975347
cg16510010	0.183974677261205	FAM122C	X	133941163
cg16510657	0.201329927824464	TMEM35	X	100333950
cg16511708	0.0114731891865241	SS18	18	23671264
cg16512727	NA	RAD51AP1;C12orf4	12	4649136
cg16514843	0.541520939641293	PAX4	7	127255483
cg16514995	NA	SASS6;CCDC76	1	100597460
cg16515820	0.0239922742460855	ZBTB20	3	114866447
cg16516400	0.0512384974601006	FAM89A	1	231177201
cg16517394	0.269828301874189	TNFSF4	1	173176362
cg16518291	0.0127330573568591	ZNF460	19	57792257
cg16519321	0.207592197961173	MYOD1	11	17741243
cg16519742	0.924771398119079	ZIM2	19	57306847
cg16521028	0.268095391903881	NA	NA	0
cg16521836	0.0142971053908578	QTRTD1;KIAA1407	3	113775302
cg16522484	0.851827557321593	C14orf49	14	95942049
cg16523424	0.165386792246425	SYN1;TIMP1	X	47441779
cg16523471	0.0368815853657532	SPRYD4	12	56862146
cg16523653	0.0192554432579639	DNMT3B	20	31350394
cg16524139	NA	TCF3	19	1651573
cg16525692	0.0274498525585436	CHD1L	1	146715099
cg16525761	0.0535695585260407	LOC285456;RPL34	4	109541525
cg16527805	0.0262531663921272	MDH1;C2orf86	2	63816164
cg16529592	0.800780879343949	RUNX3	1	25292215
cg16530429	0.625170795893269	LIN28	1	26737470
cg16534233	0.012079395031661	RIMKLA	1	42846477
cg16534499	0.0440140950570704	ZNF223	19	44555960
cg16535180	0.0268193522606747	C22orf25	22	20008367
cg16536450	0.475218174085493	LCN15	9	139658896
cg16536918	0.753569261906746	AVP	20	3065403
cg16537367	0.919982833630237	OTOR	20	16729319
cg16538604	0.0100387174352961	WHSC2	4	2010703
cg16539629	0.032634711464849	C14orf132	14	96505722
cg16539981	0.053607441902595	TEAD2	19	49865373
cg16540259	0.884362345062713	NDST2	10	75572220
cg16540704	0.919764525897192	ASZ1	7	117067416
cg16540768	0.0379763956469331	TMEM56	1	95582647
cg16541031	0.0182126211448153	IRF7	11	615519
cg16542081	0.638672131593421	NA	NA	0
cg16543027	0.282168702269131	PLCB2	15	40599680
cg16543294	0.0205828656566721	ASB6	9	132404763
cg16544272	0.017923264322002	MYO19;PIGW	17	34891014
cg16545079	0.0221014796803671	PER1	17	8055888
cg16545105	0.896067678011957	CRHBP	5	76248749
cg16546489	NA	HSD17B1	17	40703702
cg16547341	0.567827725458868	USP29	19	57630691
cg16547450	0.0413280205763413	IFT88	13	21141711
cg16547529	0.809704811525089	KLHL35	11	75140681
cg16550324	0.0134648204009694	GMDS	6	2245327
cg16551261	0.0288985252191444	LRRC6	8	133687929
cg16551326	0.0506348273436825	ERF	19	42759518
cg16555388	0.0374514634929627	TNFSF10	3	172241216
cg16557944	0.0144863815367675	GPX7	1	53068197
cg16558203	0.926570984113181	SLC22A14	3	38347392
cg16558348	0.0120345297603536	UBQLN1	9	86322296
cg16561743	0.788868605883584	CXorf23	X	19984992
cg16564824	0.0146838662443336	SNAP25	20	10199536
cg16567044	0.751556388232906	MEG3	14	101291136
cg16570917	0.655502492026053	PTPRF	1	43996062
cg16571399	0.798174480729706	TLN2	15	62939540
cg16574065	0.0177303281330696	RDM1	17	34257726
cg16575408	0.963429068260626	MMP1	11	102669291
cg16579101	0.0160179012328614	NOP2	12	6677158
cg16579354	0.0206279700534638	XRCC5	2	216974337
cg16579646	NA	HSD3B1	1	120048352
cg16580737	0.0480283196954449	MME	3	154797589
cg16581199	0.847778785481885	TSSK1B;MCC	5	112770721
cg16582174	NA	CLINT1	5	157286420
cg16582344	0.0144663663475605	ARF1	1	228270207
cg16584172	0.0246891243692275	ZIC2	13	100633446
cg16584573	0.0133746475474714	FGF8	10	103535637
cg16584911	0.192631118778101	AHCYL2	7	128864557
cg16585619	0.404302612436841	KRT19	17	39685250
cg16585682	0.0153740473788828	SCGB3A1	5	180017623
cg16588061	0.0140491180873202	CTSC	11	88070780
cg16590151	0.462521872115901	SYNCRIP	6	86352636
cg16592658	0.558462804233486	EBI3	19	4229887
cg16593081	0.946034867829299	DYX1C1	15	55799927
cg16597172	0.0138255860167992	MYCN;MYCNOS	2	16080669
cg16598810	0.0191979458535029	DEPDC1	1	68962176
cg16601385	NA	CFD	19	858846
cg16601861	0.103061059925217	NA	NA	0
cg16604136	0.0126732610101674	NUF2	1	163291493
