Hybridization REF	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05	TCGA-B6-A0IN-01A-11D-A032-05
cg11093356	0.0136361125993945	DDX19A	16	70380593
cg11094938	0.773619103002384	ATP2A1	16	28888844
cg11095315	0.788337778860072	PABPN1	14	23789003
cg11096640	0.022349562092723	ACTR3B	7	152457432
cg11096837	0.0121012436811461	NA	NA	0
cg11096993	0.212641336870971	ACY3	11	67417958
cg11098259	0.815255614975325	AQP9	15	58430391
cg11099291	0.0191044933439266	C17orf91;WDR81	17	1620044
cg11099899	0.677966118217171	CLDN14	21	37852334
cg11100802	0.0136905644554872	TRIM52	5	180688063
cg11102782	0.104549111570128	ISYNA1	19	18549136
cg11102794	0.0365026016717806	LMO1	11	8285587
cg11104347	0.0272974164549022	DUSP23	1	159750836
cg11105610	0.541849586666413	LGALS3BP	17	76976352
cg11107205	0.0170243538191004	RCL1	9	4793458
cg11108432	0.0252002903611122	PINX1	8	10697698
cg11108890	0.649707748873298	VAMP5	2	85811471
cg11109684	0.0126180605137973	RAB10	2	26257047
cg11110686	0.843827867906765	MAGEC1	X	140991714
cg11113534	0.959766074539446	C20orf70	20	31756024
cg11114344	NA	NCRNA00188;SNORD49B;SNORD49A	17	16341984
cg11115427	NA	PHYH	10	13342610
cg11115702	0.0314123570864311	SPNS1	16	28986698
cg11116142	0.0153694018426955	CRBN	3	3221344
cg11116440	NA	URM1	9	131133274
cg11117707	0.0113694540810346	SLC16A6;ARSG	17	66288529
cg11118665	0.0190671433067668	TCFL5	20	61493341
cg11119131	0.0278101754594809	CCDC99	5	169010837
cg11119596	0.421135123847884	CD96	3	111261010
cg11119884	0.508716984917917	NA	NA	0
cg11120551	NA	CHD1L	1	146713996
cg11122968	NA	CD33	19	51727295
cg11126134	0.731429409334413	C13orf33	13	31480304
cg11126313	0.860196474383625	CCR3	3	46284262
cg11128808	0.920561416720289	CACNG6	19	54495970
cg11129291	0.0219636356052205	DARS	2	136742688
cg11130441	0.526164001688598	C2orf58	2	38358147
cg11132751	0.961961549567886	CXorf67	X	51149970
cg11134443	0.773613624610117	NA	NA	0
cg11136251	0.0259118805178312	ZWILCH;RPL4	15	66797427
cg11136562	0.677125933563074	ARAP3	5	141061285
cg11139878	0.59616262147953	CD5L	1	157811790
cg11140307	0.0117016378439548	CMTM4	16	66730384
cg11140785	0.015806211544982	ZNF264	19	57703301
cg11141013	0.0199575912869907	ZNF688	16	30583056
cg11141561	0.0108875136299899	CAMLG	5	134074404
cg11142466	0.037797620500502	KRCC1	2	88355481
cg11147193	0.353778488108359	HPCAL1	2	10442040
cg11147886	0.855310734584972	NFAT5	16	69598170
cg11148307	0.94627519491361		10	134671663
cg11149033	NA	TFAM	10	60145204
cg11151665	NA	PSG6	19	43421584
cg11151811	0.0114675577847817	PRKAG1	12	49412422
cg11151820	0.0413655061921644	CCT5;FAM173B	5	10250162
cg11152574	NA	ACSL5	10	114134550
cg11154542	0.110994138292949	CTSL1	9	90340652
cg11154798	0.026798772400052	RAI14	5	34656563
cg11154879	0.446290352614368	C20orf151	20	61001775
cg11155265	NA	ASAP3	1	23811445
cg11157872	0.0192810713678622	RSRC2;KNTC1	12	123011310
cg11158374	0.804259882291817	TFF2	21	43771664
cg11158430	0.828115163047712	UTS2D	3	191001413
cg11158440	0.0292859425741017	IER2;STX10	19	13261480
cg11158729	0.0121419084604851	CNNM4	2	97427027
cg11158760	0.0302487208072065	FHIT	3	61237270
cg11159299	NA	GZMM	19	543432
cg11159727	0.206455406980284	NA	NA	0
cg11160386	0.0165385512404739	MDM1	12	68725932
cg11160820	0.0336607563955464	CD58	1	117113618
cg11161417	0.417959758061496	SPACA3	17	31319454
cg11161873	0.465609898272187	NA	NA	0
cg11164347	0.147160297123333	NA	NA	0
cg11164400	0.279705284578363	PPP1R9A	7	94536787
cg11166252	0.00949335318379416	AHR	7	17338258
cg11166823	0.0140571207744025	AGPAT3	21	45284425
cg11166999	0.872208493171646	PAR-SN;SNORD107	15	25226929
cg11170179	0.0726751859143912	KLK10	19	51522767
cg11170796	0.813437015346814	TCF3	19	1650224
cg11171719	0.0858645340677185	CTDSPL	3	37903684
cg11172196	0.0203066407785369	TMEM65	8	125384789
cg11172299	0.0111946190496142	C14orf142;UBR7	14	93673792
cg11172423	0.930440878289587	CLDN19	1	43205623
cg11173246	0.15739084291532	TSPAN4;POLR2L	11	841376
cg11174654	0.199401683850031	NA	NA	0
cg11175310	0.0219164818881031	RSU1	10	16859107
cg11175476	0.149286827362511	LRP6	12	12419201
cg11175477	0.0127598302398844	VPS29;RAD9B	12	110939919
cg11176095	NA	GPR126	6	142622515
cg11177404	0.229384951021234	CGB2;SNAR-G2	19	49535079
cg11177450	0.0299882208524679	SENP5	3	196594476
cg11177693	0.217488475079376	ZNF513;PPM1G	2	27604063
cg11177955	0.0129542142672991	C1orf58;AIDA	1	222886490
cg11178136	0.91499555956968	KIAA0652;HARBI1	11	46637717
cg11178443	0.0102651743457628	RANGRF;SLC25A35	17	8192024
cg11179184	NA	C8orf76	8	124254358
cg11181795	NA	NEURL4;GPS2	17	7219971
cg11184091	0.0235430277219445	DOLPP1	9	131843633
cg11185452	0.0312233836334979	SLC39A9;ERH	14	69865072
cg11185569	0.0286850208631591	CHN2	7	29234470
cg11187508	0.028297217300545	CWF19L1	10	102027336
cg11189434	0.0271324359913716	RPL5	1	93297822
cg11189837	0.036869858092217	ADAMTS1	21	28218596
cg11191210	0.589735865538202	VGLL2	6	117585815
cg11191337	0.655114099680307	PLTP	20	44541804
cg11192270	NA	ATP13A2	1	17338644
cg11193041	0.0222136163684829	GSTZ1;POMT2	14	77787952
cg11194725	0.0211923379220556	CBX1	17	46178360
cg11195002	0.0205041526221163	ICAM5	19	10399805
cg11195662	0.0504544295586027	PRUNE2	9	79520720
cg11196870	0.0654655284919652	GINS4	8	41386826
cg11197066	0.0191159656062774	PGAP1	2	197791305
cg11199399	0.102154220685301	LTBP1	2	33172442
cg11200929	0.559930857086624	CRABP1	15	78632670
cg11201229	0.90837689204246	PIK3C2A	11	17191235
cg11201288	0.900460225077932	LRRC40;SFRS11	1	70669885
cg11201532	0.578546910673405	MFNG	22	37882078
cg11203041	0.85882555075682	MGST1	12	16500185
cg11204562	0.863772868626457	C10orf81	10	115511153
cg11206634	0.264195301320547	SFT2D3	2	128458399
cg11206667	0.0267555472466872	FBXO36;TRIP12	2	230786584
cg11206763	0.0143923121284295	ESYT1	12	56521692
cg11207379	0.0170947448930001	TDG	12	104359415
cg11207564	0.407876382954495	NA	NA	0
cg11208235	0.0195768855014863	BCAR3	1	94147468
cg11208483	0.56073876818283	NA	NA	0
cg11208880	0.00941545012987907	LRRC8D	1	90287278
cg11212312	0.873003149605179	IL3	5	131395683
cg11212609	0.0299397630841597	C17orf81;DULLARD	17	7155399
cg11213150	0.73599774936692	ANGPTL2;RALGPS1	9	129884457
cg11214889	0.0316638514308668	CLUL1	18	597111
cg11216616	0.0470924251117837	RAB35	12	120555510
cg11219178	NA	OSBPL5	11	3120949
cg11220060	0.502437699637769	KLF1	19	12997418
cg11220635	0.0819170182194448	RDH11	14	68162577
cg11221132	0.63036219253886	CYP2D7P1	22	42540342
cg11221265	0.0225683035227812	SDHC;LOC642502	1	161284279
cg11221508	0.0209278002639956	ZNF830;CCT6B	17	33288337
cg11221513	NA	C22orf9	22	45636109
cg11222041	0.0375907311421246	TOR1A	9	132586346
cg11223252	0.0453390501823536	RNF103	2	86851318
cg11223864	0.0287015919314474	GNB2	7	100271323
cg11225410	0.0160610151593813	SOCS2	12	93966317
cg11225935	0.0129067748316007	KDM5A;CCDC77	12	498478
cg11226328	0.0454210373635885	EPB41	1	29213367
cg11227541	0.034132137351883	GNG5;SPATA1	1	84972317
cg11228872	0.0131557956305499	CALR	19	13049259
cg11231018	0.927209371546873	LIPF	10	90423408
cg11233153	0.578812057305669	SLC10A3	X	153718691
cg11233228	0.0452154161093116	PRPF4;CDC26	9	116037401
cg11233384	0.124168864737914	AKR7A3	1	19615702
cg11234457	0.920890626771181	FTMT	5	121187547
cg11235426	0.519329145267214	DUSP22	6	292522
cg11235871	0.0132144546285031	QARS	3	49142143
cg11236244	0.722831175518066	CSAG1;MAGEA12	X	151904510
cg11237115	0.028924045696648	KLHL24	3	183353422
cg11237738	0.83046779140787	C4orf6	4	5527295
cg11237817	0.549630173466715	NA	NA	0
cg11237883	0.0137554302649721	STYXL1;MDH2	7	75677249
cg11238505	0.0138124278197746	CYHR1;KIFC2	8	145691776
cg11241627	0.303705718699106	FERD3L	7	19185165
cg11243196	0.0166147629671059	ADAMTS3	4	73434856
cg11245384	0.725138124870563	PDYN	20	1974646
cg11246695	0.0109291090575452	PIAS3	1	145576023
cg11248413	0.740332048627456	NEUROG1	5	134871658
cg11248491	0.0178830347778288	CYTH3	7	6312525
cg11249120	NA	SAMD3	6	130543838
cg11249173	NA	LOC221710;HERV-FRD	6	11112209
cg11250058	0.0925281008904935	NA	NA	0
cg11250247	0.0294108166871186	TBP	6	170864036
cg11251086	0.0284697477403375	DUSP11	2	74007147
cg11251498	0.309704650945081	IDO2	8	39792769
cg11251858	0.0336264679381522	ESR1	6	152129036
cg11251877	0.877418835161261		6	168398981
cg11254522	0.871677806964735	FGR	1	27950343
cg11255163	0.0217920413127778	CDH1	16	68771200
cg11255230	0.0210573229797728	BCL2	18	60987808
cg11256279	NA	C7orf23	7	86849303
cg11256445	0.96964501622018	HCLS1	3	121380233
cg11258532	NA	CA7	16	66877873
cg11260422	0.073115045125977	FOXA1	14	38064112
cg11260848	0.614260791830709	ALX4	11	44326260
cg11261264	0.873902686228635	PTPRH	19	55720737
cg11262815	0.390779316655118	CACNA1G	17	48638703
cg11262874	0.343726665030632	ZNF681	19	23941711
cg11263296	0.114922384775868	CCDC64	12	120428313
cg11263497	0.0246146270555058	WDR35	2	20190220
cg11263584	0.0128917740821674	ICT1	17	73008587
cg11264817	0.0152459667387442	INCA1;KIF1C	17	4901584
cg11265916	0.0183357107670878	MAPK1	22	22221056
cg11265941	0.699377333477892	SNRPN	15	25068738
cg11266874	0.0266149368942659	ARL13B	3	93699352
cg11267879	NA	CYP2F1	19	41619952
cg11269533	0.189346079370339	FEV	2	219850301
cg11270633	NA	IL28B	19	39736956
cg11271605	0.0736746190064897	STEAP4	7	87936282
cg11272332	0.253986262982666	ZDHHC15	X	74742810
cg11274211	0.0178051201679582	PIP5K1B;FAM122A	9	71395330
cg11275139	0.025727325698119	NA	NA	0
cg11276198	0.0115132055672476	KRAS	12	25404189
cg11276280	0.0350446545193138	TBCC	6	42713551
cg11277126	0.0305395896585728	TRPC4AP	20	33680945
cg11277230	0.0497913010353181	C4orf36	4	87813935
cg11278262	0.0385022918636363	KRTCAP2;TRIM46	1	155146720
cg11279021	0.256588404362306	ETV1	7	14028690
cg11283860	NA		1	8273352
cg11285003	0.0476150610793541	HCN1	5	45696592
cg11285843	0.0919852240462484	TMEM41A	3	185217130
cg11286122	0.652424729240089	PHLDB1	11	118477406
cg11286163	0.015330049823961	PSMA5	1	109969161
cg11286618	0.0197837844079296	WBP1	2	74685465
cg11289251	0.00960463009429693	DDX28;DUS2L	16	68056774
cg11290225	0.118496414859737	KIFC2	8	145692591
cg11291009	0.454041181433793	ARHGEF9	X	62975067
cg11291200	0.748637036787543	MAGEB2	X	30233490
cg11295113	0.607215908811013	FOLR2	11	71927938
cg11295902	0.0246470109639386	SF1	11	64546368
cg11296363	0.0165451690725692	FTSJ3;PSMC5	17	61905004
cg11296937	0.269313435156085	PRDX5;TRMT112	11	64084966
cg11297236	0.688755399882544	PDILT	16	20416475
cg11298412	0.0182806208628077	PARM1	4	75858589
cg11298616	0.0202618149637046	CKAP2	13	53029954
cg11299964	0.0786666062629679	MAPKAP1	9	128469783
cg11300809	0.60595624594435	SGPP2	2	223288637
cg11301598	NA	OASL	12	121476792
cg11303670	0.02966938968293	TSPAN33	7	128784442
cg11303749	0.0213467912423872	HIST1H4B	6	26027410
cg11304234	0.355259311517794	IL18	11	112034801
cg11304524	0.948918769916823	TSSK4	14	24674887
cg11304734	NA	POLR1E	9	37485592
cg11308639	0.821399994872744	BMP10	2	69098272
cg11308840	0.413970457669942	TMEM215	9	32783516
cg11310496	0.95056713943298	PNLIPRP2	10	118380175
cg11310692	0.0211852599280637	PEX7	6	137143636
cg11311499	0.0298827721022236	MSH2	2	47630845
cg11312566	0.0188415841424843	SLC2A8	9	130159344
cg11313124	0.0246063843146849	ZMAT3	3	178789226
cg11313997	0.0160783822639401	B4GALT7	5	177027589
cg11314271	0.568250129216474	NA	NA	0
cg11314292	0.0306427947183427	RNF125	18	29598433
cg11314684	0.194434668021748	AKT3	1	244006288
cg11316784	0.0142183283714589	NSD1	5	176560594
cg11318251	0.643150243038801	BAALC;C8orf56	8	104152588
cg11319389	0.643497738071879	TOX2	20	42544648
cg11320084	0.0809585497451504	RNF2	1	185014181
cg11320143	0.0338848508739674	GDAP2;WDR3	1	118472483
cg11321895	0.0174072202068488	PLAG1;CHCHD7	8	57123832
cg11323198	0.68298486823675	CDH8	16	62069806
cg11323230	0.0164100665857666	AMFR	16	56459217
cg11323731	0.0377048040023411	AKR1A1	1	46016768
cg11324740	0.0265076881515965	NUSAP1;OIP5	15	41624793
cg11325578	0.780623637176203	GPR143	X	9733287
cg11326613	0.0653239172121902	CCDC107	9	35657478
cg11326640	0.0323113331838201	NA	NA	0
cg11328149	0.855126101055219	LY6G6C	6	31689459
cg11328541	0.46838243253385	OR7C1	19	14910889
cg11328875	0.0153512584898326	PPIL5	14	50066018
cg11329235	0.0130479171448198	SRRM1	1	24969260
cg11330108	0.0617469681968022	BCL2	18	60986115
cg11331769	NA	TAZ;DNASE1L1	X	153639287
cg11332950	0.0203042927563413	AHSA2	2	61404256
cg11332994	0.368425855130066	NA	NA	0
cg11334469	0.0268475077602419	NA	NA	0
cg11336428	0.0614759139453227	TEX2	17	62340505
cg11337525	0.0150587384448877	APOC1	19	45418417
cg11337780	NA	ZNF439	19	11977718
cg11340260	0.64193297678929	GP1BA	17	4835476
cg11341028	0.363832580022995	KBTBD4;NDUFS3	11	47601881
cg11341528	0.0112333396545966	CASD1	7	94139401
cg11344614	NA	JAM2	21	27010160
cg11345438	NA	KIAA2013	1	11986397
cg11346450	0.843419333684494	NA	NA	0
cg11353032	0.0155949948039648	ZRSR2	X	15808390
cg11354906	0.636752634774369	SFRP2	4	154710371
cg11356290	0.018356042442809	AZI2	3	28390998
cg11356705	0.012081947572445	NUP54	4	77069568
cg11360149	NA	OR2V2	5	180581315
cg11360718	0.634786425714502	TM9SF4	20	30720375
cg11360768	0.0108916280412656	WHSC1L1	8	38239777
cg11366015	0.0100558729094314	C20orf27	20	3748106
cg11368509	0.0584682308523556	SUV420H2	19	55851365
cg11368578	0.0488114499060527	CDK5	7	150754936
cg11368643	0.72408641169234	PCDHB15	5	140625059
cg11368791	0.0164001380892771	WDR46;PFDN6	6	33257095
cg11368946	NA	GCAT	22	38204391
cg11371160	0.494391818170305	UBL4A	X	153714615
cg11371394	0.0463401626258991	TGFBRAP1	2	105946583
cg11371791	0.0226567170864093	NA	NA	0
cg11372696	0.0170233853394112	POLR2G	11	62528990
cg11372831	NA	PAICS;PPAT	4	57303157
cg11373429	0.0576254356542226	ICAM5	19	10400751
cg11373746	0.0394992866851235	ALDH9A1	1	165668181
cg11375079	0.0552896570912562	GLRX5;SNHG10;SCARNA13	14	96001246
cg11375102	0.613905316353218	IFT140;TMEM204	16	1583810
cg11375475	0.0127953268883803	BBC3	19	47734362
cg11375622	0.032611598349285	HSF1;BOP1	8	145516294
cg11376198	0.68702618627838	AKR7L	1	19600730
cg11377136	0.765378782408257	PKDREJ	22	46658960
cg11378044	0.830001089885589	NA	NA	0
cg11378052	0.880647065924623	HEATR4	14	74027058
cg11378484	0.231164268155869	THOC7	3	63848695
cg11378686	0.0362929217767252	ZNF318	6	43336278
cg11378840	0.578937970107851	HHEX	10	94449797
cg11380128	0.579211978286575	PRLH	2	238473800
cg11380624	0.0576843495734019	DNAJC14	12	56222881
cg11384427	NA	CD27;LOC678655	12	6553585
cg11385473	0.0600273619641607	IMMP1L;ELP4	11	31530943
cg11386709	NA	EPB41L2	6	131278559
cg11386746	NA	CDH15	16	89237370
cg11387131	0.0417895151088853	KCNJ5	11	128761211
cg11387519	0.0352624907697597	CCDC142;MRPL53	2	74699973
cg11388238	NA	KCTD18	2	201375098
cg11389172	0.492615086891557	SLC18A3;CHAT	10	50818299
cg11390468	0.0360293358897224	IFT57	3	107940784
cg11391732	0.943874667832649	HSPB3	5	53751919
cg11392765	0.0299523422014066	NKX3-2	4	13546673
cg11393453	0.0150756224975977	FAM59A	18	30050326
cg11393848	0.188911162810296	C1QC	1	22969340
cg11394644	0.0246192381979654	FAM104A;C17orf80	17	71229370
cg11394785	0.649852658893098	LTC4S	5	179221090
cg11395610	NA	RAB28	4	13485238
cg11395917	0.0216026100495298	PLEKHB2	2	131862942
cg11395975	NA	MLST8	16	2255950
cg11396509	0.0142271933391827	SIRT2;NFKBIB	19	39389915
cg11397854	0.033889909761316	IQSEC1	3	13008878
cg11398517	0.684244475535274	GTSF1L	20	42355625
cg11398680	0.0272034348639327	PTK2	8	142011853
cg11399100	0.280406221403876	TMEM59L	19	18722368
cg11399527	0.0141914264212472	PDP2	16	66914446
cg11399590	NA	PCIF1	20	44564022
cg11399891	0.0818919306747325	ZNF444	19	56652352
cg11400333	0.108027883856529	TMEM151A	11	66059695
cg11402505	0.0725515456994304	FBXO27	19	39523436
cg11403598	NA	NIP7;COG8	16	69374664
cg11405695	0.74140024197812	ATAD3C	1	1384091
cg11406340	0.926429548869195	C10orf110;IDI2	10	1071573
cg11406695	0.0187881763578461	NA	NA	0
cg11407345	0.216010406077753	C21orf58;PCNT	21	47745057
cg11408517	0.0192170532589481	LATS1	6	150039536
cg11411707	0.0175523930004009	GABPB2	1	151043197
cg11412582	0.435201279786532	HERC2	15	28567519
cg11414046	0.0129187052867633	BRAF	7	140624194
cg11414151	0.0614816945598055	NA	NA	0
cg11415932	0.0207835402822824	POLB	8	42196139
cg11416386	0.0175656276742578	DPY19L3	19	32897202
cg11418559	0.354127804304186	GRRP1	1	26487928
cg11419863	0.0348078564356081	FAU;MRPL49	11	64890006
cg11422541	0.0306209766052496	ADCY6	12	49182586
cg11423990	NA	TXN2	22	36877559
cg11426590	0.0129856744454149	TRIM62	1	33647854
cg11428724	0.69127298290843	PAX7	1	18957632
cg11429632	0.0237983719386295	RAB14	9	123964581
cg11429658	0.873908104239114	ABCC13	21	15646635
cg11431126	0.0804980064247115	RHOU	1	228870709
cg11432797	0.693785147444802	SPN	16	29674487
cg11434468	0.0818600493669122	XKR6	8	11059277
cg11435943	0.849967762758298	SERPINB12	18	61222687
cg11438428	0.498423574073032	PTF1A	10	23481594
cg11438755	0.0242994263990173	TMEM20	10	95653570
cg11442050	0.0208976734387599	EIF4ENIF1	22	31886454
cg11442717	0.0161943344979097	PHF10	6	170125241
cg11443787	0.0261904595346375	MLLT10	10	21822403
cg11449935	0.0225886799168077	TGIF2	20	35202477
cg11450001	0.0231220864963429	GABARAPL1	12	10365596
cg11450827	0.745771968308948	CLDN5	22	19513006
cg11451801	0.0140525301057884	PSMB10	16	67970768
cg11452221	0.583976662495149	GEFT	12	58004830
cg11452360	0.0439012348661768	NA	NA	0
cg11453347	0.0192050712411785	UROS;BCCIP	10	127512288
cg11454415	0.0248441236183309	TOMM34	20	43588633
cg11455040	0.0242891803537247	SLC45A3	1	205649941
cg11456838	0.63570030154781	OSTCL	6	159278754
cg11458642	0.0150839840169396	ATR	3	142297295
cg11458974	0.659990034384265	HMOX1	22	35776686
cg11459714	0.0462815685561335	KLK10	19	51520658
cg11459822	0.0261478986429302	NA	NA	0
cg11460029	0.0307111611510342	EFNB3	17	7608747
cg11460364	0.677583404234913	DPP4	2	162931397
cg11462533	0.0611610705469858	HPCAL4	1	40156840
cg11462865	0.046666892112229	KRT19	17	39684124
cg11465163	NA	DIRAS3	1	68516093
cg11465372	0.865480991420356	KRT76	12	53171191
cg11465971	0.5034940075316	NA	NA	0
cg11466485	NA	SARDH	9	136605868
cg11466837	0.796165735964073	TRIM29	11	120009682
cg11466908	0.0363272556108201	AUH	9	94123704
cg11467738	0.0254052700349456	ARPC1B	7	98972733
cg11468462	0.0172670390639132	NXPH4	12	57610686
cg11468711	0.0102508420042514	ZNF710	15	90545745
cg11469137	NA	PLOD1	1	11994385
cg11469321	NA	BDH2	4	104021294
cg11469778	0.694326423813135	ARHGEF4	2	131674201
cg11471401	0.68893231233507	KRT6A	12	52888480
cg11471666	0.0131308572069032	EIF4B	12	53400335
cg11472424	0.565298562807656	PFKFB1	X	55020450
cg11473104	0.441964228445529	NUDT15	13	48611615
cg11474075	0.0192110503802377	TTC5	14	20773935
cg11474811	0.752095439188625	TRPM5	11	2443869
cg11475332	0.0124655246104392	SDC1	2	20425343
cg11476211	0.0195456437489346	PRKCE	2	45879284
cg11476254	0.937502054393095	ACSF3	16	89159666
cg11479591	0.206795415048281	MECP2	X	153362176
cg11479877	NA	B3GALT5	21	41029500
cg11480873	0.0172751717124858	RAB7L1	1	205744417
cg11481351	0.935089032723481	FNDC7	1	109265387
cg11481490	0.0251349345137989	C19orf54;SNRPA	19	41256723
cg11481720	0.0268945172143248	ZNF791;ZNF490	19	12721423
cg11481793	0.056233716358996	ZNF362	1	33722720
cg11483915	0.346506221677142	SLC40A1	2	190446080
cg11484288	0.0121130973249712	NA	NA	0
cg11484576	0.721528433629913	LGALS12	11	63272554
cg11484872	0.718451789791603	TNF	6	31543169
cg11485602	0.0133742041201933	PDHB	3	58419482
cg11487705	0.0150126960173278	OXCT1	5	41870746
cg11487967	NA		2	242968692
cg11489580	0.0403087267603112	G3BP2	4	76598793
cg11490446	0.0236128202753619	PSEN1	14	73602923
cg11492040	0.591551065667389	H19	11	2016513
cg11492403	0.679455766818547	RUNDC1;AARSD1	17	41131552
cg11492856	NA	DVWA;CAPN7	3	15246587
cg11494656	0.85613744705483	ARR3	X	69487197
cg11494699	0.849528915973417	RAG1	11	36588217
cg11498156	0.653417739580773	TLX1;TLX1NB	10	102890145
cg11498188	0.0233872350061006	HECA	6	139456038
cg11498740	0.0218399515428063	MOAP1;C14orf109	14	93650664
cg11500727	0.681448412068477	CNFN	19	42894425
cg11500797	0.574246941452182	DLX5	7	96652123
cg11502800	0.0247037423935666	ZNF146;ZNF565	19	36705772
cg11503011	0.211326666619795	NA	NA	0
cg11503744	0.0424753593017632	RUSC1;C1orf104	1	155294042
cg11504646	0.904685474395233	RTP1	3	186913950
cg11504739	NA	SCGB1A1	11	62186060
cg11504740	0.766938610523198	GPR152	11	67220043
cg11504897	0.475969180330709	NRN1	6	6007412
cg11505048	0.93509865116628	RGL1;APOBEC4	1	183622726
cg11505080	0.635843560422715	NA	NA	0
cg11505565	NA	TUBD1;RPS6KB1	17	57969198
cg11507178	0.285867788202151	BCL9L	11	118781515
cg11510269	0.019046125484701	RSRC2;KNTC1	12	123011761
cg11510839	0.033026705549988	OCA2	15	28344488
cg11511443	0.536776905923673	LMO3	12	16761406
cg11512771	0.667033549482043	ECM1;TARS2	1	150479487
cg11513856	0.272876198506029	RABL5	7	100965680
cg11516377	0.450693444304131	DPH1	17	1933153
cg11516606	0.024299528610586	TDRD7	9	100175029
cg11518240	0.946010550324597	FKBP4	12	2902790
cg11519508	0.0246249559969065	NA	NA	0
cg11520395	NA	JMJD4;SNAP47	1	227924115
cg11521325	0.489925847474621	CCDC114	19	48808268
cg11521965	0.508287779775035	PTN	7	137028604
cg11523020	0.39442614403158	UPK3A	22	45681036
cg11524446	NA	C1orf94	1	34642184
cg11525285	0.719558986554987	VSX2	14	74706336
cg11526405	0.0331384022354214	SH3GLB2	9	131790894
cg11527279	0.04517850798395	TTLL11	9	124854846
cg11528101	0.0103835644441038	MRPS24	7	43909044
cg11528666	0.0198173957416427	C4orf29;MFSD8	4	128886049
cg11529128	0.085089909916913	LHFPL5	6	35772890
cg11529250	NA	UPK3A	22	45680606
cg11530960	0.502625228284106	DMRT2	9	1052239
cg11532513	0.487942272276934	LRTM1;CACNA2D3	3	54962242
cg11536940	0.0306778544958113	PGCP	8	97658076
cg11538128	0.349996987647251	ZNF354C	5	178487481
cg11539173	0.0144681057164429	GNB1L;C22orf29	22	19843009
cg11540692	0.589918342110785	SIM1	6	100912072
cg11540997	0.67536772695017	DUOX2;DUOXA2	15	45407818
cg11541187	0.018891081321519	C6orf182;SESN1	6	109415607
cg11542231	0.0220757790432443	RPA2	1	28241192
cg11546621	0.691274236484875	PTGDS	9	139872161
cg11547724	0.41150855958317	HPX	11	6462452
cg11550426	0.0163168129626196	SDCBP	8	59465609
cg11552293	0.696884305368557	COL4A5;COL4A6	X	107682539
cg11553177	0.012117388988802	SUPT6H;SDF2	17	26988816
cg11554507	0.884217727889733	NEUROD6	7	31380572
cg11554605	0.903621157050738	ASB4	7	95115354
cg11554937	0.965556809861099	HSD17B3	9	99064321
cg11558474	0.154790239338469	TMEM2	9	74382743
cg11560403	0.979810366521616	TMEM81	1	205053460
cg11560645	0.711621477757389	NA	NA	0
cg11563860	0.557991466085859	CNTN4	3	2141937
cg11564268	NA	NOB1	16	69789107
cg11564670	0.876194253993504	MC2R	18	13915006
cg11565248	0.343406424019258	RPS6KA3	X	20284128
cg11566199	0.903756389807071	GALNT6	12	51773594
cg11566244	0.266596771521879	GSTP1	11	67351786
cg11566939	0.0570354523195459	DULLARD;C17orf81	17	7155231
cg11572744	0.0271227924973483	DPYSL3	5	146832933
cg11574612	0.0186447903116351	CYP39A1;SLC25A27	6	46620502
cg11574758	0.0221830956868045	PLK1S1	20	21107113
cg11577097	0.258707331779775	AQP9	15	58430682
cg11579069	0.0470731773316937	MYB	6	135502794
cg11582100	0.0353299537890493	GAD1	2	171673207
cg11584111	0.0347028565006415	C1orf105;PIGC	1	172412837
cg11584690	0.7276280403931		19	42574196
cg11584936	0.190908566797306	BNIPL	1	151009588
cg11585425	0.0131912427753186	ACTR2	2	65454529
cg11590700	0.0834112341423937	MECOM	3	169381241
cg11591325	0.560204625452436	F2R	5	76012591
cg11592951	0.0102618898045476	SRRT	7	100472745
cg11593656	0.109844798641604	COMMD6	13	76112039
cg11594131	NA	XPO1	2	61765360
cg11594137	0.120810684661827	NA	NA	0
cg11594228	0.467343021063149	NA	NA	0
cg11594415	0.0159804414530874	BAT2L2	1	171454668
cg11595245	0.014751183044011	HELLS	10	96305461
cg11595749	0.0144858420099159	ATP5E	20	57607571
cg11595794	0.014685292054085	ANKRD37	4	186317094
cg11598929	0.244671784752049	FAAH2	X	57313075
cg11599505	0.9381383932669	VSTM2L	20	36532096
cg11600161	0.671799820986237	TBC1D10C	11	67171585
cg11601662	0.0177913624108813	FKBP14	7	30066256
cg11603096	0.0252538630540151	EIF3D	22	36925444
cg11608114	0.0434263561849475	LOC338799;SETD1B	12	122241139
cg11608424	NA	HEPACAM2	7	92849851
cg11609154	0.0346733309418082	C7orf55	7	139026010
cg11609344	0.0363349715884673	YKT6	7	44240862
cg11609366	0.0188286044127727	RPL8	8	146018277
cg11609760	0.25209661183956	FGD1	X	54522363
cg11611600	0.377223773612456	ADAMTSL3	15	84323154
cg11611854	0.0182643447591536	NA	NA	0
cg11612291	0.0276667133834493	ZNF35	3	44690338
cg11612345	0.582459148840233	SMOC2	6	168842491
cg11613875	0.0340975583918212	C9orf72	9	27573889
cg11614809	0.697011541191878	NDP	X	43832280
cg11617144	0.786082718411826	GPT	8	145729772
cg11618577	0.515314070579964	KRTCAP3	2	27665543
